,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[5],196245,Quake: Honey,"[6, 130]",Honey is a free addon made available in the second update of the QUAKE remaster  An old abandoned village lies in front of you and a large church looms overhead It appears to have been empty for quite some time but what caused this  Enter the church and its depths below and find out,Missing,Missing,1.21,1.28,0.0,77.0,5.0,5.0
1,"[15, 24]",163213,Plants vs. Zombies,[18],Plants vs Zombies is an unofficial port of Plants vs Zombies made in 2012 It was likely developed by Nice Code  Plants vs Zombies utilizes the same engine as Angry Birds and the music was recycled from said game This port has fewer plants and zombies than the original but is considerably more faithful than the Angry Birds port Plants vs Zombies has five levels based on the first five of the official release,Missing,Missing,8.22,18.61,43.38,82.0,1235.0,1196.0
2,[34],143385,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,[37],What will you do when you are locked inside a room with your dream girl Live through the different situations in this game You have control over two worlds In your dream world you become a fairy who must help the girls to escape from the locked room your success affects the outcome of your relationship in the real world All environments and characters are in 3D and all the dialogues are voiced You instruct the girls through inputting words into the system You can change your perspective by using the gyrosensor Spot the items that have been hidden in a blind spot With the camera feature capture the enchanting images of the girls and keep them in your image gallery,Missing,Missing,,,,,,
3,[31],130581,Gakuen Hetalia DS,[20],Seychelles a new student at World Academy W winds up immediately involved in having to plan the schools annual party in which the students deepen their cultural exchanges and understanding of each other To be able to pull off a successful party Seychelles must plan carefully and get to know her classmates better,Missing,Missing,,,,,,
4,[31],93530,"If I Were in a Sealed Room With a Girl, I'd Probably XXX",[37],If I Were in a Sealed Room With a Girl Id Probably XXX is a Nintendo 3DS game released by D3 Publisher on March 15 2012  Character design by Dmyo ,Missing,Missing,,,,,,
5,"[12, 13]",92477,Girls' RPG: Cinderella Life,[37],A plain girl makes a big move to the city soon finding herself employed at a hostess club During her employment she can meet a bevy of suitors such as the famous Lupin III Tuxedo Mask or Hayami Masumi Who will you hit it off with,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
6,"[12, 25, 31]",89879,Kingdom Hearts 10th Anniversary 3D+Days+Re:coded Box,"[20, 37]",The contents of the box inlcude  A simple style that includes the logos used throughout the series  Kingdom Hearts 3582 Days Nintendo DSGreatest Hits  Kingdom Hearts Recoded Nintendo DS  Kingdom Hearts 3D Dream Drop Distance Nintendo 3DS  12 postcards with images of the past games box arts  Stickers  Protective cover for the 3DS,Kingdom Hearts 3582 Days The game covers the story of Roxas before the events of Kingdom Hearts II On the day he is born as Soras Nobody when Sora transforms into a Heartless in the original Kingdom Hearts Roxas is found by Xemnas in Twilight Town the leader of Organization XIII who names him its thirteenth member Each day he is sent on missions to other worlds either alone or accompanied by his fellow members to destroy Heartless with the Keyblade and release captive hearts with which the Organization can fulfill their goal of summoning Kingdom Hearts and become complete beings Roxas is placed under the care of Axel who he befriends and spends his spare time with at the end of each day sitting atop the clock tower in Twilight Town speaking whats on their minds and eating seasalt ice cream together  Kingdom Hearts Recoded Kingdom Hearts Recoded follows the story of Donald Duck Goofy Jiminy Cricket and King Mickey in Disney Castle after the events of Kingdom Hearts II Jiminy Cricket was attempting to organize what is known as Jiminys Journal after completing his adventure with Sora when he noticed a line that said Thank Naminé Looking further he discovers a message in the journal that he did not put there that states Their hurting will be mended when you return to end it King Mickey digitizes the journal and takes it in the simulated world in hopes of finding out more He awakens DataSora on the digital version Destiny Islands and asks him reenact the contents of the journal in an attempt to uncover the identity of those who are hurting  Kingdom Hearts 3D Dream Drop Distance Following the destruction of Ansem and Xemnas at the hands of Sora and Riku Xehanort is revived In response Yen Sid puts Sora and Riku through a Mark of Mastery exam in order for them to become fullfledged Keyblade Masters and counter the coming return of Master Xehanort As part of this trial the two are separated from each other and sent to worlds previously destroyed by the Heartless that have since been restored though now in a state of deep sleep which disconnects them from the other worlds,Missing,,,,,,
7,Missing,85343,Pirates Assault,[159],Enemies have come in search of your Treasure Captain,Missing,Missing,,,,,,
8,Missing,85336,Paws & Claws: Pampered Pets Resort 3D,[37],You love animals and they love you,Missing,Missing,,,,,,
9,"[7, 31]",84967,Zombie Slayer Diox,[37],Zombie Slayer Diox is a rhythmaction game with a sidescrolling twist,You are put into the jeans and leather boots of a samurai guitarist in the year 20xx Zombies have taken over most major cities in the world and our hero Diox is on a quest to put an end to the undead Diox lures the zombies with his sweet songs and sick guitar solos and he cuts them down with his mighty katana when they get close There is a rumor that deep within zombie territory a super guitar amp exists that can be used to kill thousands of zombies at once with a strum of a simple power chord,Missing,0.88,0.0,0.0,30.0,1.0,1.0
10,Missing,84682,90's Pool,[159],Chalk up a victory with classic 90s Pool a fun and realistic pool simulator which will keep you playing for hours,Missing,Missing,,,,,,
11,Missing,84588,1st Class Poker & BlackJack,[159],All the fun of the casino in the palm of your hands,Missing,Missing,,,,,,
12,"[10, 14]",64548,Arc Style: Soccer!! 3D,[37],A casual soccer game anyone can play Just pick it up and youre ready for fun,Missing,Missing,,,,,,
13,"[31, 34]",63490,Love Letter From Thief X,"[34, 39, 130]",In Love Letter From Thief X an otome visual novel for the Android and iOS platforms you play as a curator for a museum One day the museum you work for is broken in to but why are they looking for your fingerprints  Available in the Love 365 app and as a standalone on the Nintendo Switch store,Youre a curator at work when a group of infamous thieves break into the museum And what theyre after are yout fingerprints  The hacker with a wicked streak the nice young man who serves as their sniper the mischievous man who looks like hes twenty and the narcissistic leader of the group  experience a thrilling romance with this charming group of thieves,Missing,0.0,0.0,0.0,0.0,0.0,0.0
14,[13],60869,Let's Ride! Best in Breed 3D,[37],This is a Horse Breeds game for the Nintendo 3DS,Missing,Missing,,,,,,
