,genres,id,name,platforms,rating,summary,main,extra,completionist,review_score,review_count,people_polled
0,[14],4035,NBA Street,"[8, 21]",88.65483987628984,Are you ready for extreme basketball Youd better be cause its coming to your PS2 fresh from the developers of SSX Hit the streets for some 3on3 hoop action where flashy moves are your key to victory Do tricks and combos to build up your Gamebreaker meter Hit a Gamebreaker shot and youll not only advance your own point total but take away from your opponents One welltimed Gamebreaker can turn a match around Create your own cool characters and earn great new stuff for them as you unlock new courts and teams while taking on streetball and NBA legends Beat a team in the tournament mode and you have the option of adding its players to your roster which will help as you advance up the ladder You can also take on a friend in the twoplayer mode,7.26,9.75,12.81,74,38,20
