,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,268430,Titeuf: Le Film,"[5, 20]",Titeuf le Film on Wii is a compilation of minigames intended for young players Help Titeuf escape a surprise interrogation or survive a chase against his lifelong enemies,Missing,Missing,Missing,,,,,,
1,261063,3450 Algo,[159],Missing,Missing,Missing,Missing,,,,,,
2,226415,Pokémon Volt White,[20],Pokémon Volt White is a hack of Pokémon White which selfcontains all 649 Pokémon allowing a player a large amount of variety In addition Volt White also has overhauled the stats and movesets of Pokémon as well as making the game significantly more challenging and adding a new postgame,"[12, 31]",Missing,Missing,,,,,,
3,218079,The Legend of Zelda: Shadow of Night,[18],A completely new Zelda II adventure With new maps dungeons graphics music and so much more Guide link across the kingdom of Hyrule and defeat the ominous shadow,"[8, 12]",Long ago a curse was cast upon the land of Hyrule This darkness gave rise to the minions of Ganon allowing them to overrun Forests Towns and Meadows  Deep within the forest lives our young hero Link Guide Link across the vast Kingdom of Hyrule and defeat the ominous shadow,Missing,,,,,,
4,210148,JumpStart Deep Sea Escape,[20],JumpStart Deep Sea Escape is a game for the Nintendo DS released in 2011 It teaches various concepts mainly for ages 58  In this game players explore an underwater world to rescue a stranded submarine Along the way players must collect oxygen tanks solve puzzles and defeat water monsters,[31],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
5,210002,Petz Bunnyz Bunch,[20],Missing,[13],Missing,Missing,,,,,,
6,197946,The Mysterious Case of Dr. Jekyll & Mr. Hyde,"[20, 159]",Missing,Missing,Missing,Missing,,,,,,
7,194948,LEGO Star Wars III: The Clone Wars,[20],The Saga continues Build battle and laugh your way across the Star Wars universe like never before Play as Anakin Skywalker and ObiWan Kenobi through a story spanning the entire Clone Wars era LEGO Star Wars III The Clone Wars combines epic space battles challenging puzzles and of course the imaginative gameplay of LEGO  The Sith and their allies have declared war on the Jedi Council with an army of droids and its up to you to stop them With the Dark Side gathering power and entire star systems in turmoil galactic freedom hangs in the balance,"[8, 11, 31]",Missing,Missing,9.12,15.11,30.22,71.0,299.0,297.0
8,141634,The Sims 3,[37],In The Sims 3 you can create Sims with unique personalities fulfill their desires and control their lives within a customizable living neighborhood Unlock allnew Karma Powers and unleash them on your Sims help your Sim get lucky with the power of love connector bless them with the power of age defiler or instant beauty or curse them with an instant enemy Use these powers wisely because they may have unexpected results As you guide your Sims through life you can complete challenges to unlock additional items new buildings and landmarks,"[12, 13, 31]",Create over a million unique Sims and control their lives Customize everything from their appearances to their personalities and even the home of their dreams Then send your Sims out to explore new locations around town and to meet other Sims in the neighborhood With allnew quick challenges and rewarding game play The Sims 3 gives you the freedom to choose whether or not to fulfill your Sims destinies and make their wishes come true  Powerful character design tools let you make exactly who you want Robust building features allow for precise control over your Sims home And your Sims can explore a huge neighborhood to their hearts content Day or night work or play the world is your Sims oyster  Its easy and fun to make your unique Sims look just right From the face and body shaping options to the vast and evergrowing range of clothing choices to the intriguing personality types you can create the character of your dreams or even make yourself  Sims can roam freely throughout the town Visit the local bistro check out the new nightclub get a few reps in at the gym whatever strikes your Sims fancy is theirs to pursue and theyll never have to wait in line  Whether or not you believe in destiny you can help your Sims achieve their dreams During their lifetimes Sims will want different things based on their individual personality traits Fulfilling these desires gets you points to spend purchasing new items for your Sims And itll give you a nice warm feeling too,Missing,50.03,80.16,166.03,77.0,311.0,82.0
9,126035,Johnny Test,[20],Missing,[8],Missing,Missing,1.32,0.0,0.0,40.0,1.0,1.0
