first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1242000000,269728,La Carte au Tresor,[20],A trivia show game for the Nintendo DS,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1243468800,269583,Chou Meisaku Suiri Adventure DS: Raymond Chandler Gensaku - Saraba Itoshiki Hito yo,[20],This DS game is a visual novel game adaptation of Farewell My Lovely detective novel written by Raymond Chandler which spanned several movie adaptations This time the player takes on the role of Philip Marlowe private investigator While on a case a big guy called Moose Malloy enter the bar looking for his old flame Velma Valento Marlowe steps in to calm down the big guy and hears his story Seems hes been in prison for 8 years and Velma wasnt interested in waiting Marlowe reluctantly offers his help if Moose promises to calm down and not do anything rash in the meantime Expecting a quick conclusion the great PI finds himself entangled in Velmas drama filled with intrigues and deceptions,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1243468800,262990,Higurashi no Naku Koro ni Kizuna: Tokihogushi-hen,[20],An extra arc and third in the Advanced Story saga that centers on Tomoe Minai investigating a murder case with ties to Rena Ryuugu,[34],Missing,Missing,nan,nan,nan,nan,nan,nan
1243468800,262984,Higurashi no Naku Koro ni Kizuna: Yoigoshi-hen,[20],An extra arc based on the manga arc of the same name and features several changes namely the addition of a new character Miyuki Sorimachi,[34],Missing,Missing,nan,nan,nan,nan,nan,nan
1243468800,262980,Higurashi no Naku Koro ni Kizuna: Minagoroshi-hen,[20],A port of the remade version of the third arc of Higurashi When They Cry Kai,[34],Missing,Missing,nan,nan,nan,nan,nan,nan
1243468800,262978,Higurashi no Naku Koro ni Kizuna: Tsumihoroboshi-hen,[20],A port of the remade version of the second arc of Higurashi When They Cry Kai,[34],Missing,Missing,nan,nan,nan,nan,nan,nan
1243382400,260944,New English Training: Learning with Tempo - Beginners Edition,[159],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1243382400,260942,New English Training: Learning with Tempo - Advanced Edition,[159],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1243468800,248839,Catan,[20],There is hardly a board game award that the Settlers of Catan game created by Klaus Teuber has not won This classic has a global fan community and has been translated into 25 languages over its last 13 successful years Catan the legendary strategy game for Nintendo DS provides gaming fun any time anywhere True to the original game you can compete with up to four players for the most settlements the longest roads and the largest army You can trade with each other and claim the precious land with all its resources If there are no other players available various Catanians each with their own individual characteristics will prove themselves worthy competitors the pirate Jean who knows no compromise Vincent the merchant who never allows himself to be cheated Sean the knight who takes what is rightfully his Find out if you really are a secret colonialist confront your rivals and become Lord of Catan Includes The Settlers of Catan Seafarers Game Expansion Embark on a quest to settle the island build ships and chart the nearby waters Discover faroff mines and use gold and combinations of resources grain wool ore brick and timber to develop your ever expanding empire,[35],Missing,Missing,6.94,0.0,20.0,63.0,7.0,3.0
1241481600,210440,Puzzle Kingdoms,[20],Puzzle Kingdoms challenges players to plan out strategic attacks in order to defeat their opponents Order troops across the map conquering cities through innovative puzzle gameplay Players build and manage armies led by heroic commanders to save the world of Etheria from the brink of destruction By matching corresponding gems on the game board players will both inflict damage on enemy forces while building mana that can be used to perform devastating attacks that will cripple their opponents,Missing,Missing,Missing,17.77,24.3,31.17,64.0,12.0,20.0
1243296000,210281,Up,[20],Journey through the undiscovered jungles of South America in Up the video game  This version is only six levels long They usually consist of one or more large areas and players are required to have Carl and Russell together at the end of each level There is also a boss at the end of each level Exclusively in this version players must acquire and use certain tools to overcome obstacles although the use of such tools is constrained by an energy meter and are encouraged to finish levels as fast as possible but must be careful not to arouse too much suspicion from Muntzs dogs who patrol the jungle and will engage Carl and Russell in battle if they move around too often,"[8, 9, 31]",Missing,Missing,5.23,6.78,8.52,62.0,25.0,30.0
1241740800,209826,Knock 'Em Downs: Worlds Fair,[20],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1242259200,206493,Bridge Training,[20],Bridge Training is the first Nintendo DS game exclusively dedicated to the popular Bridge game Bridge Training is based on the rules of the contract bridge which inspires enthusiasm both for beginners and professional playersWith bridge training you can playfully and easily learn how to bridge with integrated lessons and exercises Experience players can contribute their skills thanks to expert tips Bridge Trainer for the NDS even better features  More than 100 games  3 game modes normal game against time and perfect  Each game is commented so that the player can learn from his mistakes and constantly improve his performance  A detailed tutorial provides an easy and smooth introduction to the world of the popular bridge game  The integrated touchscreen notepad allows targeted elaboration of the strategies,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1241481600,205156,Night at the Museum: Battle of the Smithsonian - The Video Game,[20],Get ready for a story so epic it could only unfold in the corridors of the worlds largest museumthe Smithsonian Institution Museum guardturned entrepreneur Larry Daley discovers that his favorite exhibits and some of his best friends from New Yorks Natural History Museum are being shipped off to the archives at the Smithsonian Larry gets a distress call from the miniature cowboy Jedediah reporting that Egyptian ruler Kahmunrah and a trio of heinous henchmennamely Ivan the Terrible Napoleon and Al Caponeare plotting to take over the museum then the world Speeding to the nations capitol Larry is clearly in over his head But with some impressive new pals including the irrepressible Amelia Earhart along with familiar friends Teddy Roosevelt and Octavius Larry will stop at nothing to restore the Smithsonian before dawn,"[8, 31]",Missing,Missing,nan,nan,nan,nan,nan,nan
1242086400,187076,Benjamin Blumchen: Ein Tag im Zoo,[20],Benjamin Blümchen Ein Tag im Zoo is a german only Nintendo DS game,"[2, 9, 26, 32, 33]",Missing,Missing,nan,nan,nan,nan,nan,nan
1242345600,144305,El Internado Laguna Negra,[20],The video game follows the structure of the television series but it is full of extra content parallel plots and new scripts supervised by the series writers so that the end of the game will be an unknown even for the most loyal followers of the plot from El Internado In this sense in the game the relationships between the students will have a very important weight in the development of the games plot being able to investigate and discover in first person the dark secret that the Laguna Negra boarding school hides    During the adventure it is possible to embody five of the protagonists of the series of the players choice these being Carol Ivan Marcos Julia and Vicky With them the player aims to explore the scenarios seen in the series while looking for clues and interacting with other characters in addition to having to overcome various minigames and puzzles that will require the use of the special features of the game portable such as using the touch screen or microphone    Regarding the graphic section the game presents a visual style that combines the two and three dimensions on the upper and lower screen of the laptop showing all the narrative sequences through black and white scenes in a similar way to those seen in movies such as  for example Sin City,[34],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1243468800,123300,Claymore: Gingan no Majo,[20],The silver eyed witches a mix between demons and humans are the only ones who can fight against the demons that ravages the landWith the sword Claymore in hand release the demonic powers in your blood but stop before this power corrupts the you An overdependence on it may turn you into the monster that you are fighting  The game system is easy to master with a few taps on the touch screen panel you can unleash the powers in your blood and launch sure kill attacksBesides Claire the heroine you can to take control of other characters and test out their skills and limits Sink deeper into the dark dangerous world of Claymore no longer as a spectator but as a warrior,[25],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1243123200,100169,Dekisugi Tingle Pack,[159],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1242086400,90949,Drama Queens,[20],Take on the role of one of four girls as she tries to juggle boyfriends careers and best friends forever while encountering drama at every turn Should she spend time at work trying to earn a promotion Hang out with friends to build a closer friendship Or go out on the town with that special guy in hopes of finding the love of her life Its all up to you With all of lifes twists and turns you never know whats going to happen next in Drama Queens  Compete with up to 3 friends to see whos more popular in MultiCard Play or Hot Seat where you take turns on one DS Spin the wheel and choose your path to move your character around the 3D board game environment Beware of the Drama Spaces as they can lead you to lose your job have a Best Friend Forever stand you up or cause another girl to steal your boyfriend,[35],Missing,Missing,nan,nan,nan,nan,nan,nan
1243209600,84692,Photo Clock,[159],Photo Clock allows you to enjoy the photos taken with your Nintendo DSi Camera application in a new way,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1243382400,84483,Master of Illusion Express: Psychic Camera,[159],Impress your friends with mesmerising magic using A Little Bit of Magic Made Fun  a collection of easytoperform tricks that you can carry wherever you go,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1242086400,79532,Dreamer Series: Babysitter,[20],With Dreamer Babysitter you can see what it takes to be a great babysitter,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1243382400,78894,Puzzle Iroiro: Gekkan Crossword House Vol.1,[159],Crossword puzzle game by Nintendo for DSiware,[9],Missing,Missing,nan,nan,nan,nan,nan,nan
1241654400,75276,Tout Savoir Grande Section Maternelle,[20],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1242345600,71285,Sherlock Holmes: The Mystery of the Mummy,[20],In The Mystery of the Mummy youll be immersed in an incredible adventure full of mysteries and with many developments Take on the role of the famous detective Sherlock Holmes and get ready to avoid numerous traps and to solve riddles A mysterious murder numerous suspects and the famous mummy for a case that appears to be not that easy,"[2, 9, 31]",Missing,Missing,5.28,5.21,5.39,48.0,23.0,29.0
1242864000,69213,Ore ga Omae wo Mamoru,[20],A femaletargeted Metroidvaniastyle sidescrolling action RPG with dating sim elements,"[8, 12, 31]",Ren an elite knight is sent to explore the recentlydiscovered ruins dated back to the ancient civilisation of Edenbar known for its incredible alchemical technology and mysterious disappearance,Missing,nan,nan,nan,nan,nan,nan
1243468800,69175,Days of Memories 3,[20],Compilation of three mobile games into one DS game,[34],The player is given a month to start a relationship with one of the girls who come from other SNK games,Missing,nan,nan,nan,nan,nan,nan
1243468800,69165,Higurashi no Naku Koro ni Kizuna Volume III: Rasen,[20],Higurashi no Naku Koro ni Kizuna Volume III Rasen is the third installment in Higurashi no Naku Koro ni Kizuna which includes chapters seven and eight from Matsuri and two additional arcs one based on the manga arc of the same name called Yoigoshihen and the other being the third arc of Advanced Story saga named Tokihogushihen,"[31, 34]",Missing,Missing,nan,nan,nan,nan,nan,nan
