,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[8],275487,Coldsteel Adventure 7,[4],Get ready to become the strongest fighter in the Sonic Fighting Academy in 64 BITS Coldsteel The Hedgehegs 7th outing on the N64 is edgier than ever Can you beat Trent Razners ultimate challenge,Missing,Missing,,,,,,
1,"[9, 33]",273324,Fashion Princess: Super Edition,[130],Missing,Missing,Missing,,,,,,
2,Missing,270582,Dead Cells: Return to Castlevania Edition,"[48, 130, 167]",Missing,Missing,Missing,,,,,,
3,[8],269768,Don't Dig Down,[19],Missing,Missing,Missing,,,,,,
4,Missing,268578,Sid Meier's Civilization VI: Leader Pass,[130],Return to rule with the Civilization VI Leader Pass Lead your people to greatness with 12 leaders brand new to Civilization VI and 6 new takes on classic Civilization leaders,Missing,Missing,,,,,,
5,Missing,268569,Golden Idol Mysteries: DLC Bundle,[130],Contains 2 DLCs in one bundle,Missing,Missing,,,,,,
6,"[13, 14]",268564,Isle of Jura Fishing Trip: Complete Edition,[130],Missing,Missing,Missing,,,,,,
7,"[15, 31, 33, 35]",268559,Fun Chess: Special Edition,[130],Missing,Missing,Missing,,,,,,
8,"[9, 13, 31]",268554,Draw and Color: Kawaii - Magnificent Edition,[130],Missing,Missing,Missing,,,,,,
9,[15],268551,Mario + Rabbids Sparks of Hope: + Rayman Edition,[130],The  Rayman Edition of the game includes   The base game  DLC 3 Rayman in the Phantom Show,Missing,Missing,,,,,,
10,"[10, 13, 14]",268547,Sport & Fun: Swimming - Platinum Edition,[130],Missing,Missing,Missing,,,,,,
11,"[9, 13, 31]",268545,Pixel Paint 2: Special Edition,[130],Pixel Paint 2 is a sequel to an extremely popular game by the same name The rules are quite simple Put your mind at ease follow the numbers and fill out every last pixel with the right color  Its your first step in becoming an amazing pixel artist Choose a theme you like and sink into the wonderful world of pixels  Choose from a wide range of drawings and expand your pixel art gallery with the Health DLC,Missing,Missing,,,,,,
12,Missing,268539,Groove Coaster: Wai Wai Party!!!! - Hit Song + VTuber Pack 5,[130],A new pack featuring 10 songs navigators and avatars from JPOP ANIME VTuber A DLC pack for Groove Coaster Wai Wai Party that includes 10 songs navigators and avatars from JPOP ANIME VTuber,Missing,Missing,,,,,,
13,Missing,268537,Theatrhythm: FBL - Mana Pack Vol. 2,[130],A pack of additional music tracks to use with Theatrhythm Final Bar Line,Missing,Missing,,,,,,
14,[8],266416,I Wanna Commit Crimes So I Can Go To Prison Then Commit Super Crimes So I Can Go To Super Prison 64,[4],Mario is captured and sent to the jail factory and has to find a way out Try not to explode,Missing,Missing,,,,,,
15,"[8, 33]",266342,Shadow Bundle: Shadow Quest and Nightshade Ninja Warrior,[130],Dive into this amalgamation of excitement strategy and allure as you become the master of both light and shadow,Missing,Missing,,,,,,
16,[8],265623,The Troll,[4],The Troll is a troll rom hack of Super Mario 64 made for SimpleFlipss Troll Competition 2023,Missing,Missing,,,,,,
17,"[4, 33]",264948,Teenage Mutant Ninja Turtles: Shredder's Revenge - Dimension Shellshock Bundle,[130],Get TMNT Shredders Revenge and its Dimension Shellshock DLC in this bundle,Missing,Missing,,,,,,
