,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[8],259340,Dixie Kong Country,[19],A mod that replaces Donkey Kong with Dixie Kong along with her gliding abilities,Missing,Missing,,,,,,
1,"[8, 9]",257608,My QLDC Level,[19],A short Super Mario World ROM hack in which the main purpose is to navigate the world map while avoiding obstacles and solving puzzles It won the 1st place in the Questionable Level Design Contest 2023 QLDC 2023,Missing,Missing,,,,,,
2,[8],256295,SM64: Rocky Mountain Revisited,[4],Super Mario 64 Rocky Mountain Revisted is a 7star minihack that reimagines the old version of Whomps Fortress from its Spaceworld 95 demo also known as Rocky Mountain,Missing,Missing,,,,,,
3,[12],254838,Mega Man Battle Network Legacy Collection Vol. 2: Custom Pet Pack Vol. 2,[130],Two rearranged music tracks for the ingame music player and a Special Skin that changes the appearance of the 3D MegaMan on the menu screen,Missing,Missing,,,,,,
4,[12],254837,Mega Man Battle Network Legacy Collection Vol. 1: Custom Pet Pack Vol. 1,[130],Two rearranged music tracks for the ingame music player and a Special Skin that changes the appearance of the 3D MegaMan on the menu screen,Missing,Missing,,,,,,
5,[34],253740,Senjou no Waltz for Nintendo Switch: Limited Edition,[130],Limited edition of the port of Senjou no Waltz for the Nintendo Switch  Senjou no Waltz tells the story of village girl Ran who obtained massive power from a cursed magic sword after losing her parents and hometown She ended up at an ultranationalistic military school known as Nirvana It was a unique school a country in its own right gathering boys and girls that excelled in combat,Missing,Missing,,,,,,
6,[34],253726,Senjou no Waltz for Nintendo Switch,[130],Port of Senjou no Waltz for the Nintendo Switch  Senjou no Waltz tells the story of village girl Ran who obtained massive power from a cursed magic sword after losing her parents and hometown She ended up at an ultranationalistic military school known as Nirvana It was a unique school a country in its own right gathering boys and girls that excelled in combat,Missing,Missing,,,,,,
7,"[5, 8]",252392,Mega Man 4 Voyage: Blue Version,[18],Mega Man 4 Voyage Blue Version is a rom hack for Mega Man 4 served as an alternative version to Mega Man 4 Voyage developed by MartsINY,Missing,Missing,,,,,,
8,[31],252383,Monster Hunter Rise: Title Update 5,"[6, 130]",The Looming Calamity Amatsu has set its gaze on Kamura Village Experience the thrilling climax to the Monster Hunter Rise story with Free Title Update 5,Missing,Missing,,,,,,
9,[34],251530,"Ano, Subarashii wo Mou Ichido: Saisouban HD",[130],A remake of the 1999 visual novel,Missing,Missing,,,,,,
10,"[12, 24]",251467,Blaze Union: Story to Reach the Future,"[34, 39, 130]",Blaze Union Story to Reach the Future Remaster is a highdefinition remaster of the fantasy strategy RPG first released for PSP in May 2010 In addition highdefinition visuals the updated release offers improved operability and tempo useful features like rewind and autosave and various other adjustments that make gameplay more pleasant,Missing,Missing,0.0,0.0,31.83,0.0,0.0,1.0
11,Missing,249585,Cult of the Lamb: Cultist and Heretic Pack Bundle,"[49, 130, 169]",A pack bundle for Cult of the Lamb that includes the Cultist  the Heretic packs,Missing,Missing,,,,,,
12,"[13, 14, 31]",249583,Isle of Jura Fishing Trip: Deluxe Edition,[130],Visit the remarkable Isle of Jura and catch some delicious fish,Missing,Missing,,,,,,
13,"[9, 13, 31]",249558,League of Enthusiastic Losers: Complete Edition,[130],Just because others call you a loser doesnt mean you are one Make the journey to the 90s Moscow and experience an adventure about friendship and finding your true self,Missing,Missing,,,,,,
14,"[9, 15, 31, 33]",249557,Mojito the Cat: Premium Edition,[130],Jump into action in this quirky puzzle game Travel the world along with an adorable cat named Mojito or one of his friends,Missing,Missing,,,,,,
15,Missing,248721,Goonya Monster: Additional Character (Buster) - Slug,[130],Additional Character for Goonya Monster,Missing,Missing,,,,,,
16,Missing,248720,Goonya Monster: Additional Character (Buster) - Clione,[130],Additional Character for Goonya Monster,Missing,Missing,,,,,,
17,[12],248600,DC Universe Online: Episode 45 - Shock to the System,"[6, 48, 49, 130]",Shock to the System is tier 6 playable content that contains the open world Dakota City the duo Shock Abandoned Subway the alert Shock MetaTherapy Clinic and the raid Shock The Terrorium,Missing,Missing,,,,,,
