first_release_date,genres,id,name,platforms,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1333670400,[31],254884,Skylanders Spyro's Adventure Dragons Peak Expansion,"[5, 9, 12, 37]",The dragon knight Flavius sought the Skylanders to help him free his King from the clutches of the Undead dragon Vathek and usurp him from the throne After arriving in Dragons Peak Flavius explained to the Skylander the events that led to Vatheks rule over the Peak Previously the red dragon knight convinced King Ramses to go flying with him but while they were away Ramses evil brother Vathek sat on the Dragons Throne making him ruler of Dragons Peak by Dragon Law Using the power of the Throne Vathek cursed Ramses turning him into stone and Flavius blamed himself for what happened  After the Skylander freed Ramses from Vatheks curse the elder dragon tasked them of defeating his evil brother and informs them of how to reach Vathek having grown too weak to fly due to the curse Upon arriving at the Elder Dragon Throne Vathek selfishly told the Skylanders that the Dragon Throne was his and summoned the minions that are loyal to the Throne to attack the Skylander for their treachery As the Skylander defeated the minions Vathek retreated to the Dragons Throne to use its power to summon more minions to destroy them suspecting that the Skylander cant keep fighting forever  As the evil dragon summoned all of the minions the Throne can muster the Skylander emerged victorious despite the mass amount of enemies Enraged Vathek leaped off of the Dragon Throne to deal with the Skylander himself but as it would seem a fight was about to begin Flavius appeared and took the Throne making him king by Dragon law and rendering Vathek completely powerless As Vathek exclaimed in disbelief that he fell for the oldest trick in the book Flavius used the Thrones power to turn Vathek into stone as punishment for betraying Ramses  After the battle Ramses returned to his position as King and pondered about what to do with Vathek at first suggesting banishment but dismissed the idea when Flavius mentioned that the frozen Vathek makes a  good statue The Dragon King then became curious as to why Flavius didnt keep the Dragons Throne for himself when the dragon knight had the chance Flavius replied that Ramses himself is the only true king of Dragons Peak and that the Throne was his until the day he decides to resign Moved by Flaviuss loyalty Ramses then mentioned that when that day comes he knows exactly who will take his place The elder dragon then expressed his gratitude to the Skylander for their help and has Flavius take them back to the Ruins,Dragons Peak is an Adventure Pack level in Skylanders Spyros Adventure that comes with the Skylander Sunburn As its name suggests it is home to one of Skylands most ancient creatures the Dragons,Missing,nan,nan,nan,nan,nan,nan
1335312000,[30],222188,Arc Style: Sangokushi Pinball,[37],Missing,Arc Style Sangokushi Pinball is a pinball game set during the Three Kingdoms period in ancient China  As well as a Standard mode where you progress through the stages it includes a Boss Attack mode where you can go headtohead with the mighty generals of the Three Kingdoms era who fought in Standard and Library where you can view information about unlocked events and warlords High scores can be viewed in Ranking as well as an online leaderboard,Missing,nan,nan,nan,nan,nan,nan
1335398400,[34],221017,Hakuoki Reimeiroku DS,[20],Years before the beginning of Hakuouki the Shinsengumi was known as the Mibu Roushigumi A wandering young man named Ibuki Ryuunosuke falls in with the group by chance just after they first come to Kyoto and while grudgingly making friends with the members within witnesses the dawning era of the Shinsengumi,A port for DS,Missing,nan,nan,nan,nan,nan,nan
1334016000,"[12, 14]",215763,Jeff's No. 1 Bass Fishing,[19],Missing,Jeffs No1 Bass Fishing was a response to the Shigesato Itoi 1 Bass Fishing Localization project an April Fools event back in 2012 Started and completed in a mere 10 hours Jeffs No1 Bass Fishing was a runaway international success and its influences on society and world culture can even be seen in your own household today,Missing,nan,nan,nan,nan,nan,nan
1333584000,[13],214430,Oshare Princess DS: Oshare ni Koishite! 2 Plus,[20],Either improve fashion sense and become charismatic coordinator or conquer entertainment world and become an idol,Adds new art and added scenario and dress up items,Missing,nan,nan,nan,nan,nan,nan
1335398400,[13],148652,Mamegoma Yoi Ko Marui Ko Genki na Ko!,[37],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1335398400,Missing,85102,Dynasty Warriors Vs,[37],Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1334188800,Missing,84753,Anne's Doll Studio: Tokyo Collection,[159],Missing,Dressup a stylish doll selecting from a wide range of dresses and accessories from Tokyo,Missing,nan,nan,nan,nan,nan,nan
1334793600,[31],74820,Detective Conan: Kako Kara no Zensoukyoku - Prelude,"[20, 34, 38, 39]",Missing,A Detective Conan game published by Bandai Its the fifth one to be released on the Nintendo DS the first and only to be ono the PlayStation Portable The game was later also made available on Android and iOS,Missing,nan,nan,nan,nan,nan,nan
1333584000,[10],65544,Crash Time 3D,"[37, 137]",Missing,Alarm für Cobra 11 comes to Nintendo 3DS Based on the German television series,Missing,0.0,0.0,0.0,0.0,0.0,0.0
