,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[31],272031,Myst,[20],Missing,Missing,Missing,5.49,5.61,5.85,76.0,87.0,147.0
1,Missing,269710,Touch! Go-Stop DS,[20],Touch GoStop DS is a Nintendo DS game which was released on May 29th 2008 GoStop is a traditional card game played nationwide in South Korea played with a hanafuda deck In Story mode you can play a character who attempts to battle his way to become the national GoStop champion and earn lots of prize money competing against 9 AI players In GoStop Rule mode beginners can easily learn the game by manually changing the rules and adding distinct Character Rules in order to add more fun to the game Finally through the wireless network system of the Nintendo DS up to 3 players can enjoy the game together with just one copy of the software,Missing,Missing,,,,,,
2,Missing,269673,Cahier de Vacances pour Adultes,[20],Missing,Missing,Missing,,,,,,
3,"[31, 34]",262494,Clannad,"[9, 12, 34, 38, 46, 48, 130]",A port for Clannad for consoles and portable devices developed by PROTOTYPE in which the game is presented in 169 resolution and contains 51 surround sound in some releases,Missing,Missing,60.21,75.29,84.27,87.0,90.0,150.0
4,[31],200910,The Chronicles of Narnia: Prince Caspian,[20],The Chronicles of Narnia Prince Caspian is an actionadventure fantasy video game,Missing,Missing,10.94,11.12,17.57,53.0,16.0,9.0
5,[5],200688,Iron Man,[20],Iron Man is a 2008 video game based on the film of the same name as well as the classic iterations of the character It was released on May 2 2008 to coincide with the release of the film in cinemas  The enemies are Advanced Idea Mechanics the Maggia and the Ten Rings terrorist group The supervillains in the game includes Blacklash Controller Titanium Man Melter and Iron Monger  A significant feature has Robert Downey Jr Terrence Howard and Shaun Toub reprising their roles from the film,Missing,Missing,4.55,5.43,8.54,57.0,63.0,50.0
6,[8],195499,Bootèe,[18],Bootee is a platform homebrew for the NES with a mature theme,Missing,Missing,,,,,,
7,Missing,93415,ATV: Thunder Ridge Riders / Monster Trucks Mayhem,[20],Missing,Missing,Missing,,,,,,
8,[9],92335,USA Today Crossword Challenge,[20],USA Today Crossword Challenge offers you hundreds of different crossword puzzles on a grid of up to 15x15 squares in size  The game is controlled via the Nintendo DS stylus and onscreen icons Answers to the questions can either be written directly into the game via the writing recognition area in the game or by bringing up a full keyboard,Missing,Missing,0.0,0.0,0.0,40.0,1.0,0.0
9,Missing,73014,English of the Dead,[20],English of the Dead is an educational spinoff to The House of the Dead 2 developed by Now Production and released by Sega to the Nintendo DS in Japan on May 28 2008 The game involves translating Japanese words into English to kill creatures,Missing,Missing,0.0,0.0,0.0,90.0,1.0,0.0
10,[12],72637,Dungeon of Windaria,[20],Dungeon of Windaria is a RolePlaying game developed and published by Compile Heart which was released in Japan in 2008,Missing,Missing,0.0,0.0,0.0,60.0,1.0,0.0
11,[31],72584,13-Sai no Hello Work,[20],In 13Sai no Hello Work you play a 13 year old robot girl from the future and try out a number of different jobs,Missing,Missing,,,,,,
12,"[31, 34]",71905,Hiiro no Kakera DS,[20],A bundle of both the first Hiiro no Kakera game and Hiiro no Kakera Ano Sora no Shita de for Nintendo DS,The protagonist is a teenage girl Tamaki who revisits a small village she remembers from her childhood and gets caught up in her familys history and the supernatural dangers surrounding it,Missing,,,,,,
13,[35],64692,1500DS Spirits Vol. 10: Igo,[20],1500DS Spirits Vol 10 Igo is the tenth game in the 1500DS Spirits series,Missing,Missing,,,,,,
14,[13],21483,Brain Voyage,[20],Brain Voyage features the famous German board game designer Dr Reiner Knizia He guides the player on a world tour through 13 different cities and explains how every puzzle works,There are five variants for each of the 16 puzzles These include clones of Memory or Minesweeper as well as a pokersolitaire hybrid in which the players dealt cards and then he must try to place them in a grid to make the best hands Depending on his score the player then gets rewarded a bronze silver or gold medal and some coins which can then be spend for access to new cities and therefore new puzzles or purchasing new difficulty levels for any already unlocked puzzle,Missing,,,,,,
