first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1231977600,269821,Imi made Wakaru Otona no Jukugo Renshuu: Kadokawa Ruigo Shinjiten Kara 5-Man Mon,[20],An edutainment game for the Nintendo DS,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1231977600,265904,DS Uranai Seikatsu,[20],DS Uranai Seikatsu literally DS Divination Life is a divination game for Nintendo DS released in Japan as part of the Touch Generations line in 2009  DS Uranai Seikatsu allows players to partake in multiple divination exercises and techniques which include tarot readings palmistry the Four Pillars of Destiny Zi Wei Dou Shu horoscopes Da Liu Ren and a daily fortune message,[13],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1232582400,222711,Tetsudou Seminar: Oote Shitetsu-hen,[20],Missing,[13],Missing,Missing,nan,nan,nan,nan,nan,nan
1233014400,210273,Coraline,[20],Coraline lets players take on the role of the adventurous heroine Coraline and interact with the wondrous characters from the movie while navigating the scheming Other Mothers web of deceit in a fantastical adventure through two distinct and interactive worlds Players engage in unique minigames and adventures with Coralines friends Wybie and Cat as they collect items that will unlock the mysteries of the Other World,"[14, 31]",Missing,Missing,3.15,4.5,4.66,46.0,9.0,9.0
1231459200,200817,The Lord of the Rings: Conquest,[20],Play as Evil characters in a brand new Evil campaign Battle through scenarios after Frodo failed to destroy the One Ring its good to be bad Battle online in a coop campaign or offline in splitscreen,"[25, 31]",Missing,Missing,5.91,7.91,10.52,64.0,91.0,59.0
1233100800,197897,Best of Arcade Games DS,[20],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1233014400,130701,Inugamike no Ichizoku,[20],A mystery visual novel by FromSoftware starring the famous Japanese detective Kindaichi Kousuke In 1940s Japan the wealthy head of the Inugami Clan dies setting off a chain of bizarre gruesome murders Detective Kindaichi must unravel the clans terrible secrets of forbidden liaisons monstrous cruelty and disguised identities to find the murderer,[34],Missing,Missing,nan,nan,nan,nan,nan,nan
1233100800,85032,City Transport Map Volumes 1 & 2 - 2009,[159],Find your way around five major European cities with ease and have fun with this handy collection of transport maps,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1233100800,84762,Art Style: Zengage,[159],A relaxing logic puzzle where the objective is to match coloured panels with spheres of the same colour Use your stylus to slide the panels horizontally and vertically as you chill out to the soothing sounds of the gamess peaceful music,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1233100800,78757,Touch Solitaire,[159],Touch Solitaire features two of the most popular versions of SolitaireSpider and Klondikewith simple Touch Screen controls and an easy to understand interface Various difficulty levels are available for both games allowing beginners or experts to enjoy the game at their own pace,[35],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1233100800,70418,Clubhouse Games Express: Card Classics,[159],DSi ware card game,"[16, 35]",Missing,Missing,nan,nan,nan,nan,nan,nan
1233187200,69405,Puzzle League Express,[159],A mini version of Planet Puzzle League,[9],Missing,Missing,0.0,5.77,0.0,80.0,2.0,1.0
1233187200,69290,Vampire Knight DS,[20],A DS game based on the popular shoujo mangaanime series of the same name,"[13, 31]",Yuki Crosss earliest memory is of being attacked by a vampire and saved by Kaname Kuran also a vampire Ten years later Yuki and a vampire hunter Zero Kiryu attend Cross Academy as school guardians protecting the Day Class and the Night Class from each other to keep vampires secret The story follows Yukis discovery that her childhood friend Zero has spent the last four years trying to fight his transformation into a vampire and he has finally succumbed Yuki struggles to help Zero fight his bloodlust and to recover her own lost memories while suspecting that Kaname knows more than he is saying,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1231459200,47712,Slingo Quest,"[20, 159]",Slingo Quest is a followup of the popular online game by the same title where one plays an addictive game combining slots and bingo It is released by Mumbo Jumbo and Funkitron,[9],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1231977600,47711,Mystery P.I. Portrait of a Thief,[20],Missing,Missing,Missing,Missing,0.0,0.0,9.0,60.0,1.0,1.0
