first_release_date,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1341446400,261062,"3,2,1...WordsUp!",[159],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1343174400,213302,Nekojara Monogatari,"[33, 37]",Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1341964800,196847,Pinball Arcade,"[6, 9, 14, 41, 46, 48, 49, 130]","[13, 30, 33]",Pinball Arcade by FarSight Studios features exact recreations of the alltime greatest pinball tables from Williams Bally Stern Pinball and Gottlieb together in one game  Every flipper bumper sound effect and display pixel has been painstakingly emulated in astonishing detail,Missing,Missing,nan,nan,nan,nan,nan,nan
1342051200,146278,New Super Mario Bros. 5: Clone Tag Team,[20],[8],New Super Mario Bros 5 Clone Tag Team is a ROM hackmod for New Super Mario Bros developed by MarioFanatic64,Missing,Missing,nan,nan,nan,nan,nan,nan
1342656000,142282,Dora Kazu: Nobita no Suuji Daibouken,[37],[26],Learn numbers addition subtraction and multiplication tables with Dora Kazu Nobita no Suuji Daibouken released in 2012,Missing,Missing,nan,nan,nan,nan,nan,nan
1341446400,136914,Danball Senki Baku Boost,[37],Missing,Danball Senki Baku BOOST ダンボール戦機 爆ブースト localized as LBX Little Battlers eXperience is a Nintendo 3DS game for the Danball Senki game franchise As of now it is currently the only game in the franchise to get localized outside of Japan The game is an improved remake version of the original Danball Senki game with even more features continuing from Danball Senki BOOST,Missing,Missing,nan,nan,nan,nan,nan,nan
1343692800,89897,Kingdom Hearts 3D: Dream Drop Distance - Mark of Mastery Edition,[37],"[12, 31]",A limited edition titled Mark of Masteryof Kingdom Hearts 3D Dream Drop Distance was released in North America featuring twelve art cards AR cards able to unlock new Dream Eaters and a protector case for the 3DS console While this has been noted to be the shortest gaps between the Japanese and English releases in the Kingdom Hearts the latter version does not include new features not seen in the former However the Mark of Mastery limited edition was made so that English gamers would be able to obtain bonus material that can only be obtained in Japan  This limited edition of Kingdom Hearts 3D Dream Drop Distance contains the following  Kingdom Hearts 3D Dream Drop Distance 3DS game  A 3DS protective case  Twelve art cards featuring the titles from the Kingdom Hearts series  AR cards to unlock ingame Dream Eaters,Following the destruction of Ansem and Xemnas at the hands of Sora and Riku Xehanort is revived In response Yen Sid puts Sora and Riku through a Mark of Mastery exam in order for them to become fullfledged Keyblade Masters and counter the coming return of Master Xehanort As part of this trial the two are separated from each other and sent to worlds previously destroyed by the Heartless that have since been restored though now in a state of deep sleep which disconnects them from the other worlds  These seven worlds are plagued by Dream Eaters  creatures born from darkness that seek out the sleeping worlds Keyholes Sora and Rikus given task is to reawaken the sleeping worlds by unlocking the seven Keyholes they find there and then return to the realm of light recruiting benevolent Spirit Dream Eaters to guide them and battle the malevolent Nightmare Dream Eaters after which they will be deemed Keyblade Masters,Missing,nan,nan,nan,nan,nan,nan
1342656000,85438,The Phantom Thief Stina and 30 Jewels,[37],"[9, 31, 33]",Target Infiltrate Steal,Missing,Missing,nan,nan,nan,nan,nan,nan
1342656000,85275,Masyu by Nikoli,[37],"[9, 15]",Masyu by Nikoli contains 50 Masyu puzzles,Missing,Missing,nan,nan,nan,nan,nan,nan
1343260800,85078,Decathlon 2012,[159],Missing,Ashton Eatons world record of 9039 points is shaking at its roots,Missing,Missing,nan,nan,nan,nan,nan,nan
