,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[8],268671,Chartreuse Star Adventure,[4],Missing,Missing,Missing,,,,,,
1,Missing,238323,Fire Emblem Warriors: Fire Emblem - Shadow Dragon DLC Pack,[130],Missing,Missing,Missing,,,,,,
2,[8],221524,Super Mario Odyssey: Balloon World,[130],A free update for Super Mario Odyssey available since February 2018 The update comes with new filters for photo mode three new outfits and a minigame thats composed of two parts Hide It and Find It The new minigame Balloon World is run by Marios brother Luigi In Hide It players have 30 seconds to hide balloons in select worlds In Find It players are given 30 seconds to find balloons hidden by other players Theres a leaderboard for Balloon World too Balloon world is only available after beating the main story   Added Luigis Balloon World  More Filters Added  More Outfits Added  JumpRope Challenge has been adjusted so that there will be a speed change after reaching 110 jumps  World Rankings and Friend Rankings have been reset for JumpRope Challenge  Fixed a number of issues to improve the gameplay experience,Missing,Missing,,,,,,
3,[8],215167,Zelda II: The Nightmare of Ganon,[18],The Nightmare of Ganon is a complete redesign of the NES game Zelda II with new story overworld caves palaces towns item order random encounters and more  Its a hardtype and more challenging then the original game Enemies dont take more hits then usual the difficulty lies more in the design  Its much longer because of a bigger overworld which has more caves and bridges There are longer caves and deeper palaces  There are a couple custom changes to gameplay which include enemies that respawn  you can restart at the palace if you game over  This romhack will give a feeling like its a totally new Zelda II game because none of the design is similar to the original,Missing,Missing,,,,,,
4,"[8, 9]",195505,Gruniożerca 2,[18],Gruniożerca 2 is a puzzle platform homebrew game for the NES,Missing,Missing,,,,,,
5,"[5, 8]",172518,Super Turrican: Director's Cut,[19],The lost colony of Alterra is a completely manmade lifeworld abandoned long ago in a nearby galaxy Alterra is actually five colonies in one Each selfcontained habitat has been separately bioengineered by a powerful ecosystem generation network known as a Multiple Organism Unit Link MORGUL for short Early colonists used MORGUL to render Alterra inhabitable But a cataclysmic quake severed all system interface functions and MORGUL murderously rebelled The few colonists lucky enough to escape told a grim tale of a higher intelligence gone berserk  For generations mankind sought a return to Alterra Finally genetic science created a saviour Turrican a mutant warrior bioengineered for the task of planetary reclamation In the meantime MORGUL has diligently twisted Alterran life forms to his brutal destructive purposes Thus Turricans challenges consist in eliminating hostile organisms from Alterras five multilevel worlds and finally destroying the three faces of MORGUL  This previously unreleased game is available exclusively on the Analogue Super Nt consoles and in limited release prints,Missing,Missing,,,,,,
6,"[9, 25, 31]",168786,LEGO Marvel Super Heroes 2: Marvel's Black Panther Movie Character and Level Pack,"[6, 48, 49, 130]",Set within the Kingdom of Wakanda players will take the legendary Wakandan Super Hero and his sister Shuri on a dangerous mission within the darkest depths of their homeland battling mutated creatures and archnemesis Erik Killmongers vicious army,Missing,Missing,,,,,,
7,[31],168748,Dragon Ball: Xenoverse 2 - Extra DLC Pack 2,"[49, 130]",This Extra Pack 2 is the perfect content to enhance your experience with a lot of new elements  4 new powerful characters including Jiren Fu and Android 17  Exclusive New Scenario  5 New Parallel Quests  2 New Costumes  8 New Skills  8 New Super Souls,Missing,Missing,,,,,,
8,[13],164012,Pinball FX3: Jurassic World Pinball,"[49, 130]",With one pinball table based on Jurassic World and two more inspired by Jurassic Park you know what that means  LIFE FOUND A WAY,Missing,Missing,,,,,,
9,"[13, 15, 32]",155177,The Escapists 2: Big Top Breakout,"[49, 130]",A clowns life awaits in Big Top Breakout,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
10,"[31, 32, 33]",134358,Jet Pilot Rising,[19],A singlebutton game featuring a cat riding a rocket It is a homebrew game for the SNES,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
11,"[8, 12, 15, 31, 32, 33]",126486,Strike Force Kitty,"[6, 49, 130]",Dont you just love cats and kittens Strike Force Kitty is a funny casual platformer with light RPG features Command a squad of four cute kittens to save an adorable princess,Missing,Missing,4.05,9.38,12.69,42.0,10.0,9.0
12,"[12, 31, 32]",124858,Tempest: Jade Sea,"[6, 14, 48, 49, 130, 169]",Captain  Its time to go on board the real Chinese junk boat immerse yourself in the legend and explore mysterious islands On your way you will meet unexpected allies pick a fight with a sea dragon and visit familiar places that will play out in new colors Do not forget to get a new gun from your cabin  Expand your fleet You have 2 reliable junks at your disposal  Redecorate your ship Put on the new sails decorate the bowsprit with the golden dragon figurehead  let the other captains envy  Embark on an exotic adventure You will find the details about the forgotten island in the sail book  Explore the world Now you can stroll through the cities At your service are two new pirate settlements with a tavern drinks and shops,Missing,Missing,,,,,,
13,"[5, 8, 33]",118854,Bleed Complete Bundle,"[3, 6, 14, 48, 49, 130]",This bundle contains Bleed and Bleed 2  A doubledose of the indie smash hit actionplatformer series in one super stylish bulletdodging bundle Help pinkhaired heroine Wryn defeat a relentless barrage of baddies and bosses and be the Greatest Hero of All Time Both games feature Arcade mode try and beat the game with just one life and couchfriendly 2player local coop,Missing,Missing,,,,,,
14,"[5, 13, 14]",112413,Girls und Panzer: Dream Tank Match DX,"[48, 130]",Maneuver tanks with the realism and exhilaration of GIRLS und PANZER with the addition of online multiplayer matches for up to 10 players Single player mode is rich with original story modes relive the movie storyline from different characters perspectives in Story Battle mode or play as the Rival School team in Domination Battle mode and more Users will experience true Panzerfahren that is characteristic of the game,Missing,Missing,,,,,,
15,"[5, 33]",105053,Gunbird for Nintendo Switch,[130],Who called Gunbird Adventurer of the sky  In the 19th century Europe five Gunbirdss are challenging They keep each wish to themselves and collect A magic mirror of Atra Finally whose wish will be granted with the power of mirror It depends on your playing skill,Missing,Missing,,,,,,
16,"[12, 31]",99465,Heroine Anthem Zero: Episode 1,"[48, 130]",With an emotionally resonating soundtrack and beautiful visual art style Heroine Anthem Zero is the FIRST EPISODE in an epic fantasy adventure game from WindThunder Studio,Missing,Missing,,,,,,
17,Missing,97886,8bit-Collection Data East Vol. 01,[18],Six Data East classics on one Famicom cartridge,Missing,Missing,,,,,,
18,Missing,97884,8bit-Collection Jaleco Vol. 02,[18],A second Data East collection for Famicom from RetroBit and JNNEX  Included on this cartridge  Ninja JaJamarukun Esper Boukentai Pinball Quest,Missing,Missing,,,,,,
19,"[9, 31]",95811,Stray Cat Doors,"[34, 39, 130]",Lets escape from the door by exploring the world like a picture book,Missing,Missing,1.06,1.55,2.92,90.0,4.0,5.0
20,"[13, 14, 33]",94114,Air Hockey,"[48, 130]",Play Air Hockey and rediscover the fun and excitement of this classic arcade game on the big screen anytime With stunning 3D graphics youll be transported straight back to the arcades of your youth Air Hockey takes full advantage of HD graphics giving you a truly immersive experience of playing on a real table Play against another player in two player mode or play against the smart artificial intelligent Ai player either way winning wont come easy,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
21,"[5, 33]",90423,Clay Skeet Shooting,"[48, 49, 130]",As an Olympic Games official competition Clay Pigeon Shooting is a real sport that requires talent ability to concentrate and dexterity Clay Skeet Shooting is the most effective mobile simulation of this sport It features many different guns from semiautomatic riffles hand guns to machine guns that will provide the best shooting experience With very intuitive controls and interface along with a true physic engine youll get hours of fun through its 100 levels increasingly challenging Are you ready to shoot,Missing,Missing,,,,,,
22,"[8, 31, 32]",89223,Lizard,"[3, 6, 13, 14, 18]",Put on a lizard and go for an adventure Six different ones are scattered across the land each with a special ability Carefully hop your way to the top of an active volcano Surf down a surging river Swim an underwater lake Ascend a snowy mountaintop Can you unravel the mysteries of Lizard,Missing,Missing,15.5,0.0,0.0,0.0,0.0,1.0
23,[33],89080,Spot the Difference,"[48, 130]",From the original creators of the World famous SpotTheDifference amusement machine game we bring you SpotTheDifference on NINTENDO SWITCH a TWO player version so you can play head to head against anyone anytime This special edition of SpotTheDifference has the same exciting game play as the original amusement machine game and just like the amusement machine It will take sharp eyes and quick wits to uncover all the differences before you opponent or against the clock in single player mode,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
24,[33],88885,Fat Dragons,"[37, 41]",Fight within the ruins of an ancient city then do combat among the trees in a lush jungle Dodge the molten fireballs launched from an erupting volcano and avoid pounding rain storms and lightning strikes amidst the clouds  all while taking out your enemies Lighthearted arcade action Colorful retrostyled graphics,Missing,Missing,1.12,0.0,0.0,10.0,1.0,1.0
