,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,238033,Tohou Sky Arena: Matsuri Climax - Playable Character: Toyosatomimi no Miko,[130],Missing,Missing,Missing,Missing,,,,,,
1,238012,Zaccaria Pinball: Remake Table Pack 2,[130],Missing,Missing,Missing,Missing,,,,,,
2,237846,Stellar Interface: Lost Galaxy,[130],Explore the Universe in Gold and expand your choices with 5 new Spacecrafts  Stellar Interface Lost Galaxy  expands the universe of Stellar Interface with new spacecrafts enabling new play modes and a Gold option that allows you to start every run a little more powerful,Missing,Missing,Missing,,,,,,
3,235338,Minecraft: Steven Universe Mash-up,"[6, 34, 39, 48, 49, 74, 130, 132, 388]",Steven enters the Minecraft universe in this Diamondworthy Mashup Contains Steven Universethemed skins textures original music from the show and all your favorite locations from Beach City to Homeworld Believe in Steven,"[13, 31]",Missing,Missing,,,,,,
4,222889,Super Mario World: The Princess Rescue 2 - Luigi's Journey!,[19],Sequel to the first The Princess Rescue Here you plays as Luigi in an adventure to save Princess Daisy behind the scenes of Marios adventure of the first game This hack is a traditional adventure with 9 new worlds with 92 new levels custom sprites graphics music and etc Also features some gameplays mechanics from the first game but some of them have been improved,[8],Missing,Missing,,,,,,
5,221718,Vanilla: Made to Order,[19],Missing,"[8, 31]",Missing,Missing,0.5,0.0,0.0,0.0,0.0,1.0
6,212712,My Girlfriend is a Mermaid!?,[130],My Girlfriend is a Mermaid is a heartwarming visual novel with multiple choices and endings as well as beautiful Live2D animation,[34],Our protagonist lives out in the city but one summer decides to return to his rural hometown and it is there he once again meets his childhood friend Ion who is now a mermaid  Soon after he also meets Petakko a mermaid who has lost her memory and Rin a priestess who looks after mermaids but also has a split personality It is these encounters that brings our protagonist in contact with the legend surrounding mermaid  Together with Ion who is at the center of this mysterious legend as well as Petakko and Rin our protagonists strange summer vacation begins,Missing,,,,,,
7,210490,Mega Man 4 Voyage,[18],Complete overhaul ROM Hack of Mega Man 4 with new graphics original stage design stage gimmicks an original soundtrack made exclusively for this hack new special weapons an assortment of enemies from across the franchise bonus stages reprogrammed bosses new endgame bosses a different weakness order and more,"[5, 8]",Missing,Missing,,,,,,
8,205711,Porun-chan no Onigiri Daisuki,"[18, 99]",Missing,[32],Missing,Missing,,,,,,
9,195498,8-Bit Rhythm Land,[18],8Bit Rhythm Land is a homebrew rhythm game for the NES,[7],Missing,Missing,,,,,,
10,170775,X-Morph: Defense - Survival of the Fittest,[130],Fight an endless enemy assault throughout a new Survival campaign with 5 maps specifically crafted for this adrenaline pumping game mode,"[15, 32]",Missing,Missing,,,,,,
11,170774,X-Morph: Defense - Last Bastion,[130],This addon includes a new storydriven minicampaign which takes the players to the most remote locations in the world where the last humans have taken refuge The events take place on 4 islands each with unique features,"[15, 32]",Missing,Missing,,,,,,
12,170773,X-Morph: Defense - European Assault,[130],This addon includes a new storydriven minicampaign happening on the European front The action takes place parallel to the original story campaign It focuses on European military forces trying to repel the XMorph invasion,"[15, 32]",Missing,Missing,,,,,,
13,158773,LEGO DC Super-Villains: DC Movies Character Pack,"[6, 48, 49, 130]",Expand your character roster with the DC Movies Character Pack Play as your favorite characters from DCs exciting cinematic universe,"[9, 25, 31]",Missing,Missing,,,,,,
14,158430,Zaccaria Pinball: Clown 2019 Table,"[3, 6, 14, 130]",Clown 2019 Table is a modernized version of the original Clown table from 1985,"[30, 32]",Missing,Missing,,,,,,
15,154655,Barony: Myths & Outcasts,"[6, 130]",Adventure through the Barony dungeons as the evil monster races and all new classes providing dozens of new gameplay combinations Or play with a monster skin just for fun Play with others whether or not they own this DLC,"[12, 31, 32]",Missing,Missing,,,,,,
16,154168,West of Loathing: Reckonin' at Gun Manor,"[3, 6, 14, 130]",A ghostly carriage arrives in Dirtwater Only you can see it and it only goes one place the mysterious Gun Manor A brand new West of Loathing adventure full of all the things youve come to expect from the Loathing brand Who can solve the mystery of Gun Manor Is it you Its probably you,"[12, 31, 32]",Missing,Missing,1.81,2.87,3.42,73.0,8.0,12.0
17,151754,Bear's Restaurant,"[3, 6, 14, 34, 39, 130]",What will you have for your last meal  In this restaurant the dead will have their last supper Hamburgers omelets sushi pudding anything Let us cook your favorite dish when you were alive,"[9, 12, 13, 31, 32]",Missing,Missing,2.64,0.0,3.29,74.0,7.0,9.0
18,147982,Space Lift Danger Panic!,[130],This new Directors Cut version features 32Bit graphics sound and a completely new game mode more than doubling the content found in the original Space Lift Danger Panic is sure to surprise you  The Ceranthians have become sentient Aware of their predicament as people trapped within a video game where will their disillusionment end,"[8, 31, 33]",Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
19,146861,Johnny Turbo's Arcade: Super Real Darwin,"[6, 130]",Super Real Darwin is a fastpaced vertical scrolling shootemup that rewards skill and persistence  a cult classic for the retro shmup fan Take control of a fighter ship capable of mutating into different shapes as it evolves while fighting off enemy invaders,"[5, 13, 33]",The story starts on the planet Lakya where the technologically advanced inhabitants of the planet unwittingly unleash the planets life force known as Evol As the released Evol drifts from planet Lakya it is received by the inhabitants of the nearby planet Cokyo the people of Cokyo initiate the Shlohe project a plan to use their captured Evol to develop advanced biologic ships and weapons to invade planet Lakya The inhabitants of Lakya retaliate the Cokyo invasion by using their own evolving fighter ships,Missing,,,,,,
20,146401,Darius Cozmic Collection: Special Edition,"[48, 130]",Darius Cozmic Collection is a compilation of various Darius titles It was released in Japan for the Nintendo Switch on February 28 2019 and on PlayStation 4 on March 5 2020 A worldwide release on both platforms followed on June 16 2020  There are six editions of Darius Cozmic Collection  Arcade Edition WW JP PS4 Digital  Standard Edition JP Switch  Console Edition WW  Consumer Edition JP  International Edition WW  Special Edition JP  Almost all of the editions feature different games,"[5, 33]",Missing,Missing,,,,,,
21,146398,Darius Cozmic Collection: Console Edition,"[48, 130]",Darius Cozmic Collection is a compilation of various Darius titles It was released in Japan for the Nintendo Switch on February 28 2019 and on PlayStation 4 on March 5 2020 A worldwide release on both platforms followed on June 16 2020  There are six editions of Darius Cozmic Collection  Arcade Edition WW JP PS4 Digital  Standard Edition JP Switch  Console Edition WW  Consumer Edition JP  International Edition WW  Special Edition JP  Almost all of the editions feature different games,"[5, 33]",Missing,Missing,,,,,,
22,145478,Baby Kaizo World,[19],Baby Kaizo World is a ROM hackmod of Super Mario World made by Nowieso This ROM hack was made as a beginner level kaizo hack for new players of the genre Therefore its difficulty is balanced to make the learning process less frustrating for the new players,[8],Missing,Missing,5.24,0.0,17.69,80.0,1.0,3.0
23,141782,Bomberman Chaos,[18],A level hack for pro players In this hack you will always encounter the maximum number of enemies and tougher ones in early levels You start with a single life but you still can earn more by defeating the level Fortunately there is no time limit,[33],Missing,Missing,,,,,,
24,138999,Evolution Board Game,"[6, 130]",Inspired by the board game with more than 16 million players Evolution sets a new standard for digital tabletop Adapt survive and thrive in a beautiful and everchanging ecosystem enhanced by incredible art and thoughtful balanced mechanics,"[13, 15, 35]",Predators lurk food is scarce you must adapt  or go extinct Evolve your species to survive and dominate as you explore the campaign or go headtohead with the skillbased matchmaker,Missing,,,,,,
25,138219,Grand Poo World II,[19],Grand Poo World II is a ROM hack of Super Mario World created by Barbarian This is a sequel to Grand Poo World and the series is dedicated to Twitch streamer Grand POOBear,[8],Missing,Missing,,,,,,
26,136836,Yunoha na Spring!: Mellow Times for Nintendo Switch,[130],A bundle of Yunoha na SpRING and its fandisc,[34],The protagonist Yunoha is the onlychild of the owner of the Fukujurou bath house in Ayagawakai Onsen She longs for the big city life so one day she decided to ignore her parents disprovals and leave the countryside  However once Yunoha heard news that her mother had fallen she returned to her home Once she arrived she learned that her familys bath house business was supposed to be thriving but it was barren of customers It appeared that the new resorts built around the area were overshadowing the traditional small businesses  But our business has its quirks you know  And thus she became the temporary landlady of the bath house with solid determination  With unique employees and customers with their own reasons for staying her days are becoming busy as she tries to earn profit for her family while dealing with love Its all confusing but at the same time its full of heartpounding moments What will become of her future,Missing,,,,,,
27,136381,Captain Toad: Treasure Tracker + Special Episode,[130],Missing,"[8, 9]",Missing,Missing,,,,,,
28,126017,Old Towers,"[6, 19, 29, 82]",Old Towers is a brand new homebrew game for the SEGA Mega Drive and Genesis  You play as a little explorers in a towers full of deadly traps and ugly skullz Your only weapons to help you win quickthinking and skill,"[9, 33]",Missing,Missing,1.12,0.0,0.0,70.0,1.0,1.0
29,124931,Hand of Fate 2: A Cold Hearth,[130],Hand of Fate 2 A Cold Hearth DLC forges a powerful new playing piece for use in the Game of Life and Death  the legendary bounty hunter Cruel Keturah,"[12, 32]",Missing,Missing,,,,,,
30,119074,Guacamelee! 2 Complete,"[48, 49, 130]",Get the complete Guacamelee 2 experience by picking up the game and both DLC packs together  The celebrated metroidvania is here in its ultimate form Punch and suplex your way through the entire story in the gamechanging costumes of the Three Enemigos character pack and enjoy the savage challenges and rewards of the Proving Grounds challenge level,"[4, 8, 31]",Missing,Missing,,,,,,
31,118748,Jump Force: Deluxe Edition,"[6, 48, 49, 130]",For the first time ever the most famous Manga heroes are thrown into a whole new battleground our world Uniting to fight the most dangerous threat the Jump Force will bear the fate of the entire human kind  JUMP FORCE  Deluxe Edition includes    The game  The Characters Pass 9 additional characters  their respective costumes and moves for your Avatar  4 days of early access to play with those characters before everyone else,[4],Missing,Missing,,,,,,
32,117141,Task Force Kampas,"[6, 46, 48, 49, 130, 167]",Task Force Kampas is inspired by the Golden Age of japanese shmups and adds new mechanics randomly generated levels and handcrafted bosses It is an endless loop you can finish it but also find the way to continue past the ending and get the highest score  Space shooters were never that punchy before Task Force Kampas emphasizes music and game feel to create the perfect game youd want to spend all your coins into if that were still a thing you know,"[5, 32, 33]",The story revolves about a team of outcasts fighting for their future who happened to be at the worst place during the Evil Invasion Can you contain the breach Can you save the whole universe before it becomes corrupted More importantly can you save your friends,Missing,0.3,0.0,0.77,66.0,5.0,11.0
