,genres,id,name,platforms,summary,rating,main,extra,completionist,review_score,review_count,people_polled
0,[10],248304,Mickey's Speedway USA: Huey,[4],A character unlocked by link to the Game Boy Color version via the Transfer Pak,Missing,,,,,,
1,"[5, 15]",47755,Nuclear Strike 64,[4],Nuclear Strike 64 is a helicopterbased game with strategy elements added to the action gameplay The plot concerns an elite special force  the players allies  pursuing a nucleararmed rogue spy through a fictionalised Asian setting It retained the earlier games engine but added several modifications to improve graphical performance and make the game more accessible The game features 15 playable vehicles a large increase from previous games In addition to the main fictionalised Apache there are secondary helicopters jets armour and a hovercraft The player also commands ground troops in occasional realtime strategy sections,Missing,,,,,,
2,[10],47742,Choro Q 64 2: Hacha-mecha Grand Prix Race,[4],Choro Q 64 2 Hachamecha Grand Prix Race is a racing game released in 1999 in Japan for the Nintendo 64 It is the sequel to Choro Q 64 Penny Racers outside of Japan and is part of the Choro Q series The game is also compatible with the Game Boy Color game Choro Q Hyper Customable GB using the GB Transfer Pak,Missing,,,,,,
3,"[8, 31, 33]",44077,Bionic Commando: Elite Forces,"[22, 37]",You are the ultimate weapon You are the perfect synthesis of human and machine  a Bionic CommandoYour latest mission  to rescue a fellow commando Commando Joe  will take you deep into the heart of enemy territory Use your Bionic Claw to grapple and swing through more than 20 levels of forest deserts mountains and futuristic cities Blast through dozens of unique with your Assault Rifle Rocket Launcher and Flame Thrower as you seek to destroy the overlord Arturus and save your homeland of Karinia from utter destruction,Missing,3.42,0.0,4.75,60.0,5.0,5.0
4,[4],43983,SNK Gals' Fighters,"[120, 130]",Sugar and spice and everything nice thats what little girls are made of NOT Its time for the ladies to show whos boss in this superb allgirls fighting fantasy Eight fabulous femme fatales to choose from and five different game modes Use Super Attacks and collect and trade special items,Missing,0.57,0.63,1.67,72.0,13.0,15.0
5,"[4, 14]",3625,Virtual Pro Wrestling 2: Oudou Keishou,[4],The sequel to Virtual Pro Wrestling 64 and released only in Japan The title translates to Royal Road Succession the name of the career mode in the game The fifth wrestling game developed by AKI Corporation Contained many improvements from previous titles that would be featured in AKIs final Nintendo 64 wrestling game WWF No Mercy Some features such as creating masks in edit mode and the MMA style grappling system would not be carried over to WWF No Mercy  Virtual Pro Wrestling 2 carries the All Japan Pro Wrestling license and features 21 wrestlers from their promotion The rest of the characters included in the game are based on other real promotions and wrestlers but due to copyright have fake names and appearances This is common among other Japanese wrestling games You can identify who the other wrestlers are by their unique moves and taunts and the edit mode contains each piece of ring attire you would need to recreate their actual likeness  In total there are 98 wrestlers in the game 23 of which have to be unlocked There is also 16 original character slots you can use to edit and create your own wrestlers bringing the potential total of wrestlers in the game to 114 This game has the largest roster of all of AKIs wrestling games In comparison WWF No Mercy would have 64 wrestlers available,Missing,,,,,,
6,[10],1259,South Park Rally,"[4, 6, 7, 23]",Choose your character from the cast of the popular mature cartoon South Park and tear through the streets in this racing game Your characters vehicle may be a little cart trike or box for example Weapons include rockets Salty Balls Cheesy Poofs the beloved Cow and even an Anal probe All of the voices are also included making it feel more like the real cartoon than a rally game You can also play an allonall 4 player mode,63.24700762730123,6.33,0.0,0.0,60.0,10.0,3.0
7,"[4, 14]",3483,ECW Hardcore Revolution,"[4, 7, 23]",Often imitated never duplicated ECW Hardcore Revolution takes you to Hell and back with the most intense hardcore wrestling action the human body can endure Remember scars never heal Debut of over 40 hardcore ECW stars including Rob Van Dam Sabu Tommy Dreamer Raven Mike Awesome Francine and New Jack Real guttermouth crowd chants and commentary from ECWs Joey Styles Brutal finishers and chair shots 3Way Dance plus over 20 game modes,61.76581931899921,3.56,0.0,0.0,60.0,6.0,2.0
