first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1245974400,[31],124026,NRL Mascot Mania,[20],The National Rugby League NRL mascots have a strange preseason tradition they take each other on in grudge matches with their teams pride and honour at stake The player takes control of one of sixteen NRL mascots The gameplay is standard 3D platforming players start in a world themed after their own team and then move on through worlds themed after each other mascot with the goal of conquering them all All sixteen of the mascots play essentially identically each is a heavy character who can run jump and punch Players are also able to collect digital versions of Select NRL trading cards scattered throughout the levels  NRL Mascot Mania was released alongside the nearlyidentical AFL Mascot Manor which features very similar gameplay and an Australian Football League mascot theme,Missing,Missing,nan,nan,nan,nan,nan,nan
1245715200,Missing,79535,Classic Word Games,"[20, 39]",A blast from the past Classic Word Games is a smart fun and modern take on word games Enjoy playing Mumble anywhere with this portable version for iPhone and iPad,Missing,Missing,nan,nan,nan,nan,nan,nan
1244505600,Missing,70547,Dreamer Series: Teacher,[20],Dreamer Teacher is the perfect choice for everyone who always wanted to know what its like to be at the head of the class Have fun teaching your pupils how to play an instrument and how to dance Even show them how fun art class can be Make sure they learn about the right behaviour in the schools cafeteria when they start throwing food Comfort them if they hurt themselves in the playground and take care of their clothing After schools over join your students in the playground to jump rope and play hopscotch,Missing,Missing,nan,nan,nan,nan,nan,nan
1245715200,[13],68052,Discovery Kids: Parrot Pals,[20],Train and play with a virtual parrot,Missing,Missing,nan,nan,nan,nan,nan,nan
1245888000,"[31, 34]",68021,Fushigi Yuugi DS,[20],A compilation of Idea Factorys two visual novel tieins to the popular manga franchise Fushigi Yuugi ported to the Nintendo DS,Missing,Missing,nan,nan,nan,nan,nan,nan
1245801600,[9],67139,Animal Puzzle Adventure,[159],Animal Puzzle Adventure,Missing,Missing,nan,nan,nan,nan,nan,nan
1245715200,[14],51067,Little League World Series Baseball 2009,"[5, 20]",Step up to the plate and swing for the fences    Players return to the baseball diamond with improved controls more stadiums more teams new talents new skill challenges and more fun than ever before    Features     New Collectibles and Talents  New powerups for added strategy  New talent vs talent faceoffs  A variety of all new cards can be unlocked and collected   Expanded World Series Mode  Full team editor  Regional Tournaments  6 NEW stadiums   New Skill Challenges  4 of the best from last season with 2 all new fun skill challenges   New Announcers  Legendary announcers Brent Musburger and Gary Thorne call on all the playbyplay action   Enhanced Character Creator  Customize your batting pitching and fielding style,Missing,Missing,nan,nan,nan,nan,nan,nan
1245110400,[14],51035,Diva Girls: Divas on Ice,"[5, 20]",Meet the Diva Girls for the first time on Nintendo Wii Everyones got their favorite but who will be yours Kelly Gabrielle Alyssa and Madison are four young girls skating for glory in the Miracle Ice Festival Dress your favorite Diva Girl in thousands of combinations of customizable outfits then train hard to upgrade your skating skills so you can woo the crowd impress the judges and be crowned Princess on Ice,Missing,Missing,nan,nan,nan,nan,nan,nan
1245369600,[13],47849,I Love Beauty: Hollywood Makeover,[20],In I Love Beauty Hollywood Makeover players style the stars as they select the most stunning outfits accessories and the perfect makeup for all of the glamorous events around Hollywood With 36 different cosmetics to mix and match in more than 60 variations I Love Beauty Hollywood Makeover will test the fashion eye of even the most creative stylist and is just the thing for girls who like to have fun and look their best,Missing,Missing,nan,nan,nan,nan,nan,nan
1245974400,[31],43212,Diabolik: The Original Sin,"[5, 6, 8, 20, 38]",Diabolik The Original Sin is a gritty thirdperson adventure game blending the heritage of the pickandclick genre with fastpaced action sequences and minigames  The original idea of the game is based on the story created by the sisters Angela and Luciana Giussani in 1962 and its comic books The adventure game is set in an unusual world made of a curious mix between 3D real time graphics and 2D blackwhite comic style animation  The traditional pointandclick genre has been perfectly adapted to the main features of the latest consoles in order to ease the developing of the main plot and minigames The player is involved in a tricky story full of unexpected twists intrigue love and vengeance In Diaboliks skin it wont take too long to become a skilled thief and a master of disguise to rescue his beloved Eva  Called to be the bad guy for once the player will find himself ensnared in fastpaced combat and stealth sequences Diabolik is a criminal who likes luxury expensive cars and robs to enrich himself following his own morality Eva the only woman who can keep up with him likes being involved in mysterious and complicated stories Diabolik and Eva make up an unconventional couple they are lovers and partners in crime,Missing,Missing,4.49,0.0,6.33,50.0,5.0,3.0
1245456000,[9],24349,Sudoku Ball: Detective,"[5, 6, 20]",Solve a mystery with the power of sudoku,Missing,Missing,nan,nan,nan,nan,nan,nan
1246320000,[31],21653,Crime Scene,[20],As a newlyappointed police detective you use a variety of investigation techniques and forensics tools to hunt down criminals and prove their guilt,Missing,Missing,0.3,0.0,0.0,0.0,0.0,1.0
1245110400,[9],21242,Roogoo Attack!,[20],Based on the Xbox Live Arcade game Roogoo Roogoo Attack is a puzzle game emphasizing quick reflexes This DS incarnation includes over 100 levels in 10 unique environments More levels are unlocked by connecting with Roogoo Twisted Towers on the Wii Single and multicard multiplayer supports four players,Missing,Missing,nan,nan,nan,nan,nan,nan
1243900800,[13],7933,Imagine: Boutique Owner,[20],Be a boutique owner in another installment of the Imagine series,Missing,Missing,nan,nan,nan,nan,nan,nan
1245110400,[15],4920,Hysteria Hospital: Emergency Ward,"[5, 6, 20]",Can you keep your patients happy    A usual day in Hysteria Hospital  another torrent of patients threaten to turn the emergency ward into chaos Only one person can control the frantic situation  can you keep your patients happy when your ward is overrun As a female or male nurse organise the ward and direct the patients to treat their conditions as quickly as possible You can design and improve your ward for life saving efficiency to be the best head nurse in America and save the Hospital from being overrun,Missing,Missing,0.0,0.0,0.0,50.0,2.0,0.0
1246320000,"[15, 35]",4874,Fritz Chess,"[5, 9, 20, 39]",A chess game available from a variety of downloadable platforms,Missing,Missing,0.0,0.0,0.0,70.0,1.0,0.0
1245715200,"[9, 25]",48,Overlord: Minions,[20],Meet Giblet Blaze Stench and Zap  an elite Minion crew who assisted by minion master Gnarl get star billing in Overlord Minions an irresistible and accessible puzzle action game designed exclusively for Nintendo DS In Overlord Minions the Overlord commands the Minion team remotely The Nintendo DS stylus becomes an extension of his evil will and every precise Touch Screen command is the playerasOverlord directing commanding and combining minions in battle pointing and sweeping them to attack enemies and solving puzzles to execute his dastardly plans Controlling the Special Farces team of four players negotiate fiendish levels and take on a huge range of warped enemies to hunt down the Kindred a cult dedicated to resurrecting the mighty Dragon Kin a race of humanoid dragon hybrids determined to replace the Overlords despotism with their own Extending the Overlord series trademark humour gameplay focuses on the mischievous physical comedy of the minions antics and is delivered in a stylised cartoon visual style,Missing,Missing,6.5,0.0,0.0,50.0,2.0,1.0
1245974400,"[11, 14, 15, 16]",5649,Blood Bowl,"[6, 12, 20, 38, 39]",Blood Bowl is a combination of a tactical and sports game The basics are extremely simple two teams one ball The team that carries the ball into the opponents end zone scores a touchdown the team with the most touchdowns at the end of the game is the winner However its how you decide to do this that makes things interesting the ends justify the means Its not just the players you have at your disposal either You can bribe the referee to look the other way as you cripple or trample annoying opponents and hire illegal wizards to give you a hand directly from the crowd Blood Bowl severely tests the finest tacticians strategies  There are many races to accommodate every players profile 23 in the Chaos Edition 20 in the Legendary Edition 9 in the Standard Edition and even more strategies for experimenting Winning a game requires a strong gamesense and a lot of selfcontrol  For the players enjoyment omnipresent humour and the use of spells weapons and other nonregulatory actions place Blood Bowl outside of the classic sport simulation genre,80.83931880398367,Missing,6.12,154.86,2642.02,67.0,19.0,13.0
1244419200,"[8, 9]",48032,Mario vs. Donkey Kong: Minis March Again!,[159],Mario vs Donkey Kong Minis March Again マリオVSドンキーコング ミニミニ再行進 Mario tai Donkī Kongu Mini Mini sai Kōshin is a puzzle video game for the Nintendo DSi Announced at the Electronic Entertainment Expo 2009 it is the third game in the Mario vs Donkey Kong series It was released via the Nintendo DSiWare download service in North America on June 8 2009 in Europe and Australia on August 21 2009 and in Japan on October 7 2009 It is the first DSiWare game to feature a level editor in which players can create custommade levels and send them to players on other devices via a wireless Internet connection,80.0,Missing,3.1,5.13,10.45,69.0,33.0,28.0
1244505600,"[7, 13]",7090,Guitar Hero: On Tour - Modern Hits,[20],Guitar Hero On Tour Modern Hits brings a Modern Rock twist to Guitar Hero for the DS With the new Fan Request mode you can choose your path to music stardom and rock the house Onthego rockers earn more fans and fame by performing their favorite tunes in different styles eg avoiding note bombs hitting a 300 note streak or playing different guitar tracks as requested by their fans while they move back and forth between venues nonlinear gameplay Utilizing the familiar Guitar Hero Guitar Grip peripheral gamers can shred through 28 master tracks of the hottest Modern Rock,72.0,Missing,nan,nan,nan,nan,nan,nan
1246320000,[8],4923,Ice Age: Dawn of the Dinosaurs,"[5, 6, 8, 9, 12, 20]",Based on the computeranimated movie starring the voices of Ray Romano and John Leguizamo Ice Age Dawn of the Dinosaurs is a 3D platform game that has you controlling multiple prehistoric protagonists across more than 15 levels of lighthearted action Help Manny Sid Diego Scrat and friends navigate their way through the lush jungles of a world lurking underneath the ice a tropical world inhabited by dinosaurs Master each characters distinct moves while exploring caves riding a pterodactyl avoiding a rampaging Tyrannosaurus rex running atop a ball of ice and more Those having difficulty during certain sequences can receive tips from woolly mammoth Ellie as well as possums Crash and Eddie In addition to the singleplayer campaign Ice Age 2 offers eight competitive minigames supporting up to four players,70.78745364619971,Missing,5.35,7.37,12.34,61.0,32.0,33.0
1244678400,"[11, 12, 13, 24, 34]",11683,Infinite Space,[20],Infinite Space a role playing game exclusively for the Nintendo DS portable handheld system takes place in outer space and gives players the ability to control build outfit and customize more than 150 spaceships Infinite Space stretches the DS hardware to the limit offering over 200 characters and the ability to control multiple spaceships at any one time Releasing in 2009 and currently being produced by Atsushi Inaba and directed by Hifumi Kouno from developer Nude Maker Infinite Space is one of the most complex RPG titles developed for the DS to date and shows PlatinumGames commitment to teaming up with the most creative minds in gaming,70.30395405014559,Growing up as a second class citizen on a backwater planet Yuri dreamed of being able to travel the stars After many years he saved up enough credits to buy transport off the planet but space travel is forbidden to second class citizens and he is chased by the security forces of the corrupt owner of the planet To survive the dangers of space Yuri must become a captain buy and customize star ships and fight against hostile enemies both on the ground and in space,46.28,64.33,69.01,76.0,15.0,21.0
1245715200,"[5, 31]",7471,Transformers: Revenge of the Fallen,"[5, 6, 8, 9, 12, 20, 38]",Transformers Revenge of the Fallen is set a few years after the defeat of Megatron in the first game The game is a linear thirdperson shooter that puts the player in control of many of the main characters from the movie shifting between both Autobot and Decepticon factions,68.89547165922454,The storyline is told via cutscenes that also allow for the player to easily transition from one character to the other Playable characters on the Autobot side include Optimus Prime Iron Hide Jetfire Bumblebee The Decepticon side includes Starscream Sideways a new character and Megatron  Though the game doesnt allow transform wherever the player wants to transformation has been introduced as special attacks during robot mode as fixed alternate game modes driving Shanghai tunnels as Sideways and fly through the skies of Russia as Starscream and in both robot and vehicle modes as special moves that give the player alternate abilities For example transforming as Starscream while flying will enable him to fly backwards as a robot to take out enemies behind the protagonist  For multiplayer at any point during a singleplayer campaign a friend can join in as a Remote Weapon System which allows them to shoot enemies erect a shield to defend and transfer energon between both players,6.8,7.74,14.45,59.0,48.0,36.0
1244505600,"[11, 15]",2648,LEGO Battles,[20],Play through six distinct storylines in the game to create your base buildings and team and deploy your troops for battle Test your strategies in singleplayer campaign or Free Play mode to unlock hidden treasures or play against two of your friends to put your soldiers on the road to victory,68.526162258537,Missing,13.53,52.73,60.8,68.0,26.0,10.0
1244505600,"[8, 31]",4932,Indiana Jones and the Staff of Kings,"[5, 8, 20, 38]",The plot centers around Indys search for the Staff of Moses The game is mostly about a quest which takes you around the world on various quests fighting Nazis Panamanian hunters and Tong thugs and trying to find artifacts which will unlock other possible things for you to get and do Although the staff of Moses is never mentioned in the beginning of the game the plot is set about finding the staff but the actual part of the story where the quest about finding the staff of Moses first start taking place is a lot further on in the game,66.65710571893382,Missing,7.85,0.0,0.0,54.0,22.0,13.0
1245801600,"[12, 15, 26, 35]",1825,Dragon Quest Wars,[159],Dragon Quest Wars is a turnbased strategy game played out across a number of quick and challenging rounds The player will pick four monster playing pieces to battle on their team with Dragon Quest superstars Slime Dracky Hammerhood Healslime Chimaera and Golem all available to choose from Played across a tabletop style arena the ultimate aim of the game is to battle and defend against the opposing team to advance to the other side of the arena,63.0,Missing,0.87,0.0,1.14,67.0,10.0,13.0
1245110400,Missing,77275,Ghostbusters: The Video Game,[20],The DS version of Ghostbusters is completely different from the console and PC versions,60.0,Missing,8.09,10.25,21.56,73.0,205.0,243.0
1245283200,"[13, 31]",71900,Tomodachi Collection,[20],Tomodachi Collection takes place on an island in the middle of the sea that can be populated with various Miis created from the built in Mii Maker or transferred wirelessly from a Wii console These Miis can be given a personal voice and personality based on the players liking,57.0,The cast consists entirely of user created Miis Players can transfer Miis directly from their Wii console to their Nintendo DS or create new ones using the ingame Mii Maker The player chooses their looks and personalities then help them with their problems such as making friends and performing everyday tasks as well as giving them clothes food and special items to help them gain experience The Miis can interact with eachother in relationships such as friendships When a Mii gains enough experience they level up and collect rewards New areas and shops are unlocked on the island by playing the game and meeting various conditions such as the Question Hall where the player can ask the Miis anything as well as making them vote on a certain choice,101.8,0.0,0.0,83.0,2.0,2.0
1244419200,"[10, 13]",5038,MySims Racing,"[5, 20]",Build your winning kart and take on tricky opponents on a variety of challenging tracks Use drifting boost control and strategy to get an edge on your opponents Compete for prizes and bragging rights with up to four players Will you come up short or race to victory,50.0,Missing,0.0,0.0,9.46,60.0,7.0,2.0
1245369600,[9],21053,Puchi Puchi Virus,[20],Missing,48.0,Missing,6.5,0.0,12.55,63.0,3.0,3.0
1245974400,Missing,91707,AFL Mascot Manor,[20],Its all about team spirit Choose between 16 team mascots each with their own superpowers Explore and conquer 48 fantasy environments using your Super Abilities Battle your enemies using Fiery Fists and Ground Smash or unleash your mascots special attack Face off against other team mascots in an epic bossbattle clash Find collect and trade AFL player cards to boost your team in the minimatch Fun mini games including an unlockable AFL minimatch,47.0,Missing,nan,nan,nan,nan,nan,nan
