first_release_date,genres,id,name,platforms,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1088035200,"[31, 34]",64806,Memories Off: Sorekara,"[6, 8, 38, 48, 130]",The fourth entry in the main Memories Off series of visual novels,Missing,0.0,0.0,14.93,60,1,1
1087862400,"[4, 14]",6051,Showdown: Legends of Wrestling,"[8, 11, 21]",Showdown Legends of Wrestling features more than 70 of the greatest wrestlers throughout history Send your favorite wrestlers to the squared circle for bonebreaking matches including Table First Blood Ladder Cage and Battle Royal Create dream matches unlock classic feuds and customize your own wrestler Youll travel down the path of pain in the new erabased career mode If you can master the new ReadyToBrawl controls youll be prepared to take on the icons of professional wrestling,Missing,7.5,0.0,0.0,60,2,2
1086912000,"[8, 31]",5843,Galleon,"[6, 11, 21, 23]",Players control Rhama Sabrier who must stop the evil Jabez from wreaking havoc across the seven seas,Missing,9.67,10.88,13.0,65,4,9
1087948800,"[8, 12, 31]",1728,Mega Man Anniversary Collection,"[8, 11, 21]",For 15 years Mega Man games have appeared on consoles and now you can play ten of them on one disc Mega Man Anniversary Collection includes the first eight Mega Man games plus two that were neverbeforereleased in the US See how Mega Man has crossed into other media by watching unlockable bonus features including footage from the original Mega Man TV Series over 30 original artwork selections and remixed music tracks inspired by the series,81.26012456302684,18.66,22.0,25.79,85,24,8
1088380800,"[25, 31]",6285,Spider-Man 2,"[8, 11, 21]",In SpiderMan 2 Manhattan becomes a gamers playground as you take the role of SpiderMan in a battle against the nefarious Doc Ock Based on the plot of the movie SpiderMan 2 and the heroes and villains created by Marvel the game allows players to encounter unique and dangerous villains as they patrol the streets and rooftops of the biggest city created in any Super Hero game to date  As SpiderMan players must master new combo moves as they protect the denizens of New York City from the nefarious Doc Ock and other classic Marvel villains by swinging jumping and wallcrawling through 19 new levels that extend beyond the film With an unprecedented depth of gameplay players experience original storylines featuring Vulture Shocker Rhino and Mysterio all while battling through graphically rich 3D environments,76.14649307471277,6.93,16.04,38.55,73,339,202
1086912000,"[8, 25, 31]",3967,King Arthur,"[8, 11, 21]",Experience the excitement and feel of the Jerry Bruckheimer film King Arthur as you play through Arthurs world amidst photorealistic scenery Players can chose to play as Arthur Lancelot Tristan Bors and Guinevere each with their own attack moves and combos and challenge friends through the multiplayer combat option Other game features include well executed horseback combat levels and seamless cutscene to gameplay transitions,72.33039687585142,8.12,0.0,0.0,59,8,5
1087776000,"[5, 10]",5817,Driv3r,"[6, 8, 11, 21, 24]",In the game you take the role of Tanner the undercover cop from previous Driver games as he infiltrates a worldwide highperformance car theft ring  Nothing is too dangerous or too risky for Tanner and youll be able to hop into any car truck or motorcycle and cruise the streets of three recreated cities with over 156 miles of roads from Miami Nice and Istanbul in over 25 storyline missions Meet up with characters from previous driver games the story line lives on in this installment,54.34185907640845,9.98,12.55,14.27,59,57,43
1087430400,[14],3972,Legend of Golfer,[21],A Nintendo published arcade golf game released only in Japan for the Nintendo GameCube,25.0,0.0,0.0,0.0,0,0,0
