,genres,id,name,platforms,rating,summary,main,extra,completionist,review_score,review_count,people_polled
0,"[8, 9, 12, 31]",10614,Mega Man 64,[4],70.0940190346347,Mega Man Volnutt is the games playable character Mega Man Volnutt is a Digger a person in charge of investigating ruins from a flooded Earth During his journey with his friends their ship crashes in Kattelox Island where Mega Man decides to confront pirates who are attacking it to obtain the its hidden treasure As an action roleplaying game Mega Man Legendss gameplay is very different from the ones of the original series despite sharing a few elements,,,,,,
