,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,274984,Metroid Confrontation 2: Return to SR388,[18],Metroid Confrontation 2 Return to SR388 is a NES Metroid hack based on Gameboys Metroid 2 and a little bit inspired by AM2R Made using the Editroid program created by Snarfblam  A lot of things has ben modified All graphics backgrounds and sprites all map text and music to look like Metroid 2 Unarmored samus sprites were based on rogue dawn hack,Missing,Missing,Missing,,,,,,
1,274851,ShmupSpeed,[18],Missing,Missing,Missing,Missing,,,,,,
2,256774,Il Maniero Spettrale,[19],Many brave adventurers have traveled to this manor They never made it back Enter the manor and rescue their souls  Il Maniero Spettrale was originally made for the Halloween Level Design Contest HLDC 2014 in which it won first place Its a single large level with a Metroidvania structure inspired by the likes of Luigis Mansion Castlevania Symphony of the Night and BanjoKazooie The goal is to find the souls of the adventurers who visited the manor and lead them to their eternal rest For Halloween 2018 this was updated and released as a standalone hack in order to make it more accessible to new players There are several small improvements and fixes over the original and some rooms have been redesigned,[8],Missing,Missing,,,,,,
3,238056,Fairy Tale Puzzles: Magic Objects - Alice in Wonderland: The Tea Party,[130],Missing,Missing,Missing,Missing,,,,,,
4,237984,Party Hard Pack,[130],Missing,Missing,Missing,Missing,,,,,,
5,233613,The Adventures of Jerry Mouse: The Rescue of Nibbles,[18],In this hack you play as Jerry Mouse from the Tom and Jerry cartoons Tom has kidnapped Nibbles and Jerry must rescue him,"[8, 31]",Missing,Missing,,,,,,
6,223025,Super Stacey World,[19],Entry level kaizo Super Mario World hack designed to be beatable by players newer to kaizo Few extra challenging levels for people that want an extra challenge,[8],Missing,Missing,,,,,,
7,214868,Oops! All Keys,[19],Keys keys everywhere In this hack you need to know how to use a key You will need frame perfect keyjumps clips and lots of knowledge about this game to be able to beat it,[8],Missing,Missing,,,,,,
8,214484,LEGO DC Super-Villains: DC TV Series Super-Villains Character Pack,[130],Download now to get access to the DC TV SuperVillains Character Pack,[31],Missing,Missing,,,,,,
9,214482,LEGO DC Super-Villains: DC TV Series Super Heroes Character Pack,[130],Download now to get access to the DC TV Super Heroes Character Pack,[31],Missing,Missing,,,,,,
10,214481,LEGO DC Super-Villains: Justice League Dark Character Pack,"[6, 48, 49, 130]",Missing,[31],Missing,Missing,,,,,,
11,205077,Hillbilly Doomsday,"[6, 48, 49, 130, 169]",Once upon a time when entire planet was in great danger an unknown enemy turned almost everyone into zombies Chaos ensued The rest of the people are trying to survive It seems that everything has come to an end But among the frightened people there ,"[5, 8, 33]",Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
