,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[8],257840,Casio Mario World,[19],An extremely hard hack,Missing,Missing,,,,,,
1,[12],252783,Pokémon Shield: The Crown Tundra,[130],The wild adventure continues Lead an expedition in the snowswept realm of the Crown Tundra and unravel the mystery of the Legendary Pokémon Calyrex who once ruled over it,In this frigid area with jagged snowy mountains people have settled in a small tightknit community  Early in your adventures here a man named Peony will appoint you as the leader of his exploration team in the Crown Tundra Youll be tasked with investigating the reaches of this frozen landincluding the depths of a Pokémon Den something youve so far been able to glimpse only during Max Raid Battles  Whats more it seems many Legendary Pokémon make the Crown Tundra their home,Missing,,,,,,
2,Missing,238342,Our Two Bedroom Story: Don't Tell Him I'm Popular! - Minato DLC Pack,[130],Missing,Missing,Missing,,,,,,
3,Missing,238341,Our Two Bedroom Story: Don't Tell Him I'm Popular! - Minato,[130],Missing,Missing,Missing,,,,,,
4,Missing,238263,Jigsaw Masterpieces: Fluffy Animals in Hokkaido / Kenta Igarashi,[130],Missing,Missing,Missing,,,,,,
5,Missing,238251,Jigsaw Masterpieces: Fireworks and Nightscape,[130],Missing,Missing,Missing,,,,,,
6,Missing,238220,Jigsaw Masterpieces: Beautiful Castles in the World,[130],Missing,Missing,Missing,,,,,,
7,Missing,238194,Our Two Bedroom Story: Here's to the Birthday Boy! - Akiyoshi,[130],Missing,Missing,Missing,,,,,,
8,Missing,238193,Our Two Bedroom Story: Here's to the Birthday Boy! - Kaoru,[130],Missing,Missing,Missing,,,,,,
9,Missing,238192,Our Two Bedroom Story: Here's to the Birthday Boy! - Minato,[130],Missing,Missing,Missing,,,,,,
10,Missing,238191,Our Two Bedroom Story: Here's to the Birthday Boy! - Shusei,[130],Missing,Missing,Missing,,,,,,
11,Missing,238183,Later Daters: Part One and Two,[130],Missing,Missing,Missing,,,,,,
12,Missing,238162,West of Dead: Path of the Crow Deluxe Edition,[130],The Path of the Crow Deluxe Edition contains  The Game  The Crow familiar a friend to our hero The crow will stay by your side through the darkest of paths  A new level The Battlefield Dilapidated and riven with rot and decay the land here has been shattered and burned by explosions with a fogfilled with the calls to charge This level is the epitome of all war and it is yours to battle through  A new enemy The Captain a truly frightening opponent maddened by his lust for war He is armed with a cannon and a sabre this menace is trouble close or afar  A new weapon The Mortar claimed from The Battlefield this new weapon will terrify even those cowering behind cover  A new blessing Strength with this youll be able to punch down steel doors and land a mean hook on the denizens in your way,Missing,Missing,,,,,,
13,Missing,238055,Our Two Bedroom Story: After the Crisis - Minato,[130],Missing,Missing,Missing,,,,,,
14,Missing,237905,Zaccaria Pinball: Remake Table Pack 3,[130],Missing,Missing,Missing,,,,,,
15,Missing,237890,Groove Coaster: Wai Wai Party!!!! - Original Pack 2,[130],Missing,Missing,Missing,,,,,,
16,"[8, 31, 33]",233359,Montezuma's Revenge,"[6, 130]",This is the official version of the 80s classic game Montezumas Revenge rebooted by the original developer Its the classic puzzle solving action adventure platformer you loved in your youth,Missing,Missing,0.33,0.0,5.0,70.0,2.0,2.0
17,"[5, 8]",219408,Mega Man: The New Lands,[18],Mega Man The New Lands is a complete ROM hack of Mega Man 1 not Rockman 1 It features custom levels custom robot masters new musics original art for every stage modified weapons enemies and bosses behaviors faster megabuster shooting and increased shots limit no knockback after getting damage removes the deceleration of Megaman making him stops instantly after the player stop pressing left or right the most annoying enemies were nerfed modified damage for each weapon etc,Missing,Missing,,,,,,
18,[8],213892,Fall Guys World,[19],Welcome to the new season in two dimensions of Fall Guys The players are getting ready for the craziest marathon of all time worth the legendary Supreme Crown the most valuable of all What awaits you in this adventure Find out for yourself   This game contains saving by percentage  different from the classic exit count format  19 challenging exits with many obstacles and other guys to get in your way  A version of the great title of Mediatonic with a unique and original story honoring this game that has become a fever in a year of so many uncertainties,Missing,Missing,,,,,,
19,"[5, 8, 31]",213040,Vitality,[19],Samus Aran has been contracted to investigate an installation on Planet Auriga,Missing,Missing,,,,,,
20,[4],210443,The Last Blade: Beyond the Destiny,[130],Originally released on the Neogeo pocket in 2000 The Last Blade Beyond The Destiny has come to Nintendo Switch,Missing,Missing,0.43,0.0,15.0,68.0,9.0,12.0
21,"[5, 7, 9, 15, 32]",209074,Touhou Spell Bubble: Special Music Pack Vol. 2,[130],This is Vol 2 Get new arrangements of 6 popular Toho songs accompanied by 6 challenge stages,Missing,Missing,,,,,,
22,"[10, 14, 32]",202392,Rocket League: Season 1,"[3, 6, 14, 48, 49, 130]",The Season 1 Series include more than a dozen new items from Rare and Very Rare Decals and Wheels like the Bodacious Octane Decal and Shortquarter Wheels to Black Market items like the Stipple Gait Decal and the extremely animated BuffySugo Goal Explosion,Missing,Missing,,,,,,
23,"[5, 8, 31]",199007,Super Mirrortroid,[19],This Super Metroid hack is straight up a mirror image of the original game Youd be surprised how easily you can get lost when everything is flipped around All sequence breaking strats still work including the Green Gate Glitch which could add some interesting routing options,Missing,Missing,,,,,,
24,[8],198533,Sonic the Hedgehog Vol.2,[18],An improvement hack for Somari NES to fix some of its many bugs and level layout issues,Missing,Missing,,,,,,
25,Missing,191342,Ouroboros,[18],Ouroboros is an action game made for Ludum Dare 47 and 1JAMLoop with the theme being stuck in a loop,You are a small worm stuck in a timespace loop The loop was supposed to end in a minute but weird time artifacts and some weirder timebugs keep appearing and whenever you collide with them the time loop lasts longer To make things worse the strange physics of the loop makes you run faster near the end Try dodging everything and eventually youll be free,Missing,0.0,0.0,13.75,70.0,1.0,1.0
26,"[13, 15, 31]",188086,THO Simulator,[130],Take control of various emergency forces and coordinate the interaction of the individual specialist groups of the THO,Missing,Missing,,,,,,
27,Missing,188012,HyperBrawl Tournament: Ultimate Edition,"[49, 130]",HyperBrawl Tournament Ultimate Edition includes the main game along with 5 packs filled with customization options for heroes,Missing,Missing,,,,,,
28,"[7, 33]",187869,Kizuna AI: Touch the Beat!,"[48, 130, 165, 167, 384, 386, 390]",In the game you are an audience at Kizuna AIs performance stage Feel the rhythm to the song and hit the notes that come flying towards you with your penlight,Watch Kizuna AIs stage performance and cheer her on from the front row seat and use the penlight to hit back the beat flying towards you,Missing,,,,,,
29,"[8, 9, 31, 32]",184757,Adventures of Chris,"[3, 6, 14, 48, 130]",Embark on a global adventure in this 90sinspired platformer about a chubby underdog kid with wacky superpowers,Missing,Missing,4.76,8.22,0.0,45.0,6.0,9.0
30,Missing,173160,G.I. Joe: Operation Blackout - Digital Deluxe,"[49, 130]",GI Joe and Cobra are back GI Joe Operation Blackout is a teambased third person shooter where you play as your favorite characters from Team GI Joe and Team Cobra Experience the action from both sides as you help GI Joe restore order and lead Cobra to world domination Continue the fight with all new character and weapon skins and get exclusive access to the art and music from the game  Digital Deluxe Edition Includes  Classic Duke  Classic Cobra Commander Character Pack  Two new characters skins based on the iconic 80s TV show  Battle Gear GI Joe and Cobra Weapons Pack  Includes 12 new weapon skins in Cobra Gold and GI Joe Chrome  Exclusive Digital Art Book  Get a look at the neverbeforeseen art used to create the game  Digital Soundtrack  Full length music tracks from game plus bonus tracks from the 80s TV show,Missing,Missing,,,,,,
31,Missing,173159,The Survivalists: Deluxe Edition,"[49, 130]",A living world full of surprises secrets and danger awaits in The Survivalists an adventurefilled survival sandbox set in The Escapists universe Explore build craft and even train monkeys with up to three friends in a desperate bid to survive Be prepared for your trek into the unknown and pack The Survivalists Deluxe Edition for the journey ahead,Missing,Missing,,,,,,
32,"[9, 31, 32]",172218,Secrets of Magic 3: Happy Halloween,"[3, 6, 14, 130]",Dive in this spooky adventure through a magical land and help Victoria make the best Halloween display the School of Magic has ever seen Match your way through charms and challenges in this phantasmal Match 3 game,Missing,Missing,,,,,,
33,"[31, 32]",171180,The Survivalists: Monkey Business,[130],Survive in style Add some flair to your wardrobe as you explore The Survivalists The Monkey Business pack contains 3 player hats and 6 monkey hats all as part of the Boxex side quest,Missing,Missing,,,,,,
34,"[9, 35]",170376,Pretty Girls Mahjong Solitaire: Blue,"[6, 48, 130, 167]",More Pretty Girls Can you solve the puzzle Find pairs of tiles to delete them Delete all tiles before time runs out to clear a round Once you make it to the third round a girl in a sexy costume begins to reveal herself as you delete tiles As you clear stages the girls get sexier and sexier,Missing,Missing,,,,,,
35,[32],168212,Hardcore Mecha: Shepherd Jaeger,[130],Shepherd Jäger with its melee attack strengthened around its sabre and Captain Morris the sword master will always be an opponent others cant ignore This DLC includes a multiplayer mecha Shepherd Jäger and a multiplayer pilot Morris Yasir,Missing,Missing,,,,,,
36,[32],168211,Hardcore Mecha: Graeme,[130],This DLC includes a multiplayer mecha Graeme and a multiplayer pilot Vulphaes Bonaparte,Missing,Missing,,,,,,
37,[32],168208,Hardcore Mecha: Round Hammer Particle Cannon,[130],Selfexplosion is always the basic for ace pilot dont you wanna go for it This DLC includes a multiplayer mecha Round Hammer Particle Cannon,Missing,Missing,,,,,,
38,"[10, 14]",168140,Race With Ryan: Adventure Track Pack,"[6, 48, 49, 130]",This is a Road Trip your little ones will never forget without even having to leave the house they can race around 2 iconic USA tracks and see the sights of New York New York and Redwood Alongside the base game Race With Ryan this expansion pack unlocks more hours of fun with 14 players in the colourful world of YouTube sensation Ryan,Missing,Missing,,,,,,
39,"[9, 35]",168067,Pretty Girls Mahjong Solitaire: Green,"[6, 48, 130, 167]",Lets go GREEN and get back to nature This time all of the Pretty Girls have animal features Find pairs of tiles to delete them After you complete three rounds an anime girl in a sexy costume begins to reveal herself As you clear stages these beautiful animal girls get sexier and sexier,Missing,Missing,,,,,,
40,"[13, 32]",166796,Later Daters: Part 2,[130],Choose what happens next at the Oceanview Living Domicile for the Elderly and smooch some sexy seniors,Missing,Missing,,,,,,
41,[13],164016,Pinball FX3: Williams Pinball - Volume 6,[130],Three classic tables FUNHOUSE starring Rudy the iconic dummy antagonist SPACE STATION and DR DUDE AND HIS EXCELLENT RAY,Missing,Missing,,,,,,
42,"[10, 31, 32, 33]",156049,Ghosty,"[6, 130]",Ghosty is a lighthearted topdown actionadventure RPG that features tons of puns witty dialogue charming story elements and a pixelized art style The game experiments with a splash of unique mechanics that are used both in and out of combat,Missing,Missing,,,,,,
43,"[12, 13, 31, 32]",155076,Graveyard Keeper: Game of Crone,"[6, 48, 49, 130]",Youll have to help the escaped prisoners of the Inquisition survive in the wilderness by providing them with everything they need To develop their camp to a fortified settlement while keeping in mind its benefits To protect those who entrusted you with their lives from the sword and fire And also  to untangle the circumstances of the cruel game which turned into the Great Blast and the return of the Ancient Curse,Missing,Missing,,,,,,
44,"[9, 31, 32]",154873,Understand,"[6, 14, 130]",Understand is an experimental puzzle game about guessing rules In each level you have to figure out the rules through trial and error then draw a line satisfying all rules,Missing,Missing,0.0,0.0,28.0,50.0,1.0,1.0
45,"[12, 32, 35]",154597,Cardpocalypse: Out of Time,"[6, 130]",Cardpocalypse Out of Time is a standalone adventure for Cardpocalypse set within the final day of Jess first week at her new school This is a whole new standalone campaign Build your collection and change the rules once more Test your card gaming skills against a series of new enemy champions Stuck in a time loop Have some fun Find new combos Bloop a special neutral champion can use cards from every faction and has a unique upgrade tree to explore Build the Champion you want,On the verge of saving the world Tock the timetraveling Pipsqueak champion hurls Jess back in time Trapped in a time loop she is forced to relive the same school day over and over again like she was some sort of giant marmot To add insult to injury Jess loses her decks in the timetraveling process Jess must join forces with Bloop the only neutral champion in the game and a known weakling in the Mega Mutant Power Pets realm but perhaps Jess can do something about that Together they must join forces to defeat Tock get out of the time loop and get back to saving the world,Missing,,,,,,
46,"[12, 32, 35]",154554,Cardpocalypse: Time Warp Edition,[130],Includes Cardpocalypse Cardpocalypse Out of Time DLC Cardpocalypse Soundtrack,Missing,Missing,,,,,,
47,"[8, 31, 32]",153025,The Bounty Huntress,"[6, 34, 48, 49, 130, 167, 169]",In this a Metroidvania style game made in crispy pixel art Join Rhea  a bounty huntress with a task to save some people who have been kidnapped and taken to an old abandoned castle where there are many dangers she needs your help to rescue these people and to bring peace to the city of Vaunard,Missing,Missing,0.0,0.0,5.99,0.0,0.0,2.0
48,"[10, 14]",151783,Our After School Playzone,[130],All kinds of excitement awaits you around the town Choose 1 of the 8 unique characters and its game on Challenge your friends with games like Penalty Shootout RC Racing and Squirt Gun Battle Even playing solo you wont run out of things to do Complete all sorts of missions to add to your Coin Collection Try out a new strategy to get your highest score yet,Missing,Missing,,,,,,
49,"[5, 8]",151677,CosmoDreamer,"[6, 130]",From the popular free game Outside comes a dreamy and cute barrage shmups The visuals are colorful cute and fantastic and the game features active gameplay,Missing,Missing,4.75,0.0,0.0,90.0,1.0,2.0
50,"[8, 31, 32, 33]",151187,Barry the Bunny,"[6, 48, 49, 130, 167, 169]",A 2D platformer with short challenging levels about a bunny who builds bridges,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
51,"[8, 32]",150517,Flea!,"[6, 18, 23, 82]",Flea is a challenging platformer with an intriguing back story Play as Henry the Hyperactive Flea who just cant stop jumping Navigate the beast and collect blood to get the the heart of the problems,Missing,Missing,1.75,0.0,0.0,0.0,0.0,1.0
52,[15],150263,Caesar Empire War,"[14, 34, 39, 130]",Build your own roman camp in this buildingstrategy game You play Caesar the Emperor of the Roman Empire Your aim is to invade Gaul by establishing an advanced camp resist to barbarians attacks and conquer one by one the Gallic villages Start by building your soldiers houses get and train with real roman artillery and hire your soldiers Then it will be time to build your legend Served by superb graphicsanimations the game will challenge you to be as a fine strategist than the greatest Roman Imperators,Missing,Missing,,,,,,
53,"[5, 8, 31, 32]",148742,Dungeons of Clay,"[3, 6, 130]",Explore the everchanging dungeons in the surreal world made of clay Unlock the hidden secrets overcome the dangers defeat dreadful creatures and reap the treasures to acquire almighty power Dont forget to bring your patience because you will have to merge all your talents and skills if youre ever going to reach the depths of the dungeon Procedurally generated dungeons tons of items and guns dynamic threats unique skills and randomized path stops will guarantee that no playthrough is the same Dungeons of Clay is built on the idea of permadeath and challenge but ensuring to maintain the fun with permanent unlockables and progress that rewards your time and increases your chances with each death,Missing,Missing,,,,,,
54,[10],148650,Super Street Rally Racer 2 in 1,[130],Combine the cart in the box of Super Street Racer and the eShop code in the box of Rally Racers and get a great value pack with two great racing games Super Street Racers cartridge The official arcade racing game for Super Street the worlds number One in automotive tuning culture Start from the bottom with nothing but Scrap as you build your dream ride part by part and use it to tear up asphalt in a wealth of different game modes and environments Experience intense actionpacked classic arcade racing pushing your car to the limit Customize your ultimate Street racer using tons of Authentic car parts and unleash it on the streets leaving behind a trail of spectacular and detailed destruction Rally Racers code in the box Wacky cartoon racing at its best this is an actionpacked family racing game thats fast and furious fun for all Its highspeed at its very best A race of good versus evil beating the bad guys before they beat you Bash and battle to racing glory pick up special weapons and boosts recruit race mates from the opposition team and complete stunts and challenges to be first over the finish line Find and collect secret hidden fruit upgrade cars perform pointscoring stunts shoot the bad guys choose ingame partners based on their specific skill sets turn the bad guys good and complete actionpacked challenges to emerge victorious,Missing,Missing,,,,,,
55,"[9, 10, 33]",147992,Road 3 Pack,[130],In this pack you get these three games Switchy Road  A simple yet challenging puzzler to keep you on your toes at home or on the go Rally Road  Cross and drift the road in this rally racing game to avoid other cars Race on the road while trying to earn coins and reach high scores Pick your favorite race car and free roam the open highway getting the highest score possible Twister Road  Random twisting roads every time you play so youll never play the same game twice Endless twisting roads for endless fun,Missing,Missing,,,,,,
56,"[10, 31]",147961,Dark Island,[37],An infected world You are a survivor your task is to get to the military headquarters on your motorcycle,Missing,Missing,,,,,,
57,"[13, 14]",147954,Brunswick Pro Billiards,"[6, 48, 49, 130]",Brunswick Pro Billiards is the most realistic and immersive billiards game available for any platform This is an officially licensed Brunswick product featuring real pool tables pool cues and billiard ball sets Compete against friends or other players online for Brunswick Bucks Use those winnings to upgrade equipment and tables Players can also hone their skills against AI opponents battle friends in local multiplayer matches and play single player Challenge Modes offering a variety of gameplay options,Missing,Missing,,,,,,
58,"[31, 32]",147950,Red Rope: Don't Fall Behind +,"[48, 49, 130]",Red Rope Dont Fall Behind is an allegorical local coop game the two protagonists represent the archetypal couple united by a rope that represents their bond Red like fire red like blood  What the players have to face is an initiatory journey in search of the key that opens the exit door An arduous and difficult challenge a cathartic ritual that only the most valiant players will be able to carry out players with a special elective affinity,Missing,Missing,,,,,,
59,"[4, 8, 31]",147947,The Legend of Ninja,[130],The Legend of Ninja is a 2D ActionRPG Platformer The game aims to immerse you in its fantasy world full of deadly traps various enemies and mysteries to discover Player impersonate as fearless ninja passing through dangerous fantasy worlds on his mission to rescue his beloved princess who got kidnapped by a Dracula from her castle Journey into the unknown as an unskilled fighter with each step each defeated enemy and boss will bring crucial experience in order to prepare young warrior in his final battle against powerful vampire,Missing,Missing,,,,,,
60,[33],147911,Party Games: 15 in 1,[130],Party games features 15 funpacked party games for up to 4 players Its the ultimate MUSTHAVE game for family and friends of all ages  Everything from action to puzzle to sportsits all here in Party Games  It wouldnt be a party without friends Up to 4 players can join in the fun for some friendly competitive play  Party anytime anywhere Enjoy singleplayer or local multiplayer gaming from just about anywhere on the planet with just one system and one game,Missing,Missing,,,,,,
61,"[15, 32, 33, 35]",147906,Infection - Board Game,"[3, 6, 14, 130]",The object of the game is to make your pieces constitute a majority of the pieces on the board at the end of the game by converting as many of your opponents pieces as possible You can play against a friend or alone in arcade mode with increasing difficulty The game will test you tactic skills and entertain you and your friends Dominate the board and climb the leaderboard Based on an early 90s arcade game Infection is also known by such names as Ataxx Boogers Slime Wars and Frog Cloning,Missing,Missing,,,,,,
62,"[9, 13, 15]",147848,Truck Mechanic Simulator,[130],Repair trucks upgrade skills improve your workshop Very popular mechanic game with truck vehicles Now you can see how the work of truck mechanic looks like,Missing,Missing,,,,,,
63,"[9, 31]",147828,Dream,[130],You wake up and find yourself locked up in the morgue of a strange hospital Youve finally escaped and all of the people you meet are strangers You c figure out how you got there and you dont know why youre there Not only are you stuck but strange events occur one after the other  patients are killed strange figures appear there are rooms that shouldnt exist children are missing what happened to this hospital Dream is a mysterious and dramatic puzzle game where the players play the protagonist that has woken up in an unfamiliar hospital Throughout the exploration to discover how everything started there are many unexplainable and weird occurrences Players need to use their intelligence to solve puzzles and devices and discover the secrets hidden in the hospital As the story progresses players will explore and solve puzzles in more than 10 scenes There will be many puzzles and devices in every scene as some require you to search for hidden clues or answers while others will test the players logic and processing capabilities Players will have to carefully search every corner of the scene and solve various puzzles to move onto the next segment of the story Players will get to choose from various options from time to time and players will have to consider their current situation to select the most appropriate option Some choices wont affect the progress of the game while others may lead to death and the end of the game In addition players will also find,Missing,Missing,4.38,8.5,16.38,65.0,8.0,14.0
