,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,273308,Pixel Paint 2: Ocean,[130],Missing,Missing,Missing,Missing,,,,,,
1,272810,Super Mario 74: The Twelve Year Comet,[4],[8],Missing,Missing,Missing,,,,,,
2,270588,Story of Seasons: A Wonderful Life - Premium Edition,[130],Missing,Missing,Missing,Missing,,,,,,
3,270376,Umokay 64 DS X: To Infinity And Beyond!,[20],[8],Missing,Missing,Missing,,,,,,
4,269820,Knights & Guns: Armor Pack #2,[130],Missing,Let your knight shine on the battlefield with Knights and Guns Armor Pack 2 This DLC offers two majestic armors epitomizing grandeur and strength Make a move show courage and astound your enemies,Missing,Missing,,,,,,
5,269814,Knights & Guns: Armor Pack #1,[130],Missing,Brace yourself for Armor Pack 1 for Knights and Guns Stand tall against your adversaries with two robust armors expertly crafted to endure the toughest battles Transform your knight into an indestructible guardian of justice with this stellar upgrade,Missing,Missing,,,,,,
6,268784,Master Detective Archives: Rain Code - Season Pass,[130],Missing,The Season Pass for Master Detective Archives Rain Code includes four DLC substories following different Master Detectives with their own unique skill  The DLCs feature Desuhiko Fubuki and Halara with a 4th detective not yet announced,Missing,Missing,,,,,,
7,267959,Happy Game/Pilgrims,[130],"[2, 9, 31, 32]",Physical bundle exclusive to Super Rare Games  Contents Game cartridge containing Happy Game and Pilgrims Reversible cover Fullcolor manual 2 stickers 2 sets of 3 random trading cards for each game,Missing,Missing,,,,,,
8,267153,Octopath Traveler II + Various Daylife Bundle,"[6, 130]","[12, 16]",Octopath Traveler II  Various Daylife two great games from Square Enixs Team Asano in one bundle,Missing,Missing,,,,,,
9,264414,PowerWash Simulator: SpongeBob SquarePants Special Pack,"[6, 48, 49, 130, 167, 169]","[13, 32]",Dive right into an aquatic cleaning adventure pooling the seriously satisfying gameplay of PowerWash Simulator with the nautical nonsense of SpongeBob SquarePants  The residents of Bikini Bottom are left wondering what in the name of Davy Jones locker happened to their tidy tidal town after a myriad of mysteriously mucky mishaps Can they get to the bottom of it before it devolves into another mudslinging match between Mr Krabs and Plankton Hear from a host of familiar characters whilst you clean as they ponder what or who is dirtying their digs  Exclusively in this Special Pack youll get a marine makeover allowing you to blend in with the crowd as a true Bottomite Featuring customdesigned equipment that could rival even Sandy Cheeks best inventions you can rest ashored that itll work just fine underwater How All you need is a power washer and some imagination,Missing,Missing,,,,,,
10,263491,Warframe: The Seven Crimes of Kullervo,"[6, 48, 49, 130, 167, 169]","[5, 12, 31]",Return to Duviri and delve into a sprawling new island dungeon where the tragic Warframe Kullervo awaits your redemption This strange floating prison obfuscates both Kullervos crimes as well as the mysterious yet familiar Warden who binds him under lock and key Explore the prisons cells to uncover the story of Kullervos misdeeds and wield the power of treachery through his trademark daggers and thirst for vengeance  As a mainline update It contains an exhaustive list of quality of live changes to the game The main new content is the 53rd Warframe Kullervo and his signature weapons along with the chance to encounter his story missions on a new island in Duviri Other Duviri changes include Captain Vors appearance in Undercroft challenge missions for a chance at new arcanes Kaithe customization with armor and ephemera 2 new side missions with Paragrimms Tomes and Lost Belongings objectives the return of Kaithe races and 15 new decrees,Missing,Missing,,,,,,
11,260134,Fortnite: Airphoria Pack,"[130, 167]",Missing,Missing,Missing,Missing,,,,,,
12,257731,Comic Coloring Book: Complete Edition - Paint Extended,[130],"[9, 13, 31]",Missing,Missing,Missing,,,,,,
13,257730,Draw and Color: Kawaii - Happy Edition,[130],"[9, 13, 31]",Coloring books are a great way to spend your time It is a good way to settle the nerves and relax It also develops your brain just like eating fish Use one of the premade templates or create your own illustrations,Missing,Missing,,,,,,
14,257532,Knights & Guns: Deluxe Edition,[130],"[31, 33]",Knights  Guns Deluxe Edition is a digital bundle that contains the base game and Armor Pack 1 which adds 2 robust armors expertly crafted to endure the toughest battles  Knights  Guns brings you to a dangerous world where you will fight alongside your friend against demons ghouls  ghosts Use shotguns lasers and the power of chivalry to overcome every obstacle Become the best version of a knight  one with a gun,Missing,Missing,,,,,,
15,257269,9 R.I.P.: Special Edition,[130],Missing,This city has long been a land of many being spirited away and those who are mentally ill or heavily distressed are more likely to be taken Are you alright  Protagonist Misa Isshiki is a secondyear high school student It was around the beginning of fall when her best friend said this to her which gave her a shock  I dont believe in being spirited away so Im alright  Thats right she doesnt believe in it She just feels lost because of a major distressher career path  She hears a creepy voice whisper in her ears  Let us find your path I am the one who will tempt you into the darkness  From that point on strange things begin to occur around her,Missing,Missing,,,,,,
16,256635,Sport & Fun: Swimming: Definitive Edition,[130],"[13, 14]",Discover a new world of fun Dive into Sport  Fun Swimming and use your JoyCon controllers to experience the cutest challenge in your life,Missing,Missing,,,,,,
17,256634,Isle of Jura Fishing Trip: Special Edition,[130],"[13, 14]",Visit the remarkable Isle of Jura and catch some delicious fish Be a master of fishing,Missing,Missing,,,,,,
18,256622,Fun Chess: Deluxe Edition,[130],"[15, 31, 33, 35]",Prepare for loads of fun with this cartoon version of the most popular board game in the world,Missing,Missing,,,,,,
19,256282,The Legend of Zelda: Tears of the Kingdom Randomizer,[130],[31],A randomizer mod for The Legend of Zelda Tears of the Kingdom,Missing,Missing,,,,,,
20,256267,Pixel Paint 2: Deluxe Edition,[130],"[9, 13, 31]",Pixel Paint 2 is a sequel to an extremely popular game by the same name The rules are quite simple Put your mind at ease follow the numbers and fill out every last pixel with the right color,Missing,Missing,,,,,,
21,256265,Dogotchi: Virtual Pet - Deluxe Edition,[130],"[9, 13, 33]",Set off on a journey of nurturing and attending to your digital companion in Dogotchi Virtual Pet These charming dogs depicted in satisfying pixel art are bound to steal your heart,Missing,Missing,,,,,,
22,255787,Smash Remix: Version 1.4.0,[4],[4],The fourth update to Smash Remix adds Goemon from the Mystical NinjaFormon franchise to the roster along with new stages and features  Two new playable characters from the Star Fox series were added Slippy Toad and Peppy Hare,Missing,Missing,,,,,,
23,255502,The Last Hope: Dead Zone Survival,[130],"[4, 5]",The Last Hope Dead Zone Survival is an intense storyline game set in an apocalyptic world overrun by hordes of ravenous zombies As the main character your sole objective is to survive and find a way to escape the nightmarish chaos that surrounds you  To endure the challenges ahead you must undertake daring missions that test your survival skills Each mission you take can be the difference between life and death,Missing,Missing,,,,,,
24,255498,Rifter,[130],"[8, 9, 15, 31, 33]",A unique platformer puzzle where you have to duplicate yourself to solve the puzzles and progress without your other self catching up with you,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
25,255446,Fortnite: True Colors Pack,"[130, 167]",Missing,This pack includes   Vivi Chroma Outfit  Scribbles Back Bling,Missing,Missing,,,,,,
26,255445,Fortnite: Intrepid Engines Pack,"[6, 130]",Missing,Shes the engineer you want for all your mechanical needs Time to fix things on the fly with the Intrepid Engines pack Includes an Outfit Back Bling Pickaxe and 600 VBucks,Missing,Missing,,,,,,
27,255232,The Battle of Polytopia: Skin Pack 3,[130],Missing,Skin pack 3 includes the following skins  Oumaji Khondor  Kickoo Ragoo  Zebasi Anzala,Missing,Missing,,,,,,
28,255231,The Battle of Polytopia: Skin Pack 2,[130],Missing,Skin pack 2 includes the following skins  Imperius Lirepacci  XinXi Shapo  Luxidoor Aumux,Missing,Missing,,,,,,
29,255230,The Battle of Polytopia: Skin Pack 1,[130],Missing,Tribe skins are basically costumes for the tribe that will change an entire tribes aesthetic from the ground up New clothes new buildings new music and sometimes even new animals The Skins are also visible in multiplayer mode and the AI opponents will also use the skins  Skin pack 1 includes the following skins  Bardur Baergøff  Hoodrick Yorthwober  Vengir Cultist,Missing,Missing,,,,,,
