,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[14],43719,NBA in the Zone '98,"[4, 7]",NBA IN THE ZONE 98 is a traditional fiveonfive basketball game that follows the lead of its predecessors NBA IN THE ZONE and NBA IN THE ZONE 2 In the original game the emphasis was on an arcade look and feel NBA IN THE ZONE 98 advances the series evolution by leaning towards more of a basketball simulation New options include an onthefly playcalling system as well as statistical tracking which not only keeps season stats but also charts league leaders in various categories You can also take on a friend in Versus mode and see who is really in the zone with two multitaps up to eight people can play at one time,Missing,Missing,0.0,0.0,0.0,0,0,0
1,[14],3569,Olympic Hockey Nagano '98,[4],Missing,Missing,Missing,0.0,0.0,0.0,0,0,0
2,[14],3563,NHL Breakaway 98,"[4, 6, 7]",Hit the ice with NHL Breakaway 98 All 26 NHL teams and over 600 players from the NHLPA Variable player sizes from hulking defensemen down to speedy wingers Playbook based AI so teams play their actual styles  forecheck trap dump and chase Five gameplay modes Exhibition Season Playoffs Practice and ShootOut modes Create players  assigned name actually appears on the players jersey Season wins provide bonus points which improve coaching player development injury therapies and more,Missing,Missing,0.0,0.0,0.0,60,1,0
3,"[13, 26]",3396,Jeopardy!,[4],This version of Jeopardy features the digitized look and voice of the TV shows host Alex Trebek and even the announcer Johnny Gilbert as well There are 650 different categories to choose from as well as 4000 new answers The player answers questions by selecting letters by using the analog or Dpad and will be given suggestion words to help them along The same rules apply to the game as they do in the TV show the game is divided into three different rounds Regular Double Jeopardy and Final Jeopardy and has three different contestants,Missing,Missing,0.0,0.0,0.0,60,1,0
4,"[10, 14]",3328,1080° Snowboarding,"[4, 5, 41]",1080 Snowboarding is an intense snowboarding game in which the player gets to choose between many different boards tricks courses and much more,65.64546241106459,Youre taking a Tahoe 155 snowboard down a steep bumpy incline at night and youre about to top off an Indy Nosebone with a 360 Air and you havent even left your living room Youre Playing 1080 Snowboarding a game so intense youll be brushing the snow off your goggles With five different boarders eight different Lamar snowboards more than 25 tricks a HalfPipe and six different courses this is as close as youll get to the real thing without hopping on the next ski life,2.83,7.01,12.26,69,71,40
