first_release_date,genres,id,name,platforms,rating,storyline,summary
745804800,"[2, 9, 31]",279,Return to Zork,"[6, 7, 13, 14, 32, 274]",60.50572329679538,The players character is a sweepstakes winner who wins an all expenses paid holiday to the Valley of the Sparrows in Zork Upon arrival however the player quickly learns that the entire area has fallen under some dark and sinister influence becoming decayed and dysfunctional Whole buildings have mysteriously vanished murderous vultures infest the land people have frequent and disturbing nightmares featuring some dark being which refers to itself as Morphius and many of those who have survived have become reclusive and paranoid The player must survive countless perils whilst exploring the valley investigating the causes of the powers that have gripped the land and ultimately putting a stop to them,Return to Zork A mesmerizing interactive adventure of danger intrigue and cunning
