first_release_date,genres,id,name,platforms,rating,summary
742003200,[4],4260,Samurai Shodown,"[5, 7, 19, 29, 50, 52, 58, 78, 79, 80, 118, 136]",75.93392692612817,In early Japan a man named Shiro Tokisada Amakusa preaches a heretic religion Little does anyone know that Amakusa is really a servant of the evil Ambrosia who took over Amakusas body Ambrosia wishes to shroud the world in darkness Now choose between 12 warriors and 3 bonus characters to fight for the honor of destroying Amakusa and fulfilling a mission
