first_release_date,genres,id,name,platforms,rating,storyline,summary
788832000,"[4, 25, 33]",13688,Armored Warriors,"[6, 48, 49, 52, 130]",79.91909662091219,In the year 2281 the United Earth Government and the Principalities of Raia signed a ceasefire treaty ending a war that lasted for half a century One year after the signing of the treaty the United Earth Governments 18th scouting party reported that the Raian capital Melkide has been captured by an army of unknown origin The United Earth Government decided to dispatch an army to Raia to retake the capital and rescue its citizens However unbeknownst to the general public the true purpose of this operation was to eliminate the unknown enemy and bring Raia under Earths control,In the year 2281 the war spanning half a century over territory between the United World Forces and the Raian Kingdom had at last come to an end  But this peace was not to last A year after a truce was signed between the two forces former Raian army captain Azrael who has converted himself into a cyborg in an attempt to become the perfect warrior has marshalled several thousand other cyborgs and declared war against the Raian Kingdom Robbing mobile weapons from the army this group of rogues has invaded the Raian capital of Merkid and has begun to abduct the civilians  The United World Government receiving an emergency message from the planet Raia has but one choice to organize and dispatch an army formed around its elite corps a squadron of warriors called Bloody Armor to eradicate the enemy forces and rescue the civilians  And so in October 2282 the United World Forces begin to launch its attack upon the planet Raia  The most intense battle in human history is about to begin
