first_release_date,genres,id,name,platforms,rating,summary
860112000,[5],3471,Doom 64,"[4, 49]",75.9790683198941,You killed the Demons once they were all dead Or so you thought A single Demon Entity escaped detection Systematically it altered decaying dead carnage back into grotesque living tissue The Demons have returned  stronger and more vicious than ever before You mission is clear there are no options kill or be killed
