first_release_date,genres,id,name,platforms,rating,summary
917395200,[5],39280,Prehistoric Isle 2,"[48, 49, 52, 79, 80, 130]",66.60514172709296,Prehistoric Isle 2 is complete madness You pick one of two available helicopters and blast your way through six increasingly difficult stages The only thing in your way are dinosaurs which just so happen to have the ability to breath fire shoot lasers and want nothing more than to see you perish Its completely insane and thats what makes it so bloody great It doesnt hurt any that the game was developed by the same people who made the excellent Blazing Star and Pulstar so you know youre in for a good time
