first_release_date,genres,id,name,platforms,summary,storyline,rating
996537600,[5],274175,E1 Contest,[6],E1 Contest is a 2001 megawad It is a compilation of 15 levels in the style of the KneeDeep in the Dead episode by multiple authors one map per author It was the fruit of a contest announced by the extinct website Doom Center during the E1 Week which took place in the first seven days of July 2001 John Romero was sent these levels and he would examine and rate them in order to proclaim four winners The author of the top rated level received as prize a box of The Ultimate Doom with all items signed by John Romero,Missing,Missing
995846400,[5],271786,House of Spikes,[6],Just like Biffs previous map imp1sp1 this one is a beauty,Missing,Missing
995846400,[5],271499,Coagula3: Bone,[6],Small bluered space level using Daikatana textures,Missing,Missing
994118400,[5],271435,Precipice Continuum,[6],A large outdoorcanyon map with temple ruins,Missing,Missing
996364800,[5],271059,Penile Devastation,[6],Mediumsized detailed Metal map,Missing,Missing
994982400,"[12, 31]",222607,Moonlight Destiny,[6],A Chinese developed roleplaying game that was later localized into Japanese by Nihon Falcom under the name Moonlight Destiny  Yue Ying Chuan Shuo Jian Xia Qing Yuan Wai Zhuan is a roleplaying game Many years ago two of the most famous people in Wulin were Yang Xilie and Shangguan Feilong Yang Xilie as his name implies has a fierce personality and often competes with Shangguan Feilong But Shangguan Feilong is indifferent to fame and fortune and dislikes fighting with others so he ignores his provocations which makes Yang Xilie more and more angry After a thrilling lifeanddeath struggle Shangguan Feilong was defeated by Yang Xilie at last But eventually the two men and up that Ten years after those events Yang Yingfeng Yang Xilies son is already a young man He still remembers the scene ten years ago Yang Yingfeng feels that he should go out for an adventure,Missing,Missing
994982400,Missing,206890,Expert's Las Vegas Casino and Devil's Island Pinball,[6],Missing,Missing,Missing
996192000,"[15, 34, 35]",204557,Apocripha/0 Alex Disk,[6],Apocripha0 Alex Disk is a visual novel for PC,An angel falls from Heaven to the Abyss and here he cultivates a kingdom the kingdom of Hell Naraku becoming the King of Hell He tries to build a beautiful land but it can never reach the beauty of Heaven the demons live in troubled times being attacked by fallen angels who survive the fall to the Abyss fearing the bloodshed caused by these insane former angels against them The King starts to become weak and tired and with his last power he gave birth to two new hopes a prince with golden hair born from his red right eye and a price with silver hair born from his blue left eye  The King decides that the two twin prices Alex and Platina are to fight each other and the winner who proves his power will become the new king of Hell while the loser will face death As such Alex and Platina who never even knew each other are thrust into a battle against each other and the future will change depending on the outcome And hiding in the background another hand plays in to manipulating their fate,Missing
996105600,[5],196662,Quake: Operation Urth Majik,[6],Operation Urth Majik is an early singleplayer episode with five medium to large IKBaseQuake2Egyptianthemed professionally constructed maps new monstersweapons and progs including cutscenes  by an allstar Team of mappers FatController Tyrann Tronyn and Apollo This map pack included narration weapon from the DOOM series and a Quake 2HalfLife ambiance,Missing,Missing
996019200,"[11, 15]",154236,Cultures 1+2,[6],Includes Cultures and its sequel Cultures 2 Gates of Asgard,Missing,Missing
996105600,[12],146072,CrossGate,[6],CrossGate is a MMO RPG featuring diverse missions jobs and could catch own pets,Missing,Missing
994377600,[34],127794,Target - Pheromone,[6],Sakuragi Takuya has recently moved to Tokyo in order to start his college studies Conveniently his cousin Takashi and Takashis wife Ms Silk live in the same area so Takuya has moved in with them while he is attending his classes In exchange for free accommodation Takuya started working as a parttime waiter at his cousins cake shop    One evening while they were having dinner in the living room a beautiful blond woman appeared before them out of nowhere Soon it was revealed that her name was Silk the same name that Ms Silk had and that she was a trapped mage that was cursed to travel through alternate dimensions never being able to return to her homeworld Silk has informed Takuya and the couple that she needs a large amount of female elemental nature life energy to power up the spell that would return her to her own dimension so she wants of Takuya to go out and seduce various women around him in order to gather the necessary sexual energy To assist him in this task she has enchanted him with superhuman charism that will allow him to woo any women he desires    And so Takuyas ordinary life became ordinary no more,Missing,Missing
996537600,"[9, 13, 31]",94676,Majestic,[6],A subscriptionbased ARG that utilized AOL Instant Messenger The servers were shut down on April 30 2002,Missing,Missing
996537600,"[12, 16]",77971,New Legend of Sword and Fairy,[6],New Legend of Sword and Fairy is a remake of the Chinese Taiwanese roleplaying game The Legend of Sword and Fairy  The remake preserves the story dialogues battle system and overall graphical style of the original Certain conversations and story sequences have been expanded or added including two alternate hidden endings to the story Some of the dungeons have a different sometimes slightly simplified design Instead of simple 2D backgrounds and character sprites the remake utilizes prerendered backgrounds and small 3D character models similarly to the second installment of the series,Li Xiaoyao the protagonist of the game is an orphan who lives with his aunt in a small fishing village near Suzhou China When his aunt falls sick Li travels across the sea to a mystical island in search of a cure for his aunt He meets a maiden Zhao Linger whom he falls in love with Forced by Zhaos nanny to marry Zhao and remain on the island forever he manages to escape with the medicine and succeeds in healing his aunt However he loses the memory of his encounter on the island after being tricked into consuming a memoryerasing drug He meets Zhao again saving her from a group of enemies who have destroyed her home and murdered her nanny He then decides to accompany her to southwestern China in search of her mother who might still be alive  Li and Zhao arrive in Suzhou and meet Lin Yueru the spoiled daughter of a wealthy martial artist Li unexpectedly defeats Lin in a martial arts contest and wins her hand in marriage When Li shows reluctance to marry Lin her father threatens to kill him if he does not marry her so Li pretends to agree but plans to escape later On their wedding night a giant serpent is sighted and Zhao disappears under mysterious circumstances Li and Lin believe that Zhao has been captured by a monster so they set off in search of her and arrive in Sichuan where the Mount Shu Sect a powerful martial arts clan is based They learn that Zhao is actually a halfserpent spirit and has been imprisoned in the Demon Prison Tower by the Mount Shu elders Li and Lin break into the tower and succeed in rescuing Zhao after making a perilous descent to its lowest level However they all suffer grave injuries when the tower collapses while they are escaping from it  The trio are saved by an herbal medicine guru who tells Li that Zhao is pregnant with his child and that Lin has died from her wounds Li is deeply saddened by Lins death but he puts aside his grief because he has a more important mission to complete find two rare items which can save the lives of Zhao and their unborn baby Lis quest takes him to southwestern China where the Miao people live He meets and befriends Anu a White Miao princess who tells him the history of her homeland The Miao land has been affected by a prolonged drought and the White and Black Miao are at war with each other over scarce resources Li completes his mission and Zhao recovers after which she summons a rainstorm and restores peace to the Miao land Through their adventures Li Zhao and Anu discover that the drought was actually caused by an evil Black Miao cleric They confront him and defeat him in a battle During the battle Zhao sacrifices herself to destroy an ancient water monster summoned by the cleric  Li is traumatised by the loss of Zhao and Lin He bids Anu farewell and walks away alone Just then he sees Lin carrying his child Lins reappearance at the end of the game is often disputed but the official story released by Softstar Entertainment claims that Lin is dead and cannot be resurrected However her body may be brought back to life but she will never be the same as before because her soul is dead,Missing
995846400,"[15, 16, 35]",64173,WWE With Authority!,[6],WWE with Authority is a discontinued online card game featuring the WWE license,Missing,Missing
994377600,"[31, 34]",57624,Nakoruru: Anohito kara no Okurimono,"[6, 23]",Nakoruru Ano Hito kara no Okurimono abbreviated as Nakorimo or Nakoruru ADV internationally is an adventure game developed by Interlets as a spinoff of the Samurai Shodown series It was released on July 6 2001 in Japan for the Windows operating systems and later for the Sega Dreamcast The game was scheduled to be available at the same time as Samurai Shodown Warriors Rage but experienced several setbacks due to the games changing sponsors,This game tells the story of one of the characters from SNKs popular fighting series Samurai Spirits the girl Nakoruru She comes from Kamuikotan a small village on Japans most northern island Hokkaido which is populated by Ainu a nation with its own culture and traditions The time of the game is set somewhere between the fighting tournaments where Nakoruru participates She comes back to her home village but the village elder sense evil and her friends are worried about her This is where you enter the picture  you play Mikato a little girl who was told by the village elder to keep an eye on Nakoruru The relationship between Mikato Nakoruru and other village inhabitants form the core of the games story,Missing
994377600,[5],56230,Avoyd,[6],Avoyd is an abstract 6 degrees of freedom First Person Shooter voxel game,Missing,Missing
994377600,"[9, 26]",49458,Who Wants to Be a Millionaire: Junior,"[6, 7]",Who Wants to Be a Millionaire Junior is a quiz game based on the successful TV show for one to four players The basic rules are still the same The player takes the role of a candidate and has to answer 15 questions by choosing the correct answer out of four given possibilities For every right answer they receive money with the amount doubling with each correct answer There are also the same three help options as in the televised game 5050 which eliminates two false answers asking the studio audience and phoning a friend in the game the latter is a prerecorded conversion,Missing,Missing
994809600,[26],43909,Who Wants to be a Millionaire: 3rd Edition,"[6, 7]",Who Wants To Be A Millionaire 3rd Edition is the third game based on the successful TV show Not surprisingly the game itself is unchanged with the exception of new questions The player takes the role of a candidate and has to answer 15 questions by choosing the correct answer out of four given possibilities,Missing,Missing
996192000,Missing,24111,Divided Ground: Middle East Conflict 1948-1973,[6],Missing,Missing,Missing
995328000,"[11, 13, 15, 24]",19194,MechCommander 2,[6],MechCommander Gold is the 1999 update to FASA Interactives MechCommander which contains both the original titles campaign and an entirely new 12mission scenario called Desperate Measures which incorporates several new Mech weapons and vehicles,Missing,Missing
996192000,"[31, 34]",11411,Air,"[6, 55]",Air is the allages version of the Japanese visual novel developed by Key that follows the story of the life of Yukito Kunisaki a traveling showman searching for the girl in the sky He arrives in a quiet seaside town where he meets three girls one of whom is the key to the end of his journey The gameplay in Air follows a branching plot line that offers predetermined scenarios with courses of interaction and focuses on the appeal of the three female main characters by the player character,Kunisaki Yukitos deceased mother left him with the doll and her last wish that Yukito look for the girl in the skies because it is his destiny to save her Only halfunderstanding what his mother meant Yukito has been traveling across Japan vainly searching for this mythlike girl his mother told him about His latest destination is a small sleepy town where summer has just arrived and his encounter with a young girl named Misuzu there sets the wheels of destiny turning,Missing
