first_release_date,genres,id,name,platforms,summary,storyline,rating
985996800,[5],273174,God of War,[6],7 SP  5 DM  5 Arena maps You have to travel to Mars to battle a new kind of alien queen who is spawning red troopers,Missing,Missing
985564800,[5],271063,Colony,[6],Huge and very detailed space colony level with custom textures new monsters such as Shock Troopers and Battle Mechs as well as some other additional progs,Missing,Missing
985478400,[5],271062,The Castle of Koohoo,[6],Small mappack in a swamptribal setting Features a start main level and boss map,Missing,Missing
984700800,[5],270702,The Big City,[6],A very big city map,Missing,Missing
985996800,Missing,268446,Nyan Nyan Tower,[6],Doujin stage ascending game,Missing,Missing
984873600,Missing,256675,Moorhuhn: Winter-Edition,[6],Missing,Missing,Missing
983923200,[2],250610,Die CD-ROM mit der Maus 2,"[6, 14]",Playing learning puzzling drawing and making music with the Mouse and the Elephant,Missing,Missing
984700800,"[15, 16, 24]",246062,Shikyokusei,[6],Turnbased tactics game developed by Kogado Studios Usagi Team and released for Windows PCs in March 2001,The protagonist commoner Selene Weisszwerg is the secondincommand of the Satellite Vigilante Corps led by the young noble Lady of Satellite Sirus cen Etoilefixe whom has recently succeeded her father after his sudden death Over the course of the game their activities come to span the entirety of the Milchstrasse empire,Missing
984096000,Missing,206896,Casino Master 4.0,[6],Missing,Missing,Missing
985305600,[13],202088,Paso Pico McDonald's de Asobo!,[6],This is the PC remake of McDonalds de Asobo,Missing,Missing
985996800,[12],197974,Dunkle Schatten,[6],Missing,Missing,Missing
984614400,[15],181307,Fallout Tactics,[6],Tactical SquadBased Combat comes to the Fallout Universe In these dark times the Brotherhood  your Brotherhood  is all that stands between the rekindled flame of civilization and the howling radiated wasteland,Missing,Missing
985305600,[12],172724,Wizardry Chronicle,[6],Wizardry Chronicle is a Japanese Wizardry spinoff It is a roleplaying game derivative of the original Wizardry games with a menu town and a maze below to explore monsters to defeat and items to be found The game features five races of which all but Humans are new Sadeeq Mirelli Tairon and Wallbach There are 15 different character classes most of them familiar from other Wizardry games,Missing,Missing
985910400,[34],150114,Riddle in Riddle,[6],Our setting is 19th century Europe a metropolis where among the advancements of industrial revolution prosperity and corruption live side by side Our hero runs a detective agency here in a city that would remind one of London  Everything from simple robberies exterminations by organized crime to incidents connected to the royal family come our heros way Many different types of requests are brought to Anthony In the beginning Anthony had to solve the problems by himself however with his growing business he brings in a female partner to help him out With this new partners help cases are cracked much more effectively Special events also begin to happen with this added intimacy  This is a crime and mystery game where trouble brings more trouble and encounters bring even more encounters Will you be able to solve all of the cases with your beautiful partner,Missing,Missing
983491200,[13],143740,Sail Simulator 4,[6],Sail Simulator 4 gives you the change to recreate thrill of sailing on your PC Choose from seven prestigious boats sail on the famous Isle DOuessant in France and Vierwaldstätter Sea in Switzerland Learn the basics master the instruments configure the sailing conditions and set sail Its you versus the elements,Missing,Missing
984096000,[34],131377,Vie: Itsuka no Natsu no Hi.,[6],Missing,Main character is a third grader attending basketball club One day on the way to morning training he saves a girl from a rampage car but gets to the hospital instead The injuries are insignificant and are to fully heal in a week time but there are so many pretty doctors and nurses around that it would be a waste to miss on such opportunity,Missing
985996800,[31],131102,Robinson Crusoe,"[6, 14]",Robinson Crusoe is an interactive book combined with an adventure game based on the 1719 classic of the same name,Missing,Missing
985824000,[10],91690,Kawasaki Fantasy Motocross,[6],This Kawasakilicensed motocross racing game gives players the possibility to ride one of three Kawasaki twostroke dirtbikes KX125 KX250 or KX500 over 7 tracks in diverse scenarios These range from a farm in the countryside over Egyptian ruins to an active volcanic area,Missing,Missing
985219200,Missing,80143,Sakura Taisen 3: Paris ha Moeteiru ka?,"[6, 8, 23]",Sakura Wars 3 takes place following the events of Sakura Wars 2 Series protagonist Ichiro Ogami join the newly formed Paris Assault Force and train Paris Division an allfemale unit dedicated to fighting supernatural threats against the city while maintaining their cover as a cabaret act Alongside Ogamis training a series of black magicians assault the group culminating in a threat to all of Paris,Missing,Missing
984960000,"[15, 16]",71640,Star Trek: Away Team,[6],A realtime tactical combat game set in the Star Trek universe in which the player endeavours to make sure his team of Starfleet officers doesnt meet the gruesome fate of so many redshirts before them,Missing,Missing
985910400,"[5, 14]",71345,Primal Prey,[6],Primal Prey is a First Person hunting game similar to Deer Hunter that allows you to travel back to prehistoric times to hunt the ultimate trophies dinosaurs,Missing,Missing
985996800,[9],71062,The Incredible Machine: Even More Contraptions,"[6, 14, 417]",Create Rube Goldberg devices to solve puzzles,Missing,Missing
985996800,"[2, 9, 31]",70836,The Soviet Union Strikes Back,[6],A Point And Click Adventure Game created by Ben Pettengill as part of the RealityOnTheNorm Project,The third of this landmark series is a gaming gem introducing all sorts of fantastic secondary characters Davy Jones ring the source of his magical powers is absconded by Russian spies What are we to do,Missing
