genres,id,name,platforms,rating,summary,storyline
"[15, 35]",122661,Gwent: Iron Judgment,[49],98.99080006230562,The North is on the rise and Radovid is back to bring justice to his enemies  the kind of justice that is being served by fire and iron Stand by his side or defy royal authority  whichever you choose get ready for some of the fiercest battles in GWENTs history Relive the Battle of Brenna learn the secrets of the Salamandra or join Gascons company of noble criminals  there is plenty of opportunities to get into a fight in GWENT Iron Judgment,Missing
"[5, 13]",5911,MechAssault 2: Lone Wolf,[11],93.4826552286102,MechAssault 2 Lone Wolf continues the destruction intense combat and online play introduced by the first MechAssault game Set in the 31st century the game lets you encounter new experiences in the expansive BattleTech world Choose from a variety of weapons and vehiclesfrom the stealthy Raptor mech to the mechjacking BattleArmorall equipped with different weapon configurations and artillery Embark on the new singleplayer campaign or test your teamwork skills in the online multiplayer arena,After many searches Major Natalia Nat Kerensky decides to base their testing operations in Dante City on the Planet Dante using the blackmarketeers as a cover One evening as Foster and the MechWarrior player are returning to their workshop mysterious craft enter the Dante airspace and a Stiletto BattleMech lands on the ground and starts searching for them They successfully evade the Stiletto and make it back to the workshop where Nat instructs the player use a new powered armor suit called the BattleArmor to stop the invaders After this hundreds of dropships enter Dantes atmosphere Mysteriously one of these dropships is shot down by the others After fighting to the crash site a strange new MechWarrior by the name of Alera emerges a space pirate with a jumpship named the Jezebel Later the MechWarrior escapes an enemy port and steals an enemy tank from 3 soldiers in an attempt to infiltrate the enemy An allied APC then comes out and follows the MechWarrior on his way The tank must go through two scans to advance the level but however the Passenger Scan warns the enemies that it is a trick and the MechWarrior and his allies must escape the port with a tank  After several confrontations with the enemy it is discovered that the aggressors seek to access the Lostech blueprints and prototypes stored in the data cores to create an unstoppable army of mechanised soldiers to obtain dominance over the Inner Sphere starting with massproducing the Ragnarok Prototype model that discovered in the first game  During the final mission the MechWarrior with the aid of his allies uses the BattleArmor to destroy a halfcomplete giant BattleMech that uses all five of the data cores
"[25, 31]",18735,Ninja Gaiden Black,[11],90.9430841775486,In Ninja Gaiden Black you can reprise the role of Ryu Hayabusa ninja extraordinaire This sequel to Ninja Gaiden supplies a new story and new missions plus two more difficulty settings and cinematic cut scenes that provide background about the protagonist Ninja Gaiden Black also incorporates the additional content from Hurricane Packs 1 and 2 and includes unlockable content such as the original arcade version of Ninja Gaiden,In Ninja Gaiden Black you can reprise the role of Ryu Hayabusa ninja extraordinaire This sequel to Ninja Gaiden supplies a new story and new missions plus two more difficulty settings and cinematic cut scenes that provide background about the protagonist Ninja Gaiden Black also incorporates the additional content from Hurricane Packs 1 and 2 and includes unlockable content such as the original arcade version of Ninja Gaiden
Missing,91300,Need for Speed Ultimate Bundle,[49],90.0,2017 marks the 5th year of Ghost Games as the makers of the award winning franchise Need for Speed  This anniversary is celebrated with the release of the Need for Speed Ultimate Bundle Featuring all three titles release by Ghost Games   Need for Speed Rivals Complete Edition  Need for Speed Deluxe Edition  Need for Speed Payback Deluxe Edition  This high octane collection includes the base games and their respective CompleteDeluxe Editions giving access to all the additional content and updates these entail  Conditions and restrictions apply See ,Missing
Missing,83758,Battlefield Anniversary Bundle,[49],90.0,2017 marks the 15th anniversary of the Battlefield series and the 25th anniversary of DICE the awardwinning studio behind the franchise Both anniversaries are celebrated with the release of the Battlefield Anniversary Bundle featuring the most recent releases in the blockbuster series     Battlefield 1 Revolution   Battlefield 4 Premium Edition   Battlefield Hardline Ultimate Edition,Missing
Missing,83743,Forza Horizon 2: 10th Anniversary Edition,[49],90.0,The Forza Horizon 2 Standard Edition includes the full game of Forza Horizon 2 the official Forza Hub app for Xbox One and the Ten Year Anniversary Car Pack which features 10 specially tuned and liveried cars including the 2009 Ferrari 458 Italia the 2015 Lamborghini Hurácan and the 2013 McLaren P1 With Forza Hub players can collect their monthly Forza Rewards check out the latest news from the Forza Motorsport world vote on their favorite community creations and much more,Missing
Missing,83742,Forza Motorsport 7 and Forza Horizon 3 Bundle,[49],90.0,Get two incredible games for one low price Whether its on the track or off the beaten path get your fix with two of the bestrated racing games ever made This bundle includes the awardwinning Forza Motorsport 7 and Forza Horizon 3 games for both Xbox One and Windows 10 PCs  FORZA MOTORSPORT 7 Experience the thrill of motorsport at the limit with the most comprehensive beautiful and authentic racing game ever made Enjoy gorgeous graphics at 60fps and native 4K resolution in HDR Collect and race more than 700 cars across 30 destinations where race conditions change every time you return to the track  FORZA HORIZON 3 Youre in charge of the Horizon Festival Customize everything hire and fire your friends and explore Australia in over 350 of the worlds greatest cars Make your Horizon the ultimate celebration of cars music and freedom of the open road How you get there is up to you,Missing
Missing,83507,Bulletstorm: Full Clip Edition Duke Nukem Bundle,[49],90.0,Step into the boots of Grayson Hunt after a crash landing on an abandoned resort planet forces him to make a hard choice survival or revenge An exiled member of the elite assassin group Dead Echo Graysons blind desire for vengeance finds his crew stranded on Stygia where he can finally confront the commander behind his betrayalor get his team off the planet alive  Play through the entire Bulletstorm Full Clip Edition campaign as Duke Nukem featuring a fully rerecorded script and brandnew lines from the original voice of Duke  Bulletstorm Full Clip edition is the definitive Bulletstorm experience that includes all existing Bulletstorm addons plus brandnew content exclusive to Full Clip,Missing
Missing,82456,EA Family Bundle,[49],90.0,Whether you want to enjoy the biggest craziest battle in the universe with Plants vs Zombies Garden Warfare 2 push your limits with Need for Speed or embark on a seemingly larger than life journey with Unravel there is a game for everyone in the EA Family bundle    Bundle includes  Need for Speed  Become the ultimate icon of todays urban car culture in Need for Speed featuring Five Ways to Play and a huge open world to race and explore from dusk till dawn    Plants vs Zombies Garden Warfare 2  The battle for suburbia grows to crazy new heights in Plants vs Zombies Garden Warfare 2 In this actionpacked shooter Dr Zomboss has strengthened his horde and rebuilt suburbia as a zombie utopia    Unravel  Unravel introduces Yarny a new lovable and endearing character made from a single thread of yarn Embark with Yarny on a seemingly larger than life adventure to reconnect the longlost memories of a family,Missing
Missing,82436,PopCap Bundle,[49],90.0,Bundle contains Plants vs Zombies Garden Warfare 200000 Coins for use in Plants vs Zombies Garden Warfare and Peggle 2 Magical Masters Edition Plants vs Zombies Garden Warfare digs into the trenches with an explosive new Coop and Multiplayer action experience Blast zombies and plants across a mineblowing world that delivers the depth of a traditional online shooter blended with the refreshing humor of Plants vs Zombies Experience Peggle 2 in its ultimate form with the Magical Masters Edition Complete with all the addon content released to date  new Masters Costumes levels challenges and more  this edition is bursting with value and rainbows,Missing
Missing,82408,The Telltale Undead Survival Bundle,[49],90.0,This bundle includes four games from Telltale   The Walking Dead The Complete First Season  The Walking Dead Season Two  The Walking Dead Michonne  A Telltale Miniseries  7 Days to Die plus all four additional DLC skin packs,Missing
Missing,82385,DMC4SE Demon Hunter Bundle,[49],90.0,The smashhit stylish action game DMC4 is back and better than ever boasting new playable characters and game modes Alongside this special edition game this bundle not only includes all unlockable modes but three extra characters and two additional costumes,Missing
[33],82378,Arcade Game Series 3-in-1 Pack,[49],90.0,This is a special pack consisting of 3 classic arcade games including PACMAN GALAGA and DIG DUG Get 3 games for the price of 2  All 3 classic games feature cute characters simple rules and deep gameplay that will give you countless hours of enjoyment  These latest ports come with scanlines sound settings and various options including the option to play with the Round 256 bug  perfect for PACMANiacs,Missing
"[5, 7, 32, 33]",82375,Air Guitar Warrior for Kinect,[49],90.0,Step inside the game and become a legendary Air Guitar Warrior with the power of Kinect Play air guitar and control the music in this blend of music game and arcade action Includes 19 custommade tracks from Mr Fastfinger and Samppa Siurala  Shoot bullets lasers and lightning from your air guitar Ride dinosaurs sharks and jetpowered crocodiles Smash vikings aliens demons and flying skulls,Missing
[5],53506,Resident Evil: Revelations 2 - Deluxe Edition,[49],90.0,Resident Evil Revelations 2 is a survivalhorror thriller featuring the interwoven stories of Claire Redfield and Barry Burton across 4 playable episodes The series favorite Raid Mode also returns in a big way offering countless hours of gameplay This deluxe bundle includes the complete story extra episodes extra costumes additional Raid Mode characters throwback maps and additional storage slots,Missing
[10],41609,Forza Horizon 3: Ultimate Edition,[49],90.0,Youre in charge of the Horizon Festival Customize everything hire and fire your friends and explore Australia in over 350 of the worlds greatest cars Make your Horizon the ultimate celebration of cars music and freedom of the open road How you get there is up to you  Forza Horizon 3 Ultimate Edition includes the full game of Forza Horizon 3 Early Access the Forza Horizon 3 Car Pass VIP Membership and cars Forza Hub App and the Motorsport AllStars Car Pack which gives you the chance to take 10 of the hottest modern race cars off the track and out on the open road,Missing
"[13, 15]",24374,Tropico 5: Penultimate Edition,[49],90.0,Return to the remote island nation of Tropico in the next installment of the critically acclaimed and hugely popular dictator sim series Expand your Dynastys reign from the early colonial period to beyond the 21st Century facing an allnew set of challenges including advanced trading mechanics technology and scientific research exploration and multiplayer modes  Penultimate Edition Includes The Big Cheese and Hostile Takeover Addon as well as 5 brand new exclusive maps,Missing
"[4, 5, 8, 9, 31, 33]",6933,Capcom Digital Collection,[12],90.0,Capcom Digital Collection is a compilation of arcade games released by Capcom for the Xbox 360 The game was released on March 27 2012 in North America and March 30 2012 in Europe  The collection features eight games previously available via Xbox Live Arcade for Xbox 360  1Super Street Fighter II Turbo HD Remix 2Final Fight Double Impact 3Super Puzzle Fighter II Turbo HD Remix 41942 Joint Strike 5Bionic Commando Rearmed 2 6Flock 7Rocketmen Axis of Evil including Rocketmen  It Came From Uranus expansion 8Wolf of the Battlefield Commando 3,Missing
[10],3322,Project Gotham Racing 3,[12],89.33157981773846,Project Gotham Racing 3 PGR3 for short is an arcadestyle racing game that was released with the launch of the Xbox 360 on November 22 2005 for the US market and December 2 2005 in Europe and was released on January 12 2006 in Japan Developed by Bizarre Creations it is the third installment in the Project Gotham Racing series Project Gotham Racing 3 was rated by Official Xbox Magazine OXM to be Xbox 360 Game Of The Year 2005 OXM also rated it Best 1st Person Not Shooter of the Year because of its realistic insidecar view,Missing
"[9, 31]",6456,Beautiful Katamari,[12],88.648827259742,Experience the new highdefinition next generation sights and sounds of Beautiful Katamari as the Prince takes on a new highrolling adventure with his famous cousins in tow to save the Katamari universe once again after the King of All Cosmos has a very unroyal and unfortunate accident As usual the King of All Cosmos demands the service of his son the Prince to roll anything and everything up into massive clumps and set things right bringing harmony once again to the Katamari Cosmos To keep his son inspired the King of All Cosmos will provide another fresh and memorable soundtrack that will have players moving and grooving to the beat as they roll through the absurd yet wonderful world of Beautiful Katamari,Missing
[10],7160,Ridge Racer 6,[12],88.45034850896879,Ridge Racer 6 is the sixth installment in the Ridge Racer series of racing games Like previous Ridge Racer titles the focus of gameplay is on placing first out of 14 in numerous 3lap races across several tracks and numerous cars,Missing
[15],1260,South Park Let's Go Tower Defense Play!,[12],87.86820933203806,Play as Stan Kyle Kenny Cartman or any number of your favorite South Park characters in South Park Lets Go Tower Defense Play Its the fastpaced actionstrategy game where you play to save the town of South Park Combining snowballthrowing action with tower defense strategy the game is designed for players of all skill levels Unlock special content and new characters throughout the game for your ingame scrapbook Play locally with up to four players or team up on Xbox LIVE in the storybased campaign or the extrademanding Challenge levels,Missing
[5],4887,Geometry Wars: Retro Evolved 2,[12],87.61899660919178,Geometry Wars Retro Evolved 2 contains six different game modes Deadline King Evolved Pacifism Waves and Sequence Multiplayer was introduced in this sequel,Missing
[5],82379,Aqua Kitty UDX: Xbox One Ultra Edition,[49],87.0,Aqua Kitty UDX blasts onto Xbox One in this enhanced Ultra Edition including an all new epic Dreadnought mode  Due to a sudden shortage of milk cats around the world are forced to seek out new sources to get their fix  You and your team of milk mining kittens have overcome a fear of water to drill down under the ocean seabed and begin extracting vast reserves of what seems to be naturally forming fullfat milk  Get ready for fast paced submarine action defending the kittens from disruptive mechanical sea creatures  The additional Dreadnought mode takes you deep down into the Meowiana trench There you must fly through and destroy huge multiscreen enemy craft whilst rescuing imprisoned kittens  Play coop or solo the milk must flow,Missing
[9],21798,Portal: Still Alive,[12],85.58974339302345,Portal Still Alive is a retooled version of the original smash hit firstperson puzzle game with additional levels and challenges  As unwilling test subjects in a sinister laboratory players must break the laws of physics using portal technology to solve puzzles and survive Featuring a darkly comic story that weaves adventure with brainbending puzzles Portal Still Alive also introduces 14 brand new bonus puzzles to challenge even the most skilled test subjects Players can also get a glimpse into the making of Portal Still Alive with commentary from the developers,Missing
[10],3047,Forza Horizon,[12],85.02923109527133,Forza Horizon is an action racing game set on the epic open roads of Colorado with a thrilling music festival backdrop Combining stunning graphics and cuttingedge music with legendary Forza authenticity and a superb collection of cars to drive Forza Horizon is an openworld automotive playground that puts a spotlight on speed style and the freedom of the open road This is where cars belong,Missing
[7],19910,Dance Central 3,[12],85.0,Dance Central 3 is the third installment in the popular Dance Central game for the Kinect on the Xbox 360,Missing
"[4, 14]",7167,Rumble Roses XX,[12],85.0,Its all female wrestling in Rumble Roses XX the sequel to Rumble Roses,Missing
"[4, 33]",7130,Phantom Breaker,[12],85.0,A 2D Fighting game loosely based on characters from the visual novel ChaosHead,Missing
[5],4885,Geometry Wars,[11],84.85163564761523,Geometry Wars is a old school style shooter but remixed for the 21st century with next generation graphics and deep modern gameplay   Addictive just one more go gameplay with mesmerizing graphics  Pixel perfect recreation of the Xbox Live Arcade game  Support for keyboard mouse and dualstick gamepad play,you are a geometric ship trapped in a grid world facing off against waves of deadly wanderers snakes and repulsars Your aim is to survive long enough to set a high score Avoid the spawning enemies and shoot them down for points
"[4, 25, 31]",6782,Ninja Gaiden II,[12],84.4384204000821,Ninja Gaiden II is an actionadventure video game developed by Team Ninja and published by Microsoft Corporation It is the sequel to the 2004 title Ninja Gaiden and was released worldwide for the Xbox 360 in June 2008,One year after Ninja Gaiden Black master blacksmith Muramasa is setting up shop in Tokyo Japan A CIA agent named Sonia enters the place and asks for Ryu Hayabusas whereabouts until members of the Black Spider Ninja Clan attack the shop and kidnap her Enter the Dragon Ninja Ryu who fails to stop Sonias kidnapping and makes haste around the Tokyo skyscrapers and rescues the agent who informs him of an attack on the Hayabusa Village by the Black Spider Ninjas who wish to steal the Demon Statue they possess and protect  Ryu returns to his home and finds his father Joe Hayabusa dueling with Genshin leader of the Black Spider Ninja Clan Unfortunately the Demon Statue is taken away by Queen of the Greater Fiends and the Ruler of Blood Elizébet and Joe urges his son to retrieve the statue at all costs Ryu travels around the world with Sonia in pursuit of Elizébet and the Demon Statue while encountering legions of Black Spider Ninjas Fiends and three other Greater Fiends Alexei the Graceful Ruler of Lightning Volf the Invincible Ruler of Storms and Zedonius the Malevolent Ruler of Flame  Ryu tracks Elizébet down to South America where she offers the Demon Statue to Infernal High Priest Dagra Dai in order to resurrect the ancient Archfiend Vazdah Elizébet duels with Ryu and he defeats her but Elizébet proclaims her return An overlooking Genshin explains that the fiends are looking to resurrect the Archfiend who is supposed to emerge from Mount Fuji back in Japan The mountain is also the place which bound both the Black Spider Clan and The Dragon Lineage Ryu returns home cautioning Sonia not to follow him  As Ryu overlooks the firebrimming Mount Fuji Ayane enters with the Eye of the Dragon a gift from Joe Hayabusa and Ryu equips the relic onto his Dragon Sword forming the True Dragon Sword again Heading to the mountains summit Ryu finds Genshin waiting for him at the craters entrance As Mount Fuji erupts Genshin reveals to Ryu that he never cared for tantrums of the archfiend and that their moment has finally arrived The two ninjas fight to the death before Genshin falls dead and Ryu leaps into Mount Fuji Elizébet appears over a deceased Genshin looking to revive him as a fiend as Ryu descends into Mount Fuji  Ryu fights past hordes of Fiends and singlehandedly defeats Zedonius Volf and Alexei and rescues a captured Sonia He instructs her to stay put and to not move Ryu heads into another room and finds a resurrected Genshin transformed into a Fiend back for a fourth and final battle The two ninja battle in another arduous battle ending with Ryu eventually cutting Genshin down even splitting his face armor doing so Genshin and Ryu though mortal adversaries share a final mutual respect as ninja in Genshins dying moment Genshin shares with Ryu that all of his actions were meant to strengthen the Black Spider Clan as a whole his cause all along and has no regrets of pursuing that He acknowledges Ryu as a great warrior and in support of Ryus cause hands him the cursed blade of the archfiend for use before dying A furious Elizébet appears and chastises the Black Spider Ninja for losing even with his power Ryu attacks Elizébet and angrily cuts her down to red dust with the combination of his own dragon sword and Genshins blade of the archfiend He states that the overlord had more to live for than she ever would  Traveling deeper into the Underworld Ryu confronts Dagra Dai who is nearly finished with the Archfiends resurrection and defeats him As a last resort the Infernal High Priest offers his life to Vazdah and the Archfiend is reborn Ryu takes down the monstrosity and heads to the surface with Sonia but a drop of his blood from an open wound accidentally spills onto the fiend and revitalizes Vazdah who ascends to the summit in its true form Amidst an erupting Mount Fuji Ryu squares off with the Archfiend in a climatic duel to decide humanitys fate and wins Sonia and Ryu reunite and climb to the top of the mountain sharing the sunrise together  In a postcredits scene amongst a field with countless number of blades embedded into the ground Ryu plants Genshins Blade of the Archfiend into the ground and bows in respect for the Black Spider Overlord The Dragon Ninja takes one last look before taking off into the fog The ongoing story of Ryu Hayabusa continues in Ninja Gaiden 3
"[10, 13, 14]",3073,Forza Motorsport,[11],84.18089483938942,Racing sim from Microsoft targeted at gamers who are passionate about cars and racing Own customize and race your favorite cars in the most technologically advanced and realistic driving sim yet Use race earnings to buy upgrades and aftermarket parts so you can transform real production cars into highperformance racers On the track experience an impressively accurate simulation while putting your performancetuned creations to the test against the online gaming world on Xbox Live Features car models from more than 60 top car manufacturers customization via decals and team paintschemes and vehicle tuning that really affects performance,Missing
