first_release_date,genres,id,name,platforms,rating,storyline,summary,main,extra,completionist,review_score,review_count,people_polled
743299200,"[8, 25]",2623,Shinobi III: Return of the Ninja Master,"[3, 5, 6, 14, 29]",79.51327462671739,Joe Musashis sworn enemy the Neo Zeed are secretly rebuilding an organization in Japan after the battle in Neo City Joe code name Shinobi senses the evil power growing and starts to make his way back to fight the Neo Zeed once again,Shinobi III Return of the Ninja Master released as The Super Shinobi II in Japan is the fourth game in the Shinobi series and a direct sequel to The Revenge of Shinobi,2.36,5.06,6.64,80,85,84
