first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1225152000,269570,Bella Sara,"[6, 20]",The Bella Sara games will immerse players in an interactive world of fantasy horses Players will be able to ride care for accessorise and trade the horses with friends whilst discovering secret items and exclusive cards to activate on the official website,Missing,Missing,Missing,0.0,0.0,0.0,100.0,1.0,0.0
1223596800,268369,Luntik Learns Numbers,"[6, 34, 39]",Curious Luntik invites girls and boys to fun counting lessons Together with Luntik other characters from the cartoon Moon Guest will find themselves at the epicenter of incredible events the grasshopper Kuzya the worm Korney Korneich and two hooligans  the caterpillars Pupsen and Vupsen Favorite characters will challenge your child to complete a series of fun tasks to demonstrate their knowledge of numbers If the baby fails to pass the test he will have another simpler one,[26],Missing,Missing,nan,nan,nan,nan,nan,nan
1224201600,257292,Gravity,[6],Two levels for any limit removing port PrBoomPlus with gamma 1 or GZDoom are recommended,[5],Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1223251200,256849,BGPA Missions Liberation,[6],A very mini TC consisting of 5 maps comprising one mission,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1224547200,250060,New and Tasty,[6],A collection of 12 minigames complete with achievements and online high scores,[33],Missing,Missing,nan,nan,nan,nan,nan,nan
1222905600,240330,FIFA Soccer 09,"[6, 8]",PlayStation 2 and PC port of FIFA Soccer 09,[14],Missing,Missing,nan,nan,nan,nan,nan,nan
1224288000,232780,This Game,[6],In This Game you play as This Guy who has landed a cracking job selling mobile phone subscriptions When he encounters a demented old woman he smells an easy sell Dot dot dot as they say,"[2, 9, 31]",Missing,Missing,nan,nan,nan,nan,nan,nan
1223769600,222195,Mistake,"[6, 14]",This mod will let us into a horroristic world in the Andrew Parker asylum and we will live through or not in the view of a mental patient The mods primal object is not the insane bloodbath The real object is to escape from the huge building which holds a lot of secrets,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1223769600,222194,Mistake -1,"[6, 14]",Mistake1 is a half life mod telling the story Steves past and how a murder changed everything,[5],Mistake1 will let us deeper in Steves past why and how did he get to the asylum Not just the asylum will be the only place Ricks last workplace and home as well Well find out he had a wife and a normal life which is radically changed due a murder,Missing,nan,nan,nan,nan,nan,nan
1224547200,216344,Mission: Impossible - New Dawn,[6],When Major Sean Dickens F15 crashes over Utah everything looks like an accident However as the wreck is recovered Dickens is gone and with him the F15s deadly cargo a new generation warhead  Ethan Hunts mission is clear the warhead has to be recovered before Dickens is able to sell it and Dickens along with the possible buyer a former Russian general with unknown intentions have to be eliminated However all too soon Hunt realizes that things arent as they seem and suddenly finds himself right in the line of fire In his quest to gain answers Hunt hits upon a conspiracy that puts doubts upon the trustworthiness of his own ranks and change everything he believed in  He has nothing to rely on And nobody left to trust  But whoever is trying to deceive him  they have obviously forgotten with whom they have to deal,[5],When Major Sean Dickens F15 crashes over Utah everything looks like an accident However as the wreck is recovered Dickens is gone and with him the F15s deadly cargo a new generation warhead Ethan Hunts mission is clear the warhead has to be recovered before Dickens is able to sell it and Dickens along with the possible buyer a former Russian general with unknown intentions have to be eliminated However all too soon Hunt realizes that things arent as they seem and suddenly finds himself right in the line of fire In his quest to gain answers Hunt hits upon a conspiracy that puts doubts upon the trustworthiness of his own ranks and change everything he believed in He has nothing to rely on And nobody left to trust But whoever is trying to deceive him  they have obviously forgotten with whom they have to deal,Missing,nan,nan,nan,nan,nan,nan
1224633600,215404,Test Drive Unlimited Gold,[6],Includes the original game with latest official patch and the Test Drive Unlimited Megapack addon The addon includes 45 cars from manufacturers such as Holden Edonis RUF Lexus and others one motorcycle a mode of increased realism of driving vehicles an improved steering support system as well as support for widescreen resolution which is also present in the console versions of the game,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1225152000,210703,Command & Conquer: Red Alert 3 - Premier Edition,[6],The Premier Edition comes in a metal case and includes  Command  Conquer Red Alert 3 Red Alert 3 Soundtrack CD 5 bonus multiplayerskirmish maps The making of Command  Conquer Red Alert 3 DVD The Women of Command  Conquer Red Alert 3 poster Exclusive item for Warhammer Online Age of Reckoning Exclusive beta key to a future Command  Conquer game,[11],Missing,Missing,nan,nan,nan,nan,nan,nan
1223510400,209412,Legends of Norrath: Ethernauts,[6],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1223424000,196838,Half-Life: The Trap,"[6, 14]",The Trap is a mod featuring The atmosphere of Valves Portal game many incredible puzzles an achievement system a long time to the end and the trap is for your brain,"[5, 9]",Welcome to the Trap complex Here you will be subjected to numerous tests for dexterity and ingenuity Please do not try to leave the elevator before it stops The goal of your mission is to leave the trap and receive an award Each section will consist of several chambers in each chamber you will find the portal capable to transfer you to the next chamber At the end of each section you will receive a subject without which it is impossible to continue the test Attention Your safety is not guaranteed No one will find you if you are injured or dying except other testers Good luck,Missing,nan,nan,nan,nan,nan,nan
1223596800,175802,The Treasures of Mystery Island,[6],A mystical talisman draws you to Mystery Island Survive the islands strange inhabitants while hunting down hidden items and solving fantastical puzzles Every item found and puzzle solved will bring you one step closer to uncovering the islands incredible secret Are your eyes and mind sharp enough to escape from Mystery Island,[31],Alex was making just another routine run across the Atlantic Ocean in his cargo plane when his girlfriends lucky talisman started to glow Moments later as his ride dove toward choppy waters he found himself parachuting to the sandy expanse of an uncharted island When a native rescues Alex he begins a hidden object adventure that will take him into the heart of a strange island where hidden treasure and the curse of an angry god await  Your seekandfind skills will be challenged as never before as you scour over 30 beautifully detailed locations set in a world time forgot Youll need to not only find lost objects but also return them to their proper place in order to get help from the natives Youll also have to collect the scattered belongings of 24 clients beat over a dozen minigames and earn a slew of trophies as you solve the mystery at the center of Treasure Island,Missing,3.33,6.73,0.0,0.0,0.0,2.0
1223337600,172643,Burnin' Rubber 2,"[6, 82]",Burnin Rubber 2 is the sequel to the first game and is the second installment in the Burnin Rubber series which was released on October 7 2008  In Burnin Rubber 2 the players race their way into five different types of maps and fifteen levels to unlock new races and new cars  Players will have to collect enough points from collectibles around the map andor score by beating the race in a low amount of time or winning the race with the car in good condition  An upcoming standalone version is supposed to release in the future,[10],Missing,Missing,nan,nan,nan,nan,nan,nan
1224115200,155207,X3: Terran War Pack,[6],Missing,[13],Missing,Missing,nan,nan,nan,nan,nan,nan
1224028800,153680,Ai space,[6],A now defunct Japanese 3D MMO social game Formed by a partnership between several companies players had the chance to interact with characters and visit locations from the worlds of Clannad Shuffle and Da Capo II  Players could furnish their own dwellings and meet up with one another on Akihabara Island to socialize There were also online events such as water gun battles for players to participate in,[34],Missing,Missing,nan,nan,nan,nan,nan,nan
1223337600,146613,Fast Food Mania,[6],Fast Food Mania its a time management game in which you race all over the town delivering orders to hungry customers,[15],Missing,Missing,nan,nan,nan,nan,nan,nan
1223337600,146589,ArcaPinball: Wacky Worlds,[6],The gameplay of ArcaPinball Wacky Worlds is similar to Arkanoid with PowerUps but the playfield its in 3D,[33],Missing,Missing,nan,nan,nan,nan,nan,nan
1225411200,138835,Valkyria Chronicles: Selveria's Mission - Behind Her Blue Flame,"[6, 9]",Unveil an engaging new chapter in the critically acclaimed tactical RPG Valkyria Chronicles with an exciting expansion pack Taking place several years before the original storyline you play as Johann a young engineer assigned to Selverias troop in the Imperial Army Engage in a variety of missions battling the Gallian Army and experience war from the eyes of the enemy  Use of this expansion pack requires a copy of the original Valkyria Chronicles game as well as the latest patch,"[12, 15, 16]",Behind Her Blue Flame is centered around Selvaria Bles and an Imperial engineer named Johann during the Imperial capture of Ghirlandaio at the beginning of the war  After completing the missions included in the DLC you unlock Ruhm a longe range and high power weapon used by shocktroopers which combines the power and magazine size of a machinegun and the accuracy of a rifle as used by Selvaria during her last stand at Ghirlandaio This is much easier than you may think as Selvaria has access to the games two most useful orders Defense Boost and All Units Defend These orders make it so even engineer Johann will be able to absorb interception fire and makes Selvaria strong enough to run headlong into walls of defending shocktroopers and heavy gatlings  Completing all main missions with an AS allows the player access to the 4th and final bonus mission in which it is possible to play as Selvaria in her Valkyria form,Missing,nan,nan,nan,nan,nan,nan
1223510400,136390,Portal: Prelude,[6],Portal Prelude as its name states it is a prequel to the game Portal Its story revolves around the preGlaDOS epoch even before she was plugged in At this time test subjects were monitored by real Aperture Science employees whose work was tedious lengthy and repetitive This is why they decided to build a great artificial intelligence that could both replace them in these difficult tasks but also take responsibility for many other tasks within the complex and compete with Black Mesas superiority All employees of the Aperture Science complex are now eagerly awaiting GlaDOS Maybe even a little too eagerly as the upcoming events will tell,"[5, 8, 9]",Missing,Missing,5.86,8.17,9.0,69.0,12.0,8.0
1224633600,135128,Super Luigi and the Golden Shrooms,[6],Super Luigi and the Golden Shrooms is an unofficial freeware fan game starring Luigi from the Mario series You need to explore many different areas to find and collect golden mushrooms which function as a key allowing you into a vault filled with riches,[8],There are lots of golden mushrooms scattered all over the Mushroom Kingdom When all of them are collected they function as a key allowing you into a vault filled with riches Unfortunately these mushrooms are scattered everywhere so collecting them will be a long and difficult task Luckily Luigi has plenty of free time so he heads off in search of these mushrooms,Missing,nan,nan,nan,nan,nan,nan
1225238400,133253,The Colour of Murder,[6],The Colour of Murder is the fifth installment in the Carol Reed series following Remedy Hope Springs Eternal Time Stand Still and East Side Story The game is a first person point and click adventure and contains no violence or bad language It has no action sequences and is suitable for ages 11 and upwards,"[2, 31]",You play the role of Carol Reed a young English woman in her twenties who lives in Sweden When the game starts Carol has plans for her fourth Midsummers Eve in Sweden which is only three days ahead Little does she realize that during the next few days she will encounter an adventure involving more challenging and intricate puzzles than she has overcome in any of her previous cases It all begins when a neighbor at her allotment approaches Carol This man suspects that his son is somehow involved in a murder This adventure takes Carol through dark tunnels abandoned military areas derelict mines and beautiful places of historical importance leading all the way up to the Royal Family Join Carol in uncovering the truth behind this mystery whose roots stretch back nearly 100 years Approach the solution step by step as you uncover quirky characters and question them enabling Carol to assemble the pieces of this singular puzzle,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1225238400,132064,Flunkerne: Superskurke,"[6, 14]",Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1223596800,127962,Marble Bloomers,[6],Missing,[34],Hiroki loves bloomers and now works hard for preparation for sports day Runa who gets sexually excited when wearing bloomers and Saki who suddenly tells Hiroki that she loves him Well which girl bloomers will Hiroki choose,Missing,nan,nan,nan,nan,nan,nan
1225411200,113472,The Tales of Bingwood: Chapter I - To Save a Princess,[6],A 2D point  click adventure game with some distinct retro qualities The gameplay consists of navigating around the village talking with characters and interacting with various objects Inventory and logic based puzzles forward the story,"[2, 31]",Tom the fishermans son is thrown in the middle of a nefarious scheme as the Royal Princess is kidnapped by the formidable Evil Wizard and his henchman Tom takes on the rescue effort but he needs the help of the villagers to begin the pursuit of the malefactors to Shady Forest and beyond,Missing,0.0,0.0,0.0,70.0,1.0,0.0
1224806400,72661,D.C. Girl's Symphony,[6],Da Capo Girls Symphony is otome game spinoff of Da Capo series,[34],On Hatsune Island the cherry blossoms bloom yearround without withering On that island lives Kojou Shio a high school student Her parents are abroad on business so she lives with her stepbrother Takaaki One day twin brothers Ryouhei and Kouhei and their older brother Aoi transfer to her school All girl students are excited to see their handsome faces So is Shio but her first impression towards Ryouhei is very bad Their school life starts like this A while later Shio decides to hire a home tutor However the home tutor is Kei an older brother of Ryouhei Kouhei and Aoi,Missing,nan,nan,nan,nan,nan,nan
1225152000,72381,Fallout 3: Survival Edition,"[6, 9, 12]",An Amazoncom Exclusive the Fallout 3 Survival Edition is the ultimate Fallout 3 package that includes a lifesize replica of the PipBoy 3000 the wristmounted device worn by characters ingame The PipBoy 3000 has been painstakingly recreated and modified for real world display as a digital clock In addition to the PipBoy 3000 the Survival Edition will include all of the items from the Fallout 3 Collectors Edition including the Fallout 3 game a customized metal VaultTec lunch box 5 Vault Boy Bobblehead The Art of Fallout 3 hardcover book and The Making of Fallout 3 DVD,"[5, 12, 14]",Missing,Missing,nan,nan,nan,nan,nan,nan
1224028800,70646,Cesar Millan's Dog Whisperer,"[6, 20]",Real life dog trainer on the Nintendo DS and PC,Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
