,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[5],275194,Bromine,[6],Somewhat large LimitRemoving level,Missing,,,,,,
1,Missing,272057,The Fall and Rise of Sadcock-upon-Avon,"[3, 6]",In the fiefdom of SadcockuponAvon strange things are happening There are rumours of penises not looking or acting as they should  Follow the witch Agnes Nutt as she magicspells cursed phalluses back to health saves or destroys marriages shapeshifts and more,Missing,,,,,,
2,[5],271724,Primo,[6],Around mediumsized bricksewer level in Honeystyle Comes with a custom skybox,Missing,,,,,,
3,[5],271348,The Edge of Sanity,[6],Medium to large abstract metalindustrialish level floating in the void It is based on the Progs_dump mod included and comes with a couple of new models and sounds The map and qc sources are included,Missing,,,,,,
4,[5],271333,The Mountains of Insanity,[6],Large level with a secret military research base in the mountains built on top of a runicmetal dungeon It is based on the Progs_dump mod included and comes with a few modified models and a custom skybox The map and QC sources are included,Missing,,,,,,
5,[5],270846,Speedmap Snack Pack,[6],Episode of 14 smallish speedmaplike levels in varying themes The maps are based on the Copper mod included and there is a custom music track,Missing,,,,,,
6,[5],269462,I.H.N.I.,[6],IHNI is a 3 maps long mapset thats making some heavy use of GZDoomspecific features,Missing,,,,,,
7,[5],269447,Temporal Tantrum,[6],Twentyeight maps across seven themed episodes The story the UAC has developed new gate technology that connects any two points in time and space The UAC has now reported that they have lost contact with the secret facility housing the prototype gate You have been sent to investigate Your superiors suspect another demonic incursion If this is what has happened your orders are to stop the incursion by whatever means necessary,Missing,,,,,,
8,[5],269101,Nostalgia Ain't What It Used to Be,[6],A drifting dead planet shows signs of having once supported life Scanning reveals the sites of their holy artifacts now lost to time and decay But preserved in thick ash you find one of their most sacred ancient totems These items are so revered that virtually every household had at least one if not more,Missing,,,,,,
9,[5],268995,The Lost Cemetery,[6],Map for vanilla style play,Missing,,,,,,
10,[5],268893,Afterlands,[6],Afterlands is a 10 Level SinglePlayer Hub which is a sequel to Cyrgoths Revenge While being SinglePlayer oriented Afterlands can also be played in Coop and Deathmatch modes however due to the large map sizes the latter is discouraged Like in its predecessors there are numerous unmarked secrets throughout the span of the Hub as well as two secret levels one you can access early in the game and another that is accessible towards the end of the WAD,Missing,,,,,,
11,[5],268458,Tenebrum,[6],A heretic megawad containing total 35 levels including secret levels Intended to be played as a campaign Also contains around 30 new monsters and 8 bosses,Missing,,,,,,
12,"[13, 32]",265928,Welcome to the Game 2+,[6],Welcome to the Game 2 is a mod for Welcome to the Game 2 that adds a ton of new websites new enemies new items new modes twitch integration and more,Missing,,,,,,
13,[5],262605,Halls of The Goat Child,[6],Halls of The Goat Child is a semispeedmap that is short and sweet taking me about 12 minutes to complete on UV It gets to the point and doesnt do anything too elaborate,Missing,,,,,,
14,[5],260662,Boaty McBoatwad,[6],16 boat themed maps,Missing,,,,,,
15,Missing,258927,Dungeons & Dragons Online: Fables of the Feywild,[6],Fables of the Feywild is DDOs fifth expansion Journey to the land of myth and fable a place of wonder and death in Dungeons  Dragons Online Fables of the Feywild Meet the Archfey mighty beings who may help or hinder you on your adventures Encounter majestic Unicorns mischievous Pixies deadly Displacer Beasts and fierce Fomorians in this all new expansion,Missing,,,,,,
16,[5],257167,Morbid Autumn,[6],Morbid Autumn is a Doom 2 limit removing episode made by various members of Doomer Boards This months project lead is 40oz,Missing,,,,,,
17,"[12, 31]",256960,Genshin Impact: A New Star Approaches,"[6, 34, 39, 48]",Version 11 of Genshin Impact which included  New characters Tartaglia Zhongli Diona and Xinyan  New main story quests Chapter 1 Act III  A New Star Approaches  New story quests for Tartaglia and Zhongli  New main event Unreconciled Stars  City Reputation System  and more,The seven victors of the Archon War once gathered to dine in Liyue But godhood changed hands as two millennia went by and five of those seven have now passed Now as the spirit of the sixth Rex Lapis returns to the heavens an ancient god encroaches upon Liyue once more A new star shall violate the divine sanctum even as the city quails under the dark tides,,,,,,
18,[5],256834,Unhallowed,[6],This was meant to be a map of a much larger map pack but Ive decided to focus on another big project instead of focusing on making 1hour long maps after the other which was burning me out a little bit  This is not my style of map usually I just felt like doing something pretty Sundery for once to see if I can manage a grander scale of map without a hitch,Missing,,,,,,
19,"[13, 31]",254204,Minecraft: Star Wars Mash-up Pack,"[6, 34, 39, 48, 49, 130, 132, 169]",Explore the galaxy in this epic STAR WARS Mashup featuring characters and locations from the original trilogy and The Mandalorian series This is the way,Missing,,,,,,
20,"[5, 32]",252735,Nightmare,"[3, 6, 14]",Nightmare is a dystopian FPS where you take control of a Machinangel to incinerate hordes of synthetic demons Leverage the power of time control nuclear fission and demonic seals to ascend to digital heaven,Take control of a Machinangel to incinerate hordes of synthetic demons Leverage the power of time control nuclear fission and demonic seals to ascend to digital heaven,0.0,0.0,0.0,0.0,0.0,0.0
21,"[7, 32, 33]",252465,Wabbalidu,[6],An experimental rhythm based highscore game in which you wander through a hypnotizing world Created around the theme of anticipation,Missing,,,,,,
22,[5],250035,Kamek's Midnight Flight,[6],Nabbit has stolen the legendary Miyamoto book from Kameks Library In the wrong hands this book could cause great danger Kamek must get it back before the book causes even more chaos,Missing,,,,,,
23,[9],248932,Cars and Girls,[6],This game is a classic puzzle game with several levels of difficulty and beautiful arts,Missing,,,,,,
24,"[13, 32, 34]",241251,Lustless,[6],James a lonely man begins his journey of seeking a job after his recent transition to Mediyork City After it doesnt go to plan he changes his goal from getting a job to getting himself a partner by the end of the night,Missing,,,,,,
25,[9],239952,Road Trip: USA 2 West Collector's Edition,"[6, 14, 34, 39]",This time explore beautiful locations spanning the Western states as you hunt for hidden objects Hidden Object enthusiasts will rejoice with over 2200 objects to locate across multiple game modes and beautiful hiresolution scenes For a change of pace test your puzzle solving skills against a fun selection of 8 mini games Dont miss this trip of a lifetime,Missing,,,,,,
26,"[5, 33]",239050,Grand Theft Auto Online: The Cayo Perico Heist,"[6, 48, 49, 167, 169, 413]",Grand Theft Auto Online The Cayo Perico is a content update for Grand Theft Auto Online Playable from start to finish either as a lone operator or with up to three other players discover dozens of ways to infiltrate and heist a brandnew location for the ultimate score,Missing,,,,,,
27,[12],237336,The Elder Scrolls Online: Markarth,"[6, 14, 48, 49, 170]",The Dark Heart of Skyrim epic concludes in Markarth As the Gray Host marches on the Reach find unlikely allies among the clans that call this wild region home and unveil the true motivations of the mysterious Vampire Lord Rada alSaran,Missing,10.0,10.0,11.0,63.0,3.0,3.0
28,[13],237278,RGB Simulator,[6],It is the best and only simulator in the form of a game with colors In the game you play with colors either on time limit or just for fun,Missing,,,,,,
