,genres,id,name,platforms,storyline,summary,main,extra,completionist,review_score,review_count,people_polled
0,"[31, 34]",74015,3x3 Eyes: Sanjiyan Henjou,"[6, 13, 86, 118, 149, 150]",This game can be considered a sidestory to the series The player does not control Yakumo but an ordinary highschool student named Kenichi Yamamoto Accidentally Kenichi comes into contact with the world of demons and now he needs the help of Pai and Yakumo to be freed  The gameplay is standard Japanesestyle adventure The player interacts with the game world by selecting menu commands Look Talk and Move The game features animated cutscenes and in its console incarnation voiceovers,Sanjiyan Henjō is based on the manga and anime series 3x3 Eyes Pai a young girl from the immortal tribe of sanzhiyan threeeyed demons of Chinese origin wants to become a human again She meets a Japanese teenager named Yakumo Fujii whom she accidentally turns into a wu an immortal obedient servant of a threeeyed demon Together Pai and Yakumo try to regain their lost humanity,,,,,,
