,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,274986,Rouge.exe,[6],Rougeexe is an unofficial horror game based on the Sonicexe creepypasta featuring the character Rouge the Bat,Missing,Missing,Missing,,,,,,
1,273208,Bank Roll 2000,[6],Reimagination of E3L2 Bank Roll,[5],Missing,Missing,,,,,,
2,273207,X3 Studios,[6],Reimagination of E4L7 XXXStacey but a lot bigger than the original,[5],Missing,Missing,,,,,,
3,272312,Umineko When They Cry: Episode 4 - Alliance of the Golden Witch,"[3, 6, 14]",A remastered version of the fourth episode of the international release of Umineko When They Cry developed by 07th Expansion and MangaGamer,"[31, 34]",Missing,Missing,,,,,,
4,272311,Umineko When They Cry: Episode 3 - Banquet of the Golden Witch,"[3, 6, 14]",A remastered version of the third episode of the international release of Umineko When They Cry developed by 07th Expansion and MangaGamer,"[31, 34]",Missing,Missing,,,,,,
5,272310,Umineko When They Cry: Episode 2 - Turn of the Golden Witch,"[3, 6, 14]",A remastered version of the second episode of the international release of Umineko When They Cry developed by 07th Expansion and MangaGamer,"[31, 34]",Missing,Missing,,,,,,
6,272309,Umineko When They Cry: Episode 1 - Legend of the Golden Witch,"[3, 6, 14]",A remastered version of the first episode of the international release of Umineko When They Cry developed by 07th Expansion and MangaGamer,"[31, 34]",Missing,Missing,,,,,,
7,259222,THT: Threnody,[6],Ty Halderman the essential pillar of the Doom community passed away in 2015 He is greatly missed and his contributions to the Doom scene have helped keep this old game alive and kicking This project tries to honor Ty with levels that pay tribute to his work be it in the form of his levels or contribution to the Boom sourceport  There are 20 levels in this megawad along with plenty of new music and awesome new original skies The project also uses a big part of Team TNTs The Return and Final Doom Evilution resources,[5],Missing,Missing,,,,,,
8,256966,Team Fortress 2: Meet Your Match,[6],The Meet Your Match Update was a major update that saw the official release of Competitive Mode matchmaking and PASS Time introduced Casual Mode matchmaking four new maps eight new cosmetic Items an all class weapon four new taunts two achievements and two startup themes,[5],Missing,Missing,,,,,,
9,232728,Oh the Biomes You'll Go,"[3, 6, 14]",Oh the Biomes Youll Go is an exploration and adventure mod designed to take you on a road trip across Minecraft like no other Explore over 80 magical realistic and breathtaking biomes,"[13, 31]",Missing,Missing,,,,,,
10,232726,NetherEx,"[3, 6, 14]",NetherEx is a mod for Minecraft which largely reworks the Nether adding four new biomes each designed to fill a specific purpose with a unique approach within the dimension The biomes are populated with new mobs decorated with new blocks and filled with over a dozen new items,"[13, 31]",Missing,Missing,,,,,,
11,223312,Steam Sky,[6],Steam Sky is an open source roguelike with a steampunk setting You are a commander of a flying ship as leader you will be traveling across floating bases engaging in combat trading goods etc The game is more strategy based than tactical like most of roguelikes There is no mandatory ending to this game you may freely play until your character die The game is currently in a development but is in a playable state,[15],Missing,Missing,,,,,,
12,223078,Dynamic Chord feat. Kyohso Append Disc,[6],Adds new routes and CGs,[34],Determined to take on any job that has something to do with music recent graduate Kirishita Konoha the protagonist got a job at DYNAMIC CHORD a musicofficecumrecordcompany Having got a job within an industry she had long admired Konoha worked happily everyday  One day Konoha noticed the members of KYOHSO leaving the presidents office casually giving them a glance As KYOHSOs vocalist Kisaka Yorito was about to walk past her he offered Konoha to become the bands manager  Working extremely hard everyday with the bandmen as their new manager what will become of the love which has started to sprout between her and one of the members,Missing,,,,,,
13,208713,Shape Shifter,[6],Youre a white ever shifting shape You need to find your way through the cracks Use the holes punched by the ones that came before you Make your way through the cracks break through and create new holes by using the green elements Enjoy the party,[32],Missing,Missing,0.0,0.0,0.0,20.0,1.0,0.0
14,200694,Fern Flower,[6],A short visual novel inspired by Slavic mythology set in a present world where monotheistic religions never existed and everyone still worships the old gods Two romantic options are present and the game includes a glossary of terms,Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
15,195421,1001 Jigsaw American Puzzles,"[6, 39]",1001 Jigsaw World Tour American Puzzles is an exciting jigsaw puzzle game and tour guide with 500 highquality photos,"[9, 31]",Missing,Missing,,,,,,
16,194607,Shoujo Minority: Nagusame no Ai,[6],Missing,[34],Missing,Missing,,,,,,
