,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[5],273234,Hell Station,[6],A truly magnificent space station map,Missing,Missing,,,,,,
1,[31],242259,Labyrinthe,"[6, 14]",Third game from the Horror Tour series,Missing,Missing,,,,,,
2,"[10, 33]",131542,Ultim@te Race Pro,[6],Ultimate Race Pro stylized as Ultimte Race Pro is a racing video game created by Kalisto Entertainment and published by MicroProse developed in 1997 and released in 1998 It was bundled with PowerVR boards,Missing,Missing,10.0,0.0,0.0,90.0,1.0,1.0
3,[34],130034,Sadistic Medicine,[6],A big pharmaceutic company develops a new medicine and sets experiments first on animals then on humans It seems to be a revolutionary aphrodisiac,Missing,Missing,,,,,,
4,[5],84216,Star Trek: The Next Generation - Klingon Honor Guard,"[6, 14]",Star Trek The Next Generation  Klingon Honor Guard is a firstperson shooter set in the universe of Star Trek during the time of The Next Generation The game was developed by MicroProse in 1998 using the Unreal game engine,As a new member of the Klingon Honor Guard the player is given the mission of foiling a plot to assassinate Chancellor Gowron During the course of the game the player encounters a variety of environments including planet surfaces caverns enemy ships and space stations Enemies include rival Klingons including members of the House of Duras Andorians attack robots Nausicaans Letheans and various hostile creatures1 The game includes twenty missions across 26 maps2 Weapons that the player can use include disruptors the Klingon Batleth grenade launchers and a gun which creates a miniature black hole,Missing,,,,,,
5,[12],78865,Wizardry: Llylgamyn Saga,"[6, 7, 32]",A remake of the first three games in the Wizardry series Proving Grounds of the Mad Overlord The Knight of Diamonds and Legacy of Llylgamyn with options for updated graphics or the original wireframe visuals and the ability to transfer characters between them,Missing,Missing,48.2,0.0,52.49,50.0,1.0,2.0
6,[13],73498,Jane's Combat Simulations: F-15,[6],Janes F15 is a combat flight simulator video game developed and released by Electronic Arts in 1998 for the PC It models the McDonnell Douglas F15E Strike Eagle EAs 1999 Janes FA18 used an improved version of F15s game engine,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
7,[15],68802,Sorry!,[6],Sorry also unofficially referred to as Sorry 98 is a 1998 video game based on the board game of the same name It offers classic Sorry and also a mode called Way Sorry where new cards are introduced including Bully Buddy Punish and Happy The animated pawns talk joke and make amusing remarks during gameplay that relate with the colors personalities There are cutscenes as well which show what happens afterward when a specific color wins Rules are identical to normal play however there are some options for house rules such as being allowed to bump teammates Both the Classic playing cards drawn and Strategy playing cards from hand games are available,Missing,Missing,,,,,,
8,"[13, 15, 24]",36902,M1 Tank Platoon 2,[6],An M1 Abrams tank simulation released by MicroProse Software in 1998 for Windows 9598Me It is the sequel to 1989 release M1 Tank Platoon,M1 Tank Platoon II allowes the player to play several positions in the four tanks that comprised the platoon A player could play as a tank commander under cover or open on the hatch to man the 50 caliber machine gun Other positions included gunner and an outside 3D scrolling view of any unit on the battlefield,Missing,,,,,,
9,"[8, 10, 15, 32]",26485,RoBoRumble,[6],Build powerful battle robots from components like Chassis Weapon and Booster The battles starting and youre right in it  with freely definable camera perspectives spectacular effects unlimited zoom and scroll colored light sources terrain morphing and 3D sound,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
10,"[2, 31]",12405,Black Dahlia,[6],Black Dahlia is a suspense thriller based loosely on the unsolved California murder of Elizabeth Short nicknamed Black Dahlia for her favoritism towards black clothing   The game is a pointandclick puzzlesolving adventure with live action cutscenes Full 360 degree horizontal and limited vertical panning allow the player to scan each scene with the mouse Jims ingame notebook acts as a journal as it records everything of importance that he has examined  Black Dahlia has over sixty puzzles dispersed over nearly as many locations They range in difficulty style and type including jigsaw manipulation code breaking mazes and object based Well publicized bypass codes can be used to autosolve them without compromising the game since no score is kept,Taking place in the 1940s the game puts the player in control of a rookie government agent Jim Pearson whose first case involves investigating Nazi propaganda The case is not as simple as it sounds however Before long Jim uncovers information and evidence that the Nazis have connections to the supernatural occultism as well as some very bizarre and ritualistic killings Jim meets Elizabeth Short who possesses a strange engraved stone known as the Black Dahlia an artifact coveted by the Nazis as a source of ultimate power When her brutal murder occurs the stone disappears During Jims search for the missing item he uncovers a web of evil deceit and intrigue Will he get out alive  and uncorrupted,Missing,7.0,0.0,0.0,80.0,1.0,1.0
11,[14],3563,NHL Breakaway 98,"[4, 6, 7]",Hit the ice with NHL Breakaway 98 All 26 NHL teams and over 600 players from the NHLPA Variable player sizes from hulking defensemen down to speedy wingers Playbook based AI so teams play their actual styles  forecheck trap dump and chase Five gameplay modes Exhibition Season Playoffs Practice and ShootOut modes Create players  assigned name actually appears on the players jersey Season wins provide bonus points which improve coaching player development injury therapies and more,Missing,Missing,0.0,0.0,0.0,60.0,1.0,0.0
12,"[5, 11, 13, 15]",613,Battlezone,[6],You are the highlevel Commander making decisions from your own warravaged tank Lead your US troops on a mission to gain control of a superior alien technology in the true space race against the Soviets or cross enemy lines to the Soviet side Its all under your command  FullScale 3D Action pilot one of 25 antigravity war machines and wield 25 devastating weapons  including mortars mines and the Thumper Device which triggers onthefly earthquakes on the morphable terrain   Complete Strategic Control coordinate fullscale attacks with over 30 unique units such as tanks infantry and mobile assault turrets Call in artillery deploy wingmen and manage resources  all from within your tank   Dynamic FirstPerson Immersion lose your vehicle in battle bail out parachute to safety then use your sniper rifle to take over another unit Switch vehicles right on the battlefield of one of seven distinct moons or planets,Missing,80.24103435153405,2.34,0.0,0.0,90.0,3.0,3.0
13,[5],160,Star Wars: Jedi Knight - Mysteries of the Sith,[6],Kyle Katarns adventures continue five years after the events in Dark Forces II Invading Imperial forces advance upon a quiet Rebel outpost interrupting Kyles trianing of a brave new Jedi Mara Jade  First introduced in Timothy Zahns awardwinning Star Wars novel Heir to the Empire Mara Jade combines her experiences as a smuggler and Emperors Hand with her apprenticeship as a Jedi Knight Maras training will continue in the field as she makes use of four new weapons and five new Force powers to secure supplies for the New Republic  Meanwhile Kyle pursues what he believes to be his destiny as he searches for secret treasures in an ancient Sith temple Will you uncover the Mysteries of the Sith,Missing,79.68304143604311,,,,,,
14,[31],5544,Tex Murphy: Overseer,[6],Tex Murphy Overseer is the adventure game of the 21st century The client is dropdead gorgeous Her father is just plain dead  of an apparent suicide Shes certain he was murdered and is willing to do anything to prove it Tex Murphy the PI is willing to do almost anything to make rent The investigation leads Tex into the heart of a dark secret An elite team of specialists have created something unspeakable Now each of them are marked for death and so begins the reign of the Overseer,The client is dropdead gorgeous Her father is just plain deadof an apparent suicide Shes certain he was murdered and is willing to do anything to prove it Tex Murphy the PI is willing to do almost anything to make rent The investigation leads Tex into the heart of a dark secret An elite team of specialists have created something unspeakable Now each of them are marked for death and so begins the reign of the Overseer,75.66052670871755,10.14,13.29,16.6,75.0,10.0,20.0
15,"[11, 15]",151,Star Wars: Rebellion,[6],Subvert the Empire Crush the Alliance Your Choice Your Destiny  It is a time of great upheaval The first Death Star has been destroyed marking a major victory for the Rebellion But the Empire remains strong As commander you must choose to take control of either the Rebel Alliance or the Galactic Empire Your goal complete domination of the galaxy  Take the galaxy by force Take the galaxy through diplomacy Take the galaxy via covert operations Earn the loyalty or resentment of up to 200 worlds Star Wars Rebellion gives you a myraid of means to implement strategy and tactics on a grand scale and in a realtime environment With control of the entire Star Wars galaxy as the prize will the Force be with you Discover for yourself,Missing,70.05478523398129,16.9,43.5,148.5,85.0,10.0,11.0
