,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[5],274728,Wormwood,[6],Two orange and vaguely spooky maps made by Grain of Salt and Ribbiks for Halloween,Missing,,,,,,
1,[5],273546,Gomorrah,[6],Gomorrah is a GZDoom mapset consisting of 6 brandnew maps powered by ukiros amazing OTEX texture set In Gomorrah youll be traversing three different locations  an abandoned minetechbase a medieval castle and a fortress in Hell  in search of three skull keys Each skull key is going to be locked behind a puzzle which youll have to solve Once you have all three of them you must use them to open a gate beyond which lies your final challenge,Missing,,,,,,
2,[5],268916,Realms of Cronos,[6],Realms Of Cronos is a community hub for Hexen with 10 levels The hub is nonlinear but you must complete certain goals and retrieve keys to unlock certain maps There are extra enemies decorations and textures for new themes like an Aztec city a snowy castle and a Chinese village,Missing,,,,,,
3,[5],268891,Cyrgoth's Revenge,[6],Cyrgoths Revenge is an 8 Level SinglePlayer Hub which is a sequel to Cyrgoths Manor While being SinglePlayer oriented Cyrgoths Revenge can also be played in Coop and Deathmatch modes however due to the large map sizes the latter is discouraged Like in its predecessor there are numerous unmarked secrets throughout the span of the Hub as well as a secret level which isnt as easy to find as the one in Cyrgoths Manor,Missing,,,,,,
4,[12],267987,Hyper! Danganronpa H20: Abandon All Hope,[6],16 teenagers find themselves trapped in the underwater basement of Freedom Academy a school for Super High School Level Students that excel in their individual fields They are told that the only way to escape is to participate in a deadly game where the victor is set free and the losers face fatal defeat,Missing,,,,,,
5,"[5, 24]",267938,Helldivers: Dive Harder,"[6, 48]",Helldivers Dive Harder is a free upgrade for all existing owners and includes A new game mode Proving Grounds Take on challenging missions with unique modifiers New loadout system with random and favoriteloadout options All previous expansions A New Hell Masters of the Galaxy Turning Up The Heat and Democracy Strikes Back Up to 4 player local and online coop Full friendly fire  accidentally kill your friends again and again Direct the full might of the military with a wide variety of Support Stratagems Communitydriven galactic campaign A universe of worlds to liberate 100 hours of gameplay,Missing,,,,,,
6,"[15, 35]",266909,Dicey Dungeons: Halloween Special,[6],Dicey Dungeons Halloween Special is a extra levelpack containing three episodes Halloween Special sees Warrior Inventor and Witch back into a new horror themed dungeon with three new enemies returning enemies with new costumes two new locations and new scary music,Missing,0.0,0.0,1.8,85.0,2.0,1.0
7,[5],262311,Redundancy,[6],A 32 map wad made during the month of october for NaNoWADMo 2019 using only textures and monsters from doom2 Every map has at least 2 of each key that appears on it same for weapons also each map has 2 exits,Missing,,,,,,
8,[5],261442,Drought,[6],3 short Boom compatible maps built with Noisers excellent D4V mod and using ukiros wonderful OTEX texture pack Each map is originally a 1 hour speedmap that has received tweaks and refinement over the last month since their initial version,Missing,,,,,,
9,[34],260099,Lost Ascension,[6],This mod takes up the mantle of expanding and perfecting the recipe that DDLC created back in 2017 With a precise focus on character development world building and psychological emotions you wont find another mod quite like it If youre after a mod that gives love and care to its characters both literally and metaphorically then youve come to the right place This is an 89 hour experience best suited for readers who are after seeing the dokis grow into better people all the while facing off against impossible challenges and plenty of sweet moments to truly cultivate into something memorable The Silence Will Be Broken,Missing,,,,,,
