first_release_date,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
1530748800,[5],271455,1024 Units,[6],1024 units  6 SP maps  Artistical DraQu JCR muk0r onetruepurple ww,Missing,nan,nan,nan,nan,nan,nan
1532995200,"[2, 32]",271156,Watch Your Nightmares,"[6, 34]",Watch Your Nightmares is a pointandclick survival horror video fangame creat of Sweetsylveon The game is based on FNaF 4 with a concept of camera system and is released on July 31st 2018,Missing,nan,nan,nan,nan,nan,nan
1532736000,"[11, 15]",268084,Shattered Paradise,"[3, 6, 14]",Shattered Paradise is an expansion for Tiberian Sun on OpenRA its goal is to imbalance the game by adding new factions Mutants CABAL and Scrin and reworking the original sides all of this to create a game a little more varied and balanced than TS,Missing,nan,nan,nan,nan,nan,nan
1531180800,[5],262601,Freaky Panties,[6],Freaky Panties is an experimental level that adjusts itself to how well you play If youre playing well it will get a bit harder If you start to die too often it will scale back the difficulty automatically Essentially I tried to make the map adjust itself without ever having to set a monster or item to only appear on certain difficulty settings,Missing,nan,nan,nan,nan,nan,nan
1530921600,[5],262161,Team Rocket: Blasting Off at the Speed of Mapping,[6],Team Rocket comprises AD_79 Dragonfly Jimmy and MTrop four experienced Doom mappers who together endured a 20hour speedmapping livestream Their efforts were supported by kind donators and guest mappers who tagged in to let the fatigued rocketeers recuperate We bring you 34 maps all made within less than a day shaped by you our viewers,Missing,nan,nan,nan,nan,nan,nan
1530921600,[34],260948,Rain & Chamomile Tea,"[6, 14]",The story of a girl who wakes up in an unfamiliar beachside town after a nightmarish sort of mania The air is thick with fog and the smell of rot it almost seems as if something is hiding from her,Missing,nan,nan,nan,nan,nan,nan
1532390400,[8],259786,Ponyvania: Order of Equestria,[6],Ponyvania Order of Equestria is a fanmade 2D actionplatformer based on the My Little Pony series and the Castlevania games,Missing,nan,nan,nan,nan,nan,nan
1532476800,[5],257293,Goetia 1,[6],Goetia Medieval Latin anglicised as goety is a practice that includes the conjuration of demons  Doomguy in an effort to take out more demons engages in arcane demon rituals to reach the demons realm,Missing,nan,nan,nan,nan,nan,nan
1530662400,[5],257154,Xenomorph Base,[6],Xenomorph Base is a short episode for Doom 2 designed for limit removing source ports made by various members of Doomer Boards,Missing,0.98,0.0,0.0,65.0,1.0,3.0
1531612800,[5],252921,Freeman and Bob,[6],Missing,Missing,nan,nan,nan,nan,nan,nan
1531958400,"[2, 9, 31]",250596,Grim Tales: The Hunger - Collector's Edition,"[6, 14]",Your niece Jackie Gray has been murdered by a killer whose crimes went unsolved 17 years ago Team up with Jackies policeman father and use your powers to go back in time and stop the killer before their murder spree claims Jackies life in the present Will you be able to solve the cold case or will the killer rise again to begin another reign of terror Travel into the past to find all the clues  and the villain,Missing,nan,nan,nan,nan,nan,nan
1531958400,"[2, 9, 31]",250595,Grim Tales: The Hunger,"[6, 14]",Your niece Jackie Gray has been murdered by a killer whose crimes went unsolved 17 years ago Team up with Jackies policeman father and use your powers to go back in time and stop the killer before their murder spree claims Jackies life in the present Will you be able to solve the cold case or will the killer rise again to begin another reign of terror Travel into the past to find all the clues  and the villain,Missing,nan,nan,nan,nan,nan,nan
1531353600,[32],249637,A Conscious Decision,"[3, 6, 14]",You are a wisp of consciousness in Janes mind Uncover the details of her past make choices in the present and play until you attain a happy future,Missing,nan,nan,nan,nan,nan,nan
1531612800,[13],248380,SinVR,"[6, 163, 385]",Enter the Forbidden World of SinVR Fulfill your sexual fantasies in your own private dungeon With a growing library of characters and environments SinVR is the destination for amusing adult entertainment in VR or on your PC,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1531008000,[34],242072,Junsei Yasaotoko,[6],A shoujo manga style romcom otome game,This is a short omnibus novel with each route about 15 minutes long,nan,nan,nan,nan,nan,nan
1531872000,"[4, 33]",241740,Slenderman vs. Freddy the Fazbear,"[6, 34]",Urban Legends clash Fight as your favorite Fear Character,Missing,nan,nan,nan,nan,nan,nan
1532390400,[32],241164,Calm Falls Remaster,[6],Calm Falls Remaster is a remastered version of Kelvens first game Calm Falls The game stays mostly true to the original but changes the battle system and enhanced the graphical presentation,Missing,nan,nan,nan,nan,nan,nan
1532649600,[34],240520,Tlicolity Eyes Vol. 2,[6],Tlicolity Eyes is a part of triAngle PROJECT a collaboration project between Otomate and Frontier Works Each series will have 3 games released in span of 9 months for Windows under the same concept one heroine two heroes and triangle love  Tlicolity Eyes theme is entertainment industry x love comedy x triangle love,Missing,nan,nan,nan,nan,nan,nan
1531958400,"[31, 32]",240008,Momo,[6],Momo is a horror game based on the history of the whatssap user momo in the game you will be a guy that contacts momo by whatsapp and now he will be pursued by the monster of momo  You will have to complete some tasks before get rescued like search things hide close doors etc  The objetive is to survive until the timer reachs 0000 then the police will arrive and you would able to escape,Missing,nan,nan,nan,nan,nan,nan
1531008000,Missing,234555,Phantasmat: Déjà Vu - Collector's Edition,[6],Missing,Missing,nan,nan,nan,nan,nan,nan
1531612800,"[2, 31]",233967,Fredbear and Friends: Left to Rot,[6],With the assistance of a private investigator through your handheld radio you sneak down into the depths of Fredbears Family Dinerseeking out clues for the whereabouts of your son and prime suspect of the case William Afton  However unforeseen traps have been set within the facility Will you be able to escape,Missing,nan,nan,nan,nan,nan,nan
1532044800,"[2, 9, 31]",230086,Private Detective,"[3, 6]",Private Detective is a procedurally generated murder mystery game where you must solve randomly generated crimes by finding leads questioning suspects and gathering evidence from the crime scene to compare with samples found in the homes of the suspects It plays a lot like an adventure game but with a lot more deduction and a lot less inventory object puzzles,Missing,nan,nan,nan,nan,nan,nan
1530835200,[31],229568,Press Play,[6],A person finds himself stuck in a loop of his regular life cycle In order to break it hell have to take a few wrong turns and explore the world around him a bit deeper than usual A Yume Nikki fangame,Missing,nan,nan,nan,nan,nan,nan
1530489600,[31],229553,Anomiac.,[6],Anomiac is an exploration game about a little girl whose ability to communicate has been impaired due to having a stoke Through dreaming she experiences a vibrant colorful crazy world where she feels uninhibited and is able to experience the things she cant while awake  Anomiac was developed for the Dream Diary Jam 2 by Kip Icon Games using RPG Maker MV,Missing,nan,nan,nan,nan,nan,nan
1531872000,[12],229095,Pokémon Jade,[6],The Ario Region is inhabited only by Pokemon native to its land based off the beautiful Australia In this tropical region youll find tons of new faces to bond with The number is subject to change could be more or less 8 Gyms Elite Four and a Champion  This game follows the traditional system but dont fret each gym leader will come with interesting puzzles and challenges galore Completely Original Region  Ario is like no other region in the original Pokemon games It features multiple climates and atmospheres thatll keep gameplay feeling fresh,Team Wild is a team of rebel bandits who mainly scourge around Goldwhite Desert in the eastern bounds of Ario Theyre constantly searching for something but its not easy to know what The player is slowly made aware of Team Wilds ultimate plan and what theyre searching for  It seems that deep in the ruins of Goldwhite Desert lies an extremely powerful and mysterious legendary Pokemon However the only way to encounter this Pokemon is by using a key that is hidden somewhere in the mystery of Ario and there are several riddles scattered throughout the region that if solved and pieced together lead one to the key needed to unleash this beast  Team Wilds leader wants to capture this legendary Pokemon because it has the amazing ability to wipe the memory of entire populations The leader wants to use this power to clean the Pokemon worlds memory of how Pokemon ought to be treated and afterwards create a new society in which Pokemon are seen as currency and slaves of sorts Hell be able to put himself at the top of the ladder in this new society as the owner of the most rare and unique Pokemon in all of Ario the legendary Pokemon therefore become the unrivaled dictator of Ario Its up to you to stop Team Wild from realizing this terrifying reality,nan,nan,nan,nan,nan,nan
1531785600,[10],226822,Crossout: Corrida Pack,"[6, 48]",This pack includes Unique armored car Corrida Weapons Cricket 1M Unique cabin Torero Unique hero portrait Jose Ortega Unique decor Muleta Wing Corno Destro Corno Sinistro Unique sticker Mad bull Unique paint can El Dorado Increases the maximum number of parts used to 551500 ingame coins,Missing,nan,nan,nan,nan,nan,nan
1532390400,Missing,222778,No Man's Sky: Next,"[6, 48, 49]",Update 15 NEXT introduces a full multiplayer experience nearunlimited base building command of freighter armadas a graphical overhaul and more  This update marks the two year anniversary of No Mans Sky and a lot has changed Please see Atlas Rises Pathfinder and Foundation for previous major updates  This is an important next step on our journey,Missing,nan,nan,nan,nan,nan,nan
1530921600,"[2, 32, 34]",222351,Colorless Kaina,[6],I the main character witnessed the murder of a boy Kaina a serial killer and Kaina took a liking to me and forced me to interact with him What awaits me after 30 days of interaction with him is it destruction Or is it just another day,Missing,nan,nan,nan,nan,nan,nan
1532649600,[34],222118,Koezaru ha Akai Hana After Disc: Ayanasu Mirai,[6],A fandisc to Koezaru wa Akai Hana,Missing,nan,nan,nan,nan,nan,nan
1530835200,"[13, 31]",221879,Minecraft: Update Aquatic,"[3, 6, 9, 12, 14, 34, 39, 41, 46, 48, 49, 74, 130, 132, 388]",Minecraft Update Aquatic is a major update to Minecraft that focuses on revamping the oceans in the game adding many new aquatic mobs blocks items and structures,Missing,nan,nan,nan,nan,nan,nan
