,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[33],275785,LBreakoutHD,"[3, 6]",LBreakoutHD is a breakout clone written by Michael Speck and is a remake of LBreakout2 with improved graphics The gameplay of LBreakout2 is mostly preserved and it includes all levels from LBreakout2,Missing,,,,,,
1,[34],275644,Mindcircus,"[6, 14]",Infu is a failed medical student on the verge of becoming an alcoholic Due to his naturally gloomy personality he has been living a depressing life and before the summer vacation he finally faces the risk of repeating a grade Meanwhile he wins a ticket to travel to a tropical country in a lottery held by a credit card company Infu throws everything away and goes on a trip in high spirits but along the way he becomes involved in a mysterious series of murders Will Infu be able to uncover the truth behind the incident And will he be able to escape from the island Hurry up before you start experiencing withdrawal symptoms,Missing,,,,,,
2,[5],271809,The Subconscious Fear,[6],Large technodungeon with many corridors and ambushes,Missing,,,,,,
3,[5],271327,Simplex,[6],Large green jungle temple with some puzzles involving ancient machinery Sort of a sequel to Ruins of Mazotac The map source is included,Missing,,,,,,
4,[5],271233,Luna in Silver Shards,[6],Small Hexen2textured 100 brush map Comes with a custom skybox,Missing,,,,,,
5,[5],262983,Bifrost,[6],Single map based on the idea of rainbow bridges,Missing,,,,,,
6,[5],262009,Glaive,[6],Each map is fairly small and should only take a few minutes to beat but also should be fairly challenging on UV and be fun to blast through,Missing,,,,,,
7,Missing,260740,Clue/Cluedo: The Ultimate Detective’s Package,[6],The Ultimate Detectives Package grants access to ALL themes and character packs Themes transform the board and characters into exciting new variations Take a trip to Tinseltown with the Hollywood theme or follow in the footsteps of the masterdetective Sherlock,Missing,,,,,,
8,[5],260512,Demonic Deviation,[6],This wad contains 11 maps replacing Maps0111 these are pretty much tech based themed though they can be separated by the traditional map07 intermission screen the first six are more earth base style and revolve around a power facility the final five are more military base style There will be a lot of familiairty from some past works of mine Maps 07 and 10 or indeed other peoples works from the past Map04 and perhaps 11 This wad is limit removing complevel 2,Missing,,,,,,
9,"[9, 33]",260146,Data.Expand,"[3, 6, 14]",Missing,Missing,,,,,,
10,[5],257151,Circle of Caina SP,[6],Circle of Caina SP is a short episode for Doom 2 designed for limit removing source ports made by various members of Doomer Boards,Missing,,,,,,
