first_release_date,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
1520985600,[5],271536,Disengage the Simulator,[6],Smallish slaughtermap simulation in a DE_DUST from Counter Strike setting complete with dead terrorists and plantable bombs Comes with custom textures models and sounds The map source and a texture wad are included,Missing,nan,nan,nan,nan,nan,nan
1522195200,[5],269464,Elementalism,[6],An ambitious 15level mapset with extensive detailed maps split across three episodes The Realm of Earth The Realm of Water and the Realm of Fire for GZDoom The God of Entropy stirs Travel to the elemental planes and retrieve the imprisoning runes before it is too late,Missing,nan,nan,nan,nan,nan,nan
1520121600,[5],268628,Heretic Speedmapping 2,[6],A set of 4 Heretic speedmaps made during an 8 hour session that occured on 2232018,Missing,nan,nan,nan,nan,nan,nan
1520985600,[5],268599,Sosuria,[6],Sosuria is a map made for SOSUs birthday  Sosuria is a proud peaceful village on the island of Khshayarsha full of life and hospitality That is until one day an evil sorcerer ransacked the land with his army taking most of the goods and resources for himself and turning the island into an uninhabitable volcanic landscape Legend has it that a mythical being of wonder dwells in Sosurias largest and most prominent building the Temple of the Ancients It is said that this creature has the ability to turn back time and undo the evil that was dealt to the village There is only one way to find out if this is true,Missing,nan,nan,nan,nan,nan,nan
1520726400,[5],265987,It's Real And It Kills,[6],9 old school vanilla maps featuring Castlevania music and Realm667 textures,Missing,nan,nan,nan,nan,nan,nan
1521331200,[5],262981,Mothership,[6],This is a single map set on a UFO Works only in Eternity 40000 or higher,Missing,nan,nan,nan,nan,nan,nan
1521417600,[5],262181,The Iron Forge,[6],The Iron Forge is a single map for Heretic created by Xaser architecturelayout and me thing placement It plays in the E2M1 slot and requires ZDoomGZDoom  This map includes a variety of tweaks to Heretics monsters and weapons to improve the pacing and balance of the game especially to address that feeling you get when all the monsters are super weak but take forever to kill,Missing,nan,nan,nan,nan,nan,nan
1521417600,"[12, 31]",261951,Orca 3: A Maldição dos Barbatantes,[6],Orca 3 A Maldição dos Barbatantes is the third entry in the roleplaying game series In this new adventure players will be immersed in a new legend with new secrets and a completely new world to explore Sail the Great Sea meet new inhabitants of this magical world and maybe even reconnect with old acquaintances,Missing,nan,nan,nan,nan,nan,nan
1520899200,"[12, 15, 16, 24]",259869,Fire Emblem 8: Self-Randomizing,"[6, 24]",Romhack of Fire Emblem The Sacred Stones by circleseverywhere  Randomization options  Tactician name as seed value Random classes for players and enemies Random Growths  Bases Random Personal Skills Random Weapon Stats Random Chest and Event Items Palettes That Might Be Janky Because Thats Part Of The Charm,Missing,nan,nan,nan,nan,nan,nan
1520812800,"[12, 25]",252182,Flare: Empyrean Campaign,"[3, 6, 14]",The Empyrean Campaign is a game made by the Flare team The story begins with the player being exiled from their homeland of Empyrean resulting in them embarking on a quest to regain entry This journey takes the player through many regions with plenty of side quests along the way,Missing,nan,nan,nan,nan,nan,nan
1520035200,[32],251134,Spacident,[6],Made for TK Game Jam,Missing,nan,nan,nan,nan,nan,nan
1521072000,[8],250524,Jiggly Zone,"[6, 82]",Welcome to the Jiggly Zone Become Jiggler and find the seven Medallions scattered throughout the land by collecting fortytwo Shards,Missing,nan,nan,nan,nan,nan,nan
1522368000,[25],248354,Senran Kagura Burst Re:Newal - Hebijo Character Set,"[6, 48]",This Downloadable Content Contains 4 new playable characters Murasaki Imu Ryōbi Ryōna and new outfits,Missing,nan,nan,nan,nan,nan,nan
