first_release_date,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
1591056000,[5],275430,Magic Doom,[6],This is a full fourepisode megawad and gameplay mod for The Ultimate DoomWhat started as Ill make a few vanilla maps turned into 4 full episodes with some modified weapons and enemies The focus for this project was to create lots of fast action fun nonlinear layouts that dont take a huge amount of time to complete and as little grind as possible all within the restrictions of vanilla doom v19 To accommodate that goal most weapons and monsters have been rebalanced in favor of speed andor damage vs tankiness,Missing,nan,nan,nan,nan,nan,nan
1591660800,[5],275192,Lightpath,[6],This map is somewhat inspired by two sets with a sun in their names A highly detailed and difficult map with over 65000 linedefs,Missing,nan,nan,nan,nan,nan,nan
1593043200,"[12, 31, 33]",272146,Tuiterland 3,"[6, 34]",Everything you need to know about Tuiterland 3 the biggest playable parody on social media,Missing,nan,nan,nan,nan,nan,nan
1593302400,[5],271572,Retribution Revisited,[6],Small to mediumsized level albeit with a high monster count A singleplayer remake of Q3DM7 Temple of Retribution using custom textures Comes with a music track The map source is included,Missing,nan,nan,nan,nan,nan,nan
1591315200,[5],268888,Penumbra,[6],A vanilla megawad with one new hub for Hexen with 8 new maps,Missing,nan,nan,nan,nan,nan,nan
1591660800,[5],262602,Freaky Panties 2: Boxers or Briefs,[6],Freaky Panties 2 Boxers or Briefs is the spiritual sequel to the original Freaky Panties Unlike the original however FP2 does NOT have a dynamic difficulty system  difficulty is instead handled in a traditional Doomy way,Missing,nan,nan,nan,nan,nan,nan
1593129600,"[12, 31]",262254,The Legend of Zelda: Trident of Power,"[6, 405]",The Trident of Power is a Zelda fangame developed by Pizus under RPG Maker 2003 It offers a very complete experience with both battles and puzzles and a complete storyline taking place in both Hyrule and the neighboring country of Tylistem The game is available in both Spanish and English,Millennia ago in an era that not even history books have record of the Triforce the Golden Power and earthly representation of the Goddesses was divided into 3 pieces Courage for the Hero Wisdom for the Princess and Power for the Demon King  For many generations the Hero has faced the Demon King who has used countless resources to strengthen his power At some point a tribe of sorcerers corrupted by darkness forged a weapon called The Trident of Power Even still the bravery of the Hero was always great and the Demon King was defeated and sealed in the Dark World a parallel dimension to the Light World However the Trident remained The ancient Seven Sages in a mortal attempt to destroy the weapon only managed to shatter it into 7 pieces These were given to the strongest races of the continent  Hyrule and Tylistem are two kingdoms that have coexisted in peace for centuries but this harmony will be disturbed by a group of people who from the shadows have created a meticulous plan They believe that it will lead into a world changing revolution,nan,nan,nan,nan,nan,nan
1591401600,[5],261818,Alpha Centauri,[6],Doom2 episode using doom1 stock textures plus alpha textures I put more emphasis in lighting this time,Missing,nan,nan,nan,nan,nan,nan
1592438400,Missing,254115,Bot.vinnik Chess: Combination Lessons,[6],Engage with BOTvinnik a witty Soviet AI chess instructor His sharp humor and rigorous challenges will mold you into a pro Dive into visually rich chess theories and intricate puzzles all designed to boost your chess skills Ready for the challenge,Missing,0.0,0.0,2.1,70.0,1.0,1.0
1593302400,"[7, 32]",252455,Super Epic Random Bard Guy,"[3, 6, 14, 82]",Missing,Missing,nan,nan,nan,nan,nan,nan
