first_release_date,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
1507075200,[12],275304,Sil-Q,"[3, 6, 14]",SilQ is a computer roleplaying game with a strong emphasis on discovery and tactical combat It has a simple but rich combat system which allows for a great variety of choice,Missing,nan,nan,nan,nan,nan,nan
1508457600,[25],272336,Streets of Rage Zombies,[6],Its Streets of Rage with zombies This bloody beat em up was created as an OpenBOR project and released in 2017 on ChronoCrashcom Play as one of six Streets of Rage fighters including a zombie and smash your way through hordes of disgustingly awesome mutilated corpses of the undead With great spritebased graphics and fast and fluid brawler gameplay creator suhmai adds a worthy entry into the homebrew OpenBOR database,Missing,nan,nan,nan,nan,nan,nan
1507507200,[5],271751,The End of Solace,[6],Large moldy blood dungeon in the style of E1M3 The map source is included,Missing,nan,nan,nan,nan,nan,nan
1508284800,[5],271060,Temple of Azathoth,[6],Mediumsized red runic style temple,Missing,nan,nan,nan,nan,nan,nan
1508976000,[5],270653,Shaky Grounds: Tragedy,[6],Having survived the events of part 1 Apocollapse Duke tries to find his way towards the epicentre of the disaster located right underneath a local venue called The Kompleks The situation is dire The alien weapon is recharching for an even bigger blast and time is running out Duke is the only one close enough to get there before its too late But deep chasms collapsed buildings and unstable surfaces transformed the city into a very dangerous and hostile environment And thats without mentioning the constant assault of ruthless aliens sent by their mysterious leader Froyd Eenakee,Missing,nan,nan,nan,nan,nan,nan
1509408000,Missing,266505,Dresden Files Cooperative Card Game: Mouse & Variants,"[3, 6, 14, 34, 39, 130]",Bring Harrys faithful companion Mouse with a dash of Mister into the game with this character deck packet Also includes 2 variant cards for Harrys deck and 3 variant cards for Susans deck to add a little variety to your play,This content references various events and actions taken by characters across the Dresden Files series,nan,nan,nan,nan,nan,nan
1509408000,Missing,266499,Dresden Files Cooperative Card Game: Fan Favorites,"[3, 6, 14, 34, 39, 130]",POLKA WILL NEVER DIE  and neither will you with help from the new heroes in this expansion for the Dresden Files Cooperative Card Game This expansion adds two new character decksThomas Raith and Waldo Buttersand two new book decksBLOOD RITES and DEAD BEAT,This expansion references the main events and actions taken by characters in the books Blood Rites and Dead Beat,nan,nan,nan,nan,nan,nan
1508025600,[31],265684,Woody's Incredible Journey to the Escape from Eternal Terror,[6],Missing,Originally given during July 2010 as a birthday present to losmmorpg and as a mod to his game The Land of Stuff WIJTTEFET is a Froggerlike game in which you must direct Battle for Dream Islands Woody from a frightening crash site to an oasis of peace,nan,nan,nan,nan,nan,nan
1508457600,[5],256968,Team Fortress 2: Jungle Inferno,[6],The Jungle Inferno Update was a major update for Team Fortress 2 that spanned throughout 4 days starting on October 16th 2017 and finally releasing on October 20th 2017 after a 1day delay It introduced 5 new weapons 5 new communitymade maps 1 new Valvemade map 7 new taunts 1 new kill taunt 49 new cosmetics though 4 allclass items are currently unreleased and many rebalances for existing weapons as well as the Pyro class It also introduced an overhaul to the contract system with the ConTracker and introduced War Paint in place of weapon skins,Missing,nan,nan,nan,nan,nan,nan
1508889600,[5],256925,Fortnite: Season 1,"[6, 48, 49]",Season 1 was the first iteration of player progression in Battle Royale Players could buy 4 Items in the Item Shop after earning enough XP It started on October 26th 2017 and concluded on December 13th 2017,Missing,nan,nan,nan,nan,nan,nan
1509408000,[5],256875,Void And Rainbow,[6],As once listening to Annihilator and playing one old game I thought what if I make mountains hovering in space that will shimmer with the colors of the rainbow As a result having threatened for one year and one month to some extent I realized what I had planned It was difficult for me alone to do everything and so I called for help TheSkyBug who made weapons some monsters and a bunch of different trifles and also ZZYZX who made a new lighting system Big thanks to them Also thanks to ChaingunnerX DOOMGABR Dagamon VladGuardian and other people for help of various kinds  without you this wad would come out much later,Missing,nan,nan,nan,nan,nan,nan
1508544000,"[8, 31]",253692,Velberan In Miracle World,"[6, 34]",In this adventure Velberan is in search of his dog Bolt This game is a platformer inspired by the universe of Velberan,Missing,nan,nan,nan,nan,nan,nan
1507766400,[13],248934,Heliborne Collection,[6],Heliborne Collection offers two games through a launcher Choose to play Heliborne or Heliborne Enhanced Edition,Missing,nan,nan,nan,nan,nan,nan
1507766400,Missing,248802,Heliborne: Enhanced Edition,[6],Rotarywing aviation and helicopter combat with a dynamic battlefield and the support of ground forces Appreciated for MMO elements and an addictive gameplay loop Use tactics and make strategic decisions or fly around and shoot in historically accurate maps,Missing,nan,nan,nan,nan,nan,nan
1507161600,[31],246056,Corpse Party 2: Dead Patient Neues;,[6],Corpse Party 2 Dead Patient Neues is a survival horror adventure game developed by Team GrisGrisGrindHouse released for the PC It is known under the abbreviation DP in Japan,Missing,nan,nan,nan,nan,nan,nan
1508803200,"[25, 32, 33]",243905,Strange Flesh,"[3, 6, 14]",Welcome to Strange Flesh a sexy gay adult beat em up game from Greatest Bear Studios  You play the role of The Bartender a master of the hypnotic arts and a servant of the bar Strange Flesh In the game youll infiltrate the mind of Joe one of the bars many troubled patrons and help him out however you see fit Pummel your enemies into submission corrupt them with your hypnotic smoke or recruit them to your side The choice is yours  Strange Flesh is pretty short just about 30 minutes long but features three endings lavish animation and a killer soundtrack Strange Flesh won the Melbourne Queer Games Festival Gold Medal in 2018,Missing,nan,nan,nan,nan,nan,nan
1508716800,[12],237335,The Elder Scrolls Online: Clockwork City,[6],Enter the mechanical world of the Clockwork City and explore Sotha Sils greatest creation,Missing,10.0,10.18,11.67,74.0,7.0,8.0
1508803200,"[2, 31]",232753,The Treasure of Loch Inch,[6],Treasurehunter Roddy arrives at the picturesque Loch Inch deep in the Scottish Highlands armed with his trusty shovel and a hunch that amongst its crumbling old fortress the island in the middle of the loch may hold untold riches,Missing,nan,nan,nan,nan,nan,nan
1507852800,"[7, 34]",230197,The Chiral Night: Rhythm Carnival,[6],A NitroChiral rhythm game featuring characters and songs from NitroCHiRAL games as well as a original story,Missing,nan,nan,nan,nan,nan,nan
1509321600,"[2, 31]",229769,Moonlight Moggy,[6],Ah cats  natures hot water bottles But the outside world is teeming with things that can frighten our feline companions and prevent them from getting home for a cosy evening  Paul an especially timid ginger tom has vanished It falls to his buddy Blixa to track him down To do so hell have to help out the gardens various resident creatures and overcome his own phobia of plastic bags rustling in the wind,Missing,nan,nan,nan,nan,nan,nan
1509408000,"[12, 32]",225634,The Sullen Boku Girls Alliance,[6],An incredibly facetious and silly short RPG in which the protagonists of six separate original projects go on an errand in attempt to make their creator get to work on their stories Hopefully their strong personalities wont be too much of an obstacle to their quest,Missing,nan,nan,nan,nan,nan,nan
1509408000,[13],225012,Rocksmith 2014 Edition: Remastered - Amon Amarth: Song Pack,[6],Play Guardians of Asgaard Death in Fire The Pursuit of Vikings Twilight of the Thunder Gods and War of the Gods by Amon Amarth on any electric guitar or bass Each song includes a new authentic tone,Missing,nan,nan,nan,nan,nan,nan
1509062400,"[12, 31]",224357,Assassin's Creed Origins: Deluxe Pack,"[6, 48, 49]",Ancient Egypt a land of majesty and intrigue is disappearing in a ruthless fight for power Unveil dark secrets and forgotten myths as you go back to the one founding moment The Origins of the Assassins Brotherhood  The Deluxe Pack includes  The Ambush at Sea mission  The Desert Cobra pack Including 1 outfit 2 legendary weapons 1 legendary shield and 1 mount  3 Ability points,Missing,nan,nan,nan,nan,nan,nan
1507939200,"[12, 31]",223036,Terraria: Mod of Redemption,[6],Mod of Redemption the remastered version of the now discontinued Mod of Randomness is a largescale content mod that adds a wide variety of content into Terraria at all points of the game This includes many challenging bosses the new Druid class the mysterious Abandoned Lab dungeon and much more,Missing,nan,nan,nan,nan,nan,nan
1508371200,[31],222334,Silent Hill 2: Enhanced Edition,[6],Silent Hill 2 Enhanced Edition is an ongoing project of enhancement packages that makes the PC version of Silent Hill 2 compatible with modern hardware and playable in widescreen aspect ratios while improving visuals audio and bugs Examples of what Silent Hill 2 Enhanced Edition provides are The use of a widescreen camera high definition resolutions upscaled fonts and 2D images PlayStation 2 quality audio fog and shadows restored postprocessing effects better controller support and much more Made by a collaborative team of programmers modders and artists the use of these enhancement packages makes for a definitive Silent Hill 2 HD experience,The second installment in the Silent Hill series Silent Hill 2 centres on James Sunderland a widower who journeys to the town of Silent Hill after receiving a letter from his dead wife informing him that she is waiting there for him,nan,nan,nan,nan,nan,nan
1509062400,[34],221598,Gakuen Rensenki,[6],An otome game based on the popular bonus drama CD of the Sangoku Rensenki series,Missing,nan,nan,nan,nan,nan,nan
1507593600,[12],221538,Final Fantasy XIV: The Legend Returns,"[6, 48]",Patch 41 brings a multitude of additions and refinements to the realm Band together with your friends in search of the legendary land of Ivalice explore the ancient city of Skalla or face an old foe in a reimagining of your battle with the legendary dragon Shinryu Whether youre relaxing in the new residential area Shirogane or testing your mettle in PvP theres something for everyone in this exciting new update,The liberation of Ala Mhigo signals the end of an era of tyranny Here on the cusp of a new age of freedom her people must decide how they will greet their futureand reconcile with their past What path lies ahead for Lyse and her efforts to rebuild the nation What choices plague Fordola from within her prison cell And to where will Raubahn return now that the dream for his homeland has at last become a reality,5.52,16.48,49.18,81.0,24.0,25.0
1509321600,Missing,214908,Midori Forest,[6],Midori Forest is a spinoff game based on Yandere Simulator that was released for Halloween 2017 In the game the player plays the game as YandereDev going through a dark forest to collect ten different laptops within a 217 second time limit He must avoid the multiple pursuing Midori Gurins while searching,Missing,nan,nan,nan,nan,nan,nan
1507766400,"[5, 13, 14]",208422,Carnivores +,[6],The spiritual successor to the now defunct Carnivores Reloaded Carnivores is a partial conversion mod for Carnivores 2 whose goal is to recreate the first Carnivores game on the Carnivores 2 engine Its goal is not only to recreate the assets looks and atmosphere of the original game on the more advanced engine but also to extend on the concepts of the original while remaining true to the spirit of what made Carnivores great The mod adds new terrain to Carnivores original maps entirely new areas never seen before and new huntable and ambient animals to the roster to supplement the old classics,Missing,nan,nan,nan,nan,nan,nan
1509321600,"[12, 31, 32]",207152,Touhou Genso Wanderer Reloaded: Tojiko Soga,"[6, 48, 130]",Adds the player character Tojiko Soga to Touhou Genso Wanderer Reloaded,Missing,nan,nan,nan,nan,nan,nan
1508976000,[31],206926,I Make Saints,"[3, 6, 14]",I Make Saints is a short firstperson psychological horror walking simulator which can be completed in 30 minutes  Wander the personal hell of a deranged individual and discover the true nature of their terrible crimes through notes objects and saintly icons left over different atmospheric and at times surreal environments,Missing,0.0,0.0,0.24,40.0,1.0,1.0
1508976000,[31],205608,LEGO Worlds: Monster Pack,"[6, 130]",All you little monsters out there are in for a spooktacular surprise  trickortreat at your own risk It is night in Monster Town where Halloween is celebrated every day of the year This spooky town is full of all sorts of terrifically terrifying monsters haunted houses and ghastly vehicles that are sure to send chills down your spine Hop aboard the Ghost Train if you dare or become a Monster Scientist and build your own Spooky Castle Create discover and explore together with your friends in the new Monsters Pack for LEGO Worlds,Missing,nan,nan,nan,nan,nan,nan
1509321600,"[5, 9, 33, 35]",198521,The Code Zone Retro Pack,[6],The Code Zone Retro Pack is a collection of fifty fun little Windows games originally made for CDROM compilations in the 90s now repackaged and updated to run on newer systems by their original developer,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1508371200,Missing,196022,Kriegsland,[6],Kriegsland or Kriegsland Blutordnung is a Doom total conversion mod created by GAA1992 and YukesVonFaust inspired by the Wolfenstein franchise especially The New Order that adapts and brings its elements to the other id Softwares classic FPS  This PWAD features a completely new arsenal monsters including their behavior HUD ammo items and powerups sprites The games screens sounds and gameplay elements were also added or modified like separated keys for both grenades and the quick melee attack and the possibility of dualwielding most of the weapons It also features a good amount of difficulty blood and gibbing system,Missing,nan,nan,nan,nan,nan,nan
1508371200,[5],196013,VietDoom,[6],VietDoom is a Vietnam War DOOM modification by Sgt_Mark_IV Marcos Abenante of Brutal DOOM fame,Missing,1.5,0.0,0.0,0.0,0.0,1.0
1507507200,[12],187047,New,[6],New is an Off fangame acting as a continuation of OFFs events New is notable for answering major questions posed by Off as well as reworking the combat system to be more challenging and tactical,New features you controlling the extaciturn neochatty Batter After purifying the world of Off your quest seems to have been reset and your puppets motives as well as the world altered Unquestioning your objective is now bad people got in get rid of them,nan,nan,nan,nan,nan,nan
1508803200,"[2, 31]",186722,Krabat: The Secret of the Sorbian King,"[6, 34, 39]",Krabat is a classic pointandclick adventure game about the famous Sorbian fairytale figure Krabat Adventure scenes drawn by hand which take you to historic events and places such as Moritzburg Castle near Dresden or to Bautzen Authentic Sorbian voice recordings and optional subtitles in English German Lower and Upper Sorbian,Were living in 1714 and Augustus II the Strong is furious Lusatia is suffering under the tyranny of Augustus greedy squires But unexpectedly an old Sorbian power is rattling at the door of the Saxon kingdom Just the right time for new adventures new friends and enemies Its time for Krabat,nan,nan,nan,nan,nan,nan
1507766400,[7],184134,Liquorice,[6],Hyperreal realtime 70bpm  Connect programmable NodeTerminal machines and create a sonic singularity,Missing,nan,nan,nan,nan,nan,nan
1507852800,[31],182769,Transfer,[6],A queer narrative game about computers identity and what happens after you no longer understand who you are It is meant to be short and highly replayable taking an average of 410 minutes per playthrough where each can culminate in wildly different outcomes,Missing,nan,nan,nan,nan,nan,nan
1507248000,"[26, 32]",180068,Crankies Workshop: Grizzbot Assembly 2,[6],Missing,Missing,0.0,0.0,0.07,0.0,0.0,2.0
1509321600,"[13, 32]",179743,The journey to the party,[6],go to the spooookiest party of the year,Missing,nan,nan,nan,nan,nan,nan
1508976000,[31],178327,Crossing to the Cold Valley,"[3, 6, 14]",Crossing to the Cold Valley is a short and linear European fable that leads you through a small corner of a rich and dying world Take a seat and enjoy its characters and tales,Missing,0.38,0.0,0.6,55.0,2.0,2.0
1508716800,"[8, 31, 32]",178071,Witch: A Special Delivery,[6],Take control of a witch and help her find her purpose in life while helping out others with various quests and deliveries Find powerups defeat enemies and explore the world in this short metroidvaniastyled game,A sad witch laments over not being good at anything In order to find out what shes talented at she decides to use magic Thus she sets out on a quest to gather three eyes of newt in order to complete the spell and figure out her calling in life,nan,nan,nan,nan,nan,nan
1508284800,[34],177884,Magical Witch Bell and Her Non-Magical Friends,"[3, 6, 14, 34]",a short visual novel about a witch who fixes mishaps around town,Missing,0.3,0.0,0.0,60.0,1.0,1.0
1508198400,[32],177426,Majorariatto Museum,[6],A virtual museum of the indie studio Majorariatto,Missing,0.5,0.0,0.0,60.0,1.0,1.0
1508976000,[32],174405,Running With Rifles: Pacific,"[3, 6, 14]",In RUNNING WITH RIFLES PACIFIC you jump back in time to the Pacific theater of World War II to witness the epic clash between the Imperial Japanese Army and the United States Marine Corps  fighting over tiny specs of turf youve never heard of,Missing,nan,nan,nan,nan,nan,nan
1508716800,[12],171970,alt:V,[6],altV is a free alternative multiplayer client for GTAV It provides perfect synchronization on custom dedicated servers Play with your friends and make your own game modes with JS C and much more,Missing,nan,nan,nan,nan,nan,nan
