,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[5],273247,Daemonus,[6],A large medievalish castle set in the middle of the sea,Missing,Missing,,,,,,
1,[5],272001,Voyeur Hotel,[6],A rather professional looking multilevel hotel map,Missing,Missing,,,,,,
2,[5],271183,Numb Nimbus,[6],Large brickmetal void map,Missing,Missing,,,,,,
3,[5],268626,Dark Mountain II,[6],Sequel to Dark Mountain darkmtnwad This is a very large level with more detail in many places than the original Heretic engine can handle,Missing,Missing,,,,,,
4,[5],263364,Lord of the Cyberdemons,[6],This starts where Future Unveiled left off at the entryway to where four angry Cyberdemons are about to blow you away and you must rely on more than rockets or any weapons to get out alive,Missing,Missing,,,,,,
5,[12],255416,Princess Quest R,[6],A port of Princess Quest for PC  The game was illustrated by Sugiyama Genshō It was based on a 1996 audio drama of the same name The game was developed by AIC Spirits and Increment P Corp  The story is set in the Dharma Kingdom and involves the theft of a jewel Clues must be sought after in dungeons castles and towns until the true culprit is found,Five princesses from surrounding kingdoms are visiting Granmalnie Castle but young Prince Tapioca isnt showing much interest Meanwhile someone makes off with a valuable item Queen Madeleine hires a young swordsman named Willow to investigate the theft Willow is joined by Pal a magical creature who transforms Willow into a girl named Will Using this disguise Willow tries to gain the trust of the princesses in hopes of determining who is responsible for the theft,Missing,,,,,,
6,[12],242869,Master Blaze,[6],Role playing game developed and published by Nihon Create,Missing,Missing,,,,,,
7,[5],221661,ETC: Earthquake Test Centre,"[6, 14]",All that matters is that you find yourself in a BMstyle base with aliens and army trying to kill you Its clear that you need to find a way out In fact theres a working portal if only you could reach it,Missing,Missing,,,,,,
8,Missing,203450,Super Scattergories,[6],The classic category game is back and better than ever Now you can test yourself or challenge your friends and family with four all new brainteasing games plus the original Scattergories Put on your thinking cap and use your quick wits to go for that perfect score,Missing,Missing,,,,,,
9,[9],202059,Kids Tetris,[6],Kids Tetris is a variation of the classic Russian puzzle game geared towards children The main characters of the game are the Minos the pieces that make up the Tetris board There are four locations where you can play Tetris the circus the fire station the laboratory and the haunted house Each board requires a certain amount of lines to be cleared to win Tetris Since the game is a variation for children the blocks start out small and fall down slowly As the game progresses the pieces become more complex and they fall down faster After you win there are many toys and stage props that you can play with in the activity center You can also print out coloring pages based on the game and a certificate for each stage you play The game supports both single player and multiplayer The game is playable with the onscreen mouse controls or the keyboard,Missing,Missing,,,,,,
10,[13],165202,Wall Street Tycoon,[6],Wall Street Tycoon is a business simulator where you become a stock broker on Wall Street This game features a series of around twenty missions many of them based on real historical data from the 1860s to the 1990s taking in the big stock market crash of 1929 that kicked off the Great Depression and the oil crisis of the 1970s along the way,Missing,Missing,,,,,,
11,"[9, 33]",107240,Aguante Imaginario,[6],Aguante Imaginario is a puzzlebased game about a strange world full of eccentric and unique people The game consists of six arcade games that vary from a jigsaw to riddles putting emphasis on memorization and reflexes The game can also be played with two players leading to competitive gameplay,Missing,Missing,,,,,,
12,"[13, 14, 15]",95437,Everest,[6],Manage an expedition to the top of Mt Everest,Missing,Missing,,,,,,
13,Missing,94374,Revive... Sosei,"[6, 23]",The protagonist of the game a highschool student finds himself and other characters mostly female high school students trapped in a marine research facility Exploring the abandoned building the hero discovers the research staff died under mysterious circumstances Was this a murder committed by a human being or some sort of an unknown evil force The hero does not have much time to think since whatever took the lives of the scientists also threatens to murder them,Missing,Missing,,,,,,
14,"[2, 9]",92241,JumpStart ABC's,[6],JumpStart ABCs also sometimes referred to as JumpStart Learning Games ABCs is a JumpStart game in the JumpStart Learning Games series released by Knowledge Adventure in 1999 It is based on the video JumpStart Preschool Who Left the Juice in the Caboose  In the game Eleanor wants to find out who spilled his or her drink in the caboose and didnt clean up the mess The player accompanies her to visit each of her friends and find out was responsible for the spilled drink through a series of minigames,In the game Eleanor wants to find out who spilled his or her drink in the caboose and didnt clean up the mess The player accompanies her to visit each of her friends and find out was responsible for the spilled drink through a series of minigames,Missing,,,,,,
15,[5],78521,BHunter,[6],The game takes place in one of three flying cars selectable at the start of the game You rove around in a fully 3D cityscape a maze of tall buildings while hunting down criminals Destroy the bad guys with your basic ships weapons and gain more powerful weapons as the game progresses You are rewarded with credits for successfully taking down targets  BHunter also features networked gameplay for up to 8 players via a LAN or the internet,BHunter is set in 2098 where law and order are rapidly crumbling and the city has turned to enlisting the help of BHunters to help curb crime As a BHunter it is your job to deal justice swiftly to designated criminal targets,Missing,,,,,,
16,[14],70771,Animaniacs Splat Ball,[6],The Animaniacs Game Pack is a compilation of five arcadestyle games featuring the Warner Brothers and the Warner Sister and other members of the cartoon show Animaniacs,Missing,Missing,,,,,,
17,[9],70759,I Spy Junior,"[6, 14]",I Spy Junior is a hidden objects game based on the I Spy license,Missing,Missing,,,,,,
18,"[10, 14]",70325,Snowmobile Championship 2000,[6],In Snowmobile Championship 2000 a bargainbin snowmobile racing game from GT Interactive you get to race against four other AI drivers in one of eight locations The races take place in some of the worlds most beautiful winter settings including the Canadian Rockies Minnesota Lake Iowa Farmland Maine Forest Yellowstone Park Scottish Highlands German Village and Japanese Field  Varied terrain elements present challenges and opportunities including Moguls Ice Mud and Turns How you take a turn or whether you choose to ski over the moguls or choose a landlocked course around them are all bits of strategy that can move you to the front of the pack or send you to last place depending on your skill  You can either compete in the official Race mode or enter the Practice mode which lets you improve your skills on any of the eight different tracks  Game controls are all keyboard based Up Arrow to accelerate Right Arrow to turn to the right Left Arrow to turn to the left Brake or Stop just by lifting your finger off the accelerator key Options are available to modify your point of view 3rd person far 3rd person closeup and 1st person resolution up to 640x480 and level of detail low medium or high You can also toggle onoff the digital statistics time lap indicator and speed on the HUD,Missing,Missing,,,,,,
19,"[11, 15]",63166,Swarm Assault,[6],Swarm Assault is a real time strategy game where you battle with swarms of ants beetles spiders scorpions and wasps to control the map Each of the 5 Colonies have 3 units you can build there is no resource management as the stronger the unit is the longer it takes to hatch In total there is 100 levels to progress through based on 4 different terrain types also a level creator to generate your own maps,Missing,Missing,0.0,0.0,56.0,70.0,1.0,1.0
20,[10],49905,Test Drive Off-Road 3,"[6, 7, 22]",Some cars should stay on the pavement while others are designed to go where no other vehicle has gone before Those are the vehicles included in TEST DRIVE OFF ROAD You can choose from four different vehicles a Hummer Land Rover Defender 90 Jeep Wrangler and Chevrolet K1500 Z71 In addition to the four starting vehicles six more become available with extended play and include a monster truck dune buggy stock car hot rod Mini Cooper and an offroad beetle When you are ready to race there is a Mixed League and Class League to choose from Mixed League is open to any vehicle and Class League restricts the entries to vehicles of a particular type While you are racing the 12 tracks offer three different surfaces including dirt snow and rocks Try to master the elements and go where other cars cant with TEST DRIVE OFF ROAD,Missing,Missing,5.27,0.0,6.64,78.0,4.0,4.0
21,[13],46994,Panzer Elite,[6],Panzer Elite is a Simulation game developed by Wings Simulations and published by JoWooD Entertainment AG which was released in 1999,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
22,"[2, 9]",25916,Uncle Albert's Fabulous Voyage,"[6, 14]",Tom the chameleon is in grave danger Can you trace Uncle Alberts route to the four corners of the Earth in order to save Tom From Istanbul to Zanzibar passing by Borneo the Amazon and numerous other far away places Uncle Albert will take children on an amazing journey full of surprises and unexpected trails Crocodiles carnivorous plants mischievous crabs and a magic recipeUncle Albert is counting on his young companions to overcome the obstacles in his path Kids go on four different missions in a world full of realistic backgrounds and poetic humor The program also features pages kids can personalize and print,Tom the chameleon is in grave danger Can you trace Uncle Alberts route to the four corners of the Earth in order to save Tom From Istanbul to Zanzibar passing by Borneo the Amazon and numerous other far away places Uncle Albert will take children on an amazing journey full of surprises and unexpected trails Crocodiles carnivorous plants mischievous crabs and a magic recipeUncle Albert is counting on his young companions to overcome the obstacles in his path Kids go on four different missions in a world full of realistic backgrounds and poetic humor The program also features pages kids can personalize and print,Missing,,,,,,
23,"[7, 33]",24612,Give it Up! 2,[6],Game for android and ios platform,Missing,Missing,,,,,,
