,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[5],273722,Ezekiel,[6],Ezekiel is a ninemap Doom II episode WAD for limitremoving source ports created by various mappers led by Jon Vail 40oz The first episode is based around fastpaced combat and 1999style levels with a similar aesthetic to Hell Revealed 2 and Thy Flesh Consumed Episode 2 features a swampy dark green and grey Heretic and Hexen styled aesthetic with large layouts and large monster quantities The unfinished third episode was meant to feature suspenseful exploratory levels with jump scares and high contrast lighting in a theme featuring lots of cement charred rock and vine textures,Missing,,,,,,
1,"[12, 31, 33]",272144,Tuiterland,"[6, 34]",Tuiterland is a Twitter playable parody made by SkulleD42 You can interact with a lot of users play with one of the 40 available avatars play various minigames and of course live the profound and convoluted story of the game  The game can be played on Android using the free emulator JoiPlay available on Google Play Store but slight visual glitches may appear,Missing,,,,,,
2,[5],271326,Ruins of Mazotac,[6],Small green Wizardtextured temple ruins with some ancient machinery The map source is included,Missing,,,,,,
3,[5],268884,Shades of Darkness,[6],A new mission pack for HeXen containing 5 all new levels and a 6th unfinished map A sequel to Despair for Heretic,Missing,,,,,,
4,[5],262310,Soundless Mound,[6],Soundless Mound is a singlelevel PK7 for Doom II using the GZDoom source port It was designed by Marisa Lago in 2018 and is inspired by the Silent Hill series of survival horror games In the Doom Mapping Contest II Hellectric Boogaloo it was awarded first place and it received further updates via the authors GitHub repository,Missing,,,,,,
5,[5],262167,Port Glacia,[6],Originally a map for Jimmys Joy Of Mapping 5 I ended up pulling it as it had gotten too large and ambitious and its size  length would have really bogged down what was already a hefty community project This allowed me the chance to polish the map up to a higher standard,Missing,,,,,,
6,Missing,261960,Eternal Slumber Party II,[6],Eternal Slumber Party II often shortened to ESP2 is a megawad for Doom II created by TimeOfDeath and released on April 16 2018 Just like its predecessor Eternal Slumber Party it is a collection of maps that TimeOfDeath had previously released as standalone PWADs or as submissions to larger community projects,Missing,,,,,,
7,Missing,260952,Plutonia 4: Back to Your Hole,[6],Plutonia 4 Back to Your Hole sometimes simply called Plutonia 4 is a limit removing joke WAD with 32 levels created by Roberto Lopez Gothic Originally made as a homage to SilverMiners Plutonia 3 Going to Surface the WAD themes are inspired by Plutonia and its unofficial sequel As with many joke WADs Plutonia 4 includes farcical elements such as ridiculous enemy placement intentionally unpleasant map design and humorous custom graphics,Missing,,,,,,
8,[5],257150,Monuments of Mars,[6],Monuments of mars is a short episode for Doom 2 designed for limit removing source ports made by various members of Doomer Boards,Missing,3.32,0.0,0.0,60.0,2.0,3.0
9,[5],256870,Maskim Xul,[6],A set of 3 Boomcompatible maps for Doom II with a decidedly Lovecraftian theme to the second and third with epilogue maps on MAP04 and MAP30,Missing,,,,,,
