first_release_date,genres,id,name,platforms,rating,summary,main,extra,completionist,review_score,review_count,people_polled
762220800,"[2, 9, 31]",8285,Teenagent,"[3, 6, 13, 14, 16]",69.67068596780935,The CD version was the first game to be released on CDROM in Poland,2.88,2.92,3.01,54,24,35
