,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[5],273731,Infected Area,[6],Infected Area is a Doom II episode replacement mod of seven levels created by Chuck Grant in 1996,Missing,Missing,,,,,,
1,[5],257305,Phobos: Relive The Nightmare,[6],This is a ninelevel WAD file with new graphics music and sound FX The levels are very detailed and are designed to mimic the style of the original shareware Doom  This is an attempt at bringing back the classic realistic look of the Doom 1 levels The story is the same as Doom 1  Knee Deep in the Dead You must fight your way through the Phobos moon base to the anomaly that monsters are pouring through Check out the additional notes at the end of this file for more level info,Missing,Missing,,,,,,
2,[34],165590,Magical Girl Pretty Samy Part 2: In the Julyhelm,"[6, 7, 149]",A visual novel based on the Magical Girl Pretty Sammy series,Game includes two remaining episodes Episode 3 Friends Episode 4 Leave it to Sammy,Missing,,,,,,
3,"[2, 34]",71796,"Living Books: Sheila Rae, the Brave",[6],Based on the book by Kevin Henkes Sheila Rae the Brave is the eleventh Living Book and released on February 27 1996 It was the last title in the series to use the old 512 x 384 resolution The story is about how Sheila Rae isnt afraid of anything unlike her sister Louise who is frightened of anything her sister does This is once again one of the rarest titles due to being out of print for a long time and is very hard to come across,Missing,Missing,,,,,,
4,[15],47081,Worms United,"[6, 13]",This compilation includes   Worms base game  Worms Reinforcements addon,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
5,[5],20604,Krazy Ivan,"[6, 7, 32]",It is the year 2018 Devastating energy shields have appeared in five different places on the earth and are spreading at an incredible rate There is only one solution combat the enemy from within and destroy them Only one machine is powerful enough a 40ft high Robot Only one man is crazy enough to operate it His name Krazy Ivan,Missing,Missing,1.12,0.0,1.25,63.0,4.0,3.0
6,[13],20129,Top Gun: Fire At Will,"[6, 13, 14]",Top Gun Fire at Will is a flight simulator based on the movie of the same name You take the role of Maverick and must pilot your F14 Tomcat with your RIO Merlin in the backseat through a series of missions that begin with the Top Gun School in San Diego and continue with conflict zones in Cuba Korea and Libya Full motion video cutscenes with live actors play between many of the games fifty or so missions with James Tolkan being the only actor to return from the original movie,The games overall plot focuses on the playercharacter Maverick going to combat in Cuba North Korea and Libya against a secret group of mercenary pilots called the Cadre,Missing,0.0,0.0,0.0,0.0,0.0,0.0
7,"[13, 15]",15517,Silent Hunter,[6],Silent Hunter is a World War II US Fleet Submarine Combat Simulator As a commander of a US submarine in the Pacific Theatre from Pearl Harbor to the end of the war you have a variety of submarines from which to choose and your task is simple sink as much enemy tonnage as possible One can play historical missions hypothetical encounters or the career based campaign game There are 9 patrol zonesfrom the Solomons to the Sea of Japan and many coastal cities ports and harbors to sneak into on either recon missions or to just sink ships tied up in port As commander you may receive medals or commendations after especially successful or hazardous missions Compare your tonnage and kill scores to those of actual commanders of the period and see if you can match up to the best,Missing,Missing,,,,,,
8,[13],871,Silent Thunder: A-10 Tank Killer II,[6],The game simulates the FairchildRepublic A10A Thunderbolt II a very powerful antitank aircraft developed for the US Air Force in the 1970s There are 10 weapons a lot of friendly and enemy aircraft and ground vehicles available in the 24 flown missions,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
9,[13],934,Wing Commander IV: The Price of Freedom,"[6, 7, 13, 14]",The year is 2673 four years after the Treaty of Torgo and the end of the Kilrathi War As hostilities died out more trivial concerns like rebuilding what was lost or dealing with space piracy became the biggest concerns of the Terran Confederation Even Christopher Maverick Blair the famous Confed pilot responsible for ending the war settled down and became a farmer In these times of peace humans grew fat and complacent All good things must end though Soon enough heinous incidents erupted on the outskirts of the Confederation and humanity was forced to the brink of civil war Confed HQ needed the best and decided to recall Colonel Blair to active duty This is where you come in  Wing Commander 4 is one of the greatest space sims of all time and some even consider it the greatest one of all It is one of those games that did everything right This is one of the few games that actually successfully manages to integrate a lot of FMV into the action mostly because it uses trained film actors and directors The combat is straightforward fluid and entertaining The characters are as believable and memorable as they come The orchestrated music  just perfect Finally its enthralling story is both deep and plausible  a combination that is often lost in modern games There is simply no reason not to play this game and once you do start playing you will find it hard to think of a reason why you should stop,Missing,89.42574654654268,11.48,13.64,29.02,82.0,19.0,23.0
10,"[15, 16]",634,Sid Meier's Civilization II,"[6, 7, 14]",A turnbased strategy video game set around several different historic civilizations,Missing,88.16666908701751,21.99,61.11,75.69,84.0,61.0,26.0
11,"[5, 8]",586,Abuse,"[3, 6, 13, 14, 16, 39]",Abuse resembles a sidescrolling platform game The game is marked for its unusual control scheme The keyboard is used to move Nick while the mouse is used for aiming the weapons The basic gameplay consists of fighting various enemies mostly the various forms of mutants who prefer to attack in huge swarms and solving some simple puzzles most involving switches,The protagonist of the game Nick Vrenna has been unjustly incarcerated in a prison where the staff are performing unethical medical experiments upon the inmates A prison riot occurs and an experiment goes horribly wrong The people inside the prison  except for Nick who seems to be immune  get infected with a substance called Abuse that transforms them into monsters Nick takes a laser gun and goes on to singlehandily destroy all mutants stop the substance from spreading further and escape from the prison complex,71.71279523210673,5.51,0.0,0.0,62.0,6.0,1.0
12,"[2, 9, 31]",1953,Zork Nemesis: The Forbidden Lands,"[6, 13, 14]",Travel through five mindbending worlds to discover the ancient secret of alchemy that will free the trapped souls from evils grip Do you dare enter the Forbidden Lands,Missing,70.0,6.78,0.0,13.33,71.0,5.0,6.0
