first_release_date,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
1585526400,[5],271746,Mars Base Excavation Incident,[6],Large Doomstyle level using original Doom textures It starts out in a remakeconversion of E1M1 and provides a journey through various base and undergroundmarble temple areas effectively using a Doomlike layout Comes with a custom skybox and a music track,Missing,nan,nan,nan,nan,nan,nan
1584489600,[5],271454,Castle Zanthu,[6],Mediumsized castle using Daikatana E3 textures Comes with a custom skybox and a poster screenshot,Missing,nan,nan,nan,nan,nan,nan
1583366400,[5],270651,FM4X,[6],FM4X is a fourpart mod by Fernando Márquez that was created for Duke Nukem 3D Atomic Edition Released over the course of 16 years from 20042020 each of the four installments replaces one of the episodes from the base game,Missing,nan,nan,nan,nan,nan,nan
1585612800,Missing,269141,Cinnabar Kamen,[6],Tokusatsuthemed single plane beat em up,Missing,nan,nan,nan,nan,nan,nan
1583452800,[5],268756,Quest for the Crystal Skulls,[6],Quest for the Crystal Skulls is a new actionpacked episode for Heretic Corvus is confronted by a Heresiarch a powerful minion of the Serpent Riders This dark wizard has stolen three crystal skulls using their power to open a portal to the underworld in the hopes of bringing about his masters return Corvus must collect the remaining six crystal skulls in order to unlock the celestial path and confront the Heresiarch before its too late,Missing,nan,nan,nan,nan,nan,nan
1583712000,[9],268047,Tasty Jigsaw: Happy Hour,[6],Tasty Jigsaw Happy Hour  is an exciting puzzle game and a fantastic opportunity to try tasty treats without leaving the house Assemble jigsaws from a multitude of pieces and learn the history in 500 highquality photos,Missing,nan,nan,nan,nan,nan,nan
1585180800,"[9, 13, 32]",264383,Imemo,[6],You assign the number of blocks and create a game field where you need to find paired images,Missing,nan,nan,nan,nan,nan,nan
1584576000,[5],263366,Metal.ik Vol. II,[6],Ik a soul liberated full of hatred penetrates the depths of Internet to Play a cassette because music is the only human vestige that remains  FPS Steampunk like a Quake  Hotline Miami,Missing,nan,nan,nan,nan,nan,nan
1585353600,[5],263352,Metal.ik Vol. I,[6],Dystopian world the end after the end of time  QuakeInspired Shooter Miami Hotline in Stampunk Style,Missing,nan,nan,nan,nan,nan,nan
1585440000,[5],262555,Terminal,[6],An Episode 2 map thats chockfull of lasersaturated demonmunching action This level is about 20 minutes long so a cut version has been provided in the E2M3 slot for people who dont like long maps,Missing,nan,nan,nan,nan,nan,nan
1583884800,[5],257301,Mutabor,[6],One large and complex vanilla compatible map Difficultywise this should be a bit less demanding than some of my previous works Map 2 and 3 are just bonus stuff,Missing,nan,nan,nan,nan,nan,nan
1583280000,[5],257300,Devil's Grip,[6],Missing,Missing,nan,nan,nan,nan,nan,nan
1584835200,[5],257288,Pathogen,[6],Thanks Nue for the speedy work on the graphics textures were pinched from CC4 and Jimmys Zoon texture packs also where the misty sky came from New palette is ReaperAAs excellent Coldpal colour palette,Missing,nan,nan,nan,nan,nan,nan
1585612800,[5],257159,Biotech is Godzilla,[6],Forests of concrete and steel breathing and flowing forever under the wide eye of the sun now ruled the works of man His own eyes watch as hummingbirds swarm their branches and feed from whirring flowers Long since had a creature like him been to this place and standing in the midst of this weird marriage of nature and machine he felt himself an intruder What happened here to create this new earth And what became of those responsible for this ironclad garden of earthly delights  Before he can finish the thought the marines spell is broken by a thundering roar  Seems not all of mans gifts were of good intention  Biotech is Godzilla is the 22nd limitremoving project from the natureloving treehugging hippies in the Doomer Boards Kommune Led by glenzinho it features eight maps of intense scenic action pretty enough to paint a picture that will have you itching to get out your gardening overalls after its all said and done,Missing,nan,nan,nan,nan,nan,nan
1583366400,[5],257158,Occult Secrets of the Third Reich on Mars,[6],Occult Secrets of the Third Reich on Mars is the 21st limitremoving project from the inglorious bastards themselves the Doomer Boards Krew Featuring nine maps of outrageous soontobebannedinGermany action not to mention possibly the most sector swastikas ever assembled in a single WAD file OSotTRoM is a timely reminder that the only good Nazi demon is a dead Nazi demon On Mars,Missing,1.75,0.0,0.0,0.0,0.0,1.0
1584662400,[32],256399,Coloring Pixels: Music Pack,"[3, 6, 14]",This Music themed book unlocks 20 additional levels for Coloring Pixels Inspired by the music industry from relaxing piano to rockstars at gigs expect a celebration of music culture equipment and instruments,Missing,nan,nan,nan,nan,nan,nan
1583539200,[5],252535,Chex Quest 4: Flemmed to The Core,[6],A modification of Chex Quest 3 that adds a new episode,The dastardly muccus species have taken things one step too far and have kidnapped the Chexian heads of state and taken them to their home galaxy Its Chexguys task to locate the portal Lord Snotfolus used rescue the governors and rice heck,nan,nan,nan,nan,nan,nan
1585612800,[13],250047,Maridows 64,[6],Missing,Missing,nan,nan,nan,nan,nan,nan
1583625600,[32],248806,Match Me If You Can,"[3, 6, 14]",A crime has been committed  The killer is hidden in a pub where a speeddating event is taking place  Infiltrate the event undercover casually question the suspects connect the dots and arrest the murderer Unless love turns up to mess with your plans,Missing,nan,nan,nan,nan,nan,nan
1585267200,[32],242892,Indiepocalypse #2,"[3, 6, 14]",Issue 2 of a monthly indie game anthology collecting games from 10 developers,Missing,nan,nan,nan,nan,nan,nan
1583193600,[32],242062,Uniform Girl,[6],This is a search for beautiful girls Through the wiping of the gentlemen the girls and girls interact to trigger the unlocking of all CG,Missing,0.22,0.0,0.55,48.0,4.0,5.0
1584576000,"[5, 15, 31, 32]",238372,Corpse Disaster: Survivors,[6],In another failed invasion plan you were caught in a storm Cut off contact with friends who have worked together for many years The city was thrown into a mess by the explosion of the laboratory and the spread of the virus You are blocked by many virusinfected creatures and enemies,Missing,nan,nan,nan,nan,nan,nan
1584662400,Missing,237831,Fallout: Sonora,[6],Fallout Sonora is a total conversion mod for Fallout 2 featuring a wholly new campaign taking place after the events of the first game in the area around the titular Sonoran Desert,Missing,nan,nan,nan,nan,nan,nan
1584144000,Missing,234966,Virus Buster,"[6, 14]",Protect me from viruses I will take my clothes off if you help,Missing,nan,nan,nan,nan,nan,nan
1585180800,Missing,234964,Hentai Splash,"[6, 14]",Squirt Splash My heart wont stop pounding,Missing,nan,nan,nan,nan,nan,nan
1583884800,[9],234963,My Harem,[6],This game is a classic memory game with several levels of difficulty and beautiful arts,Missing,nan,nan,nan,nan,nan,nan
