,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[5],274197,Nostromo's Run,[6],Nostromos Run takes place in an isolated station aboard some alien planet The base was used for fighter training and mutant entertainment and features a large arena Humans were being brought to this pleasure ground for the mutants amusement,Missing,Missing,,,,,,
1,[5],274156,Congestion Control 2,[6],Like its predecessor Congestion Control this map Congestion Control 2 is a fastpaced and fun Doom II level It also features a unique visual style different from the first one,Missing,Missing,,,,,,
2,[5],273212,Wet Dream,[6],2level mini episode consisting of HighWires Wet Dream and Tropical Alien Massacre Great design with Caribbean setting featuring fitting custom art and challenging gameplay,Missing,Missing,,,,,,
3,[5],273146,Community Build Project 3,[6],A map built by 10 different builders So 10 different styles everything is SP Basically same idea as CBP2,Missing,Missing,,,,,,
4,[5],272028,Dark Place 3,[6],This third in the series takes place in some icy setting  a healthy mix of light industrial and ski park themes,Missing,Missing,,,,,,
5,[5],271975,Welcome Home,[6],Whome takes place in a nicely detailed industrial based city with plenty of explosions neat sector tricks and solid urban gameplay,Missing,Missing,0.19,0.0,0.0,0.0,0.0,1.0
6,[5],271446,The Terracotta Terror,[6],Small terracottacolored Coagulastyle space map,Missing,Missing,,,,,,
7,[32],253216,Rusty Lines Remastered,[6],Wed like to introduce to you yet another remake of a widely known Color Lines game which we called Rusty Lines,Missing,Missing,,,,,,
8,[12],242705,Dice Fantasy,[6],Dice Fantasy is a turnbased RPG grid fantasy action game from the Shock Price Advanced Series,Missing,Missing,,,,,,
9,Missing,209902,Hidden Stroke: APRM,[6],Missing,Missing,Missing,,,,,,
10,Missing,209746,Quest for Saddam,[6],Missing,Missing,Missing,,,,,,
11,Missing,206491,Bridge 3000,[6],Missing,Missing,Missing,,,,,,
12,[5],196834,Half-Life: Invasion,[6],Invasion is a singleplayer modification of the famous game HalfLife But a lot of innovations have been added Among the most important new features there are 44 maps 12 new weapons infrared gun flame thrower etc 2 new human enemies a tank that you can drive an entirely renewed protective suit and multiple subtitles,The HL Invasion scenario starts at the end of HalfLife Remember you were in a train with the strange Gman  Fortunately scientists hidden in a subsidiary laboratory with Black Mesa manage to repatriate you there with a space probe in which you jumped just before the Gman kills you Once awoken you discover this secret laboratory that the government forces havent discovered yet You are watching a teleportation experience when suddenly overtrained marines invade this hiding place  From this moment youll never be alone  This new trip will lead you into subsidiary areas with Black Mesa where youll get more revelations about the government objectives and the world of Xen ,Missing,,,,,,
13,"[4, 5]",196253,Max Payne: Kung Fu 3.0,[6],Kung Fu is a topoftheline kungfu modification for Max Payne It included a new training map improved acrobatic skills and a kung fu fighting system Some of the new features include new kung fu style flips and spins wall running and wall jumping two additional gunshot dodging techniques and improved impact physics that allows for juggling bodies and throwing them into walls and other enemies  a handtohand fighting mode and a stick fighting mode a Kung Fu skill level system and a complex combo attack system,Missing,Missing,,,,,,
14,"[5, 31]",150227,Point of View,"[6, 14]",You have been Gordon Freeman Adrian Shepard and Barney And what did you did during all that time You killed all those poor Xen aliens Have you ever thought about their Point of View POVPoint of View is a new single player HalfLife MOD where you will play as a Alien Slave named Xonxt,You have been Gordon Freeman Adrian Shepard and Barney And what did you did during all that time You killed all those poor Xen aliens Have you ever thought about their Point of View POVPoint of View is a new single player HalfLife MOD where you will play as a Alien Slave named Xonxt,Missing,2.33,2.78,0.0,70.0,1.0,2.0
15,"[4, 5, 12, 15]",140225,Heat Project 2,[6],HEAT Project is an online firstperson shooter game which takes realistic location and weapons in the world as the background including National Palace Museum Alcatraz Island and Mong Kok Hong Kong,Missing,Missing,,,,,,
16,Missing,117668,Beetle Ju,[6],Beetle Ju is a game inspired by mazedig concept games such as Dig Dug Mr Do Digger and Boulder Dash Youre playing as a small beetle named Ju shortening for Junior and your aim is to clear your home dungeon flooded with evil and treacherous monsters  Make your way through the labyrinth by digging the path either cleverly moving obstacles such as boulders or simply blowing them up Various weapons are available such as grenades rockets and time bombs In addition the use of projectiles is also worthwhile in the fight against the numerous villains  A total of 101 levels are available,Missing,Missing,,,,,,
17,"[31, 34]",75879,Neon Genesis Evangelion: Girlfriend of Steel 2nd,"[6, 8, 14, 38]",Neon Genesis Evangelion Girlfriend of Steel 2nd 新世紀エヴァンゲリオン鋼鉄のガールフレンド 2nd Shinseiki Evangerion Kōtetsu no Gārufurendo 2nd lit Neon Genesis Evangelion Girlfriend of Steel 2nd subtitled in English Neon Genesis Evangelion Iron Maiden 2nd is a Gainaxproduced adventure animestyle video game and manga based on that game set in the alternate universe seen in episode 26 of Neon Genesis Evangelion The player controls Shinji Ikari the hero of the original Evangelion series as he navigates his home school and social life in a nowpeaceful Tokyo3,Missing,Missing,3.0,3.0,4.5,43.0,3.0,4.0
18,"[31, 34]",69151,Aoi Namida,"[6, 11]",Missing,Missing,Missing,,,,,,
19,"[8, 9]",26191,Marble Blast Gold,"[3, 6, 11, 14]",Marble Blast Gold revolves around controlling a colorful marble around different stages with the goal of getting to the end pad while avoiding falling off the level Some levels contain hazards to hinder the players progress and powerups to help you pass through or over various environments In levels with gems you must collect them all before you are allowed to complete the level Some levels feature a Qualify Time where you must finish the level in the allotted time limit and all levels feature an optional Gold Time target though clearing these do not unlock anything,Missing,Missing,15.0,0.0,40.0,80.0,5.0,2.0
