,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
51,"[12, 16, 32]",252343,Memoryland Prelude,[6],Trapped in a world of memories you must retrace the past after a glitch in the simulation threw everything into chaos Discover cards that can summon strange creatures and fight to unravel the mysteries of Memoryland Memoryland Prelude is a dreamlike card based JRPG and is the first chapter in the Memoryland series,Enter the dreamlike world of Memoryland and relive your fondest memories The only catch theres no going back  For those whove entered they made the choice knowing this fact But something went wrong One inhabitant woke up in this strange world not knowing how he got here  You play as Cal who finds himself trapped in this predicament In search of a way to escape he must explore Memoryland to retrace his own past But it seems like theres a glitch in the simulation turning the memories themselves hostile,,,,,,
52,[32],252104,Kill the Man in the House,[6],A short visceral firstperson shooter about killing a man in a house,Missing,,,,,,
53,Missing,252080,Rain on their Parade!,[6],Sidescrolling rain shooting  game made in 72 hours for Ludum Dare 53  Youre a rain delivery cloud at Cloud Academy but youre on your way to flunking the year  Nobody told you that raining cats and dogs wasnt meant to be literal  Pass these rainy assignments or youll be stuck on golf course sprinkler duty all summer,Missing,,,,,,
54,"[9, 34]",252074,Love and Demons,[6],Love and Demons is an hilarious Isekai Parody Visual Novel game where you control the fate of Maximillian a young and naive prince who accidentally enters a portal and finds himself in a mysterious and dangerous demon realm In Love and Demons you play as Maximillian a charming but clueless prince who quickly becomes the object of desire for the demon realms most beautiful girls Keep an eye on your level of coverage and carefully choose your responses or your disguise will disappear  Made with a custom engine in Love and Demons you can choose your own path make decisions that will impact the story and watch as your choices lead to different outcomes and endings  As you progress through the game youll encounter hilarious scenes absurd puzzles wild romance some bugs and a lot of bad endings  Will you choose to fight your way through the demon realm or win the hearts of the girls who cross your path The choice is yours,I Accidentally Entered a Portal to the Demon Realm Becoming the Most Handsome Demon,,,,,,
55,[12],252044,Dragon Quest X: Nemureru Yuusha to Michibiki no Meiyuu Offline,"[6, 48, 130, 167]",The V2 expansion from Dragon Quest X Online remade as DLC for Dragon Quest X Offline,Missing,,,,,,
56,"[13, 31]",251989,SnowRunner: The Mastodon,[6],Expand your vehicle collection with The Mastodon DLC to receive the ZikZ 612H Mastodon a superlarge superheavy beast of a truck with 3 builtin trailer slots The Mastodon DLC is not included in the Year 1 Year 2 or Year 3 Pass,Missing,,,,,,
57,Missing,251852,Mystery Solitaire: Cthulhu Mythos 2,[6],Feel the cold breath of Cthulhu Explore the worlds of Lovecraft collect all the special cards,Missing,,,,,,
58,"[13, 31, 32]",251826,Sandbox,[6],The goal of the game is to collect 22 bills To collect them you need to press the play button and move to the sandbox level,Missing,,,,,,
59,[33],251718,Mechanism,[6],Late into the night the bear animatronic awakes from the stench of suspicious activity what will he find,Missing,0.0,0.0,0.0,0.0,0.0,0.0
60,Missing,251650,FPVSIM FPV Simulator,"[6, 82]",FPVSIM is an FPV simulator that is designed  tuned for high consistency with research level quadrotor dynamics simulation engine,Missing,,,,,,
61,[5],251649,Worlds War 1,[6],Worlds War 1 is a shooter scifi game where you fight against all odds in a battle to save the earth from the aliens who started attacking the earth  and your home,Missing,,,,,,
62,Missing,251590,Desert Bus,[6],Desert Bus is a mod for Undertale that recreates the original game of Desert Bus with an 8 hour long room in Undertale,Missing,8.0,16.0,0.0,10.0,1.0,3.0
63,[9],251436,Project: Playtime - Phase 2: Incineration,[6],Phase 2 is finally here The horrors continue with an allnew map along with a host of new terrifying monster skins and intricate survivor skins Phase 2 also expands on gameplay with new puzzles a UI overhaul and a slough of quality of life upgrades,Missing,,,,,,
64,"[13, 31, 32, 33]",251361,Escape From Russia: Mobilization,[6],Originally russian runner in which you have to find yourself in the shoes of a poor piglet running away from the military commissar with a agenda,Missing,,,,,,
65,"[15, 32, 35]",251349,Terrapy,[6],Terrapy introduces the player to the complexity of caring for houseplants Each plant requires its own unique accommodations and will react accordingly to the players selections As is such when caring for each other Terrapy illustrates the costs and benefits of personal choice and free will within a wholesome environment integrating horticulture to nurture empathy and growth,Missing,0.0,0.0,0.0,0.0,0.0,0.0
66,[34],251330,Akahane Academy,[6],Its back to school after the break Your club leader is acting stranger than usual The teacher is going crazy and three new boys who are dying to meet you  Well the teacher is always like that But why is everyone being so weird today  These new boys seem to like you And by like I mean it,Missing,,,,,,
67,[13],251243,Real Time Assist Replay Time,[6],Real Time Assist Replay Time is a slot machine simulator,This game is slot machine simulator So fun to compete for scores And can listen to cute songs,,,,,,
68,"[2, 31]",251240,Young Street,[6],Before bipedal apes invented radio receivers before we exchanged our gills for lungs there was radio Manmade transmissions mutate and extend the electrosphere  Remember the alien face of nature,Missing,,,,,,
69,"[11, 15]",251222,Total War: Warhammer III - Update 3.1,"[3, 6, 14]",In this update you get  A new Legendary Hero  Bretonnia are getting some love with plenty of changes and rebalances  The Great Drill of Hashut will strike in a new Chaos Dwarf endgame crisis for Immortal Empires The Will of Hashut  Beef up the lower tiers of infantry with the fourth Regiments of Renown,Missing,,,,,,
70,Missing,251181,Austrian Avian Association,[6],Austrian Avian Association is an episodelength total conversion for Doom II You play as Katarina Berger a Schnabelperchten doctor who has to save her home and potentially the world from a sudden invasion of monsters caused by humans tampering with dark powers,December 11th 1898  Something nasty is going down in AustriaHungary and no it doesnt involve Franz Ferdinand in any way  In the western part of the country tucked away in the middle of the Alps are a group of bundledup birds known as the Schnabelperchten They estivate throughout the warmer months in their village of Perchtam der Rauris only waking once fall breaks back to winter At Januarys start the Perchts visit the local townsfolk and either give them gifts if theyve been hardworking and kept things clean or disembowel and stuff them with straw if theyve slacked off big time  Its a tough yet fair system thats been an unbreakable tradition for hundreds of years until now  You are Maria Katarina Trina Berger the 56yearold doctor and herbalist of the Perchts Making sure that your fellow fowls are healthy and stable before and shortly during their estivation you always end up being the last to nestle up and start slumbering But you are also the last to awaken and it might have saved your bacon  After coming out of your estivation you get dressed grab your tools and head out to take count of your fellow flock However as you descend down the slopes you notice signs of a struggle and subsequent battle in the local area The sight of ransacked houses and dead beings confirms your worst fears  something attacked your village while you still sleep While assessing the damage you find Auguste  a Percht guard  slumped on a bedroom wall with multiple injuries  She is fortunately still alive and quite shocked that youre here You treat the wounds and while doing so learn what happened while you were slumbering Everything was going well until the 28th of November when a strange beam of dark light shout out from the peak of Grossglockner the areas secondtallest mountain Soon after this incident a legion of creatures  bone hounds tatzelwurms and harpies  descended from the mountain They proceeded to capture the local humans and kobolds turning them into their expendable grunts  When word got out the Percht matriarch felt a sense of overwhelming danger and quickly organized a mass evacuation of the local area A gang of guards were sent to assist and protect though most of them would go missing one way or another The Perchts themselves had mostly fled when their village was attacked so casualties on their end was thankfully low And in the midst of all this chaos a rumor spread that you had died in your sleep Thats why nobody woke you up  Angered you tell Auguste that youll personally deal with the bastards who threw this land into chaos and walk away She worriedly advises against it  that you should join the military gathering up troops in the east But youve already made up your mind At home you grab a map of the local area your trusty basket some rations and a handful of throwing axes  Its time for some aggressive alpinism,,,,,,
71,[2],251176,Sinking Iron,[6],A strong submarine earthquake caught the attention of an amateur diver and his apprentice  They were close by when the incident happened and decided to investigate before officials arrived  You are the apprentice Good luck,Missing,,,,,,
72,"[5, 8, 33]",251116,The Wonderful 101: Remastered - The Wonderful One: After School Hero - Part 2,"[6, 48, 130]",Get ready for a unique sidescrolling experience in the world of The Wonderful 101 Remastered This free DLC lets you enjoy a brand new episode in which you experience Lukas story  In Part 2 of this DLC dont miss some brand new mode including a Caravan Mode and Online Rankings,Missing,,,,,,
73,[34],251089,Ganku Ganku,"[3, 6, 14, 82]",Search for the perfect fruit while evading your natural predators,Help Saru the Monkey evade his predators as he searches for his favorite fruit,,,,,,
74,[9],251070,Blockade,"[6, 14]",Blockade is a desktop puzzle game that takes a different approach towards the match3 strategic puzzle solving genre,Missing,,,,,,
75,[32],250956,FightBit,[6],FightBit is a sidescrolling beatemup with pseudo 8bit graphics and rudimentary gameplay influenced by contemporary melee focused combat games,Missing,,,,,,
76,[31],250932,Alone in the Dark Prologue: Grace in the Dark,"[6, 167, 169]",Grace in the Dark is a freetoplay prelude to Alone in the Dark a reboot of a horror classic It gives players their first glimpse into the story of Alone in the Dark and helps set the atmosphere which is expected to be a more linear experience with some exploration and basic puzzles Grace in the Dark will provide about 1520 minutes of gameplay but will not feature any combat,Missing,,,,,,
77,"[15, 16]",250912,"Warhammer 40,000: Gladius - Relics of War: Firepower Pack",[6],The Firepower pack brings 10 new units to the battlefields of Gladius Prime The new units will bring overwhelming firepower and will increase the strategic options available to all commanders,Missing,,,,,,
78,"[15, 16, 24]",250908,"Warhammer 40,000: Battlesector - Orks","[6, 167, 169]",The most warlike race in the Galaxy Orks live for the joy of battle and are always chasing their next big Waaagh They arrive in Warhammer 40000 Battlesector with fifteen superkilly units that are all armed to da teef and overflowing with Dakka,Missing,,,,,,
79,[34],250903,5 minutes,[6],5 minutes is a visual adventure,Missing,,,,,,
80,"[13, 15]",250897,War For Galaxy,[6],Become the ruler of the entire Galaxy colonize planets extract resources build defenses and fight in planetary battles,Missing,,,,,,
81,[14],250881,Golf with the Lads,[6],A short project aimed at bringing a fun minigolf experience to VR for free,Missing,,,,,,
82,"[8, 31, 32, 33]",250797,Astebros,"[6, 29, 130]",Choose your hero among three different characters and go through procedural dungeons to eliminate your formidable opponents  Astebros is a roguelite game about the beginnings of the kingdom of Asteborg Choose your hero among three different characters and go through procedural dungeons to eliminate your formidable opponents  Defeat bosses to obtain valuable power orbs Collect coins and materials to buy and upgrade your equipment Discover mysterious secrets within the dungeons All this alone or in pairs,This story takes place long before the events of Demons of Asteborg In search of an Eldorado humans and demons discovered Asteborg a continent rich in resources and promising a luxurious future However no one who had ever set foot on the continent of Asteborg had yet returned Play as three heroes who set out to scout and confront the dangers of Asteborg collect treasures and discover the oldest secrets of this lost continent,0.0,0.0,0.0,80.0,1.0,0.0
83,"[5, 32, 33]",250775,Super Virus Defense,"[3, 6]",Fight the virus in this fast paced arcade shooter with a dash of tower defense,Missing,,,,,,
84,"[15, 32]",250766,Tasukemono,[6],A new style strategylike puzzle game Control multiple cute characters and navigate a little girl to the goal As the girl gets deep into the forests her secret will be revealed,Missing,,,,,,
85,Missing,250747,Phonk Cats,[6],Play the dynamic rhythm game to the best phonk tracks Play solo or versus your friend customize your cats choose different game modes  Phonk Cats are waiting for you,Missing,,,,,,
86,"[5, 31, 32, 33]",250723,Nyan-Nyan Punch!,[6],Missing,Missing,,,,,,
87,"[31, 32]",250709,The Malice Kingdom,"[3, 6, 14]",Explore an ancient world in The Malice Kingdom Travel the rich and diverse landscape filled with ancient ruins foreboding forests and haunting mansions Discover powerful weapons befriend Whimsical characters and uncover the dormant secret within the kingdom,Missing,,,,,,
88,"[12, 31, 32]",250690,Ezerath's Last Hope,[6],A dungeon crawler beat em up RPG with an open world for you to explore,Missing,,,,,,
89,[31],250687,Finding America: The West,"[6, 14]",Explore the West and uncover its hidden gems through the excitement of finding fun objects,Missing,,,,,,
90,[31],250678,Panic in Sweets Land,[6],Crushing combos and beat up enemies No complicated controls just fun with a variety of fighting actions The joy and faults of a pretty magical girl knocking down her enemies Yes please A delicious and crazy action game with bright and colorful sweet action,Missing,,,,,,
91,[32],250666,Monkeet,[6],Your sole means of movement is yeeting yourself through the air Forget about mundane monke stuff like boring walking or the slightly less boring swinging gracefully from tree to tree No no no were talking monke mobility to a whole new level here,Missing,,,,,,
92,"[13, 31]",250655,Travel Cuisine: Collector's Edition,[6],Tammy and Matthew dream of owning their own restaurant But how can you achieve your dreams without the muchneeded experience and capital The culinary tournament is the solution to all problems,Missing,,,,,,
93,"[13, 15, 32]",250649,Shop-Like: The Rogue-Like Item Shop Experience,[6],An ItemShop Game meets the concept of roguelikes Endless Replayability and countless options to victory are awaiting you in ShopLike ShopLike is all about running a business in order to pay your debts so you will not land in the brutal hands of debt slavery,Missing,,,,,,
94,"[7, 32]",250646,Beat Saber: Queen Music Pack,"[6, 167]",Beat Games studio brings fresh beats from Queen to Beat Saber Dive into the pulsing music of Queen and slash the beats in our brand new Queen Music Pack See you on the leaderboards  Queen Music Pack includes the tracks  Another One Bites the Dust Bohemian Rhapsody Crazy Little Thing Called Love Dont Stop Me Now I Want It All Killer Queen One Vision Somebody to Love Stone Cold Crazy We Are The Champions We Will Rock You,Missing,,,,,,
95,"[12, 31, 32]",250600,All is Fair in Love and Vore: The Tavorion Collection,"[3, 6, 14]",Vore visual novel Vore Sex Complex characters Profound thoughts Women Wellresearched historical settings Cannibalism Never before has it been so easy to play all 6 iconic masterpieces now with extra content,Missing,,,,,,
96,[14],250551,Triad Ball,[6],In NeoFuturistTown anarchy reigns The underworld barons have taken control and are fighting for territory To put an end to these confrontations a brilliant inventor proposed to settle the conflicts by triad matches A sport created by this man of science,Missing,,,,,,
97,"[13, 32]",250550,Sex Simulator: BDSM Girls,"[3, 6, 14]",An interactive sex simulation game with visual novel elements featuring high definition graphics and videos with realisticlooking characters set in a beautiful decor You play the role of an experienced Mistress who initiates three lucky women into the world of BDSM sex,Missing,,,,,,
98,"[15, 31]",250546,Lord of the Click: Interstellar Wars,"[6, 48, 49, 130]",Lets do it once more people New chapter of the critically acclaimed Lord of the Click series is finally here And its tetralogy now meaning were done with the trilogy thing and up for something bigger Interstellar Wars take the neverending conflict to a whole new level  in space,Missing,,,,,,
99,"[12, 31, 32]",250545,Gerda: A Flame in Winter - Liva's Story,"[6, 130]",Become the leader your team needs you to be in Livas Story Play as Liva  the Sparrow  after she and her small group of Resistance members are forced to flee Copenhagen and retreat to the small village of Tinglev,Missing,0.0,3.5,0.0,70.0,1.0,1.0
100,[31],250544,Circuit Breakout: Dual Polarity,[6],Unravel the mysteries of a derelict facility as you control two characters with unique abilities simultaneously in this thoughtprovoking 3D puzzle adventure,Missing,,,,,,
101,"[13, 15]",250542,Anno 1800: Fiesta Pack,[6],Celebrate the cultural boom of the New World and beautify your residents neighborhoods with a combination of over 20 new ornaments and skin variations,Missing,,,,,,
