,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
0,"[12, 31, 33]",272148,Tuiterland 0rigins,"[6, 34]",Live the traves of the main three superusers of the series and the motives behind their outcomes Discover the origins of many of the iconic characters of the series and visit new regions formerly never seen in this prequel set 10 years before the events of Tuiterland 1,Missing,,,,,,
1,[5],270849,Sinister 625,[6],Community mapping event in celebration of Quakes 25th anniversary nine large levels in varying themes  a starting hub all following the 625 rule of using only six different textures 6 for June featuring two surprises and five enemy types 2 and 5 for 25 years of Quake,Missing,,,,,,
2,[5],270686,Another Attack 2: Weissensee,[6],A sequel to Another Attack continuing straight from where Woudrichem left off While the previous map was based on a reallife town in the Netherlands Weissensee is based on a lake and its surroundings in Austria,Missing,,,,,,
3,[5],269103,Viscous Realms,[6],Viscous Realms is a large Boomformat hell map that is themed around three of OTEXs liquids blood goop and lava,Missing,,,,,,
4,[5],267189,Slith,[6],A fivemap episode for Doom II with Thy Flesh Consumedinspired visuals and Plutonialike gameplay,Missing,,,,,,
5,[5],262598,Ruins of Sathryn,[6],This is a fairly open map with a desert and ruins theme offering plenty of chaotic combat and a fairly simple progression,Missing,,,,,,
6,[5],262421,Chilled Chicken,[6],A map made by 8 ppl thru discord 500 monsters on UV but really it sounds longer than it is  you can probably bang it out in a half hour,Missing,,,,,,
7,[5],261195,KINDa,[6],It has been designed for oldschool single player and cooperative play There are 32 maps and the themes really vary,Missing,,,,,,
8,[5],259792,Perpetual Powers,[6],Perpetual Powers is a 21level megawad made for and tested with GZDoom and Zandronum The wad is split into three distinct episodes each containing 7 maps  usually short to medium sized ones with a large one to end the episode The project is coop compatible,Missing,,,,,,
9,"[12, 31]",256978,Genshin Impact: Midsummer Island Adventure,"[6, 34, 39, 48, 167]",Version 16 of Genshin Impact which included  New characters Kaedehara Kazuha  New main story quest Chapter II Prologue  Autumn Winds Scarlet Leaves  New character outfits for Jean and Barbara  New limitedtime area Golden Apple Archipelago  New main event Midsummer Island Adventure  and more,In the sweltering summer a strange letter is discovered on the windowsill with a spiraling fog shrouding a mystery far away Following the sound of the crashing waves to find the truth sparks dance on the horizon as the fleeing sun shines brightly across the sky For her best friend and for the great adventure ahead our youngest knight is ready to embark on her journey  lets go,,,,,,
10,[4],255113,Guilty Gear: Strive - Ultimate Edition Contents Kit,"[6, 48, 49, 167, 169]",The Ultimate Edition Content Kit includes the Digital Soundtrack Digital Artwork and Guilty Gear Strive  Ultimate Edition Special Colors All included content is exclusive to this package The physical Ultimate Edition release came with a singleuse code for this content  The Ultimate Edition Special Colors include the 5 characters in Season Pass 1 along with the 15 in the initial roster The 4 characters added in Season Pass 2 get this color variation as part of Additional Color Pack 2  The soundtrack includes a total of 55 songs featuring more than 15 vocal themes and 40 background tracks used in the Story Mode  The Artwork includes various art and visuals from the Guilty Gear series history including the main visuals of each game and a number of unreleased illustrations from renowned guest artists,Missing,,,,,,
11,[34],255096,Dusklight Manor,[6],You are a young man that was offered a great opportunity for a new job and you decide to take it You arrive at the Dusklight Manor to begin your new life and work here you meet three wonderful girls that are under the tutelage of Mistress Clara an enigmatic figure with more secrets than you can imagine The girls you meet are Lizzie Monroe Mary Best and Lola Mod and you can build up relationships with each of them depending on who you like more While working around the house you notice Mistress Clara using a sort of magic on the house butler to make him younger but you set that aside believing you are imagining things,Missing,,,,,,
