,id,name,platforms,summary,genres,storyline,main,extra,completionist,review_score,review_count,people_polled
22,240551,Bare Witness,"[6, 14, 34]",Bare Witness is an adult visual novel that will have multiple endings in which choices will play a major part in how the story resolves,"[31, 32, 34]",When a young man heads off to art school after a major upheaval in his life he has no idea that someone from his past is waiting there to potentially cause further disaster,,,,,,
23,240006,Pokemon Heads & Tails,[6],Pokémon Heads  Tails is a Spanish superherothemed Pokémon Fan Game developed during the summer of 2017 and 2018 Launched originally only in Spanish the game has been recently translated to English The game has a superherothemed story with an extensive postgame after finishing the Pokémon League that serves as a second half for the overall plot,"[12, 16, 31]",Missing,,,,,,
24,237786,Race on Ice 2021 Pro,"[3, 6, 14]",Race On Ice 2021 Pro is an ice racing game where you can drive the drivers of the year 2021  The goal is very simple you take a driver and try to win the race But be careful because depending on the driver you take it will be more difficult to win the race,"[10, 14, 32]",Missing,,,,,,
25,237782,Townseek: Jam Version,"[3, 6, 14, 82]",Townseek Jam Version is a relaxing explorationtrading game where you fly around the world Travel far and wide discover exotic landmarks trade with towns fish mine farm and complete your journals collection,"[13, 31, 32]",Born undersea but with an appetite to soar the skies and explore the world Now that youve got yourself a reliable airship its time to make those dreams come true  Travel far and wide discovering the exotic landmarks that the world has to offer Meet the people from distant towns and engage in the old tradition of exchanging goods for money Fish and mine to your hearts content  The entire world is your sea now so sail among the clouds and discover all of its marvels,,,,,,
26,233328,Wanderers,[6],A short story with quick battles Wander around fight monsters drink beer make a friend,"[12, 31]",Missing,,,,,,
27,232705,Majorelle Mystery,"[3, 6, 14]",Point  click adventure game set in the Villa Majorelle in Nancy France  a Art Nouveau house with growing plants on the doors blocking you from leaving it,[2],Missing,,,,,,
28,232656,Chaos Awakens,"[3, 6, 14]",Chaos Awakens is a reimagination of the OreSpawn mod for Minecraft it adds more bosses armors weapons tools dimensions dungeons and so much more,"[13, 31]",Missing,,,,,,
29,230546,The Weight of a Soul,"[3, 6, 14, 82]",In a world of arcane mysteries a young doctors apprentice unravels a conspiracy most grim  The Weight of a Soul is a mysteryhorror interactive novel inspired by IF classics like Blue Lacuna and Anchorhead,[31],Missing,,,,,,
30,230508,Scoot Hard DX: Daytime Drama Zero,"[3, 6]",From the minds behind Daytime Drama the highoctane Scoot Hard DX Daytime Drama Zero is the prequel to the 2018 cult classic Very loosely based on Rainbow Factory by AuroraDawn you play as Scootaloo who must escape the Cloudsdale Weather Corporation and get her friends back  by kicking flank With tons of humor an array of equine enemies huge levels powerful weapons a look and feel like something off mid2000s Newgrounds and full voice acting it is a unique take on the retro shooter genre that could only come from Waffle Iron Studios,"[5, 32]",Missing,,,,,,
31,229668,Scary Nikki,[6],Scary Nikki is a parody Yume Nikki fangame You play as Sanpurutsuki and explore her strange terrible and have lots of MEMEs dream world,[31],Missing,,,,,,
32,229614,Like Veins Beneath the Town,"[3, 6, 14]",People already have a habit of going missing in the night near that Forest but this case is a bit different than the others 21 women missing The only evidence washed away in the rain The village is divided between a select few that desperately want your help and a majority that will make sure you stay out of their affairs even if you have to be the next one to disappear Was it kidnapping murder or something much more dreadful Who can you trust Why was the railway project really abandoned And what are those strange noises coming from the subway grates This game will ask many more questions than it will answerbut that never stopped you before did it now  Features a dismal story lots of custom art one ending and a handful of ways to die with unique scenes  This game focuses less on puzzles and gameplay instead having a heavy emphasis on explorationinvestigation and storytelling Its roughly a half hour long depending on your playing speed There are save points but it is recommended that you play the entire game in one sitting This game is set in the same universe as the other two The order you play them in doesnt matter but for those of you who are wondering this is the third game in the series,[12],Missing,,,,,,
33,229507,Selkö,[6],You have come to dive here for the silence but also because something amazing lies in the depths  or so says the rumor  As you calmly descend into the abyss use your flashlight to discover the aquatic life surrounding you and solve the puzzles protecting the secrets of the sea,"[31, 32]",Missing,,,,,,
34,229469,I Rented a Boat,"[3, 6]",A first person walking simulator where you need to get out of an island but you are not alone and this is a good thing,[31],Missing,,,,,,
35,229047,Humanity Lost,[6],Will you save humanity You are on a mission to find a new planet for humans to inhabit In this story driven FPS space opera you will explore open world planets find weapons upgrade your character and befriend alien species,"[5, 32]",The year is 2156 and Earth has been decimated All that remains of the once great planet is desert and human life is dwindling due to water and food scarcity You play as Landon one of the last surviving humans who stumbles upon a wormhole The wormhole you accidentally find transports you light years across the universe to a strange and beautiful planet where you meet a new alien friend named Zip With Zip as your guide you will hunt for a new planet for you and your wife Jessie to inhabit and carry on human existence,,,,,,
36,228853,Simulyator Odinochestva V Russkoy Derevne,[6],An old Russian hut endless forests and not a single person for hundreds of miles around,[13],Missing,,,,,,
37,228425,Your Channel,[6],Its a Twitch Chat integrated Bullet Hell Game where the Streamer Plays against the Chat Periodically the Game will Request Patterns from the Chat to be Queued up in the Next waves of Patterns thrown against the Streamer 2 Hits and youre out,[33],Missing,,,,,,
38,227926,Rayman ReDesigner,[6],The developer of Rayman Redemption has created an equally ambitious revision of the Rayman Designer engine complete with the additional features and locations of the remake as well as mechanics and tools only found here,"[8, 31]",Missing,,,,,,
39,227418,Anno 1800: Vehicle Liveries Pack,[6],Rule in style and give your fleet a visual refresh with over 20 new cosmetic skins for your ships trains and airships,"[13, 15]",Missing,,,,,,
40,225346,Dream Escaper,[6],Dream Escaper is a nontraditional Yume Nikki fangame centered around exploration This game has a unique feature in which players can warp to different worlds known as layers ingame It features various chasers among these layers that will send the player to a game over sequence when caught The game also includes the ability to talk to most NPCs and save from the menu  The goal of the game is to explore collect Items which will grant the player new abilities and achieve one of the games three endings As the game goes on players can unlock various features from the title screen including a minigame a music player and a Memories section which logs certain accomplishments the player has fulfilled,[31],Missing,,,,,,
41,225313,Little Red Riding Hood A,[6],The classic childrens story as an interactive point and click game with gorgeous artwork It is a simple game but has two different endings,"[2, 32, 34]",Missing,,,,,,
42,225312,Little Red Riding Hood B,[6],The classic childrens story as a topdown rpgstyle game It is a simple game but has two different endings Use the arrow keys to play,[32],Missing,,,,,,
43,225050,DJMax Respect V: Portable 3 Pack,[6],DJMax Respect V Portable 3 Pack Now enjoy the songs of DJMAX Portable 3 in DJMax Respect V,[14],Missing,,,,,,
44,224426,The Legend of Heroes: Trails of Cold Steel IV - Attachment Set,[6],A set of attachments that will let you accessorize behind your wildest dreams,[12],Missing,,,,,,
45,224143,Dying Light: Rust Weapon Pack,[6],Surviving in the wild is one thing Surviving zombies in the wild is another With this DLC youll be ready for both,[12],Missing,,,,,,
46,223859,Unotale: Card Game,[6],Unotale Card Game is an Undertale implementation of the famous card game where you try to eliminate all your cards first And torture your friends with skips and draw cards,[35],Missing,,,,,,
47,222968,The Darkside Detective: A Fumble in the Dark - Tales of the Darkside,"[6, 130]",In The Darkside Detective A Fumble in the Dark  Tales of the Darkside youll join the fan favorite side characters to solve the mysteries of Twin Lake Will the Bloodwolves the Brightside Division and Rexa each solve their cases and save Twin Lake,"[2, 9, 31, 32]",Missing,,,,,,
48,221847,Micro Slaughter Community Project,[6],Micro Slaughter Community Project MSCP for short is an eighteenmap Doom II megawad for Boomcompatible source ports The project was led by Bauul and was aimed at creating a set of short and accessible slaughter maps with a par time of five minutes The WAD uses textures from the OTEX texture set  It was released on the Doomworld forums on January 28 2021 and was uploaded to the idgames archive on April 23 2021 The mapset received an honorable mention at the 2021 Cacowards,[5],Missing,,,,,,
49,221547,Final Fantasy XIV: Death Unto Dawn,"[6, 48, 167]",In Patch 55 the stage is set for a cataclysmic battle that will lead into the story of Endwalker This patch also introduces the third installment of YoRHa Dark Apocalypsethe Tower at Paradigms Breachcourtesy of guest creators Yosuke Saito and Yoko Taro a new event to celebrate the Firmaments completion and much more,[12],The Scions have finally succeeded in discovering a cure for tempering which should prove instrumental in allowing the Eorzean Alliance and the lands beast tribes to settle their differences Prospects of peace may soon fall to ruin however as Fandaniel and the Telophoroi scheme to recreate the Final Days and ominous towers rise in all corners of the realm With the servants of chaos amassing at every turn will the Scions uncover their plot before it is too late,4.73,11.25,0.0,86.0,16.0,17.0
50,221420,Root: The Riverfolk Expansion,"[6, 130]",Two new factions and Vagabond variants bring new challenges to Root  Riverfolk Company The Riverfolk Company is open for business  the woodland may be at war but theres no reason you cant make a profit Establish trade posts and earn your victory  Lizard Cult Spread the scaly gospel of the Lizard Cult Tend your gardens to radicalize new acolytes and reveal the true extent of your proselytizing power  New Vagabond Variants Three new Vagabonds skulk into the woodland to help you swindle your way to victory The Scoundrel torches the woodland rather than see others rule it The Vagrant starts fights that others have to finish The Arbiter offers their servicesfor a price of course,[35],Missing,,,,,,
51,218758,Spiritfarer: Lily Update,[6],The Lily Update is ready to spread its wings and Lily is finally making her debut to the Spiritfarer crew Alongside Lily herself some new features Quality of life changes and Bug Fixes have been added,"[8, 13, 31, 32]",Missing,,,,,,
52,218163,Eclipse,"[6, 14]",A short little rhythm game game made for NYU Game Centers Music and Gameplay Class,[7],Missing,0.0,5.1,0.0,50.0,1.0,1.0
53,218149,Cubeism 2: Baroque Edition,"[6, 14]",Play with cloth simulated cubes and listen to the generative score based on Baroque and Minimal music,[32],Missing,,,,,,
54,215792,A Caçadora: Sorriso de Vampiro,"[6, 34]",Missing,[34],Jessica had a simple life until she discovered that her ordinary parents  a dentist and a teacher  were actually vampire hunters Pressured to follow the family tradition she sets out on a journey to prove once and for all that vampires dont exist and that her parents need therapy  While attending the university where an alleged vampire works she makes strange friends such as otakus and is pursued by cheerleaders and other popular types And before you know it she ends up being interested in a guy who can only be a vampire  pale handsome only goes out at night and looks like he wears a lot of eyeliner,,,,,,
55,215772,Love in Lockdown: Eli Version,"[6, 14]",This is the counterpart to Love in Lockdown Ella Version  Its the year 2025 in the United Kingdom 5 years have passed since the initial coronavirus lockdown and with the gradual spread of dangerous new variants life is still far from what it was Fighting a losing battle with no certain end in sight the government has invested billions of pounds into new technology to help aid Britains single adult households struggling to deal with the state of perpetual isolation  You have been selected to participate in a new wave of trials testing the effectiveness of the latest synthetic model Meet ELI your emergency lockdown loneliness assistant,[34],Its the year 2025 in the United Kingdom 5 years have passed since the initial coronavirus lockdown and with the gradual spread of dangerous new variants life is still far from what it was Fighting a losing battle with no certain end in sight the government has invested billions of pounds into new technology to help aid Britains single adult households struggling to deal with the state of perpetual isolation  You have been selected to participate in a new wave of trials testing the effectiveness of the latest synthetic model Meet ELI your emergency lockdown loneliness assistant,,,,,,
56,211844,Gamer Girls 18+,[6],Our Gamers Club is full of sexy loveable girls Will you solve the puzzle into their panties Gamer Girls 18 is a game combined with pretty girl visual novel and awesome mechanics Cute and sexy girl in different states All characters in the game are over the age of 18,"[9, 32, 34]",Missing,0.08,0.38,1.55,26.0,5.0,3.0
57,210466,Nicole's Risky Job,"[6, 82]",A parody of The Amazing World Of Gumball featuring Nicole Watterson starting an online erotic stream Play as her and manage the stream to secure the money ,"[2, 9, 34]",Missing,1.14,0.0,0.0,60.0,1.0,4.0
58,210397,Sonic CD Restored,[6],Sonic CD Restored is a speedrun mod that restores lost Sega CD speerun routes and features back to the game as well as polishes the videoaudiogameplay by restoring fidelity fixing bugs and providing small quality of life improvements These changes do not move away from the spirit of the original game so there arent new gameplay features like Flight Cancelhowever Time Travel Overhaul is incorporated with permission purely because it was the original game designers intent for No Loading Time Travel to be featured This has also been tweaked and polished to be as closely representative of how Sega would have made it work themselves,[31],Missing,,,,,,
59,208096,Machinist,[6],A game production platform based on 3D physics engine and building block logic programming Players who like creating games and assembling machinery can design a rich variety of custom games without having to learn and memorize complex commands and gain profit through the inapp purchase system,"[12, 13, 15, 32]",Missing,,,,,,
60,205725,All the King's Men,[6],A tiny physics game about realizing who you are,[32],Missing,0.0,0.0,0.0,0.0,0.0,0.0
61,205052,Halo: The Master Chief Collection Season 6 - Raven,"[6, 49, 169]",Season 6 succeeded Season 5 in April 2021 Named after the ODST team Fireteam Raven this season included new customization options for Halo 3 including animated visors and nameplates back accessories and new armor permutations from Halo Online as well as the four ODST armors used by Fireteam Raven in the namesake game It also added a new map for Halo 3 Waterfall,[5],Missing,,,,,,
62,204736,Folklorist Diary: The Forgotten Treasure,[6],This is a game made with Tomb Raider Level Editor It uses the mechanics of the 1996 version of Tomb Raider while recreating its entire story  This TRLE was placed in the trlenet hall of fame in 2023,"[5, 8, 31]",Your eyes can lie to you dont trust them  During her archaeological expeditions Lara found the coordinates of a shipwreck that may have clues to the location of a Forgotten Treasure mentioned in the Folklorist Diary From there Lara decided to start her adventure by the coordinates of the ship which indicate her location below a Cathedral in Venice To avoid problems Lara decides to investigate Venice at night but some new old enemies will try to disrupt the investigation The greatest dangers of this expedition lie in the depths of the shipwreck as the Folklorist Diary mentions that people hallucinated when trying to reach the bottom of the wreck Lara must face illusions deliriums alien threats traps and everything that is dangerous in this adventure Will Lara be able to find the Forgotten Treasure and get out of there alive,,,,,,
63,203637,What Happened in Addison's Grotto,"[6, 82]",A young woman from a small fishing village goes missing Days later agents of an unknown organization find her take her to a secret location The young woman saw something she shouldnt have and now something else sees through her  It needs to be found isolated and exorcised  Youre the only one who can do it,"[2, 31]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
64,203497,MyFloppy Online!,[6],Design your Floppy avatar customize your room battle rob and visit other Floppys online,[13],Missing,,,,,,
65,202935,Tools Up! Garden Party: Season Pass,"[6, 130]",Missing,Missing,Missing,,,,,,
66,202845,Hell Crusher,[6],What is this mod well it is heavily inspired by a mix of Doom Eternal and Doom16 plus a bit of the whole overpoweredness inspired by other gameplay mods,Missing,Missing,,,,,,
67,202578,Karlson Run,"[3, 6, 14, 34, 82]",Run through roads rooftops and prisons to reach that sweet milk at the end But beware dozens of robots yellow dudes and red bois want to stop you,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
68,202380,Friday Night Funkin': Vs Impostor,[6],VS Impostor is a mod that adds four new weeks revolving around the popular video game from 2018 Among Us,[7],Missing,,,,,,
69,199490,Cactus Cowboy: Plants at War,"[6, 384, 390]",When the bug army attacked Cacti Island the Cacti Army deployed you into battle Together with your comrade Emilio you fight many battles in the trenches cities and woods of Cacti Island unraveling the story behind the backstabbing attack of the bug army,"[5, 31]",Missing,,,,,,
70,198622,Warframe: Call of the Tempestarii,"[6, 48, 49, 130, 167, 169]",Cephalon Cy discovers Corpus convoys exploring Void anomalies in Veil Proxima and decides to bring the Tenno along to investigate,"[5, 12, 25]",Missing,,,,,,
71,198048,Star Tetrinomino,"[6, 82]",Match stars in a row to clear them before time runs out,[9],Missing,,,,,,
72,195789,Block Breaker,[6],Block Breaker  A colorful puzzle game with challenging levels and beautiful graphics,[32],Missing,,,,,,
73,194644,9-nine-: New Episode,"[6, 48, 130]",Enjoy short after stories for the heroines of the 9nine series in 9nineNewEpisode,[34],Missing,3.03,0.0,3.2,75.0,7.0,8.0
74,194358,Eyewear Cleaner 2077,[6],Play as a glasses cleaner as they go on with their daily life  spark within them feelings of rebellion,"[31, 34]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
75,194328,Good Morning Hon,"[3, 6, 14]",Missing,"[12, 34]",Ash is an Argentinian freelancer who lives with Eve her lovely fiancé She would say that its a pretty normal morning if it wasnt because she cant seem to shake off this feeling that something is wrong  Why do I feel like Im forgetting something  Ash,0.11,0.0,0.0,50.0,2.0,1.0
76,193664,The Oregon Trail,"[6, 39, 49, 130, 169]",Experience The Oregon Trail like never before A modern twist on the trials and tribulations of the road to Oregon this official successor to the global phenomenon will immerse players in exhilarating journeys ranging from the historically accurate to the totally extreme,"[13, 15, 31]",Missing,5.5,15.49,38.79,78.0,9.0,16.0
77,191300,Touhou Koujoukaku: Over the Developed Eden,[6],Touhou fangame developed by Rodori,[5],Missing,,,,,,
78,187958,Mystery Trackers: Forgotten Voices,[6],Attendance is down at Misthill College,Missing,Missing,,,,,,
79,187064,Subugs,[6],Missing,[32],Missing,,,,,,
80,186264,The Quiet Lonely House,[6],The Quiet Lonely House is a prototype Survival Horror experience where out main character Danny Warson is investigating an old house in the outskirts of Dellaware He is currently looking for his old friend Clive however what is in store for him at this old house is what he prepared for as Danny Warson is no stranger to strange occurrences,"[5, 31, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
81,186262,The Three Musketeers,"[3, 6]",An adventure game based on the classic novel by Alexander Dumas Play as DArtagnan Prothos Athos or Aramis In this grave mission to save a whole country you have to fight a devious enemy,"[31, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
82,186198,Drillmin,"[3, 6, 14]",A Game for Ludum Dare 48 Deeper and Deeper,[32],Missing,0.0,0.0,0.0,0.0,0.0,0.0
83,186193,Septiny,"[3, 6, 14]",Septiny is a 2D rage platformer game where the goal is to beat 3 levels in under 7777 seconds The twist Whenever you beat all three levels you end up replaying a slightly different and harder version of them up to 7 times,"[8, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
84,186178,Bouncy Cars,"[3, 6, 14]",A racing game for two players sharing one keyboard Their cars bounce off of each other and off of the walls The maps are randomly generated but players can replay their favorites,"[10, 32]",Missing,0.05,0.0,0.0,40.0,3.0,4.0
85,186089,Izil's Adventures: Blackfeather's Legacy,"[6, 14]",A month has passed since Izil lost his treasurehunting uncle to owlscurvy He has chosen to take his mantle and find the Legacy of Captain Blackfeather,"[8, 31, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
86,186086,Pressure,"[3, 6]",Deeper and deeper into an infinite basement of increasingly difficult enemies how deep can you go Pressure is a simple highscore based arcade FPS with easy to learn but rewarding projectile mechanics Search the mazelike floors for the green zone to drop into the next level and receive half your health back Chaining combos of kills hitting long range shots or bouncing shots off walls into enemies will also heal you Enemies will hit harder and increase their spawns as you reach deeper and deeper floors Watch out for harder enemy types as you go deeper,"[5, 32]",Missing,3.09,4.17,8.23,59.0,15.0,30.0
87,186082,The Devil's Gambit,"[6, 14]",The Devils Gambit is a short narrative driven horror game about a man named William Delfour attempting to kill his unfaithful exwife through the use of a strange ritual taught to him by his friend Theodore Wilde However there may be more hidden just beneath the surface will you find enough secrets to piece together what is really going between William and Margaret Darkness often appears where we least expect it,[32],Missing,,,,,,
88,186069,Sangwich,"[6, 14]",A sandwich building simulator,"[13, 32]",Missing,0.07,0.0,0.0,0.0,0.0,1.0
89,186055,Wave_Machine,"[6, 14]",Wave_Machine is a small adventure where you meet friendly creatures who need your help Get rid of the pests then stay to chat to the islanders,[32],Missing,0.0,0.0,0.0,0.0,0.0,0.0
90,185753,Holey Hell,[6],Try to stay alive as you run and jump deeper and deeper into the Holey Hell,"[8, 32]",Missing,,,,,,
91,185095,2 Foxes and the Puzzling Forest,"[6, 14]",Play as 2 foxes as they navigate through dozens of puzzles in hopes to play and find shelter,[9],Missing,,,,,,
92,184421,When There Is No More Snow,"[6, 13, 82]",HYPER LOW RES SUPER RETRO visual novel made in ZZT with teen angst saxophones and UFOs,[34],Missing,0.0,0.0,0.0,0.0,0.0,0.0
93,184406,DejaVu,"[3, 6, 14, 82]",A cute puzzle game playing with multiple parallel levels looking a lot like each others But there is more to meet the eyes,"[8, 9, 31]",Missing,,,,,,
94,183140,Spellbreak: Chapter 2 - The Fracture,"[6, 48, 49, 130]",Play the new Dominion 5v5 capture and control mode as you rankup in competitive Leagues and join the struggle against the nefarious Vowkeepers,"[12, 31]",Return to the Hollow Lands for Chapter 2 The Fracture in Spellbreaks biggest update yet Control zones in the new 5v5 Dominion game mode compete in ranked Leagues and complete new Quests to discover what caused the Fracture,,,,,,
95,183137,CRSED: F.O.A.D. - Rock Solid,"[6, 48, 49, 167, 169]",Welcome to the new season and the Rock Solid major update in CRSED FOAD,[5],Missing,,,,,,
96,182392,Game Grumps: Joint Justice - Turnabout Hour,[6],Meet your favorite YouTube duo in an intense Ace Attorneylike game Someone stole the 10 Minute Power Hour dinos and only Arin  Dan can figure out the culprit of this heinous crime and save their friend Jory,[34],Missing,,,,,,
97,182275,Lyre,"[3, 6, 14, 34]",Lyre is a romance furry visual novel story where you travel to a strange kingdom as a human ambassador surrounded by diverse characters Your only weakness is that you have no idea what their motives are Theyre all deceiving each other and every one of them is better at it than you You find yourself only able to trust the most unlikely individual as a terrible plot unfolds around you,"[32, 34]",Missing,,,,,,
98,181783,1-Bit Samurai,"[6, 82]",Slash your way through monsters in this black and white adventure,Missing,Missing,,,,,,
99,180206,Friday Night Funkin': vs. Kapi - Arcade Showdown,[6],Friday Night Funkin vs Kapi  Arcade Showdown is a mod by PaperKitty that adds 3 new weeks new opponents and a bunch of new songs The main focus of the mod is of the character Kapi,[7],Missing,,,,,,
100,180144,Holo Dungeon,"[3, 6, 14]",Play as Hololives ace detective Amelia WATson as she investigates the kingdom of Chicago in search of mythical creatures,"[12, 31, 32]",You are Detective Watson a detective living in Chicago You have a pistol and a police badge You enter the forest where you believe the criminal youre searching for fled to,,,,,,
101,179800,Solar Blaster: Challenge Stage,"[3, 6, 14, 82]",The Earth is under attack from the invading alien war machine Take control of the Solar Blaster fighter ship and strike back  An action packed space shooter where youve got 2 minutes to get the high score,"[5, 33]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
102,179056,Serenity at Dusk,[6],Here is where a heavy heart asks for rest Jackie Huang learns more about the clients that carry a heavy past who frequent the shop for a little sleep therapy This 4month project that serves as both a visual development and motion graphic school project invites you into the mysterious yet magical world of Dr Fengs apothecary,"[32, 34]",Missing,,,,,,
103,179011,Agoraphobia,[6],After arriving at college Joyce struggles with a yetundiagnosed panic disorder while attempting to find direction and acceptance among their peers  Their panic disorder distorts the world around them rendering an otherwise friendly world overwhelming and horrific  In search of respite they stumble across their campuss art studio and begins to make peace with themself,[31],Missing,0.0,0.0,0.0,0.0,0.0,0.0
104,178904,Mycorrhiza,"[3, 6, 14]",Mycorrhiza is a love letter to horror manga in the form of a visual novel Some of our biggest inspirations include the works of Junji Ito and Masaaki Nakayama  While Scott is trying to find a way back home reality distorts and peoples morals start shifting in cruel and unexpected ways A peculiar plant transforming animals a horrifying comedy trend and a strange building trapping people Each of the three arcs explores different terrors  As you explore this terrifying world youll find out more and more about how and why Scott is trapped in it and what lead up to Scott being spirited away  The game features a manga aesthetic with animated CGs and character art drawn by a manga artist a focus on elaborate audio implementation as well as an honest attempt to make the game accessible by providing visual audio cues and a dyslexic font option,"[31, 32, 34]",Missing,2.08,0.0,0.0,80.0,1.0,2.0
105,178813,A Monster's Insight,[6],Gaslight eldritch horrors or die trying,[34],Missing,,,,,,
106,178806,Island Farmer,"[6, 49, 130]",Farms are set up in islands over calm and clear water In this tiny fantasy experience that is easy to do and very relaxing just like a 3D jigsaw puzzle Carefully observe the island try to memorize it then shuffle the blocks Swap blocks to reproduce the desired island and it will compose the archipelago There is no time limit no logic challenges nor resources to manage so you can calmly just focus on the core mechanics while listening to a soothing soundtrack,"[9, 13, 32, 35]",Missing,,,,,,
107,178155,Ara and the Empty Universe,[6],A game where nothing is happening metaphorically Lets say you find yourself in a strange world where the trees and buildings all float 5 meters above ground level Thats no dream sequence its not metaphorical either its happening Reality seems to be broken and you are going to have to face that  Game length 70  100 minutes depending on how much you explore,"[12, 31, 32]",What does one do when everyone vanishes How does one handle it  One might decide to start looking Looking for what Anything really Survivors the cause something to busy oneself with Maybe start a doll collection No one or very few left to laugh at you for it  Theres gotta be SOMETHING left,,,,,,
108,178003,Lifelike,[6],Runaway appliances and a magical mystery,"[12, 16, 32]",LIFELIKE is a vibrant episodic 2D RPG that blends exploratory narrative driven gameplay with actioncommand combat inspired by electromagnetism  Pesky living appliances have taken over Following the sudden death of Nathan Weeks a local appliance store owner known for mysterious magic experiments once docile household appliances now rule the rural streets of Greenbury Ohio  Rumor had it Nathan had been trying to create something called a Lifelike A magical being in a robotic body comparable to a human But everyone knows thats impossible Play as Nathans grandchild Leo a tired teen whos been falsely blamed for the mess in town Trounce toasters lamps and any other foe that gets in the way as Leo responds to a weird call for help at the condemned appliance store,0.0,0.0,0.0,80.0,1.0,0.0
109,177982,Lil Flutie 3D: Director's Pandemic Edition,"[6, 82]",A weird 3D PSX platformer,"[8, 31, 32]",Missing,,,,,,
110,177938,6 Feet Under,[6],Play as a zombie who burrows their way to their home,"[8, 9]",Missing,,,,,,
111,177882,Flags For Friends,"[3, 6, 14, 34, 82]",What do an excitable asexual pirate a cultured genderqueer vampire and a lesbian bird who may be at an important decision point in her life all have in common Theyre all your friends and theyre all counting on you to make an absolute banger of a flag for them  In Flags for Friends you play as a queer artist in a postscarcity era and make custom pride flags for  wait for it  friends,"[2, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
112,177557,Visitor,"[3, 6, 14]",An atmospheric horror game inspired by black and white movies and liminal spaces,[32],Missing,,,,,,
113,177545,Underneath,"[6, 82]",Underneath is an action platformer that can be played with single mouse only Position your pistol well to survive hazards of this mysterious temple Find your way to whats down below and witness the true power of whats underneath,"[8, 31]",Missing,,,,,,
114,176490,Witch Soup,[6],You wake up in a mystical cabin tied to a chair and facing a boiling cauldron Next to that cauldron is a very eager witch who soon explains that he is making soup  And you are the final ingredient  Try to escape this disastrous encounter or else you could become his very delicious witch soup,[34],Missing,,,,,,
115,176349,A Firm Handshake,"[3, 6, 14]",Reach out and touch your fellow man,Missing,Missing,0.1,0.12,0.14,68.0,16.0,21.0
116,176101,Kingdom Workshop,[6],Become a workshop owner Build base plan manufacture hire workers trade and finally decide the outcome of the war between the kingdoms,"[12, 13, 15]",Missing,,,,,,
117,174542,LSDriver 1+2: Remastered Collection,[6],LSDriver 1  2 is a compilation of 2 racing games with real physics and ragdoll style characters that lose parts of their bodies have fun trying to complete very crazy tracks,"[10, 32]",Missing,,,,,,
118,174297,Forest Camp Story,"[6, 34, 39, 48, 130]",The great outdoors are calling Create and run your own campground in this business management sim Get a lay of the land and find the best places to camp Before you know it customers will be setting up tents and taking pictures making memories that will last a lifetime But its not all about peace and solitude With activities like bird watching fly fishing and horse riding theres no shortage of ways to show your campers a good time No camping experience No problem Set up guided tours to show new campers the ropes and theyll soon be coming back for more If you play your cards right you might get visits from rabbits squirrels and other cute critters too Dont be afraid to branch out and grow your business Set up a camping goods store in nearby towns to earn extra cash and attract new customers Get more people interested in your wares and you might just spark a nationwide camping craze Answer the call of the wild and start creating the camp of your dreams,[15],Missing,0.0,15.58,0.0,70.0,2.0,1.0
119,173942,CuberPunk 2090,[6],CuberPunk 2090 is an adventure game set in the village of Cuberovka You play as Vova a gamer and former president of CubeStates,"[31, 32]",Missing,,,,,,
120,173940,NationWar: Annals,[6],This is a grand strategy  realtime battle sandbox game with the theme of Spring and Autumn and Warring States The game starts on the land of China in the eighth century BC Players will act as one of the countries and start a long battle for hegemony with other countries,"[15, 32]",Missing,,,,,,
121,173869,Dvorec,[6],DVOREC is a game inspired by the loud investigation of someone whose name should not be called Find yourself in the center of political events international scandals and simply relax in the aquadiskotheque on the territory of the hotel completely recreated according to the drawings,"[31, 32]",Missing,,,,,,
122,173868,Hentai Climbing,[6],Hentai Climbing is an exciting thirdperson acrobatic game You have to take control of a beautiful anime girl and test your dexterity,"[13, 31, 32]",Missing,,,,,,
123,173866,"Lewd Girls, Leave Me Alone! I Just Want to Play Video Games and Watch Anime!: Hentai Edition",[6],Youre a REAL GAMER But are you tough enough to turn down a sexy girl Dating sims are full of lies these girls will do anything to keep your date from falling through,"[13, 32]",Missing,,,,,,
124,173823,Lost Harem,[6],Lost Harem is an adult game in which you have to find your harem You cant hesitate The passion for girls only grows,"[31, 32]",Missing,,,,,,
125,172312,In Marte: The First Moon,[6],In the game on Mars Dom wakes up in a ship without knowing very well where he is nor why he is there much less where his body ended up Help Dom find answers and have fun in this mindblowing adventure,"[13, 15, 31, 32]",Missing,,,,,,
126,172289,RescueTeam,[6],A single player TPS game where you must go on a rescue mission and return undercover agents to safety Explore open world maps  collect coins  buy weapons and reach the highest score possible Multi player mode  a TDM game with 2 teams fighting each other for the win ,[32],Missing,,,,,,
