,id,name,platforms,summary,genres,storyline,main,extra,completionist,review_score,review_count,people_polled
127,172259,Chickenman,"[6, 14]",Be Chickenman and punch those sheep Old fashioned arcady fun,Missing,Missing,,,,,,
128,172242,Partisans 1941: Back Into Battle,[6],Fighting the invaders is like fighting a hydra you cut off one head and in its place two new ones immediately grow But thats no reason to give up Return to the Eastern Front in this DLC featuring customizable scenarios new maps and a new game mode,"[15, 32]",Missing,,,,,,
129,172199,Sheriff Rage,[6],Sheriff on guard for the defense of Oldstone city against extraterrestrial forces,"[31, 32]",Missing,,,,,,
130,172198,Synthwave Hop,"[3, 6]",Synthwave Hop a hardcore game made for people who enjoy a challenge and speed running A game where time is your friend and your enemy No complicated story just speed and frustration Can you be the fastest runner,[32],Missing,,,,,,
131,172190,Goblin.Life,[6],Imagination with friends Forge playable 3D worlds in real time script them with astral Glyphs and fill them with adorable Goblins,"[8, 13, 31, 32]",Missing,,,,,,
132,172067,Move Forward,[6],Move Forward is an atmospheric adventure in the inner world with unique and diverse levels and interesting mechanics,"[9, 31, 32]",Missing,,,,,,
133,171909,Super Huey 1 & 2 Airdrop,[6],In 1985 Cosmi stunned the gaming world with the first helicopter flight simulator for the Commodore 64 then followed it up with an amazing sequel Now the original groundbreaking series returns together in one package Pilot an experimental helicopter in these groundbreaking 8bit sims,[13],Missing,0.0,0.0,0.0,0.0,0.0,0.0
134,171678,Flying Flogger,[6],Flying Flogger is an arcade WWII dogfight Its a side view fastpaced air combat game with simple controls minimalist design and smooth animation,[32],Missing,,,,,,
135,171665,The Lost Legends of Redwall: The Scout - Act 2,[6],A whimsical puzzleadventure game set in the world of the bestselling Redwall books In this second episode fresh off your defeat of the murderous Scumsnout you wake to hear the sounds of battle  and must make your way into the fray to find your lost beloved,"[31, 32]",Missing,,,,,,
136,171664,Hentai Princess,"[3, 6, 14]",Welcome to the world of charming princesses This game will give you a lot of positive emotions Solve puzzles undress royal ladies enjoy beautiful art and steamy animations,"[12, 13, 31, 32]",Missing,,,,,,
137,171648,Gaslamp Cases: The Deadly Machine,[6],Morgan Johnson is one of Londons finest police detectives Help him and his partner Jack in this brand new Macht3 game to solve a thrilling murder case,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
138,171432,Shadow Step,[6],Blaze your own trail through uncharted and mysterious territory,"[31, 32]",Missing,,,,,,
139,171371,Hentaicraft,[6],Hentaicraft is a sandbox with an endless open world that consists of cubes Your possibilities here are limited only by your imagination Get resources build travel and enjoy a cute character,"[13, 31, 32]",Missing,,,,,,
140,171131,三国演义之蜀汉传奇,[6],The Romance of the Three Kingdoms Legend of Shu Han is an RPG game with a theme of the history of the Three Kingdoms that happened in China In the game player operates Liu Beis army to suppress anti Han bandits on the vast land of China maintain the legitimacy of the Han Dynasty,"[12, 15, 32]",Missing,,,,,,
141,171045,1 Hop,[6],Play as a rabbit and go looking for carrots and food bags avoiding the dog Try to get the mountain first to become the ultimate rabbit play split screen with your friend and work together to become the King Rabbit,[32],Missing,,,,,,
142,171027,Mind-Blowing Girls 2,[6],A puzzle game where you need to assemble a complete image from several pieces,[32],Missing,,,,,,
143,170900,Among Ass 2: Butt Warfare,[6],Asses are back in an adrenalinepumping sequel Now you can fight back bad asses with big boomsticks Gather friends and choose a side of the conflict,[32],Missing,,,,,,
144,170222,Seek Girl VIII,[6],This is a strategy adventure game The player needs to help the boy find the safest route to rescue the girl,[32],Missing,0.0,0.0,0.4,0.0,0.0,1.0
145,170210,Bridge to Another World: Endless Game - Collector's Edition,[6],These enchanting worlds can be deadly,[31],Missing,,,,,,
146,169596,Color Pixel Heroes,[6],Color Pixel Heroes is an addictive antistress pixel art game Choose from a variety of fun pixel images and follow the numbers to bring them to life Pixel Coloring has never been this easy,"[13, 14, 15, 31, 32]",Missing,,,,,,
147,169586,Kavel,"[3, 6, 14]",Drag Tetromino blocks onto a board of gems to make a match Use bombs for impressive explosive effects Kavel is an actionpuzzle game that brings together block puzzles and match3 in an exciting new twist A truly unique new entry in the genre,"[9, 33]",Missing,,,,,,
148,169532,Girls Guns and Zombies,[6],Girls Guns  Zombies is exactly that girls with guns shooting zombies While having some poolside fun in between Scavenge the ruined city overrun by the undead collect resources and throw a party for the girls,"[31, 32]",Missing,,,,,,
149,169499,Bunny's Ban,[6],An adorable and relaxing puzzle game for people who love cute pets,Missing,Missing,,,,,,
150,169484,Super Retro Fighter,[6],Classic STG game Have fun with your friends just like your childhood,[32],Missing,,,,,,
151,169438,Scars of Summer,[6],A slice of life RPG Due to family circumstances Keita finds himself living with his childhood friend Ryoka for the summer Explore a contemporary Japanese setting and enjoy spending time with Ryoka,"[12, 31, 32]",Missing,0.0,0.0,16.0,0.0,0.0,1.0
152,169394,Happy Bones,"[6, 14]",After receiving a message from her father who has been missing for the last 4 years Laura heads out to a house located inside a cult compound to search for her parents and the truth,[32],Missing,4.2,0.0,0.0,70.0,1.0,1.0
153,169299,The Journey: Episode 1 - Whatever This Is,[6],The first step that you never knew you needed to take to get to wherever youre wanting to go,"[13, 31]",Missing,,,,,,
154,169296,Furries & Scalies & Bears Oh My! 2: Return to Kale Bay,"[3, 6]",Theres a whole world of weird and wild anthro animals and scaly dragons out there to discover,"[31, 32]",Missing,,,,,,
155,169280,Tools Up! Garden Party: Episode 1 - The Tree House,"[6, 130]",Tools Up Garden Party Episode 1 The Tree House Time to get the team back together and go on a renovation spree in this crazy couch coop Gather a crew of up to four players and face new challenges in Tools Up Garden Party Episode 1 The Tree House,"[13, 31, 32]",Missing,,,,,,
156,169045,Space Ship Drift,"[6, 14]",Drift in space on spaceships,"[10, 13, 14, 32]",Missing,,,,,,
157,168948,112 Operator: Pandemic Outbreak,"[6, 14]",New DLC will challenge you in the direst situation  the pandemic taking over your city,"[13, 15, 32]",Missing,,,,,,
158,168904,SDST: Deluxe,[6],SDST Deluxe is a 2DPlatformer with a semiOpen World Tons of fun content and fastpaced platforming awaits you in this deluxe edition of a classic title,"[31, 32]",Missing,,,,,,
159,168852,Sovietpunk: Chapter one,[6],Sovietpunk is a cyberpunk story set in the setting of the Soviet Union after a global nuclear war You have to guide the main character through the gloomy tunnels in which the struggle for life is in full swing,"[31, 32]",Missing,,,,,,
160,168834,FortressCraft: Chapter 1,[6],FortressCraft  Chapter 1 Anniversary Edition is the PCupdate to the worlds first and best Creativefocussed Voxel block builder,"[31, 32]",Missing,,,,,,
161,168731,Train Sim World 2: DB BR 101 Loco,[6],The DB BR 101 is a classic among the modern electric locomotives of Germany with heritage spanning some of the nations most revolutionary designs and continuing the honour by working throughout the Deutsche Bahn network every day Experience this icon for yourself in Train Sim World 2,[13],Missing,,,,,,
162,168716,Your Chronicle,"[3, 6, 14, 34, 39]",Lets begin your own story This is a textbased idle RPG game There are 1500 actions here Its still growing,"[12, 32]",Missing,0.0,391.6,0.0,65.0,2.0,1.0
163,168628,Lock Lock: Farm,[6],Lock Lock Farm Embark on this adventure fun and relaxing or not Surround the animals and capture them Using only fences prevent them from being swallowed by dangerous animals and dont forget to guide them so they can capture the star ,[32],Missing,,,,,,
164,168616,DW,[6],A storyfocused adventure RPG about a boy stranded in a world full of drawings Explore your way out help others and use your disguises and tricks to overcome any obstacles in your way,"[31, 32]",DW is an adventureRPG about a world full of drawings Jake a human teenager wakes up one day to find himself stranded in this world Before long its local police place him under arrest His crime Being human With nothing but a mysterious paint brush at your disposal escape the police and explore the colorful world of DW in your journey to find a way back home But be careful there are those who would stop at nothing to find a human being and use him for their own purposes,0.0,0.0,0.0,0.0,0.0,0.0
165,168593,Shots Fired in the Dark Forest,[6],You have to open doors use teleports dodge saws and shoot at intelligent hostile plants,"[31, 32]",Missing,,,,,,
166,168569,Crossy Bridge,[6],Crossy Bridge is an arcade survival race where you move across a bridge with floating platforms that you need to stop in time to drive over them,"[10, 13, 32, 33]",Missing,,,,,,
167,168565,Paradise Lust,"[3, 6, 14, 34]",2D Point  Click Dating Adventure Explore an idyllic tropical island with a cast of sexy beauty pageant contestants and their friends discovering a paradise of survival romance and lust,"[31, 32]",Paradise Lust is a lewd adventure game visual novel and erotic dating sim interspersed with simple subgames  The game follows the story of the wreck of the Moby Dick a pleasure yacht chartered by the Miss World Media pageant for a luxury promo cruise in the South Pacific You play the role of the bartender of the vessel washed up on the shore of idyllic Tuvatuva Island along with a cast of beautiful beauty pageant contestants and their friends There you will sort out how to survive and thrive on the island while searching for other survivors including your brother who was captain of the vessel  Balance your mood and stamina by working relaxing and exploring the island Most importantly learn more about the beautiful castaway pageant contestants and their friends Know each characters full backstory as you complete tasks and explore the mysterious island with them Get to know them better and youll be more effective at winning their hearts which unlock steamy rewards,0.0,0.0,36.18,60.0,1.0,2.0
168,168510,Pog,[6],Cute minimal physical puzzle,[32],Missing,,,,,,
169,168166,Grim Tales: Trace in Time - Collector's Edition,[6],Bad omens are on the horizon,[31],Missing,,,,,,
170,167605,Monkey vs. Dino,"[3, 6, 14]",Choose for whom you will fight a dinosaur and a monkey fight,"[13, 31, 32]",Missing,,,,,,
171,167602,Stone River,[6],Because of the tornado you are blown to a mysterious island which is full of crisis and unknown Exploring this island is still your only chance to survive In this new environment you will be tested and constantly remind yourself how close you are to death,[15],Missing,,,,,,
172,167560,Ghost or Trick,[6],This game is a novel adventure game where the player becomes the assistant of Arthur a detective and solves mysteries This time you have to investigate the ghost that has appeared at the villa Arthur is waiting for your help Lets head to the villa as soon as possible,"[31, 32]",Missing,,,,,,
173,167491,Matraquinha Pair,"[6, 14]",Stimulate children and teenagers with autism with picture matching activities Matraquinha PAIR allows to stimulate the visual perceptive cognitive development with exercises of logic and memorization And all this in a fun way,[9],Missing,,,,,,
174,167453,Anime Arena: Infinite War,[6],Anime girl fights and survives on a deadly zombie arena,[32],Missing,,,,,,
175,167435,Shem Ha Mephorash,[6],Shem Ha Mephorash is a historical low fantasy strategy game set in the battlefield at the end of the 19th century where you can explore the language of miracles Treat the unique rabbi and the soldiers skillfully and guide them to the end,"[11, 13, 15, 32]",Missing,,,,,,
176,167431,Into the Eternal,[6],Into The Eternal is a massive action RPG featuring a unique blend of a third person overworld and side scrolling battles,[31],Missing,,,,,,
177,167383,Loner,[6],This is a story about one student Aline who sincerely believes and dreams to prove everyone  aliens exist But all that she gets is insults of her mates that dont take her seriously,"[13, 31, 32]",Missing,,,,,,
178,167382,Fall In Labyrinth,[6],Accidentally you obtained a legendary sword and traveled to the Labyrinth City of Veriapool What awaits you is not only the wonderful dungeon Labyrinthos which can obtain unlimited treasure but also the encounters with beautiful and mysterious heroines,"[31, 32]",Missing,,,,,,
179,167371,The Dark,[6],You come round as your escape pod plummets into the inky waters of a distant flooded planet Comms are down and power failing You have no choice but to head out into the dark,"[10, 31, 32]",Missing,0.0,0.0,0.0,20.0,1.0,0.0
180,166954,Penimorta,"[6, 14]",You are a Wizard Being imprisoned in Penimorta a maximum security prison has little appeal Naturally youve decided to bust out The problem is between every floor of Penimorta is a Corporeal Beast Can you escape,"[31, 32]",Missing,0.0,0.0,0.0,60.0,1.0,0.0
181,166925,Galaxy Arena,[6],Immerse yourself in a virtual reality world with Captain Gordon and battle alien invaders,[32],Missing,,,,,,
182,166892,Yupitergrad: Sneaki Peaki,"[6, 163, 385, 386]",Sneaki Peaki is a special free edition of Yupitergrad  a Virtual Reality game with spatial acrobatics wacky humor and lots of sovietpunk adventures,"[8, 9, 13, 31, 32]",Sneaki Peaki is a special free edition of Yupitergrad  a Virtual Reality game with spatial acrobatics wacky humor and lots of sovietpunk adventures,,,,,,
183,166879,Catch the Stars: Japan,[6],Click on the right star solve the puzzles and be enchanted by these beautiful Japanese landscapes CATch the Stars Japan is a beautiful minimalist puzzle with a relaxing pleasant and original soundtrack,[9],Missing,0.67,0.71,0.94,63.0,4.0,12.0
184,166849,Winter Wastelands,[6],Winter Wastelands is a scifi fantasy actionadventure game about fighting bosses exploring unique locations gathering items that come with different costumes and special abilities and trying to make it back home,"[31, 32]",Missing,,,,,,
185,166846,Crazy Race,[6],Crazy Race is a fastpaced arcade racing game with low poly graphics and great physics,"[10, 13, 32]",Missing,,,,,,
186,166760,Ahri and Bear,[6],Ahri and Bear is a 3D puzzle adventure game where players will take control of Ahri the cat and Bear the dog who embark on an emotional journey together to find their true home Use Ahri and Bears unique abilities to navigate through the daunting human world so they can find their way back home,"[31, 32]",Missing,,,,,,
187,166626,YuuYuu Jiteki no Yuukarin,[6],The story of Yuuka Kazami the flower master of the four seasons who loves flowers more than anyone else in the world A game that seems easy A game that looks kind Dont be fooled by the appearance Please enjoy the world of adventure that becomes harsh as you progress to the end,"[8, 31, 32]",Four Seasons Flower Master Yuuka Kazami loves flowers more than anyone else in the world One morning the most beautiful and dainty sunflowers in her garden suddenly started to have strange symptoms She and her friend Kutaka immediately set out to find out the cause and when they search the surrounding area they begin to realize that it is not only her garden that has been affected,6.83,9.0,0.0,70.0,1.0,3.0
188,166459,Vast Trivia of the Void,"[3, 6, 14, 34, 82]",Put your knowledge of several topics to the test Sports history science anime video games and more But since Thing of the Void thought that just knowing wasnt fun enough move around in his playground collecting cards and increasing your combo Cash out or go deeper for higher rewards but possibly higher risks Monetary of course  Do you have what it takes to make it big at the biggest game show from the darkest pits of the universe,"[26, 32, 33, 35]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
189,166458,Road Trip,"[6, 14]",Set in the southern cascades of northern California Road Trip is a short game about exploration community landscapes and family Play as the Otter who is out looking for their grandmother a legend of the Cascades who has made a name in the region but is a mystery to the main character,"[31, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
190,165922,Girls and Dragons,[6],This game is a classic memory game with several levels of difficulty and beautiful arts,[32],Missing,,,,,,
191,165032,Love Meeting,[6],This is a casual draw line game The girls in the game have different stories You can chat with girls The secret hidden in the girl is waiting for you to discover,[32],Missing,,,,,,
192,165019,Flood Fighting Hero,[6],Missing,"[31, 32]",Missing,,,,,,
193,164959,Cinemoji,[6],Do you watch many movies Test your deduction skills and your cinema knowledge trying to guess the name of the film represented by the emojis Dont be shy to ask for help you probably wont discover all the answers by yourself,[32],Missing,,,,,,
194,164923,Dark Forest: Lost Story VR,[6],In this horror game we will tell you truthful stories about demons and ghosts,[32],Missing,,,,,,
195,164863,Alveole,"[6, 48, 49, 130, 167, 169]",Alveole is a minimalistic puzzle where the player must understand how to run and why does he do it,"[7, 9, 32]",Missing,0.83,0.0,0.9,65.0,2.0,4.0
196,164655,Dino journey,[6],A 2D platform game where you take control of the lonely dinosaur and travel a mysterious world and discover its secrets,"[8, 31, 32]",The lonely Trex is tired of being alone and wants to find someone to be with,,,,,,
197,164609,Age of Empires III: Definitive Edition - United States Civilization,[6],This content brings the United States as a playable civilization to Age of Empires III Definitive Edition for the very first time,"[11, 15]",Missing,,,,,,
198,164505,Grey Bones,[6],Grey Bone is an action platformer with puzzle elements The main character challenges dangerous opponents and is able to solve the most difficult puzzles,[31],Missing,,,,,,
199,164426,A.T.O.M.,[6],An atmospheric 2D sidescroller platformer metroidvania game in a post nucleardisaster setting where you play as a nuclearfueled droid sent to Earth to find out if human life is possible once again You will explore unique areas unlock secret paths learn new abilities fight bosses and more,"[31, 32]",Missing,,,,,,
200,164235,Junk: The Legend of Junichi Kato,[6],This is the story of Junichi Kato after he reached the top of the world On December 31st New Years Eve Junichi is suddenly captured and when he wakes up he finds himself there The world of 200 years later and the true identity of the Katroid are revealed Save the world with your friends,"[31, 32]",Missing,,,,,,
201,164233,Angry Squirrel,[6],Angry Squirrel  is the simplest platformer with surviving elements where you have to do the levels playing as a squirrel,"[13, 31, 32]",Missing,,,,,,
202,164229,Memorize V,[6],This is a game in the genre of paired images for memory,[32],Missing,,,,,,
203,164166,Sport Mode,"[6, 384, 386]",Turn on Sport Mode to take it to the next level of VR interaction where your creativity is the limit the successor to Physics Playground,[13],Missing,0.0,0.0,0.0,90.0,1.0,0.0
204,164085,Sword and Space,[6],This is a martial arts game with lovely characters and close to history The main plot takes about 80 minutesIf you want to know what life was like for civilians in ancient timesIts a good choiceBut you need to read the Decrypt System and the Peoples conversationIt will be a different ride,"[31, 32]",Missing,,,,,,
205,164040,Spider-Robots War,[6],This is a strategy game against artificial intelligence in the style of science fiction,"[15, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
206,163924,Hard Minus Classic Redux,[6],Brutal savage acid 2D action where skill of shooting and movement need to be win,"[31, 32]",Missing,,,,,,
207,163906,New Magic Sword,[6],New Magic Sword is a massively multiplayer online game MMORPG The game provides players with a lot of different quality equipment and the pursuit of highlevel or best equipment is one of the most important goals for players in the game,[31],Missing,,,,,,
208,163895,Battle for Sea 3D,"[3, 6, 14]",Naval battles of ships,"[13, 15, 31, 32]",Missing,,,,,,
209,163889,The Far Kingdoms: Hidden Magic,[6],A new hidden object adventure in the Far Kingdoms awaits you Solve the puzzles and search for hidden clues to find who is responsible for Kings untimely death,Missing,Missing,,,,,,
210,163883,Island World,[6],A simple exploration game,[31],Missing,,,,,,
211,163866,Secrets of Egypt,[6],Secrets of Egypt is a casual puzzle game made in 2D graphics,"[15, 32]",Missing,,,,,,
212,163832,Gnomes Garden: Return of the Queen,"[6, 48, 49]",Gnomes Garden Return of the Queen  amazing adventures await Help the queen defeat the Sea Overlord and rescue her friends,[15],Missing,0.0,0.0,0.0,0.0,0.0,0.0
213,163827,Chicken Holmes: The Mystery of Bartolomeu,[6],Use your most valuable chicken detective skills to solve the Bartolomeus mystery In this pointn click game you explore a kidnapper house guided by a series of ink marks of poor Rubens the Butcher of the city Judite gathered the information and just disappeared Now fend for yourself,"[15, 31, 32]",Missing,,,,,,
214,163815,Amazing Fix,[6],The goal is to renovate and clean a mansion left in poor condition Each game is randomly generated,[32],Missing,2.0,0.0,1654.76,40.0,1.0,2.0
215,163804,Becoming,[6],A selfcentered man faces his beliefs when the past comes back to haunt him in the form of a very close friend,"[31, 32]",Missing,,,,,,
216,163746,Old Quarry,[6],What dark and twisted things are happening in the wild With the arrival of the protagonist the answer gradually surfaced,[31],Missing,,,,,,
217,163743,Carnal,[6],A small and challenging retrofueled FPS straight from the nightmares of 90s millennials The Sons of Anak are opening portals to extract Dark Matter from the other side Combat the possessed soldiers the manifested demons helping them and any inanimate objects standing in your way,"[31, 32]",Missing,,,,,,
218,163276,Caveman,[6],caveman is a side view runner you play as a caveman running away from a dangerous predator,"[31, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
219,163139,Fallumns,[6],For Ludum Dare 48 Jam  Ive always felt the Match3 genre had the most depth Wouldnt you agree  Z and X rotate Esc or ENTER pause press CtrlY to change controls,[9],Missing,,,,,,
220,163136,PiColumns,"[3, 6, 14, 82]",PiColumns is a port of the classic puzzle game Columns to Pico8,"[9, 32]",Missing,,,,,,
221,163135,Titan Tactics,"[3, 6, 14]",Created in one month for the 32bit Jam plus an extra 3 weeks for the Spring Cleaning Jam A follow up to Pocket Tactics Titan Tactics is inspired by the awesome tactic games of the 90s Fight with your allies and uncover the mysteries of the kingdoms of Tyrmyr and Skathi,"[12, 15, 16, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
222,163007,Kombi Travels: Jigsaw Landscapes,[6],Escape urban life in a sweet Jigsaw Puzzle about Love Travel and Life What awaits you when you set the last piece,[31],Missing,,,,,,
223,162588,Coloring Pixels: Amusement Park Pack,"[3, 6, 14]",This Amusement Park Book brings 20 new images to Coloring Pixels Each image is of iconic amusement park scenes Grab some cotton candy or ride on your favourite park rides in this new book,[32],Missing,,,,,,
224,162219,Newton's Life at Home: Pixel Art Jigsaw Puzzle,[6],Newtons Life at Home is a jigsaw puzzle game made with animated pixel art GIFs instead of images This game shows the life of the cat Newton in your home Can you assemble the animated GIFs to find out what he likes to do in your daily life,Missing,Missing,,,,,,
225,162214,Hidden Shapes: Animals,[6],Tired after a hard day at work Relax and have fun with beautiful and minimalist handdrawn jigsaw puzzles created exclusively for you to rescue your tranquility and be amazed by a beautiful art for each puzzle solved,"[9, 32]",Missing,,,,,,
226,162143,Jigsaw Puzzle Pack: Pixel Puzzles Ultimate - Variety Pack 16,[6],Pixel Puzzles Ultimate redefining digital puzzling,"[13, 15, 32]",Missing,,,,,,
227,162121,Jigsaw Puzzle Pack: Pixel Puzzles Ultimate - Variety Pack 3XS,[6],Pixel Puzzles Ultimate redefining digital puzzling,"[13, 15, 32]",Missing,,,,,,
228,162112,Jigsaw Puzzle Pack: Pixel Puzzles Ultimate - IWS,[6],Pixel Puzzles Ultimate redefining digital puzzling,"[13, 15, 32]",Missing,,,,,,
229,162076,Silver Soul,[6],Silver Soul is a firstperson horror adventure game based on a scifi thriller The story tells the story of a young man who falls off a cliff while being chased to the top of a mountain by the army but enters another part of the earth where alien creatures fall who is good and who is evil,"[15, 31, 32]",Missing,,,,,,
230,161753,​Our Life: Beginnings & Always - Step 3 Expansion,"[3, 6, 14, 34]",Spend even more time in the summer of young adulthood by doubling the amount of moments available in Step 3,"[13, 32, 34]",Missing,,,,,,
231,161502,MushrooMonster,[6],MushrooMonster is a firstperson survival horror game You arrived at the forest island tonight to fight the evil mushroom monster There is only one way to kill the monster  that is to collect 12 mushrooms and burn them in a bonfire,[32],Missing,,,,,,
232,161389,Slime Dungeon Escape,[6],Simple challenging 2D platformer where your goal is to help slime escape from the dungeon Game consists of 45 levels with varied difficulty from easy to very hard,[32],Missing,,,,,,
233,161378,Eviron's Chronicles,[6],Evirons Chronicle  a free collectible card game with elements of RPG Under your command will be six commanders capable of engaging in battle hundreds of cards that can be improved and developed With this might youll pave the way to the heights of glory and powerEviron waits you,[15],Missing,,,,,,
234,161374,ZAR,[6],ZAR zombie apocalypse in Russia is an indie first person shooter made in 3D graphics,"[13, 31, 32]",Missing,,,,,,
235,161355,Memento Vivere,[6],Dekar is a noble warrior who has a estranged relationship with his father After abandoning his rights to the throne and choosing to live a simple life everything changes for him when a Winged One crashes into his village asking for his help The fate of the world now lies on his shoulders,[32],Missing,0.0,0.0,0.0,0.0,0.0,0.0
236,161309,Tower!3D: ZBAD Airport,[6],Beijing Daxing International Airport IATA PKX ICAO ZBAD ZBAD is Beijings second international airport that has been nicknamed the starfish because of its look,"[13, 15]",Missing,,,,,,
237,161175,Midnight on the Milky Way,"[3, 6, 14]",In the depths of space without a memory or face you find yourself aboard a train of mystery and stars The passengers abroadsome dangerous some oddoffer you no answers as you search throughout the cars The clock is slowly ticking Your stop is coming into sight Will you find what you are looking for on this lonely starry night,"[32, 34]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
238,161156,Canvas Colors: In the Moving City,"[6, 14]",While doing routine deliveries in a moving city Postman Maggie and her companion Vale seek out a house that was left behind Who answers the door of that house was the last person either of them expected,"[32, 34]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
239,160245,Popop!,[6],Pop all the bubbles in the most satisfying game youll ever play Can you pop em all,"[13, 15, 32]",Missing,,,,,,
240,160232,Alexey's Winter: Night Adventure,[6],A classic PointandClick adventure game the action takes place on a winter night in Ukraine in the nineties You play as a young man who is faced with an unexpected series of events Interact with characters Explore a pencildrawn world filled with light humor and a drop of sadness,"[31, 32]",Missing,,,,,,
241,160210,Crystal Rider,[6],Crystal Rider is a 2d platformer with elements of a system of traps and exercises for each level at each level there are more traps and dangers difficulty on the level and a variety of obstacles,[32],Missing,,,,,,
242,160174,Taoyuan Adventure,[6],A simple adventure games Suitable for teenagers,[31],Missing,,,,,,
243,160063,Nemesis: Race Against the Pandemic,[6],Are you ready to save the world from a deadly pandemic Nemesis Race Against The Pandemic is an actionpacked thirdperson shooter game where you shoot down the bad guys and save the world from a deadly outbreak,[32],Missing,,,,,,
244,160050,Gravity Snake,"[3, 6]",Gravity Snake is a 2D puzzle game that follows the adventures of a cute snake able to fold its body to squeeze through hardtoreach areas To complete a level you need to collect all the apples scattered around it,[9],Missing,0.0,0.0,0.47,60.0,1.0,2.0
245,160043,DuckMan,[6],DuckMan  In this platformer you have to learn how to survive in the face of a duck surrounded by a bunch of enemies and traps Outrun your enemies in agility and ability to overcome obstacles on your way,[32],Missing,,,,,,
246,160029,Hentai Breakout City,[6],Welcome to Hentai Breakout City an Indie game based on the classic Breakout,[32],Missing,,,,,,
247,160011,Internet Court,"[3, 6, 14]",A liveaction comedic courtroom thriller where YOU are the prosecution defense and the judge,"[13, 31, 32]",Missing,,,,,,
248,159988,Girls on puzzle 3,[6],Is a puzzle  type puzzle game for adults In the game you need to collect a fullfledged image from small pieces that are randomly scattered across the screen The images show girls,[32],Missing,0.0,0.0,0.62,50.0,1.0,2.0
249,159978,Helga: Euphorium's Song,"[6, 14]",Helga Euphoriums Song is the first lewd game in a new saga about events in Euphorium,[32],Missing,,,,,,
250,159968,Wish: Paradise High,[6],WISH  Paradise High is a puzzle game that combines visual Nobel elements that foster the appeal of female characters with various personalities,[32],Missing,,,,,,
251,159966,Storm Tale 2,"[3, 6, 14, 130]",Join Griffri the wizard on a quest to not only rebuild his village but to put an end to the treacherous reign of evil that threatens the realm,"[9, 15, 31, 32]",Missing,0.0,5.0,0.0,0.0,0.0,1.0
252,159948,Deadluck,[6],It is a colorful and fast war game where you shoot the enemy spaceships coming on you with your plane,[31],Missing,,,,,,
253,159920,One Day of an Insurance Agent,[6],A funny story with casual minigames about an insurance agent trying to meet his dating app match,[31],Missing,,,,,,
254,159890,LaserShotz,[6],LaserShotz is an online PvP competitive arena shooter Compete for the best rating on the leaderboards,[32],Missing,,,,,,
255,159877,Bus stop in the fog,[6],A bus trip is a journey not a destination You bought your first sailing boat with your savings of the last 5 years and you find yourself stranded on an island in the Bermuda sea You must take a very scary bus ride to get off the island  but will the bus take you off the island,[31],Missing,,,,,,
256,159873,Loving You Fully,"[3, 6, 14]",A short free visual novel about body positivity and learning to love yourself,"[13, 31, 32, 34]",Missing,,,,,,
257,159821,Neon Nights,"[3, 6]",Get a glimpse of Metropolis 12s seedy backalley nightlife in the scifi cyberpunk visual novel NEON NIGHTS,[13],Missing,0.0,0.0,0.0,50.0,1.0,0.0
258,159814,Sexy Sniper,[6],Sexy Sniper is a dynamic shooting game set in a ruined desert city You have to carry out an operation to rescue the hot hostages and destroy all the terrorists,"[13, 31, 32]",Missing,,,,,,
259,159772,Hentai Femdom Sim: Femdom University,[6],Femdom University is an OpenWorld SimGame which is all about Femdom You are a student in a university of dominant females where you have to take care of yourself and survive You could go out but there are also sexy Monster Girls who try to seduce you too,[13],Missing,1.33,0.0,0.0,20.0,1.0,1.0
260,159765,Super Maze Labyrinth,[6],Its time to relax and enjoy the art of finding your way out of the mazes of Super Maze Labyrinth Park the haste enjoy the music and the experience through the 100 mazes divided into 5 visual themes that this game offers you,[32],Missing,,,,,,
261,159759,Agoraphobia: Knock Knock,[6],Agoraphobia Knock Knock is a psychological survival horror game,[32],Missing,,,,,,
262,159716,CorePiercer,[6],Because of the increase in solar radiation the surface of the earth will soon be unable to sustain life and people will need to move to the ground in the future Therefore scientists have developed hightech trains that can shuttle underground efficiently,"[13, 15, 31, 32]",Missing,,,,,,
263,159654,Fill and Cross: Magic Journey,[6],Save the magical pets Follow the trail and find the predator that committed this audacious crime,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
264,159571,Maelstrom: A Yaoi Visual Novel,"[3, 6, 14]",Disgraced soldier Demetri is exiled to Secren a dangerous world devoid of women Earthlings are smaller and weaker than the violent men of Secren Demetris only hope for survival is to bond with a strong mate who can love and protect him The heterosexual ItalianAmerican is reluctant,[32],Missing,0.0,0.0,0.0,80.0,1.0,0.0
265,159569,Retro Machina: Nucleonics,[6],Retro Machina is a singleplayer action and exploration game set in a retrofuturistic universe Experience the journey of a little robot as they solve intricate puzzles and begin unraveling the mysteries of a world long forgotten,"[31, 32]",Missing,0.61,0.0,0.0,0.0,0.0,2.0
266,159561,Dark Frame,[6],Simple platformer in a dark setting,"[31, 32]",Missing,,,,,,
