first_release_date,id,name,platforms,summary,main,extra,completionist,review_score,review_count,people_polled
749952000,61013,SinkSub,[6],SinkSub is an classic shareware title by Anders Wihlborg originally released in 1993 for Windows 31 but which has seen ports to other platforms over the decades since,nan,nan,nan,nan,nan,nan
