,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[5],274138,Whitemare 2,[6],Megawad based on the results of a four speedmapping contests held on  with such themes as winter thaw precipices and ancient civilizations Maps were finalized some time later some  very significantly and several maps were built from scratch This megawad tells us the fate of the Marine who was going to celebrate the New Year Suddenly however the monsters changed seasons offset and as a result  they stole the winter We have to go through the mountains castles and underground crypts visit the flooded city a lonely island and even visit the hells edge before it will be possible to restore the normal course of the seasons But monsters were prepared for that as well  and with the return of winter they prepared some unpleasant surprises,Missing,Missing,,,,,,
1,[5],269124,Mayhem 2013,[6],MAYhem 2013 is an 11level PWAD for Boomcompatible source ports created by members of the Doomworld forums in May 2013 It was the second MAYhem event and led by series founder TheMionicDonut As well as being made in a month there was an additional limitation of using only two monster types per map,Missing,Missing,,,,,,
2,[5],263412,Flay the Obscene: Reversed,[6],This map is a revamp of the original Flay the Obscene which was released in 1999 As the title states the 1st map has been reversed with you starting at the end,Missing,Missing,,,,,,
3,"[2, 9, 31]",260760,Submachine 9: The Temple,"[6, 14]",This is the original flash version of the game in high definition and playable in fullscreen,Missing,Missing,0.67,0.0,0.0,0.0,0.0,1.0
4,[5],256821,Monster Hunter Ltd: Part I,[6],The world is full of monsters and you are working for the Monster Hunter Ltd company Your job is to bring back a stolen valuable painting The trace leads you to an industrial complex  there you start,Missing,Missing,,,,,,
5,"[12, 31]",240139,Dude Quest,[6],Dude Quest is a satirical monster catcher RPG heavily inspired by Pokémon released back in 2014 as a flash game Features 59 Dudes to collect and use on your journey,A shady professor gifts you with a Dude ID and invites you to his lab Although his shady lab and less than credible appearance dissuade you he motions you over to a green chest containing three dudes As you choose one your new rival appears and you have your first battle before journeying out into the world in search of dudes money and fame,Missing,,,,,,
6,"[32, 33]",239532,I.R.P. Intelligent Rackety Paradise,[6],This is a game where you are set out to find the items needed to reach a new paradise,Missing,Missing,,,,,,
7,"[2, 31]",233374,Zog Moonbuckle: The Mysterious Planet,[6],During a journey home from the far reaches of space you are forced to crashland on a mysterious planet not on any of your star charts Faced with the challenge of repairing your damaged spaceship it soon becomes clear that youve become involved in something altogether more interesting,Missing,Missing,,,,,,
8,[31],229695,Jigoku Nagashi,[6],Jigoku Nagashi is a Yume Nikki fangame You play as a girl named Shinoko waiting at a train station,Missing,Missing,,,,,,
9,[5],229489,Mafurako: Jiyou Jikan,[6],Mafurako Jiyou Jikan is a space shooter with Yume Nikki elements You play as Mafurako who is being attacked by Jellyfish Toriningen and other antagonistic NPCs from Yume Nikki The goal is to avoid enemies and their projectiles,Missing,Missing,,,,,,
10,[13],227146,Rocksmith 2014 Edition: Remastered - Matchbox Twenty: Song Pack,[6],Play 3AM Push How Far Weve Come Shes So Mean and Unwell by Matchbox Twenty on any electric guitar or bass Each song includes a new authentic tone Capo required for one or more arrangements,Missing,Missing,,,,,,
11,[13],226645,Rocksmith 2014: A Day to Remember Song Pack,[6],Play Its Complicated The Downfall of Us All All I Want If It Means a Lot to You and All Signs Point to Lauderdale by A Day To Remember on any electric guitar or bass Each song includes a new authentic tone,Missing,Missing,,,,,,
12,[9],225350,Yume Nikki Tetris Minigame,[6],Yume Nikki Tetris Minigame is a Yume Nikkiinspired fan version of Tetris It plays just like Tetris but instead of blocks you play with Yume Nikki effect eggs,Missing,Missing,,,,,,
13,[9],223926,25,[6],Missing,Missing,Missing,0.07,0.0,0.0,60.0,1.0,1.0
14,"[5, 8]",223051,Not Another Needle Game,[6],Not Another Needle Game is a platform fangame based off I Wanna Be the Guy,Missing,Missing,,,,,,
15,[12],221523,Final Fantasy XIV: Through the Maelstrom,"[6, 9, 48]",Patch 22 contains myriad additions and refinements to the realm of Eorzea Players seeking the thrill of combat can face off with Leviathan or brave the new twists and turns of the Binding Coil Artisans can try their hand at demanding new recipes and master anglers can reel in legendary denizens of the deep From new dealings with the beast tribes to new dances sweeping the land there is much to see and more to do in the everchanging realm of Eorzea,Long dormant forces stir their awakening a presage of night eternal  Political unrest pervades the three citystates as the Scions of the Seventh Dawn leave behind their home in the Waking Sands For the betterment of Eorzea they have reestablished themselves beyond the reach of those who would sway the Scions for personal gain  Yet despite the Scions best efforts balance will not be restored to the realm so easily Ever do the mysteries of the Echo and the Ascians elude them while the beast tribes rally with renewed ambition threatening to unleash the wrath of another primal upon the land  To stave off the encroaching darkness and pull the realm back from the brink of destruction the Warriors of Light plunge headlong into the maelstrom,Missing,7.07,10.74,15.76,73.0,39.0,41.0
16,[5],219101,Charge!,[6],Charge Destroy the enemy can you reach the other side of the level,Missing,Missing,,,,,,
17,"[5, 32, 33]",209324,Galaxy Frontier,[6],A shootemup for Windows by Hello World Project,Missing,Missing,,,,,,
