first_release_date,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
1620777600,[5],275215,Vanilla Wafers,[6],A collection of 6 vanillacompatible Doom 2 maps that are short sweet and to the point,Missing,nan,nan,nan,nan,nan,nan
1620000000,[5],275196,Novis,[6],Novis is a standard medium sized hell leveI designed in just under a month from scratch,Missing,nan,nan,nan,nan,nan,nan
1621555200,[5],271740,Acid Worship,[6],Small industrial base station inside an underground acid cave,Missing,nan,nan,nan,nan,nan,nan
1620086400,[5],271442,Chaotic Trinity,[6],Around mediumsized level using developer textures a test map for ADs Chaos mode The map source and the texture wad are included,Missing,nan,nan,nan,nan,nan,nan
1621641600,[34],264348,High School Daze: Junior Year,"[3, 6, 14]",The most stressful year of high school is also the most fun to be had if you can balance classes extracurriculars and the ohso elusive social life  Youre a high school junior starting the second quarter who until now has made decent grades held your own on the girls weightlifting team and been through thick and thin with your supportive best friend Billie Stevenson  But maybe its time to switch things up and cross a few things off your bucket list After all theres more to life than straight As and maybe old and new friendships can blossom into something more,Missing,nan,nan,nan,nan,nan,nan
1622419200,"[9, 31, 32]",264331,D3L3T3.exe,[6],Racing against time a guy wanders around a graveyard on the middle of nowhere searching for something that may break a deadly curse Among murders and secrets only darkness is certain,Missing,nan,nan,nan,nan,nan,nan
1621468800,[5],262543,Thy Flesh Vored,[6],Everyone trembles at the sound of his name Everyone remembers those distant memories of sleepless nights trying to achieve victory Countless deaths are forgotten in ancient corners Rivers of blood overflow to give way to oceans of curse Your flesh is consumed by sin itself Trapped in marble fortresses surrounded by hellish castles deep in gothic hells and exiled in a world of gore This is Thy Flesh Vored a project inspired by the dreaded E4 of Ultimate Doom and one that is coming for your flesh Hand it over,Missing,nan,nan,nan,nan,nan,nan
1621555200,[5],262435,Tarnsman's Projectile Hell,[6],Tarnsmans Projectile Hell also known as TPH 123 Part 1A  The Prequel to Part B Galaxys Brink The Super Incredible Bulgarian Necromancer of the East Fight for the Combined Justice of the Planet Sphere  Earth is a four episode megawad released in May 2021 by Richard Frei Tarnsman The mod is split between four episodes set in a wide variety of locales and includes a completely overhauled arsenal many new enemies and several modifications to already existing ones,Missing,nan,nan,nan,nan,nan,nan
1621209600,Missing,262429,Little Lamb,[6],You find yourself in the middle of a forest talking to someone you dont know A story reminiscent of Little Red Riding Hood although something has gone horribly wrong,Missing,nan,nan,nan,nan,nan,nan
1620950400,[5],261505,The Magenta Spire,[6],The Magenta Spire is a partial conversion mapset taking place in parallel to the events of Doom 1 albeit on a much more remote planet Much too far for any hope of backup arriving from Earth A lone UAC communications technician must find a way to survive the onslaught of demonic forces invading the remote research complex A shuttle off of this rock a big gun or maybe a bomb shelter to hide and weather the storm The walls of every installation are coming down and the monsters seem to have brought their own reality with them,Missing,nan,nan,nan,nan,nan,nan
1621900800,[5],261486,Declared New Apocalypse,[6],The player will travel through prisons rifts mazes fortresses forests graveyards sewers factories labs the Hell haunted libraries all to chase down or be chased down by new stronger demons and bosses but with the help of new powerful weapons at his disposal  The wad presents 3 new Episodes with 14 new levels 12  2 secret a Hub reachable by beating the final level or just by entering the Reliquary episode from where you can play all of the levels pistol starting actually fist starting go to a testing area change the skill level and reach the secret 15th level a wave based arena,Missing,nan,nan,nan,nan,nan,nan
1620864000,[5],261168,Safe Haven,[6],Safe Haven is my interpretation of a safe place removed from the world of the living  its not necessarily heaven but a happy place nonetheless All souls are welcome Negative influences are buried here Your stay may be temporary or permanent  thats up to you,Missing,nan,nan,nan,nan,nan,nan
1621728000,[5],260499,Tarns Contest,[6],Missing,Missing,nan,nan,nan,nan,nan,nan
