,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
0,"[31, 34]",230013,Aa! Megami-sama!,"[6, 58, 149, 274]",Based on the anime series Ah My Goddess the game follows the story of a Japanese highschool student named Keiichi who has accidentally summoned the powerful yet very lovely Norse goddess Verdandi mercilessly misspelled Belldandy in the game and pronounced a wish to stay with her forever Now the gorgeous goddess has become a part of his life and the two find themselves involved in constant misunderstandings and comical situations yet also develop feelings for each other,Missing,Missing,,,,,,
1,[15],80723,Buzz Aldrin's Race into Space,"[6, 13]",Buzz Aldrins Race Into Space allows the player to make their own decisions regarding the manned and unmanned space programs of either the United States or the Soviet Union in their race to place a man on the moon,Missing,Missing,,,,,,
2,"[12, 31]",71492,Forgotten Realms: Unlimited Adventures,"[3, 6, 13, 14]",A toolset based on the classic gold box engine Forgotten Realms Unlimited Adventures allowed players to create their own DD scenarios long before Neverwinter Nights,Missing,Missing,27.38,0.0,0.0,80.0,1.0,1.0
3,[31],50481,Kronolog: The Nazi Paradox,[6],Kronolog The Nazi Paradox is an Adventure game developed by Castleworks Gameware and published by Merit Software which was released in 1993,Missing,Missing,,,,,,
4,"[2, 9, 31]",4335,Fatty Bear's Birthday Surprise,"[3, 6, 14, 50]",Help Fatty Bear and His Friends Cook Up A Birthday Youll Never Forget,70.0,Missing,0.62,0.72,0.83,66.0,16.0,15.0
5,"[2, 9, 31]",34783,Call of Cthulhu: Shadow of the Comet,"[3, 6, 13, 149]",Youll take on the role of John T Carter a brilliant young astronomer piecing together the puzzling history of the village and its cryptic inhabitants Incredibly realistic action and supernatural chaos intertwine to draw players deep into the puzzling mysteries within the Shadow of the Comet,60.96091453588504,The year is 1910 Bathed in pale Spring sunlight the small fishing port of Illsmouth is a sleepy New England town where time seems to stand still Appearances can be very deceiving however  Beneath the peaceful tranquility of this small village a horrifying truth lingers  Whispers in a dusty secluded library ripple with fear as questions of the past are brought into the present Is there a link between the return of Halleys comet and the resurgence of the Great Ancients who once dominated the land in a reign of terror Legend tells tales of an ancient ritual ground hidden deep in the shadows of the tangled forest marked by an ornate and mysterious cross Once long ago this site was the stage for wild and terrifying rites that no one dare speak of lest they suffer the wrath of the Ancients  Why are the townspeople of Illsmouth struck by such shattering terror Why are they drawn to the ancient ritual grounds after so many years What has released this curse from its deep sleep to play havoc upon the souls of innocent people Youll take on the role of John T Carter a brilliant young astronomer piecing together the puzzling history of the village and its cryptic inhabitants Incredibly realistic action and supernatural chaos intertwine to draw players deep into the puzzling mysteries within the Shadow of the Comet,6.56,7.36,8.71,59.0,16.0,23.0
