,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[5],274160,Outbreak of Evil,[6],Regular replacement of the first episode Levels were released back in 2013 but were reworked in 20172019,Missing,,,,,,
1,[5],271299,A Quick One Before Azathoth Devours Fodrian,[6],Small to mediumsized Knavethemed level The map source and a texture wad are included,Missing,,,,,,
2,[5],268890,Cyrgoth's Manor,[6],Cyrgoths Manor is a 7 level singleplayer WAD for HEXEN designed for GZDoom and Zandronum It was also designed with Coop in mind and the maps are also optimized for deathmatching modes as well It contains 1 secret level in addition to the 6 mandatory levels There are secrets in this WAD however like in Hexen they are unmarked so good luck finding all of them,Missing,,,,,,
3,"[31, 32]",264384,Robo Run,[6],Robo Run  This is an adventure game on the speed of reaction,Missing,,,,,,
4,[5],262281,Doom Mapping Contest II: Hellectric Boogaloo,[6],The Doom Mapping Contest II Hellectric Boogaloo in 2018 was the second event organized by Joel Vargskelethor Johannson of Vinesauce the followup to Vine Mapping Contest 2016 The rules were to make a single map for GZDoom and to not use any copyrighted MP3 music that could cause DMCA issues when streamed,Missing,,,,,,
5,[5],262160,CzechBox,[6],Czech Community project with all 32 maps made by Czech or Slovak authors The maps should be playable with pistol start and also in one run It should be fully BooM compatible and jumpingcrouching is not allowed since it could spoil the gameplay of many maps Also Voodoo dolls are used in several maps so please use ports that support this feature,Missing,,,,,,
6,[34],261074,On the Island of Falling Stars: Chapter 1,"[3, 6, 14]",As another hazy summer begins on the small island of Cóiméad strange rumors start to circulate about the end of the world A few whispers accumulate the sea runs red and the rains continue  The first chapter covers three friends search for the source of these rumors and what truth they may hold,Missing,,,,,,
7,Missing,258926,Dungeons & Dragons Online: Masterminds of Sharn,[6],Masterminds of Sharn is DDOs forth expansion It gives the player the ability to travel from Stormreach to the city of Sharn on the continent of Khorvaire It also adds the Masterminds of Sharn adventure pack The chain involves the recovery of the item that was recovered in the quest that was added in Update 41 while avoiding a conflict with the Aurum the Boromar Clan and Sharns city council The expansion also added the teifling race the teifling scoundrel iconic race and the inquisitive enhancement tree,Missing,,,,,,
8,Missing,255588,Coloring Game: Mini Pack,[6],Missing,Missing,,,,,,
9,[5],253702,Stratosphere Fight,[6],Missing,Missing,,,,,,
10,[32],253701,At Doom's Trigger,[6],Missing,Missing,,,,,,
11,[5],253700,Dride,[6],Missing,Missing,,,,,,
12,[32],253699,Time Destroys Everything,[6],Missing,Missing,,,,,,
13,[32],253698,Error Map not Found,[6],Missing,Missing,,,,,,
14,Missing,250128,Five Nights at Youtuber's,[6],Missing,Missing,,,,,,
15,[32],249675,VR Party Pack,[6],VR Party Pack brings living room family fun to virtual reality Play a classic game of hangman or try and describe a object using only certain words Every game supports four players each connecting using our app so grab yourself and three of your favourite or not so friends or family and have fun,Missing,,,,,,
16,[32],248924,Who Wants to Strip this Babe? Streamer Girl,"[3, 6]",The combination of the wellknown TV show with the best genre of games on earth,Missing,,,,,,
