,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
11,"[12, 31]",237701,Assassin's Creed III Remastered,"[6, 48, 49, 130, 170]",Relive the American Revolution or experience it for the first time in Assassins Creed III Remastered with enhanced graphics and improved gameplay mechanics Also includes Assassins Creed Liberation remastered and all solo DLC content  FIGHT FOR FREEDOM 1775 The American Colonies are about to revolt As Connor a Native American Assassin secure liberty for your people and your nation From bustling city streets to the chaotic battlefields assassinate your foes in a variety of deadly ways with a vast array of weaponry  A NEW VISUAL AND GAMEPLAY EXPERIENCE Play the iconic Assassins Creed III with enhanced graphics now featuring 4K resolution new character models polished environment rendering and more The gameplay mechanics have been revamped as well improving your experience and your immersion  ADDITIONAL CONTENT Also includes all the original solo DLC including The Tyranny of King Washington and the full game Assassins Creed Liberation Remastered,Missing,14.37,30.3,53.72,69.0,397.0,634.0
12,"[13, 14, 32]",233834,Fat Prisoner Simulator,[6],Fat Prisoner Simulator  a soccer simulator where you play the role of a prisoner The jail managers have noticed that some prisoners who really like to eat a lot can hardly go through the doors including those of their cells,Missing,,,,,,
13,[31],232769,The Wind,"[6, 82]",The Wind is a short retroinspired pixel horror game based on The Wind from 2019 directed by Emma Tammi  The Wind tells the story of Lizzy a tough and resourceful plainswoman and her struggle against supernatural forces around her isolated home,Missing,,,,,,
14,[13],230123,Senpai Teaches Me Japanese,[6],Do you know any Japanese Based on textbook learning methods at the end of this game you will know how to read Japanese characters sentence structure and 100 words,Missing,,,,,,
15,"[13, 32]",230122,Hyper Mum Ft Adult Gaming,[6],Have you got the skills to overcome the problem that has plagued you all this time Its time to find out Play as yourself complete the game and dont let your mum catch you,Missing,,,,,,
16,[32],228997,We Have a Frog Problem,[6],A circular toy with frogs physics and jokes,Missing,,,,,,
17,"[4, 33]",224472,Fighting EX Layer: Character - Terry,"[6, 48]",Adds Terry Bogard character to the main game,Missing,,,,,,
18,Missing,224422,Tom Clancy's Rainbow Six Siege - Pro League Clash Set,[6],Celebrate the Rainbow Six Siege Pro League with Clashs Gold Chibi charm Celestial Glory uniform Challenger headgear and Halcyon Flux weapon skin for the SPSMG9 and the CCE Shield,Missing,,,,,,
19,Missing,223864,After Solitary,[6],The story of a mans life after solitary confinement,Missing,,,,,,
20,"[31, 34]",222841,Alpha-Nighthawk,[6],Some 380000 kilometers above Earth Consuelo the Space Rose blooms in the moonlight its origins and intentions a mystery It last launched a Thorn five years ago and all thats left of Tokyo today is the lawless Red Zone a slum within a slum sealed off from the world,Bathed in the light of the moon a giant rose blooms in full glory It hangs darkly in the night sky suspended in space some 380000 km from Earth With its true name and nature unknowable we humans have taken to calling it Consuelo  In Bayshore Daiba City life goes on in the Red Zonea lawless slum sealed off and forsaken since a Thorn impacted the Earths surface from space devastating Tokyo and infesting ground zero with monsters It is here that STX Space Force pilot Miriya Hakone first encounters one Ichizo Yodaka a former elite pilot now fighting Consuelo alone from aboard his trusty BattleSHEEP  A new boymeetsgirl scifi adventure series is about to begin,0.0,0.0,0.0,0.0,0.0,0.0
21,[34],221043,Horny Elves and a Moral Orc,[6],ased on a 4panel comic by Tomokichi about the only suvivor of the orc tribe and a pervert elf who gets aroused by the orc,In the past orcs were once feared for pillaging villages and raping the women however they pleased After the Orc and Elf War all but one orc was eliminated Donovan the last surviving orc vowed to the Goddess that he would never have sex with an elf To guarantee that Donovan stays the course a curse was placed on him if Donovan was to fuck an elf he would die Since that day Donovan has kept his vow for years living a quiet and honest life thereafter Unfortunately these quiet days came crashing down when two horny elf sisters hungry for orc cock happened to find him Myshla and Eymie want nothing more than to be ravaged by an orc and theyre willing to go as far as raping Donovan to make it happen Thus begins Donovans desperate battle for his life as he tries to avoid the sisters temptations,,,,,,
22,Missing,221008,Fairy in a Jar,[6],Fairy in a Jar is a short but enchanting fairytale It tells the story of a fairy who lost their memory and was kept in a jar by a human  The fairy awakens in the glass enclosure with no memories From the moment they open their eyes the little fairy sees nothing but white lights They meet Mr Giant who is scary but also a bit clumsy  In a completely unknown world with limited living space and a captor who speaks a different language What should the fairy choose To escape this prison or,Missing,0.0,0.0,0.0,0.0,0.0,0.0
23,[31],220769,Yume no Radio,[6],Yume no Radio is a Japanese Yume Nikki fangame You play as Kakutsuki and explore her dream world The goal is to explore and collect effects which are some objects that glow lights A minigame called Shiwake is accessible by interacting with the device next to the notebook,Missing,,,,,,
24,[34],210406,Hot & Steamy Knights,"[3, 6, 14, 34]",Our heros quest to grow his harem appears to be thwarted after his ship is sunk and he washes up on a mysterious island with nothing but his sword to keep him safe Luckily for him he soon encounters mature  beautiful knights who make perfect candidates to spend some hot and steamy nights,The call of adventure or the urge to meet hot babes burns brightly in our heros heart as he sets out to sea to explore distant lands He quickly finds himself in danger as his ship is sunk by some sort of sea monster Luck is on his side however as he is washed up on an island where he quickly encounters some beautiful warriors who made short work of the beast that sunk his ship So begins our heros plan to spend some hot and steamy nights with these busty mature knights,0.0,0.0,0.0,0.0,0.0,0.0
25,"[11, 13, 15, 31, 32]",210216,Touhou Big Big Battle: The Justice,[6],The Adventure Expansion Pack is a large number of new events that include the adventure mode of the Eastern Wars New levels new bosses new props etc dlc expansion packs,Missing,,,,,,
26,"[9, 31]",209782,Giftscop,[6],Giftscop is a fanmade recreation of the fictional game Petscop from the web series of the same name,Missing,,,,,,
27,[32],208260,Hina-chan Snowtime,"[6, 34]",A doujin game by ISY based on the Touhou Project series,Hinachan comes to play in the snowy mountains because she has no job offers She slips and falls down the slope and becomes a snowman  While asking for help she also asks I wonder how big it will get the spirit of a comedian was on her neck  With the help of other youkai in the area Hinachans silly challenge has begun,,,,,,
28,"[9, 25, 31]",207265,LEGO DC Super-Villains: Batman - The Animated Series Level Pack,"[6, 14, 48, 49, 130]",Download now to get access to Batman The Animated Series This level pack is based on the Mask of the Phantasm Fight Joker and Captain Clown alongside the Phantasm This level pack includes Batman TwoFace Captain Clown Harley Quinn Joker The Phantasm ManBat Mad Hatter,Missing,,,,,,
29,"[9, 31, 32]",205070,Fura-fura Bouken Flan-chan: Kaizoku Zaihou Tanken-tai,[6],A doujin game by Nuu based on the Touhou Project series,A phantom treasure said to have been buried by pirates a long time ago Although stories were passed down there was no one to follow the legend Then word got out that the treasure had been discovered by chance in a certain place With a shovel in hand Flan and her friends set off on a journey through the forest and across the plains sometimes running into bad guys and sometimes getting into a bit of mischief,,,,,,
30,"[5, 31, 32]",199783,Touhou Makuka Sai: Fantastic Danmaku Festival Part II,[6],Touhou Makuka Sai Fantastic Danmaku Festival part II is a danmaku shooting game which is the second part of Touhou Makuka Sai The repeat of incident is coming again Can the girls going to the netherworld solve the mystery,The spring of Gensokyo arrived one month ago Unprecedented blizzard suddenly hit making Gensokyo become colder than Winter Soon Youkais became restless under the overwhelming blizzard Its too similarit shouldnt be a coincidence should it Miko from jinja witch from forest and wind priestess specially comes for the incident gather again They all know something in heart but also full of uncertainty and anxiety To solve the mystery before thing goes worse they have to start off to find out the root of the incident even under the fierce blizzard,,,,,,
31,"[13, 32, 34]",198466,Cherry Kisses,[6],Cherry Kisses is a visual novel dating sim that takes place over the course of one week running your shop for various monstrous companions,Missing,0.0,0.0,0.0,0.0,0.0,0.0
32,Missing,192392,Detritus,[6],Wander through a museum of images scattered across your computer curated by friendly ghosts  Let the ghosts lift up whats left to rot on your computer The messier the computer the better,Missing,,,,,,
33,[2],191650,Grim Tales: The Nomad,"[6, 14]",Your sister Luisa once again needs your investigative help to solve a bizarre series of robberies plaguing her museum and others around the city No one has seen the suspects come and theyve left few clues behind Use your powers to travel to the past and uncover the culprits But be careful youll also uncover a shocking revelation about the Gray family in this heartwarming hiddenobject puzzle adventure game,Missing,,,,,,
34,Missing,186161,Intro Fighters,[6],Intro Fighters is a Twitchtv overlay game that allows your viewers take part in a fighting minigame,Missing,,,,,,
35,[32],186085,Planetary Grapple,[6],Your job is to collect to fallen parts of your old planet to build a new home In addition you can also collect artifacts that are saved across play sessions Among these you can find quite a few easter eggs and some droplets of lore,Missing,0.0,0.0,0.0,0.0,0.0,0.0
36,"[15, 32, 35]",186070,Cantrip,"[6, 14]",Battle build your deck and earn new cards in this roguelite where your hand is your health if you get hit when you dont have any cards its game over If you prevail however you get to draft new cards for your deck before moving on to the next fight,Missing,0.0,0.0,0.0,0.0,0.0,0.0
37,"[9, 32]",186066,_________ (What Even Is That Thing?),"[6, 14]",Close your eyes  Now reach out carefully until you touch something Feel it examine its shape its edges and contours  Now tell me what it is  That is how you play ________,Missing,,,,,,
38,"[8, 32]",184836,Burd.,"[3, 6, 14]",the kingdom of birds has fallen and will not again rise from the ashes,Missing,,,,,,
39,"[9, 34]",183422,Prison of Lies,"[3, 6, 14]",Four innocent prisoners on death row must decide which among them will die to meet the prisons quota,Missing,,,,,,
40,"[5, 9, 12, 31, 32]",183074,Hedon Bloodrite,[6],Immerse yourself in a crystalpunk underworld where the visceral combat of the 90s FPS games blends with the exploration and puzzle solving of classic dungeon crawlers and adventure games,Missing,22.3,30.29,41.24,80.0,11.0,16.0
41,"[12, 31]",182036,Crystal Wish: Classroom Dungeon,[6],Missing,When Serena visited her sisters school the last thing she expected was to be forced with her friends into an RPG game Shrunk to size of pawns and facing dungeons made out of desks and magic the girls will have to face the challanges of a self proclaimed Game Master Genie to get their size and freedom back,,,,,,
42,[13],181537,Streamers Company Tycoon,[6],Missing,Missing,,,,,,
43,"[8, 9, 13, 15, 31, 32]",180370,Head North,"[3, 6, 14]",Welcome To Head North A TopDown FastPaced Puzzle Platformer where you guide our protagonist Fell north by using the ancient power known as Earth Shifting  How far north will you get,Missing,,,,,,
44,"[32, 34]",178788,Crescent Coffee,[6],Find love at a spooky nocturnal café,Missing,,,,,,
45,"[7, 31, 34]",178481,Pilgrimage,"[6, 14]",A visual exploration through abstract landscapes accompanying music  lyrics of Panorama,Missing,,,,,,
46,[32],177706,Femdom Waifu,[6],Femdom Waifu is a JOI Jerk Off Instruction game where the player is controlled by cruel dominatrix,Missing,0.53,0.0,3.0,40.0,1.0,4.0
47,[8],177185,How to Be a Tree,"[6, 14]",How to Be a Tree is a game about the many ways to be a tree,Missing,,,,,,
48,[13],176491,Make Sure It's Closed,"[6, 14]",A minutelong horror game about a childhood fear of mine,Missing,,,,,,
49,Missing,176009,Shadow Corridor,[6],Now on Steam revamped with brand new content Immerse yourself in the latest chapter of the popular Japanese indie horror title Kageroh Shadow Corridor Survive against the onslaught of horrors that lie in wait in eerie traditional Japanese locales that change with every playthrough,Missing,0.0,0.0,0.0,55.0,2.0,0.0
50,"[15, 31]",174415,The Lord of The Rings ACG: The Shadow's Fall Expansion,[6],The Shadows Fall is the first expansion for Lord of the Rings Adventure Card Game Coming with 4 new Heroes packs and continuing the Shadows Reach storyline Dive further into Bilbos journey ,Missing,,,,,,
51,"[9, 12, 31, 32]",172854,Shadow Corridor,"[6, 48, 130]",Chased by the spirits of the cursed Noh mask you must do everything you can to escape Set in traditional Japanese locales Shadow Corridor provides a unique survival horror experience Randomly generated maps filled with a variety of items make every playthrough different Immerse yourself in the darkness for only the determined will survive,Missing,0.0,0.0,0.0,55.0,2.0,0.0
52,"[31, 32]",170909,Caveblazers: Together,[6],Caveblazers Together is an online multiplayer mod for Caveblazers  team up with up to 3 friends on your adventures,Missing,,,,,,
53,"[13, 14]",170447,Fire Pro Wrestling World: Fighting Road - 2017 NJPW Junior Heavyweight Championship,[6],You never forgot the excitement you felt when your father showed you your first junior heavyweight match Now you step into the NJPW dojo to realize your childhood dream of becoming the best junior heavyweight the world has ever seen,Missing,,,,,,
54,[4],168723,SoulCalibur VI: Amy,"[6, 48, 49]",Celebrate 20 years of SOULCALIBUR with an all new playable character Amy,Missing,,,,,,
55,"[13, 32]",167755,Lotus Simulator: München Tram,[6],The first addon for the Lotus Simulator the Munich Tram With the tram R22b of MVG you can virtually drive through the city centre of Munich and explore the scenery along routes 27  28 Detailed reconstructed and perfectly animated Take control at the drivers seat lets go,Missing,,,,,,
56,[32],162598,Coloring Pixels: Animals Pack,"[3, 6, 14]",Unlocks the Animals themed book for Coloring Pixels Includes 20 new animal themed levels to complete Expect images of animals from all walks of life everything from eagles and butterflies to snails and cats,Missing,,,,,,
57,"[31, 32]",162451,Nothing!,[6],What do you play I play nothing,Missing,0.03,0.0,0.11,10.0,2.0,2.0
58,"[13, 14, 15, 32]",162158,Jigsaw Puzzle Pack: Pixel Puzzles Ultimate - USA,[6],Pixel Puzzles Ultimate redefining digital puzzling,Missing,,,,,,
59,[31],161199,DC Universe Online: Episode 34 - Justice League Dark,[6],An ancient evil magic from another plane has surfaced in Episode 34 Justice League Dark A daemonic threat looms over Gotham City Join Constantine Zatanna Shazam and the Justice League Dark to stop the invasion before its too late,Missing,,,,,,
60,"[15, 32, 35]",160296,100% Orange Juice: Iru & Mira Character Pack,[6],This extra character pack for 100 Orange Juice adds 2 new playable characters  the gun expert Iru and the ninjaesque Mira The new characters come fully voiced,Missing,,,,,,
61,"[30, 32]",158470,Zaccaria Pinball: Devil Riders 2019 Table,"[3, 6, 14, 130]",Devil Riders 2019 Table is a modernized version of the original Devil Riders table from 1984,Missing,,,,,,
62,[13],157845,Microsoft Flight Simulator X: Steam Edition - Piper PA-28-181 Archer III,[6],The Archer III is flown all around the world and in addition to our UK research aircraft G CIFY the product will feature liveries from the USA Canada France Australia and Germany,Missing,,,,,,
63,[13],157797,Microsoft Flight Simulator X: Steam Edition - Air Hauler 2,[6],Take charge of operations both in the boardroom and in the cockpit Go global and create your own Virtual Airline and recruit other AH2 pilots to fly for you with attractive payouts or you can join another pilots booming airline and fly for that alongside your own company,Missing,,,,,,
64,[13],157765,Microsoft Flight Simulator X: Steam Edition - P-51H Mustang,[6],The aircraft has been detailed inside and out down to the last rivet and features smooth 3D gauge technology droppable external fuel tanks working 3D collimating gun sight and authentically reproduced Merlin engine sounds,Missing,,,,,,
65,Missing,155441,Dead or Alive 6: Bayman,[6],Download this to use Bayman in DEAD OR ALIVE 6 Core Fighters Note This content is only for the holders of the DEAD OR ALIVE 6 Core Fighters version of the game This content may be offered for free for a limited period of time,Missing,,,,,,
66,[4],155440,Dead or Alive 6: Hayate,[6],Download this to use Hayate in DEAD OR ALIVE 6 Core Fighters Note This content is only for the holders of the DEAD OR ALIVE 6 Core Fighters version of the game This content may be offered for free for a limited period of time,Missing,,,,,,
67,Missing,155439,Dead or Alive 6: Helena,[6],Download this to use Helena in DEAD OR ALIVE 6 Core Fighters Note This content is only for the holders of the DEAD OR ALIVE 6 Core Fighters version of the game This content may be offered for free for a limited period of time,Missing,,,,,,
68,Missing,155437,Dead or Alive 6: Christie,[6],Download this to use Christie in DEAD OR ALIVE 6 Core Fighters Note This content is only for the holders of the DEAD OR ALIVE 6 Core Fighters version of the game This content may be offered for free for a limited period of time,Missing,,,,,,
69,Missing,155436,Dead or Alive 6: Eliot,[6],Download this to use Eliot in DEAD OR ALIVE 6 Core Fighters Note This content is only for the holders of the DEAD OR ALIVE 6 Core Fighters version of the game This content may be offered for free for a limited period of time,Missing,,,,,,
70,Missing,155435,Dead or Alive 6: Phase 4,[6],Download this to use Phase 4 in DEAD OR ALIVE 6 and DEAD OR ALIVE 6 Core Fighters This content may be offered for free for a limited period of time,Missing,,,,,,
71,Missing,155434,Dead or Alive 6: Marie Rose,[6],Download this to use Marie Rose in DEAD OR ALIVE 6 Core Fighters Note This content is only for the holders of the DEAD OR ALIVE 6 Core Fighters version of the game This content may be offered for free for a limited period of time,Missing,,,,,,
72,Missing,155433,Dead or Alive 6: Zack,[6],Download this to use Zack in DEAD OR ALIVE 6 Core Fighters Note This content is only for the holders of the DEAD OR ALIVE 6 Core Fighters version of the game This content may be offered for free for a limited period of time,Missing,,,,,,
73,Missing,155432,Dead or Alive 6: Leifang,[6],Download this to use Leifang in DEAD OR ALIVE 6 Core Fighters Note This content is only for the holders of the DEAD OR ALIVE 6 Core Fighters version of the game This content may be offered for free for a limited period of time,Missing,,,,,,
74,Missing,155431,Dead or Alive 6: Nico,[6],Download this to use NiCO in DEAD OR ALIVE 6 Core Fighters Note This content is only for the holders of the DEAD OR ALIVE 6 Core Fighters version of the game This content may be offered for free for a limited period of time,Missing,,,,,,
75,Missing,155430,Dead or Alive 6: Mila,[6],Download this to use Mila in DEAD OR ALIVE 6 Core Fighters Note This content is only for the holders of the DEAD OR ALIVE 6 Core Fighters version of the game This content may be offered for free for a limited period of time,Missing,,,,,,
76,Missing,155429,Dead or Alive 6: Jann Lee,[6],Download this to use Jann Lee in DEAD OR ALIVE 6 Core Fighters Note This content is only for the holders of the DEAD OR ALIVE 6 Core Fighters version of the game This content may be offered for free for a limited period of time,Missing,,,,,,
77,Missing,155425,Dead or Alive 6: Tina,[6],Download this to use Tina in DEAD OR ALIVE 6 Core Fighters Note This content is only for the holders of the DEAD OR ALIVE 6 Core Fighters version of the game This content may be offered for free for a limited period of time,Missing,,,,,,
78,[13],153210,Trainz Railroad Simulator 2019: Kickstarter County,"[6, 14]",Based upon the famous Highland Valley route from the early days of Trainz Kickstarter County has received a huge upgrade with new content new track and new industries This route is a tribute to all our Kickstarter Backers who helped make Trainz A New Era possible and includes a range of customized assets dedicated to our keenest,Missing,,,,,,
79,[13],153206,Trainz Railroad Simulator 2019: C&O Hinton Division,"[6, 14]",Hinton Division one of the major coal producing areas for the CO starting just west of Thurmond WV through to Hinton WV and also includes the Laurel Creek Sub Division and parts of the Piney Creek Sub Rend Sub and Loup Creek Sub,Missing,,,,,,
80,[13],153109,Trainz Railroad Simulator 2019: ECML Kings Cross - Edinburgh 1976,"[6, 14]",This route covers the full route from London Kings Cross Station all the way to Edinburgh in Scotland  a 393 mile drive With significant updates to almost every feature along the track the route will take you back in time to 1976 UK,Missing,,,,,,
81,[13],153102,Trainz Railroad Simulator 2019: Healesville 1910's,"[6, 14]",This layout covers the last 19 miles of the Healesville line from Mooroolbark to Healesville set in approximately 19131920 prior to the line to Lilydale being electrified and during the period when the locomotives were painted Canadian Red,Missing,,,,,,
82,[31],152911,One Piece: World Seeker Episode Pass,"[6, 48, 49]",Missing,Missing,,,,,,
83,"[5, 12, 24]",152165,Tom Clancy's The Division 2: Year 1 Pass,"[6, 48, 49, 170]",The Year 1 Pass has expired as of 1 March 2020 There are now Season Passes for each Season of The Division 2  Owners of the Year 1 Pass will get access to  Three additional specialisations unlocked instantly Unique customisation options will be made available as part of the new specialisations  Eight classified assignments Unique backpack trophies will be awarded for completing the assignments  Agent Ward outfit Please note that the outfit will not be listed under Uniforms Items will be available individually from their respective sections boots pants scarf and shirt  Scout emote  The Year 1 Pass is available as part of the  Gold Edition  Warlords of New York Ultimate Edition  Year 1 Bundle,Missing,,,,,,
84,"[31, 32]",149315,"Warhammer 40,000: Inquisitor - Martyr: Maelstrom of Carnage",[6],An unfortunate Imperial world has been overrun by Chaos Daemons Exterminatus is not yet possible so selfless sacrifice is needed to keep the tide from spiraling out of control Are you willing to descend amidst the Daemonic hordes and call orbital strikes while you are fighting down there  for the sake of the Imperium of Man,Missing,,,,,,
85,"[9, 13, 35]",147951,Jigsaw Masterpieces,"[6, 130]",Many convenient functions for completing the puzzle such as the function to separate edge and inner pieces and the auto save function for playing lighthearted at any time  a Cavalier King Charles Spaniel Dog and an American Shorthair Cat  Saint Isaacs Cathedral  The Dolomites in Italy Play with the above three different pictures that have three different piece sizes large medium and small And a lot of DLC is releasing such as beautiful landscape of the world masterpieces of painting popular cartoon characters dogs and cats You will surely find the your best puzzle If it is a digital jigsaw puzzle You dont have to worry about losing the pieces You dont have to need prepare a large space to suspend the puzzle Lets have fun playing the jigsaw puzzle with Jigsaw Masterpieces Features Easytoplay traditional jigsaw puzzle Selection of six background colors For each jigsaw puzzle 3 difficulty levels can be set Separate edge and inner pieces Ability to snap individual pieces together Auto save More puzzles will increase with DLC,Missing,0.0,0.0,0.0,0.0,0.0,0.0
86,"[13, 15, 31, 32]",147683,Silver Screen Story,"[6, 39, 48, 130]",Become the boss of film studios and lead them to worldwide fame supervising production of blockbusters Customize your studios with facilities such as a CG or sound studio staff cafeteria or acting school Having talented directors is key but its up to you to train them up bring out their full potential and offer them guidance when they get stuck Hire actors or have famous pop icons dancers or comedians star in your films Have fun with tons of possibilities picking the genre themes and filming location for your movies Produce smash hits to win fans all over the world and break all box office records Try searching for Kairosoft to see all of our games,Missing,5.13,0.0,0.0,70.0,1.0,1.0
87,"[8, 31, 33]",146860,Johnny Turbo's Arcade: Joe and Mac Returns,"[6, 130]",Joe  Mac return in this frantic and zany singlescreen arcade action platformer The local cave women have been kidnapped once again so its up to these stoneage superstars to rescue them Grab your club and get ready to dish out serious prehistoric pain,Missing,,,,,,
88,"[9, 32]",145928,Vampire Garden,[6],Be wary of the sun the light that gives your plants life will take yours away Grow your garden across 83 levels,Missing,,,,,,
89,"[9, 32]",145920,Eye Contact,[6],The eyes reveal the world around you Roll the eyes to see the world differently Fill the sockets with the eyes looking outwards,Missing,,,,,,
90,"[12, 15, 31, 32]",144437,Pixelot,"[6, 14, 34, 39]",Pixelot is a classic RPG that combines the best parts of old school roleplaying games In Pixelot you create a custom hero and gather allies to defend against the darkness that has swept over the land of Pixelot The game features numerous recruitable characters playable classes items monsters and dungeons alike Promising an engaging story line humorous dialogue and a classic yet simple design Pixelot is a game that is easy to pick up and hard to put down,You are summoned to the world of Pixelot in order to stop the return of the Dark Lord You must gather the 6 elemental crystals that are scattered across Pixelot Along the way you will battle against the Dark Lords 3 daughters Embark on a journey assisting a small village with a wolf problem a city with a corrupt monarchy and so much more,,,,,,
91,"[5, 31, 32]",142342,Rabbit's Quest,[6],Rabbits Quest is a metroidvania with a retro aesthetic,Your team was exploring the galaxy looking for alternate sources of energies until the radar detected something on a unknown planet    However things go wrong and now you are many thousands feet under the ground in a hostile planet full of monsters and riddles    Will you be able to get back to your ship and get away from this planet,,,,,,
92,[12],141244,Harry Potter RPG,[6],Harry Potter fangame  Create your own Hogwarts student House blood status look and go for a year of magical study in the school of witchcrat and Wizardry   Will you choose to help the Order of the Phoenix or will you join the Deatheaters The choice is yours  You will have to accomplish missions for them and explore the wizard world to increase your skills  Will you pass your exams What will you become at the end Its all up to you  Inspired by the Harry Potter saga by JK Rowling Some liberties have been taken for the needs of the game compared to the original text,Missing,,,,,,
93,"[32, 34]",140911,Contract Demon,"[3, 6, 14, 34]",Contract Demon is a short visual novel created where an angel summons a demon and they end up in love,Missing,0.48,0.52,0.56,65.0,11.0,13.0
94,[12],140576,The Dark,"[3, 6, 14]",Trust your ears Along with your wits theyre all you have as you make your way through the labyrinth to defeat the evil that lurks within,Missing,0.0,0.0,0.0,20.0,1.0,0.0
95,"[5, 32]",140222,Hyper Light Knight,[6],Cyberpunk top down shooter but instead of shooting guns you reflect enemy bullets back at them,Missing,,,,,,
96,"[15, 24, 32]",139491,Infinitode 2: Infinite Tower Defense,"[6, 34]",Infinitode 2  a strategy in the Tower Defense genre in which the player will have to build towers to protect his base from endless waves of enemies The game features huge maps lots of towers resource miners upgrade tree and map editor,Missing,,,,,,
97,"[12, 13, 32, 33]",138910,Theme Park Simulator: Rollercoaster Paradise,"[6, 34, 39, 48, 130]",Theme Park Simulator amazing amusement park simulator game is here Diferent simulators are waiting for you Roller Coasters Inverter Bumper Cars Tagada Simulators for everyone,Missing,,,,,,
98,"[2, 12, 13, 31, 32, 34]",137072,A Hero and a Garden,"[3, 6, 14, 48, 49, 130, 167]",Play as a fairytale hero and help him garden since saving the princess didnt go that well A fantasy gardening visual novel and clicker game,Missing,1.7,1.85,1.8,71.0,12.0,21.0
