,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
10,[5],259493,Oops! All Techbase,[6],A 32Level Megawad each level Techbase themed,Missing,,,,,,
11,[5],259394,Outer Base,[6],This is a small map with a good design stuffed with blood and gore,Missing,,,,,,
12,[5],257162,Dead But Dreaming,[6],Dead But Dreaming is your descent into madness disguised as a 12level limitremoving episode for Doom 2 summoned by dmdr and the occult folks of Doomer Boards,Missing,,,,,,
13,"[31, 32, 34]",255686,Fetish Locator,[6],Play as a young college student exploring love lust and sexual fetishes with the hottest women in town Score points in the Fetish Locator app which has taken the campus by storm Make choices and decide the fate of the story in Fetish Locator,Missing,,,,,,
14,[34],252811,Soft Serve,[6],When a young woman and her new friend visit an odd ice cream parlor deep in the city her world becomes strange,When a young woman and her new friend visit an odd icecream parlor deep in the city her world becomes strange  Soft Serve is a story of love sex and loss of innocence in the land of lesbians and futas all covered with a sprinkling of weird scifi,,,,,,
15,[32],252086,Walpurgisnacht,"[3, 6]",Memory of forest house at dusk,Missing,,,,,,
16,[5],251545,National Videogame Museum,[6],This WAD is a near 11 recreation of the National Videogame Museum located in Frisco Texas,Missing,,,,,,
17,[32],249645,Indiepocalypse #6,"[3, 6, 14]",Issue 6 of a monthly indie game anthology collecting games from 10 developers,Missing,,,,,,
18,[12],247461,Yuka: Scattered Shards of the Yokai,[6],Thanks to Kappas careless mistake Yuukas common sense and sexual reasoning broke out of her mind into fragments and were scattered all around the world but by strange coincidence a mortal from the nearby village just happened to be there and as consequence he was forced to explain what happened The pieces could not be seen with the naked eye and yet the mortal could so he was forced by Yuuka to help collect the pieces in order to regain the fragments of her mental mind but there was one slight problem The fragments were very delicate and easy to break and if they did then Yuukas common sense and sexual reasoning will be lost meaning her plump body will be for anyones taking,Missing,,,,,,
19,Missing,246116,Therapist: Mind Manager,[6],Therapist Mind Manager is a visual novel with simulation elements set on modern times following the life of an ordinary man working as a psychotherapist,Missing,,,,,,
20,[33],245296,Viruzzerk,"[3, 6]",A game based on Robotron 2084 Berzerk and Windows XP,Missing,,,,,,
21,"[12, 16, 31]",241389,Pokémon Daybreak,[6],Pokémon Daybreak a fangame made in Pokémon Essentials introduces the enigmatic region Armira and is centralized around storytelling and challenging gameplay The game is aesthetically beautiful and there are many unique locations you will encounter on your journey such as a meteor crash site a castle and a cherry blossom forest Themes of exploitation greed and history are examined and lore is dotted all throughout the game Take on the challenge of becoming Pokémon Champion in the allembracing region of Armira,A meteor has struck and you the local professors new assistant are assigned to the case However some mischievous individuals have beat you to it and are inspecting the meteor for their own purposes Who are they and why is the meteor imperative,,,,,,
22,"[2, 32, 34]",240064,Oppai Odyssey,"[6, 14, 34]",Oppai Odyssey is an adult visual novel and dating sim focusing on the crew of USF starship Agni as they traverse the galaxy in search of a new planet for humanity to colonize Enjoy a fully explorable starship filled with events to enjoy with your crewmates,You are the captain of the USF starship Agni Tasked with the mission of exploring uncharted planets in hopes of finding colonization targets you will have the opportunity to experience the unique races and environments of the universe Build friendship and share intimacy with your ragtag crew as you traverse the mysteries of the universe and the nefarious plots of the USF,0.0,0.0,0.0,0.0,0.0,0.0
23,"[5, 8]",239536,Ricochet Gun,[6],Use your gun to destroy enemies but make sure to aim properly or things might get out of control,Missing,,,,,,
24,"[32, 34]",239315,Ripples,"[6, 14, 34]",Ripples is a storyfocused scifi adult visual novel that centers around an 18yearold in his last year of high school as he tries to balance his romantic life with his secret one,On just another normal day you reunite with your friend Darcy and go to school like normal But as the day goes on you learn new information about your long deceased father that has you questioning the truth about his death,0.25,0.0,0.0,46.0,5.0,1.0
25,[31],238103,Tea for the King,[6],Make a cup of tea on a rainy day You must make a Tea for King,Missing,,,,,,
26,"[13, 31]",232679,Farmer's Delight,"[3, 6, 14]",Farmers Delight is a mod that gently expands upon farming and cooking in Minecraft,Missing,,,,,,
27,[34],230930,The Game of The Playful,[6],A singleplayer otome game with many characters Players can customize characters names including male characters,Missing,,,,,,
28,[5],229655,Super Mado Paf!!,[6],Super Mado Paf is a Yume Nikki fangame created for Dream Diary Jam 4  It is a shooter game where the player must defeat the enemies moving around the screen The goal is to get as high a score as possible You play as Madotsuki and fight against enemies,Missing,,,,,,
29,[31],229653,Planet Ennea,[6],Planet Ennea is a short game made for the fourth Dream Diary Jam using the RPG Maker VX Ace engine It focuses around a newly built robot and their desire to understand the lives and emotions of those around them It features way more text than your standard Yume Nikki fangame but thats fine isnt it You wont talk much but youll have the chance to listen,Missing,,,,,,
30,[31],229652,None,[6],Play as None as they explore their dreams This is a game made for Dream Diary Jam 4 The concept and mechanics are based on the 2004 indie game Yume Nikki,Missing,,,,,,
31,[31],229642,Alien Flowers,"[6, 82]",Mushrooms are just Alien Flowers Surreal world full of artstyle clashing and moods with a tragic story behind it  A Yume Nikki fangame created made for Dream Diary Jam 4,Missing,,,,,,
32,[31],229468,I Have A Fear,[6],Be my first tester of the project Ive been working on recently  If you have some time on your hand take a look at my works as you wonder through some of my games I made in the past This is my first time making something public the levels you are about to see really needs some feedback If you are ready we can start right away,Missing,,,,,,
33,"[13, 15]",226994,Planet Zoo: South America Pack,[6],Enrich your zoo with over 250 new scenery pieces inspired by the wonderfully diverse South American continent Care for and learn about five unique new animals and craft Zoos with distinct foliage and architecture ranging from the Amazon basin to the heights of the Andean mountain range,Missing,,,,,,
34,[14],225056,DJMax Respect V: Cytus Pack,[6],DJMAX RESPECT V Cytus DLC Now enjoy the songs of Cytus in DJMAX RESPECT V,Missing,,,,,,
35,[14],225048,DJMax Respect V: Deemo Pack,[6],DJMAX RESPECT V Deemo DLC Now enjoy the songs of Deemo in DJMAX RESPECT V,Missing,,,,,,
36,"[12, 15, 32]",223816,8-Bit Attack: Character Pack 1,"[6, 14]",8Bit Attack is a turnbased strategy game with a hint of RPG Encounter heroes and monsters from multiple universes within the Petersen franchise and fight to defeat Cthulhu in a grudgematch for the galaxy This DLC adds 15 new Heroes to the roster and 20 new playable episodes,Missing,,,,,,
37,"[12, 31]",221782,Fairy Tail: Digital Deluxe Edition,"[6, 48, 130]",Magic  Guilds  RPG Based on the fantasy adventure comic about Natsu a Dragon Slayer of the rowdy Fairy Tail magician guild and his unique group of friends battling against no less unique and memorable enemies  From popular fanfavorite episodes to original ingame episodes players can experience the magical world of Earth Land and fight with Fairy Tail in the exhilarating story  Fairy Tails Digital Deluxe Edition comes with  Costume set Grand Magic Games team costumes  Bonus Lacrima set  DDX limited costume Ryza costume for Lucy,Missing,,,,,,
38,Missing,221742,No Man's Sky: Desolation,"[6, 48, 49]",Scavenge and survive in the haunted wreckage of derelict freighters with the Desolation update Introducing procedurallygenerated freighters more story content combat improvements freighter customisation and more,Missing,,,,,,
39,"[9, 32]",219099,You are now Possessed,"[6, 82]",A puzzle game where youre not always in control,Missing,,,,,,
40,"[5, 24]",216375,Tom Clancy's Ghost Recon: Future Solider - Ultimate Edition,[6],In Ghost Recon Future Soldier join an elite team of highly trained cutthroat specialops soldiers Armed to the teeth with unrivalled combat technology Ghost Recon takes you to the globes most deadly warzones to hunt down the highest value targets,Missing,,,,,,
41,[31],216331,Crocodracula: The Beginning,"[3, 6, 14, 82]",The first Taleframe game based on the 90s childrens horror soap opera,Missing,,,,,,
42,[12],214510,Neighbourhood Cat,[6],In the peak of lockdown you are Neighbourhood Cat the only one around who still has the freedom to go outside Roam the streets visit your neighbours listen to their stories and spread a bit of comfort and charm After all you are a cat Thats what you do,Missing,,,,,,
43,"[2, 31, 32]",212249,Five Nights With James,[6],Five Nights With James is a Five Nights At Freddys Fan game which contains funny memes and funny lore,James has invited you to challenge you but after you beat him he got mad for some reason and decided to trap you in a 5 nights loop Will you make it Or will you perish,,,,,,
44,"[8, 9, 32]",210676,"Edna: Out of Sight, Out of Control","[3, 6, 14, 82]",Play as Edna and make your way through a castle by possessing statues within your line of sight Solve puzzles by manipulating doors switches and mirrors,Missing,,,,,,
45,[7],210567,Roundabout 3,[6],A one button enduranceavoidance game with adrenaline pumping music and lots of eye candy Roundabout 3 is easy to pick up and play for gamers of all ages Click to rotate while following the beat and avoid hitting the walls,Missing,,,,,,
46,[5],205049,Halo: The Master Chief Collection Season 2 - Spark,"[6, 49, 169]",This season was launched following the release of Halo 3 for PC Titled after 343 Guilty Spark this season focuses on Halo Combat Evolved adding vehicle and weapon skins visor colors and nameplates,Missing,,,,,,
47,[34],203228,Sakura Succubus Bundle,[6],Sakura Succubus is a lewd visual novel about amassing a harem of sexy succubi Featuring a cute idol a domineering businesswoman and a spacey social media star theres no shortage of women to woo,Missing,,,,,,
48,[31],201774,V.D.O,[6],VDO is an English Yume Nikki fangame created for Dream Diary Jam 4 You explore the dreams of Grey and each dream is split into linear sections that the player must complete to progress,Missing,,,,,,
49,[31],201184,Archipelago,[6],Missing,Missing,0.0,0.0,0.0,70.0,1.0,0.0
50,[16],200795,Alma,[6],Missing,Missing,,,,,,
51,[2],199033,Hayami-Chan,[6],A game about a guy that buys a haunted anime DVD and gets haunted by HayamiChan,Missing,,,,,,
52,[31],198068,Don't Be Afraid: The First Toy,[6],Dont Be Afraid  The First Toy is an introduction to the dramatic story of a boy kidnapped by a psychopath Exploring the giant house of your torturer you will soon discover things worse than your childish nightmares Take on the role of Jamie and see what phrase The First Toy actually means,Missing,,,,,,
53,[5],196500,Quake: Coppertone Summer Jam,[6],Community mapping event based on the Copper mod 16 levels of varying sizes and texture themes plus a start map It contains custom skyboxes a few new soundsmodels and some music tracks The map sources are included,Missing,,,,,,
54,"[9, 35]",194931,Dream Catcher,[6],A lonely guy meets a lot of strange girls in his dream Lets solve the puzzle to see the girls more clearly,Missing,0.17,0.42,0.5,0.0,0.0,3.0
55,"[8, 31]",194339,Void,[6],Welcome to the strange world of VOID You find yourself engulfed in darkness the only way to see is to move around Each corridor feels more confusing than the last hints of sights and sounds may lead you to victory or astray The only hope is to keep moving forward,Missing,,,,,,
56,"[31, 33]",194316,Faptastic Journey,[6],A completely new mechanic of the defense game Use magic dice to defeat beautiful girls explore the world and find the way out,Missing,,,,,,
57,"[10, 32]",186054,Pixel Wheels,"[3, 6, 14, 34]",Topdown retro racing game Race for the first place on various tracks Pick up bonuses to boost your position or slow down competitors,Missing,0.0,0.0,0.0,50.0,1.0,0.0
58,"[12, 13]",184881,Port Traventor,[6],Plagued by orcs and dwarves Traventor needs a true king to rise to the occasion Would it be that you are such a king,Missing,,,,,,
59,"[9, 34]",184580,Blankspace,[6],Blankspace is an escape room visual novel with pointandclick elements Interact with Beryl investigate your surroundings solve puzzles and find your way out of a strangelooking room,Missing,4.18,0.0,10.3,70.0,2.0,2.0
60,"[9, 31]",184499,Second Chance,[6],A 2nd person horror game,You take a deep breath and wince from the sharp pain in your head You slowly open your eyes keeping them squinted till they adjust to the light  Where where am I You think to yourself as you look around the room Your worries and fears intensify as you notice security cameras in the corners  Nola sweetie A familiar voice plays loudly from a speaker in the room You try to remain calm,0.25,0.0,0.5,100.0,1.0,2.0
61,[33],183899,100 Flaps,[6],In 100 Flaps your goal is to get as high as you can without running out of flaps Through collecting coins you are also able to unlock more birds as you go,Missing,,,,,,
62,[34],183038,Lilian: The beginning of the end,[6],An angel falls in love with a boy who talks to the skies Who is he talking to,Missing,,,,,,
63,"[8, 9, 32]",182617,A Key(s) Path,"[3, 6, 14, 82]",Build your way with your keys  You have 3 movement keys  Left Right and Jump  available at the bottom of the screen You can drag them in the world to use them as platforms But dont use too many or you could run out of movement options Because as soon as a key is placed you cant use it for movement It will be locked until you retrieve it from the world  A Keys Path is one of the winners of the GMTK Game Jam 2020 with the theme Out of Control It reached 6th place overall and was featured in GMTKs video,Missing,,,,,,
64,"[32, 33]",182532,Genre Hopper,"[6, 82]",The constantly changing genre is out of control,Missing,,,,,,
65,[13],181739,2: A Game About Everyone's Favourite Sorting System!,[6],a short game about a certain widelyused categorization system thats toooootally fit for purpose,Missing,,,,,,
66,[31],180387,Mendum Memoria,[6],A Yume Nikki Fangame about a boy who hides something in his dream world,Missing,,,,,,
67,Missing,180384,The New Resident,"[3, 6, 14]",An anonymous tip for a missing peoples case leads you to ManneCorp,Missing,,,,,,
68,"[8, 32]",179788,Astrofrog,[6],Hop from planet to planet to help Frog find his lost spaceship,Missing,,,,,,
69,"[8, 32]",178491,Metamaze,"[6, 82]",a short horrorish game about a 2D person who dreams to be 3D,Missing,,,,,,
70,[13],178260,Chair F*cking Simulator,[6],Use our innovative patented funky fresh ChairFcker simulation tech to meet the chair of your wildest dreams,Missing,0.0,0.0,0.0,35.0,2.0,0.0
71,"[32, 34]",177883,Cemetery Mary,"[3, 6, 14]",A story about a girl who loves the cemetery When her parents go missing she receives a mysterious text,When rumors of a serial killer start floating around town she isnt too worriedthat is until her parents go missing And in the wake of their disappearance a message from an unknown number leaves Mary to wade through a sea of doubts and questions  Unknown Number Your parents are safe 1243 AM  Is the rumored Blackwood Butcher playing some sort of sick prank Or is something even more sinister responsible for their disappearance Will she be able to find the identity of the mysterious killer or the whereabouts of her parents  Or will her meddling threaten to make her a permanent resident of the very cemetery she so admires,0.0,0.0,0.0,0.0,0.0,0.0
72,"[13, 32, 33]",177187,Teeth Simulator,"[6, 82]",Level up your teeth by eating like you did when you were a baby,Missing,,,,,,
73,"[13, 31, 32]",177167,The Baby In Yellow,"[6, 34]",Babysitters often have to deal with unruly children but this one might be your last how long will you stay in control,As a baby sitter you have to deal with some unruly children This one might be your last How long will you stay in control,0.72,0.93,0.0,64.0,5.0,7.0
74,"[5, 7, 32]",177134,Laserwave,"[3, 6, 14]",Grab your mouse  Turn up the volume  Let the beats flow through you  Laserwave is a synthwave bullethelllike rhythmic shooter where your actions are defined by the music,Missing,,,,,,
75,[32],176132,The Wooter,"[6, 82]",An incremental game in which players must get as many woots as possible by rapidly pressing a key a button or their screen,Missing,0.02,0.0,0.0,0.0,0.0,1.0
76,Missing,176118,How to Make a Cup of Tea,"[6, 82]",Hello You know I could do with a good cup of tea Could you please make me one Dont worry Ill guide you through it  Made by three people in 48 hours for the GMTK Game Jam 2020,Missing,0.0,0.0,0.0,0.0,0.0,0.0
77,[34],176019,Soft Underbelly,"[6, 82]",Soft Underbelly is a short narrative game about taking a break and having a streamofconsciousness conversation with your cat about friendship trust and care,Missing,0.0,0.0,0.0,0.0,0.0,0.0
78,[32],174444,Nomad,[6],Shoot your way through the sands and catch as many chickens as you can Why Because you get to keep any gold you find for yourself A skillbased permadeath shooter with challenging AI rather than floods of kamikaze sprites How many chickens can you catch before your inevitable demise,Missing,0.0,0.0,0.0,0.0,0.0,0.0
79,"[9, 31, 32]",174012,The Impossible,[6],The Impossible is a minimal perspective illusion puzzle game You control a small square in the Impossible world and remember nothing is Impossible,Missing,,,,,,
80,"[15, 32]",173984,Krim: The War in the Crimea 1941-42,[6],KRIM The War in the Crimea 194142 is an operationalstrategic simulation of the German 11th Armys operations in the Crimean Peninsula from late October 1941 through 4 July 1942,Missing,,,,,,
81,[32],173893,Asteroids 44,[6],Remake of one of the oldest arcade classics Challenge yourself and advance through the levels filled with asteroids powerups and virtual bitcoins that you can spend in the shop to get ready for whats coming Get your friends and share the adventure together in coop mode,Missing,,,,,,
82,"[31, 32]",173867,Sex Apocalypse,[6],The near future A virus came to earth that turned all men into dangerous mutants And only sex with girls can overcome this infection,Missing,0.0,0.0,0.0,0.0,0.0,0.0
83,Missing,173815,My Creampie Heaven,[6],Three Japanese visual novels merged into one Pick between three gorgeous goddesses and purify one of them with the power of LOVE There is the cool beauty Reiu a sexy saint Cecil and the foxy Yuuko who doubles as your childhood friend and a fluffytailed goddess of agriculture,Missing,,,,,,
84,Missing,172383,BAL Solid,[6],A Relaxing Ball Physic Puzzle Game,Missing,,,,,,
85,"[13, 14]",172369,Premier Manager 02/03,[6],Indulge in panEuropean fantasy football by taking control of any club from the four English divisions or simultaneously from the top two divisions of the continents premier leagues Spain Italy France and Germany,Missing,,,,,,
86,"[10, 32]",172345,Bulldozer,[6],Bulldozer is an action game where the player controls a bulldozer and needs to push off all the barrels of the platform except the bulldozer to win the game,Missing,0.0,0.0,0.4,50.0,1.0,1.0
87,[12],172233,Solenars Edge II: Champions,[6],Create your character pick your ally and assemble a powerful team of over 70 champions Fight your way through the VR Arena and become the greatest champion of the entire universe,Missing,0.0,0.0,0.0,0.0,0.0,0.0
88,[32],172180,Into the Timeverse,[6],Into the Timeverse is a hard non forgiving action platformer game Into the Timeverse is a constantrunner game that you need to match your color to the appropriate color of the enemy platforms Expect to die a lot in this game,Missing,,,,,,
89,[32],172157,Duo Defenders,[6],Cute and cooperative tower defense game where you and your partner must reload towers with ammunition together,Missing,,,,,,
90,Missing,172089,Family Quiz,"[6, 14]",Running out of questions to use during your weekly family video chat quiz night Look no furtherFamily Quiz does exactly what name suggestsa quiz for all the family,Missing,,,,,,
91,"[13, 15, 32]",171999,Stellaren II,[6],A space scifi visual novel in postapocalyptic worldCombines a unique visual novel experience with multiple minigamesTravel across multiple locations across space and meet a diverse set of interesting characters,Missing,,,,,,
92,[32],171965,Lingering,"[3, 6]",An LGBTQ Mystery Visual Novel with comic panel style aesthetics and pixel styled backgrounds Join The Heart Breachers operatives as they navigate the world of desire treachery and emotional turmoil while learning to understand lofty concepts such as friendship hope and belief in oneself,Missing,0.0,7.0,0.0,0.0,0.0,1.0
93,"[13, 14]",171941,Premier Manager 04/05,[6],Youll experience all the emotions of football management in Premier Manager 20042005 Find out if youve got what it takes,Missing,,,,,,
94,"[2, 31, 32]",171710,Midnight Scenes: The Highway - Special Edition,"[6, 14]",Claire Barnes is about to discover what kind of horrors lurk in the darkness of a deserted road Welcome to a dimension of horror Welcome to Midnight Scenes,Missing,,,,,,
95,"[31, 32]",171700,InMaze,[6],You woke up You dont know where you are You dont know who you are Soon you will meet your sister dead and your amazing story begun Go throught maze kill monsters and solve logic puzzles,Missing,,,,,,
96,"[31, 32]",171661,Sanatorium: Anthropocene Retreat,"[6, 14]",Place yourself into fantastic gardens to work your way through evolutionary transformations starting as a nonhuman agent though viral forms of life into human shape to finally achieve the status of artificial intelligence Set records in minigames fight enemies and communicate with characters,Missing,,,,,,
97,"[13, 32]",171659,"20,000 Miles Under the Sea",[6],Become a fearless underwater explorer and reach the bottom of The Mariana Trench to win 20000 real dollars,Put on your suit designed especially for deep sea diving and get ready for the longest descent in your life  This is a simple idle horror game and all that is required of you is to observe the life of the underwater world and wait If you get tired  you can minimize the game and continue to go down doing other things  But dont forget that you are not alone  a terrible creature inhabit this abyss If youre too scared to meet this monster you can tap out any time you like and set a name mark that will be seen by players from all over the world who have reached this depth  How deep can you be Can you become the bravest of the rest of the players,,,,,,
98,[32],171624,Snake 2 DX: Reawakening,[6],Explosive ballstothewall bullet hell shooter with novel shooting mechanics and surreal comedy,Missing,,,,,,
99,"[15, 32]",171441,Jubeez,[6],Jubeez is an innovative and unique take on the match3 genre Try to form groups of Jubeez while moving around the board but be careful not to corner yourself The faster you play the more score you earn Can you become the best Jubeez player in the world and rank at the top of the leaderboards,Missing,,,,,,
100,"[31, 32]",171422,7 Summer Days: Youth sky,[6],A visual novel that takes place in the same universe as 7 summer days,Missing,,,,,,
101,"[15, 31, 32]",171408,Shine's Adventures 0: Zombies Reload,[6],Shine woke up in an unfamiliar place and she found many horrible zombies around In order to survive Shine needs to explore this unfamiliar place She needs to collect weapons medicines items and so onEverything is to survive,Missing,,,,,,
102,"[31, 32]",171350,Super Indie Square: Fight Against Time,[6],In Super Indie Square  Fight Against Time your goal is collect all the coins before time runs out and any simple mistake is fatal,Missing,,,,,,
103,[10],170882,Twin-Turbo Supercharged Nitro-Fueled Papamobile,"[6, 14]",Cybernoir platformer in which you steer highperformance papamobile through a future city in order to deliver a cure that could save humanity,Missing,,,,,,
104,[32],170672,Girls Memory Card,[6],Game find a pair with dozens of levels and beautiful pictures solve pairs enjoy the pictures on the cards and if you manage to pass the level you will be rewarded with a picture of an interesting character,Missing,0.0,0.0,0.43,50.0,1.0,1.0
105,"[10, 15, 31, 32]",170650,Covid-Racing,"[6, 14]",Can you beat the world of spikes with your epic car Try to get as many points as possible and race,Missing,,,,,,
106,[12],170634,Andromeda One Zombies,[6],Andromeda One Zombies is an First Person Shooter video game featuring zombies The game take place in the far future where spatial exploration of galaxy is possible A virus has spread and now zombies are rampant The hero is in the military and try to bring order in the Andromeda galaxy,Missing,,,,,,
107,[14],170585,VRWorkout,[6],Fitness rhythm game with full body engagement Transform your living room into a personal gym on 4 square meters,Missing,,,,,,
108,"[31, 32]",170321,-Sprout-,[6],SPROUT is a mini precisionplatformer built for speedrunning Run jump and dash your way through 100 levels across five unique lands and restore your world to its former glory,Missing,,,,,,
109,[32],170223,Onmyoudou: Arcade Edition,[6],Onmyoudou  Arcade Edition is an endless action RPG gameTry your best strategy to defeat the slimes Use your powerfull attacks and random itens around the environmentDefeat a slime and receive a Tamashi the ghost souls Reach as many Tamashi as possible,Missing,,,,,,
110,[31],170209,Worlds Align: Deadly Dream - Collector's Edition,[6],Can you and your friends save all the worlds in time,Missing,,,,,,
111,[31],169814,Robot Invasion,[6],Robot Invasion is a game set in the near future when robots have invaded Earth There are robots everywhere and they are deadly Avoid them at all costs,Missing,,,,,,
112,"[31, 32]",169763,Ninja Kunoichi,[6],This is an exciting NINJA action game with a 16bit taste,Missing,,,,,,
113,"[13, 31, 32]",169755,Mushroom Challenge,"[3, 6, 14]",A mushroom hunter simulator Here you can walk around the forest and enjoy the nature meet different animals and of course gather mushrooms,Missing,,,,,,
114,[32],169741,Dangerous Zone,[6],Dangerous zone  a game where you need to survive passing dangerous levels where different traps are waiting for you in the form of mines broken geysers evil enemies,Missing,0.0,0.0,0.0,0.0,0.0,0.0
115,[32],169666,Motionless,[6],Motionless  is a first person shooter game where you can test your accuracy The main task is to shoot at targets and receive bullets for successful hits If you have spent all the bullets or you have no life left you have lost How many bullets can you collect,Missing,,,,,,
116,Missing,169642,Steady,[6],A deceptively simple movement game that will challenge you through a set of 50 unique levels Dodge moving obstacles cannon balls and spinning contraptions to see how far you can go,Missing,,,,,,
117,"[13, 32]",169609,DF-41 Simulator,[6],3D visualizer and simulator of the Dongfeng41 DF41 东风41 roadmobile intercontinental ballistic missile,Missing,,,,,,
118,[13],169588,Being Centered,[6],Balance your chakras,Missing,,,,,,
119,"[13, 15, 31, 32]",169576,Endless Battle: Return of Hero +1,[6],Help Hero rebuild the entire universe and beyond An idle incremental adventure,Missing,,,,,,
120,"[31, 32]",169497,Ties,[6],Explore an oniric world and discover all its secrets during a dangerous and memorable quest,Missing,,,,,,
121,"[31, 32]",169493,Alien Cat 3,[6],Having found his home on one of the distant planets the space cat decides to settle down on it But the local creatures did not appreciate this choice and decide to drive away the furry alien Our task is very simple to protect yourself and your shelter from the attacks of unfriendly monsters,Missing,,,,,,
122,[13],169474,Galvatia,[6],Galvatia is a PC game where you are an invisible conservationist for animals It contains 5enviroments such as a European meadow a mixed forest an American rainforest an African savannah and an ocean,Missing,,,,,,
123,[32],169470,Cursed Mummies,[6],Cursed Mummies is a classic Sokoban With each level the task will become more difficult,Missing,,,,,,
124,"[31, 32]",169446,7n7,[6],7n7 is a 2D bullethell platformer set in a world inspired by World War 1 Unlock new weapons and find a clever way to destroy 14 bosses that you may find on your path Experience the story in noncombat levels with plenty of NPCs and the main character,Missing,,,,,,
125,"[13, 31, 32]",169437,S.C.A.R,[6],Created by Savage Studios SCAR is a retrolike monster killing game where the enemies have one goal to see your demise Difficulty is not forgiving your survival is almost impossible,Missing,0.0,0.0,0.0,0.0,0.0,0.0
126,[31],169395,Keizudo,[6],Keizudo is a command based visual novel that uses prerendered low polygon graphics It has a scifi romance story with cyberpunk aesthetics reminiscent of 90s video games and anime,Missing,,,,,,
127,[32],169340,Emberzone,[6],Emberzone  is a short firstperson story game Its a story about loss You play as a simple girl in whose life happens something horrible,Missing,,,,,,
128,"[13, 14, 15, 32]",169297,Strip Black Jack: Hot Gym,[6],Caroline and Nora are super hot coaches and invite you to a sexy card game Play against Nora in Easy or Normal mode and beat her to make Coraline drop her clothes and show you her sweaty naked body,Missing,,,,,,
129,[12],169097,From Frontier,[6],By an accidentthe protagonist set out on a journey to the Lemuria Continent with the second princess of the demon country who was running away from homeAwaiting in the pioneer land is encounters with dangerous monsters unexplored land and fascinating beauties,Missing,,,,,,
130,"[31, 32]",168984,The Importance of Choosing: Second Chance,[6],This story tells us about a girl who went through a lot in her life and each of her decisions led to certain consequences In this game you will see the consequences of one of the elections and understand what decision will be correct,Missing,,,,,,
131,"[13, 31, 32]",168860,Time For You: Chapter 01,[6],A storydriven adult dating sim  visual novel with a detective style twist,Missing,,,,,,
132,"[31, 32]",168700,Winter's Trumpet,"[3, 6, 14]",A short interactive love story set against the backdrop of an 1918 flu inspired epidemic,Missing,,,,,,
