first_release_date,genres,id,name,platforms,summary,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
799459200,[5],268607,Recant,[6],Recant is a fairly large level created by Dr Sleep,Missing,Missing,nan,nan,nan,nan,nan,nan
801532800,[34],245228,Mars Blade,"[6, 14]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
800841600,"[2, 31]",242885,Dan,"[6, 14]",Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
800150400,[31],123385,Elroy Goes Bugzerk,[6],The game is a point and click adventure Explore the Insect Hall of Fame wander through tunnels climb trees even chase chickens to unearth bug facts and decipher clues that will ultimately lead Elroy and Blue to victory in this fully animated adventure game,Missing,Missing,1.92,0.0,0.0,0.0,0.0,1.0
801792000,Missing,71441,Sesame Street: Lets Make a Word!,[6],A Sesame Street spelling game for computers,Missing,Missing,nan,nan,nan,nan,nan,nan
801360000,"[9, 12]",15073,Light Crusader,"[3, 5, 6, 14, 29]",Fight your way through a dungeon of evil Innocent people are vanishing victims of horrifying magic You a master swordsman are challenged to save them Only your sword and razor sharp mind will help you survive the lethal labyrinth rescue the people and save the kingdom Brutal real time arcade style fighting against legions of gruesome and deadly dungeon monsters Incredible 3D graphics make the action real Solve intricate 3D puzzles or perish Save up to four games so you can fully explore the expansive playing environment,60.13446482986883,I am David Lander swordsman in the service of the great King Frederick of Whitewood  A few days ago I was sent by my lord to an audience with King Weeden of this land of Green Row Trembling King Weeden informed me that his townspeople have been disappearing daily Neither the astrological charts nor even the kings own oracle can explain Green Row has always been a safe and charming land Not any longer I must find out what is happening to King Weedens people and return them,5.74,7.31,10.74,69.0,31.0,24.0
