,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[34],272822,Amnea 28: Dve Vechnosti,[6],Amnea 28 is a story about a group of young people who go to listen to a course of lectures by a respected professor of psychology The purpose of the trip is the old hotel Amnea which ceased to fulfill its main functions ten years ago and now serves as a secluded corner for the professor During the week of studying each new day the atmosphere is inexorably changing  Why did the students suddenly start acting strangely What are they hiding The main character will have to figure out the secrets of Amnea otherwise the walls of the old hotel will not let her leave alive,Missing,,,,,,
1,[5],272440,Trench Punk,[6],A dieselpunk Wolfenstein 3d inspired first person shooter,Missing,,,,,,
2,[5],271855,Prison of Hope,[6],Large scifi gothic mountain prison for vanilla Quake inspired by Dark Souls with textures by Makkon Difficulty settings are not implemented Map source is included,Missing,,,,,,
3,[5],271195,Quake Brutalist Jam,[6],35 concrete murderzones inspired by modernist architecture all made over 25 weeks by a variety of firsttime mappers and veterans Most maps make heavy use of Makkon textures Built on Copper 119,Missing,,,,,,
4,[5],271050,Empire of Disorder,[6],An episode of 9 small maps with various classic themes base medieval wizard runic brick etc for vanilla Quake but also works well in Copper  with coop support,Missing,,,,,,
5,[5],269459,Bellatrix: Tales of Orionis,[6],Bellatrix Tales of Orionis is an episode of 11 vanilla maps compatible You wake up next to your survival pod not knowing what planet youre on You dont remember anything and a version of yourself remained in hyper hibernation By tapping on the control screens you quickly understand that you are on a planet that was part of the former colonization of the UAC Orionis You then decide to take the path to the nearest town but the inhabitants of the surrounding area seem hostile,Missing,,,,,,
6,[4],267175,WizardryWars,[6],The game is simple You play as Wizards who have magical powers Using your powers you must kill all the other wizards and be the last wizard standing  It is as simple as that This was made for 2 hour challenge by the talented devs at Stux Group,Missing,,,,,,
7,"[12, 31]",267173,Tawamu i-call,"[6, 14]",Tawamu icall is a short game with a romantic friendship element that is mainly conversational released by kanekodou,The protagonist volunteers at the hospital where her sister is hospitalized and is asked by the doctor to be a companion for the children in the same ward The children who have been in a coma for various reasons have just woken up after participating in a clinical trial A quiet hospital A graceful hospital The inertia of time and the piercing icall,,,,,,
8,"[31, 33]",265665,Adventure Kitty: Drill Buster,"[6, 14]",Adventure Kitty Drill Buster is an actionpaced drill game that has you drilling across new terrains and collecting coins to break barriers,Missing,0.0,0.0,0.0,60.0,1.0,0.0
9,"[8, 15]",265225,LocoMotion,[6],Locomotion is an Action Platformer Game Inspired by many other Games out there This game has a fascinating story behind it Play it to find out what secrets the Acidic Waters have in store for you You play as a crash test dummy and the people who made you need to test your strength,Go out there and set that record You can do it You will need to infiltrate The Laym Studios in order to prove you are strong enough To enter the next trials But your task is not that simple You need to do more More than you are programmed to do,0.0,0.0,8.14,80.0,2.0,2.0
10,"[8, 31, 32]",265206,WannaFest 22,[6],After the events of I Wanna Be The Guy The Kid is invited to a game show hosted by an imposing figure Fight your way through several game challenges to compete for a high score Do you have what it takes to master these games and win the grand prize  Developed by Cherry Treehouse for Fangame Marathon 2022s Blind Adventure event WannaFest 22 is a fastpaced rollercoaster through hidden gaming gems of the past,Missing,,,,,,
