,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[8],273922,Iaidoka_Interlude,[6],A pseudo 8bit action platformer taking a bit of inspiration from filmnoir and samurai dramas iaidoka_interlude applies a few parkour and fighting game influences to mix up familiarity with a little uniquity,Missing,Missing,1.17,0.0,0.0,80.0,1.0,1.0
1,[34],271706,Reunion of Angel,[6],Mai is having an awful day She just got fired and suddenly two guys show up claiming to be Angels of Death saying that shes going to die in seven days  Not only that but her soul will be destroyed completely so she cant even be reincarnated  The Angels cant prevent her death but they want to at least help save her soul They lend her their supernatural powers so she can help people  just like a superhero  But can Mai do enough good deeds in the next seven days to change her fate,Missing,Missing,,,,,,
2,Missing,271155,DC Universe Online: Episode 10 - Amazon Fury Part I,"[6, 9, 48]",The tenth episode Amazon Fury Part I was released on April 30 2014 for players with an active subscription and May 6 2014 for players who did not have an active subscription The episode focused on the battle between DC hero Wonder Woman and her mother Queen Hippolyta Some of the key features of this episode include two Tier 6 Challenges in Aegis of Truth and Circes Trial two Tier 6 Duos in Port of Paradise and Supply Lines one Tier 6 Alert in Themyscira Divided and a new location in Gotham Under Siege with daily Tier 6 missions,Missing,Missing,,,,,,
3,[5],265991,Disrepair,[6],Disrepair is a 9 10 counting secret map episode that makes use of GZDoom enhancements including but not limited to DECORATE monsters 3D Floors and Scripted Events There is also a Survival Mode included which changes seven of the maps into an endless horde mode with some slight objectives,Missing,Missing,,,,,,
4,"[12, 34]",258818,Tenbin no La Dea: Ikusa Megami Memoria,[6],This title is the continuation of the Ikusa Megami series and is a remake of the original title from 1999 Celica Sylphil obtained the body of a goddess by slaying her As a result he was chased by gods and nations and hunted by assassins until the water miko the guardian saint of the holy nation of Rewinia During the Battle of Dounel he lost almost all of his divine power while defeating the evil dragon Aracale Rewinia was saved but he had become a soulless female body  Before he had time to recover his wounds the water miko requested that he head to the Rerun area to investigate the disappearance of the princess of Rewinia 18 years ago Following the Rewinian order of knights who had left before him he arrived to find a giant labyrinth Will he be able to uncover the truth and regain his lost power,Missing,Missing,,,,,,
5,"[2, 9, 31]",257643,Daymare Town 2,"[6, 14]",This is the original flash version of the game in high definition and playable in fullscreen,Missing,Missing,0.3,0.0,0.0,70.0,1.0,1.0
6,[5],256822,Monster Hunter Ltd: Part II,[6],After a deep sleep you wake up not immediately being aware that the monsters came back during the night,Missing,Missing,,,,,,
7,[5],252885,Payday 2: Gage Mod Courier,[6],The Gage Mod Courier DLC is the sixth DLC for Payday 2 It allows players to act as a courier for Gage the arms dealer picking up packages containing mods that are scattered all over DC,Missing,Missing,,,,,,
8,[9],243970,Kitty in the Crowd,"[6, 34, 39, 74]",Select from three difficulty settings then scan the crowd for nine kitties who could be hiding anywhere Play again and the kitties will be in new hiding places Fun for everyone,Missing,Missing,,,,,,
9,"[31, 32]",239202,Alone: Cold Winter,[6],Alone  Cold Winter is reimagination of Alone  Eternal Nightmare which is a RPGMaker actionhorror game that was heavily inspired by cult classics like Resident Evil Silent Hill and Project Zero,Lio P Conen is a mentally unstable cop that not only lost his work partner but also got divorced from his wife There is still something that gives him a little bit of hope  his little daughter However one day he receives a message from his exwife telling him that she wants to move to another town with her new husband and will take the daughter with her  Frustrated about this situation Lio tries to escape in alcoholism and drugs When talking to his local dealer he is given a new type of drug that however is nothing ordinary As it turns out it is the beginning of a wide spread conspirancy,Missing,,,,,,
10,Missing,234184,The Serpent,"[3, 6, 14]",Missing,Missing,Missing,,,,,,
11,[7],229600,Yume Nikki Rythm,[6],A Yume Nikki themed rhythm game,Missing,Missing,,,,,,
12,"[8, 31, 32, 33]",223529,Mussoumano: Saving Latifas,"[6, 34, 39, 72, 74, 82]",Mussoumano Saving Latifas is an endless runner where the rapper and YouTuber Mussoumano must save his fans who have been kidnapped by haters and trolls while he was playing video games,Missing,Missing,,,,,,
13,"[31, 32]",203437,Porthole,[6],Follow the compass seek the depths Turn and move with the arrow keys Press the buttons to document your voyage,Missing,Missing,,,,,,
14,[33],203204,125 Monkey Games,[6],125 monkey games for your monkey enjoyment Gather speed on the Monkey Ramp then press Space to open the Monkey Wings in the air Monkey Glide to catch bananas and land on a high scoring target,Missing,Missing,,,,,,
