,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
0,[8],275914,Worm Odyssey,[6],Missing,Missing,0.29,0.0,0.81,50.0,1.0,2.0
1,[5],268598,Heretic Upstart Mapping Project Mini,[6],HUMP mini short for Heretic Upstart Mapping Project mini is a 2018 Heretic mappack an offshoot of Heretic Upstart Mapping Project from the previous year It was led by HexenMapper but unlike the preceding effort which was meant for GZDoom HUMP mini is instead built with vanilla compatibility in mind,Missing,,,,,,
2,[8],262022,Kodamachi,[6],Kodamachi is a 2D arcade platformer where you cant jump so carelessly With a platform changing mechanic that lets your discover new paths quirky NPCs and a retro arcade aesthetic play through a delightful short story as you swiftly drift atop the brilliantly lit rooftops of a Japanese city,Missing,,,,,,
3,[34],260974,Sylvan Disappearance,"[3, 6, 14]",Sylvan Disappearance is a mystery visual novel with an epistolary component In the course of the story you follow Mirabelles life in a seaside city and read the correspondence she receives from her friends Martin and Célia,Mirabelle and Célia have always loved inventing stories and acting on stage too They used to entertain their friends by running story nights for them in the woods near their village Not anymore though  Three months have past since the incident which shattered their friendship and Mirabelle has begun a new life far away in a bustling city by the sea  One day Mirabelle receives a letter from Martin another friend of hers  This is none of my concern surely but I fear I must ask Has Célia written to you yet If I may hazard a guess she has not at all has she I do not believe that she has spent a very pleasant summer but I would like to believe that very soon life will turn out all the better for her If you ever find the time do not hesitate to write to her  Could this mark the beginning of a renewed friendship Perhaps But not all secrets can be told truthfully even to ones closest friend,,,,,,
4,[8],256397,Elephantastic,[6],Elephantastic is a short cartoony 3D Puzzle Platformer in which you defeat you enemies through sheer weight,Missing,,,,,,
5,"[9, 32]",252684,System Syzygy,"[3, 6, 14]",System Syzygy is a story and a puzzle game in the style of Cliff Johnsons classic Macintosh games The Fools Errand and 3 in Three and of Andrew Plotkins Systems Twilight As you move through the game solving a variety of different kinds of puzzles the game tells the story a piece at a time By the end of the game all the different puzzles and pieces of the story come together into a single metapuzzle,A motley crew of autonomous programs a peaceful if perhaps mysterious mission and no enemy vessels for lightyears aroundwhat could possibly go wrong Just about everything as it turns out And after a strange midflight disaster knocks out most of the ships subsystems sabotage perhaps youll have to guide Mezurethe plucky new administrator processand the rest of the crew to repair the damage But bewarenot all is as it seems aboard the HLS System,,,,,,
6,"[4, 31, 32]",252353,En Garde!: Student Project,[6],A swashbuckling adventure En Garde is a swashbuckling actionadventure game set in 17th centurys Spain Play as Adalia de Volador a noble  impetuous swordswoman Your palace has been seized by a mysterious mastermind and his hoard of guards  you will have to defend your familys honor  Fight with your rapier and acrobatic moves against numerous opponents and use the environment to your advantage in an intuitive way every object is interactive from tables to chandeliers You can even use your sense of repartee to taunt your opponents Combat is a spectacle and should be done with panache  This En Garde prototype features storydriven action in an open level the Voladors Palace for a total play time of about 30 minutes,From the forgotten pages of history comes Adalia de Volador Legendary swashbuckler Dashing adventurer Hero of the people  Play as Adalia in her daring escapades full of swordfighting satire and shenanigans Challenge the cruel CountDuke and oppose tyranny with panache  Beautifully painted locations charismatic characters and an astounding amount of battle banter will transport you to the golden age of swashbuckling comedy  So sharpen your sword grab your boots and hat and embark on a hilarious actionpacked spectacle,,,,,,
7,[34],252325,Digital Chain,[6],Digital Chain is a short mystery visual novel about 3 kids who explore a haunted school  The game focuses on a supposed Haunted School and an Incident that occurred there in the past With your two friends Shuhei and Hiromi explore the Haunted School Online there were claims of a ghost summoning ritual that allows you to speak with the dead using only your cellphones They called this ritual The Digital Chain,Missing,,,,,,
8,[31],230990,Ultimate Custom Night Demo,[6],The Ultimate Custom Night Demo is the fourth troll game created by Scott Cawthon Scott announced on the Steam Community that the demo for the Ultimate Custom Night had been released When it was released however it turned out to be another troll game inspired by Scotts first ever game Doofas,Missing,,,,,,
9,[8],229857,Crash Bandicoot N. Sane Trilogy: Future Tense,"[6, 48, 49, 130]",Play the firstever new level built for the original trilogys gameplay in almost 20 years Drawing inspiration from the cut Waterfall Level from the first Crash Bandicoot game Future Tense features several puzzles from the original level set in the futuristic setting from Crash Bandicoot 3 Warped Discover a whole new level of difficulty for Crash Bandicoot N Sane Trilogy as you dodge rockets destroy robots and leaps lasers while ascending a massive futuristic skyscraper,Missing,,,,,,
