,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,275238,Mafia II DLC: Made Man Pack,[6],The Made Man Pack offers two new Made Man suits for Vito to wear and two new cars Get a taste of being a Made Man in this exclusive Collectors Edition pack Feel the difference of a luxury automobile as you drive two classics modeled after cars from the period featuring bold design and dynamic performance Vito will look the part in two new suits including a red carpet worthy tux  The cars included in the pack are the Cossack and the Roller GL300 The suits are the Made Man suit with sunglasses and the Tuxedo with bow tie Both outfits come in five color combinations,Missing,Missing,Missing,,,,,,
1,274213,Rose Guns Days: Season 1,"[6, 39]",Rose Guns Days Season 1 is the first visual novel in the Rose Guns Days series which consists of five chapters and covers the year 1947,"[31, 34]",Missing,Missing,8.0,0.0,0.0,100.0,1.0,1.0
2,271148,DC Universe Online: Episode 5 - Hand of Fate,"[6, 9]",On August 14 2012 the fifth episode Hand of Fate was released The episode revolved around DC hero Doctor Fate and would give players a chance to fight through new mystical story content Some of the key features of this episode include two Tier 4 4player Operations in Wayward Souls and Soul Alchemy In addition this episode released four Tier 4 8player Operations in With a Vengeance A Black Dawn Unpaid Dues and Seeds of Rot,Missing,Missing,Missing,,,,,,
3,270667,Metropolitan Mayhem,[6],Metropolitan Mayhem is a 15map mod for Duke Nukem 3D Atomic Edition Its themetically very close to the original first and third episodes LA Meltdown  Shrapnel City of Duke Nukem 3D concentrating almost exclusively on classic urbanthemed maps,[5],Missing,Missing,,,,,,
4,261202,Suwako-chan Cubic,[6],Suwakochan Cubic is a Touhou fangame featuring a unique take on the Touhou formula featuring 3D movement and attack patterns for the titular protagonist to get through Sequel to Suwako no Danmaku Pyonpyon Daisansaku,"[5, 32]",Missing,Missing,,,,,,
5,256381,Team Fortress 2: Mann vs. Machine,[6],Mann vs Machine is a new cooperative game for Team Fortress 2 that lets you and five friends wage a desperate battle to stop a lethal horde of robots from deploying a bomb in one of Mann Cos many strongholds Take advantage of breaks between waves to upgrade your abilities and weapons Survive all the waves in any of a variety of missions to earn incredible loot,"[5, 15]",In the former Redmond and Blutarch Mann come to a truce only to discover about their longlost brother Gray Mann who kills them shortly after In the latter Saxton informs RED and BLU that theyre out of a job and rehires them as a united force to combat Grays robot army  Those mercenaries attempts to prevent the horde of AIcontrolled robots from escorting a bomb to a droppoint located in a Mann Co facility,Missing,,,,,,
6,251191,Trick or Alice,"[6, 14, 34, 39]",On the night of her birthday Minase Arisa is inexplicably thrown into a Wonderland much like the one from Lewis Carrolls classic a strange fairytalelike place that keeps repeating the same day over and over again Whats more its inhabitantseach bearing an uncanny resemblance to someone whom Arisa knows in real lifeinsist that she is in fact their Alice  Will Arisa be able to get away Or will she choose,[34],Missing,Missing,,,,,,
7,250581,Touhou Hyakki Kasen,[6],Touhou Hyakki Kassen English Eastern One Hundred Ogre Battle is a real time strategy and tower defense game in which players place their units and face waves of enemies As commander Reimu or Suika the players can select three kinds of units Walking very basic but flexible they move in any direction Barrage they attack from distance and Flying fast life bar and damage are various Each unit is disposable and players can increase their deck level by synthesizing existing cards or collecting new ones each time they win a mission Touhou Hyakki Kassen is the 10th official game from Strawberry Bose,[11],Missing,Missing,,,,,,
8,249768,Robot Dir,"[6, 34, 39]",Little Robot DIR had been on standby for years when a loving family of hedgehogs adopted him but now his family has been captured and he needs your help to rescue them,"[8, 9, 31]",Missing,Missing,,,,,,
9,249102,Nakadashi Banzai 5,[6],Summer The Beach Flirting Fcking and Finishing Inside Hes the guy who loves nothing more than hitting on a chick having raw sex and ending with a creampieOur hero is back once again This time the hunting grounds are the shining sands of a midsummer beach Beautiful women in stunning swimsuit as far as the eye can see Your targets are a blonde foreigner with a slamming body a sexy tanned and flat chick and a glamorous mature wife in her 40s Get their guard down with some flirting enjoy sex under the summer sun or bathed in pale moonlight and finish it off with a creampie The world of Nakadashi Banzai is waiting for you,"[13, 34]",Missing,Missing,,,,,,
10,246672,Touhou Jaseishou: The Last Comer,[6],Touhou fangame developed by Ido Yuuyu and Hatsuke The main gimmick of The Last Comer is based around collecting stars to fill a gauge which is similar to Ten Desires Trance gauge,"[5, 32]",Written by Milka Oyasu the religion of Christianity features as its main theme A star has fallen into Gensokyo setting aflame the forest and the cherry trees and simultaneously a mysterious light has appeared in the sky Reimu Hakurei Marisa Kirisame and Sakuya Izayoi go out to investigate the cause of these strange occurrences,Missing,,,,,,
11,240935,Pokémon 3D,[6],Old school Pokémon in a 3D world Bringing the games from the early generation of Pokémon games to the modern era  Pokémon 3D is a video game originally created by Nilllzz It is heavily inspired by Minecraft and the Pokémon series Pokémon 3D focuses on the strong points of Pokémon Gold and Silver versions and their remakes and gives players a taste as to how the once 2D world they knew was in 3D They could even see through the eyes of their trainer  Pokémon 3D focuses on the strong points of Pokémon Gold and Silver versions and their remakes and gives players a taste as to how the once 2D world they knew was in 3D They could even see through the eyes of their trainer,"[12, 16, 31]",Missing,Missing,,,,,,
12,239545,Simple Solitaire,[6],Enjoy the classic game of Solitaire on Windows Simple Solitaire loads fast and is completely free It works great on both your desktop and tablet computer running Windows This game is just like the classic Solitaire that used to come with Windows,[35],Missing,Missing,,,,,,
13,235400,Transformers: Fall of Cybertron - Multiplayer Havoc Pack,"[6, 9, 12]",The first multiplayer character pack for Fall of Cybertron it unlocks 5 characters and their related parts for use in custom loadouts The characters included are Wheeljack Zeta Prime Perceptor Blast Off and Ultra Magnus,[5],Missing,Missing,,,,,,
14,232763,The Visitor 2,[6],Juicing up his story to gain fame Agent Moss told everyone how he fought off giant spiders growling dogs hissing cats and an army of humans by using only his bare hands and large pulsing brain to escape earth  After hearing his amazing story Omega 1 turned him into a special agent Now Moss and two of Omega 1s best are sent to find a saucer that went down somewhere on earth 5 days ago The problem is the humans have got to them already and theyre now being held in some sort of labmilitary base Agent Moss is now thrust into this life threatening situation and knows full well that hes a fraud  Wishing he was back to his old job of abducting humans from a safe distance he must now venture off with his fellow aliens Slug and Scar to find these downed agents Help these aliens complete their mission and return home safely,"[2, 31]",Missing,Missing,6.0,0.0,0.0,70.0,1.0,1.0
15,216196,Darksiders II: Limited Edition,"[6, 9, 12]",The Limited Edition includes free access to the Arguls Tomb DLC pack when it becomes available  Wield the unstoppable power of Death the most feared of the legendary Four Horsemen Battle forces of heaven hell and beyond in an epic world unlike anything you have seen before,"[12, 25, 31]",Missing,Missing,,,,,,
16,213120,Gensokyo Daisenso,[6],A doujin game by INSIDE SYSTEM based on the Touhou Project series,"[13, 32]",Missing,Missing,,,,,,
17,206942,Fushigi no Gensoukyou Chronicle,[6],Five previous works have been reborn as a single story piece,"[12, 31, 32]",Starting with Kamikakushi the intervening Super Express  Terrestrial Threats and the Battle of Gekkojo Kawashiro Nazurin Land is of course open for business  Lets go and look for the beginning and the end of all the wonders of the anomalies up to now,Missing,,,,,,
18,205252,Walpurgis: Enkan no Meikyuu,[6],This game is an explorationtype action game in which the player controls Sayaka Miki to explore a labyrinth The player controls Sayaka Miki who has lost her memory and explores a labyrinth filled with mystery,"[31, 32]",It is in the depths of a comatose labyrinth  Sayakachan Sayakachan I thought I heard someone calling me Consciousness slowly rises from the depths of sleep and Sayaka Mikis thoughts are lit The voice belonged to a very important and treasured friend,Missing,,,,,,
19,205167,Soul Anchor,[6],This is a verticalhorizontal scrolling action game where you fly hook and conquer stages,"[31, 32]",Missing,Missing,,,,,,
20,203077,Yoiyami Densetsu: The Legend of Twilight,[6],Yoiyami Densetsu The Legend of Twilight is a fanmade Touhou Project 2D actionadventure game developed by Otters Arcadia featuring Rumia as the protagonist,"[12, 31, 32]",One day Rumia decided to take a nap in the mountains Suddenly while napping a fog rolls in When she opened her eyes she saw the familiar temple grounds but something is wrong things arent what they seem Rumias involved in an incident,Missing,,,,,,
21,202865,Leiria: Stargazer,[6],A shootthemup heavily inspired by ESPGaluda,[5],Missing,Missing,,,,,,
22,202354,The Final Hours of Mass Effect 3,"[6, 39]",Missing,Missing,Missing,Missing,,,,,,
23,202317,One-Way,[6],OneWAY is a Yume Nikki fangame It stars a girl named Alyssa The goal is to explore her dreams and collect effects,[31],Missing,Missing,,,,,,
24,202299,Limbo,[6],Limbo is an English Yume Nikki fangame Limbo plays like a traditional fangame the goal of the game is to explore Annies dream world and find effects,[31],Missing,Missing,3.58,4.16,6.62,77.0,3143.0,4235.0
25,194779,Taisei Project,"[3, 6, 14, 82, 130]",Taisei Project is an open source fangame set in the world of Tōhō Project It is a topdown verticalscrolling curtain fire shooting game STG also known as a bullet hell or danmaku STGs are fastpaced games focused around pattern recognition and mastery through practice,"[5, 33]",Missing,Missing,,,,,,
26,187240,Komeiji Satori no Jousou Kyouiku,[6],A doujin action puzzle game by Twilight Frontier based on the Touhou Project series,"[9, 15, 31, 32]",The story is that Byakuren Hijiri has Koishi Komeiji Rin Kaenbyou and Utsuho Reiuji dancing presumably to brainwash them Satori rather suspicious makes them turn away by treating them to sweets via mental education,Missing,,,,,,
27,168695,Way Walkers: University,[6],Embark on a magical adventure through a spiritual world,[32],Missing,Missing,0.0,0.0,0.0,50.0,1.0,0.0
28,168169,Quantum Conundrum: IKE-aramba!,[6],Just when you thought you were done with rescue duty its up to you to save Ike In this allnew adventure rescue Ike and leap seemingly endless chasms as you travel through an allnew wing of Quadwrangle Manor,[15],Missing,Missing,2.16,2.16,5.06,52.0,6.0,13.0
29,167701,Payday: The Heist - Wolfpack,"[6, 9]",Payday The Heist  Wolfpack is the much anticipated first DLC pack for this action filled FPS that lets players take on the role of hardened career criminals in constant pursuit of the next big score Load out with an array of brand new weaponry including the new pistol automatic rifle or the grenade launcher which can kill many,[5],Missing,Missing,,,,,,
30,162718,Killing Floor: Ash Harding Character Pack,"[6, 14]",Few know Ashley Harding is the daughter of Benny the Diamond the East Ends most feared underworld boss But rather than embrace a life of lawlessness and wealth Harding chose to follow her dream of becoming an officer in the British Army,Missing,Missing,Missing,,,,,,
31,162401,Train Simulator 2021: BR Class 33 Loco,[6],The Class 33 Crompton is a classic British Rail Southern Region diesel locomotive and is ready to get to work for you in Train Simulator 2021 The Class 33 first appeared in British Rail Green livery in 1960 and was deployed in the south east,[13],Missing,Missing,,,,,,
32,162393,Train Simulator 2021: BR Class 31 Freight Loco,[6],The Class 31 is a classic British workhorse just waiting to get to work in Train Simulator 2021,[13],Missing,Missing,,,,,,
33,162391,Train Simulator 2021: BR Class 170 'Turbostar' DMU,[6],The Class 170 Turbostar is a great modern passenger train which is perfectly at home on any UK Train Simulator 2021 route,[13],Missing,Missing,,,,,,
34,162360,Train Simulator 2021: Class 325 EMU,[6],The Class 325 is a striking dualmode electric train ideal for highspeed mail haulage in Train Simulator 2021,[13],Missing,Missing,,,,,,
35,151528,Aka no Sekai,[6],A guy named Akira comes back from the store and suddenly the world around him looks a little different from before everything looks reddish and strange animals roam around Will he be able to find a way out,[31],Missing,Missing,,,,,,
36,141997,Firefight: Descent,[6],Welcome to Firefight Descent    Firefight Descent is not your average firefight With a focus on cinematic vibes and player interaction this map takes cues from many of the things that made past firefights great    Descent breaks away from the usual perceptions of firefight The map makes use of infinite play gamechanging decisions and cutscenes to give a new and fresh experience It is also the first firefight map for Halo Custom Edition to use a bsp or level geometry specifically made for the purpose of firefight    Before you start the firefight take a look around Who knows what things you might find,[5],The year is 2552 Delta Halo has recently been discovered by the crew members of the In Amber Clad You are a new breed of Helljumper Specially trained for extended combat and wearing armor fitted with technology not unlike that of the legendary SPARTAN soldiers you are ready to take more punishment than most marines could ever imagine Today you have learned that Covenant forces are taking interest in a mysterious structure roughly 3000 km from the nearest UNSC stronghold location Your mission is to go in and eliminate as many of their forces as possible to pave the way for a full assault You have waited a long time for this opportunity The time has come to perform your duty Prepare to descend into hell,Missing,,,,,,
37,141407,Doom II: Community Chest 4,[6],Community Chest 4 cchest4wad is a 2012 megawad that contains 32 new levels made by members of the Doomworld community It requires a Boomcompatible source port with increased SEGS limits to play It is the third sequel to Community Chest preceded by Community Chest 3 It was released on August 17 2012 It received both a normal award and the Mordeth Award during the 2012 Cacowards,[5],Missing,Missing,,,,,,
38,140984,Be Richest!,[6],A city is left in ruin at the hands of a corrupt official and you have been called in to rebuild it in this exciting new installment of the Be Rich franchise    Build and restore homes and businesses keep residents safe and happy and bring the citys crooked former mayor to justice as you develop your own business empire in Be Richest game    Find out if you have what it takes to Be Richest,[15],Missing,Missing,,,,,,
