first_release_date,id,name,platforms,summary,genres,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
1293753600,275217,Monopoly City,[6],Monopoly City is a new imagination of the classic Monopoly board game Play alone against the computer or against your friends in this new property builder title Build houses industrial complexes skyscrapers and dominate your competition to become the ultimate winner,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1292457600,271368,Runic Recycling,[6],Mediumsized metalrunic style level with classic gameplay a builtin skillselection room and an additional alternative game mode,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1293408000,270687,Desert Storm,[6],A large level set in a canyon somewhere in the US Duke has to infiltrate a command center which is now under alien control and kill the two overlords responsible for the takeover  the Bruiser Brothers,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1293753600,267541,Shaftdiver,[6],Doujin thirdperson arcade rail shooter fan game based off of the indie shmup Hellsinker,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1293753600,267511,A Vampire Romance: Paris Stories,[6],A young art student moves to Paris and falls in love with a young and enigmatic man When her new love suddenly disappears she must travel the city solve a mystery and discover her lovers secrets in this thrilling adventure  Investigate the Seine river banks the Pére Lachaise Cementery and more as you uncover clues and determine your destiny,"[2, 9]",A student of art moves to Paris to study at the Louvre She stumbles upon an enigmatic boy who she falls in love with but who turns out to be a vampire Leila will uncover the secrets of her beloved and reach the depths of the catacombs of Paris for the denouement,Missing,nan,nan,nan,nan,nan,nan
1293753600,260825,Doom: Barracks Zone,[6],Doom Barracks Zone more commonly called DBZone is a episode replacement by Tails Mario and Howie members of the DOOM Barracks clan and mapping team primarily comprised of players from Taiwan and Hong Kong It is meant for ZDoombased source ports and contains nine maps primarily aimed towards cooperative multiplayer but fully playable in single player as well Development of DBZone started in 2006 with the release of homewad by Tails which later evolved into the first map of the episode DOOM City The PWAD furthermore has several changes via DeHackEd and DECORATE many of the vanilla enemies are made to attack or move faster and a new weapon and monsters are also included,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1293753600,259208,Knot Pharmacard Subcondition-J,[6],Missing,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1292544000,256447,Team Fortress 2: Australian Christmas,[6],The Australian Christmas was a major content update for Team Fortress 2 and It was the first in what would later become the annual Smissmas event  A new game mode Medieval Mode was introduced with this update It featured a new map DeGroot Keep  The update also increased default backpack slots from 200 to 300 and added the ability to acquire additional slots 100 at a time by purchasing the Backpack Expander item The maximum backpack size became 1000 slots  As part of the event the Festive Winter Crate was added These were unlockable with a Festive Winter Crate Key that was only available as a purchase from the Mann Co Store for 249  199  249  This update also introduced the Itemtest map for the first time,[5],Missing,Missing,nan,nan,nan,nan,nan,nan
1293753600,255776,Final Fantasy XI: Heroes of Abyssea,[6],Addon Scenario for Final Fantasy XI,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1292112000,255775,Final Fantasy XI: Scars of Abyssea,[6],Addon Scenario for Final Fantasy XI,Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
