,genres,id,name,platforms,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
0,[5],273067,Dark Covenant,[6],12level episode for Doom 2 with new graphics and music Starts out in a small suburban neighborhood and takes you from demoninfested cityscapes to deep inside the earth and finally into space,Missing,Missing,,,,,,
1,"[2, 13]",172775,"Fin Fin: On Teo, the Magic Planet",[6],Fin Fin is a virtual pet similar to Tamagotchi The special feature of the simulation is speech recognition with a accompanying microphone Of course it doesnt really understand what the player is saying but it reacts to the mode of speaking  a friendly tone makes it happy and loud or hectic speeches makes it sad Sometimes it speaks back and a conversation occurs Over time it learns to distinguish the players voice from others  Like other virtual pets the Fin Fin needs to eat and sleep The game is set in a virtual world where the Fin Fin can meet other animals the player cant interact with those The pet either plays with them or is scared which affects its mood A happy Fin Fin rewards the player by singing a song or performing stunts,Missing,Missing,,,,,,
2,"[2, 13, 15, 31, 34]",153696,Kakyuusei,"[6, 14, 32, 149]",Kakyuusei is a 1996 PC98 adventure dating sim where the protagonist must date obviously a girl or two or a dozen It was ported to many platforms and has never been localized into any other language besides Japanese officially only fan translations into Korean and Simplified Chinese Its a spinoff of the Doukyuusei titles also made by ELF,In Kakyuusei the player takes the role of a young Japanese highschool student named Kentarou During the spring break Kentarou has been working in a restaurant run by a relative of his family Now as the final school year has come with some money in his pocket and plenty of interest towards representatives of the fairer sex Kentarou is determined to make this school year memorable,Missing,,,,,,
3,[2],125318,Casper Brainy Book,"[6, 14]",The Casper Brainy Book builds reading skills with its entertaining interactive Storybook adapted from the motion picture by an awardwinning childrens author The Casper Brainy Book also includes Games and Puzzles the build vocabulary and memory skills Designed for prereaders and early readers Casper agesensitive activities continually adapt to your childs ability so the Casper Brainy Book Grows with your child,Missing,Missing,,,,,,
4,[34],108838,Sotsugyou Crossworld,"[6, 7, 32]",A visual novel game for the Sega Saturn PS1 and PC,Player takes the role of a young pilot who returns home after traveling around the world and who meets different girls around the town,Missing,,,,,,
5,[13],95506,SimCity 2000: Network Edition,[6],This variant of SimCity 2000 CD Collection is Windowsnative and includes multiplayer support for up to 4 players via LAN and modem Players can develop a single city together or compete by building separate cities,Missing,Missing,,,,,,
6,[14],79567,PlayMaker Football 2.0,[6],PlayMaker Football unites three distinct modules into one game program First there is the Team Draft to build the team you need to best run your styles of offense and defense Each player on the 30man active roster 15 offense and 15 defense has five ability categories Speed Strength Agility Intelligence and Discipline Each player can have up to 100 points assigned to each of the five categories  Next there is the Chalkboard Editor Here you will build your playbooks designing offensive defensive and special teams plays Each playbook can have hundreds of plays allowing you to prepare for any contingency You can also try out each play on the Practice Field option so you can check the timing on pass plays blocking schemes coverage assignments pass routes and blitz angles  Finally its time to play some football You can let the computer call your game plan for you based upon detailed Artificial Intelligence settings that you build into the playbook or you can take charge and manually make all the calls in real time or play in an online league by uploading your playbook for use against a specific opponent  PlayMaker Football is not an arcade style game  it is as realistic and detailed a simulation of football as you can get,Missing,Missing,,,,,,
7,[15],50874,Star Command: Revolution,[6],Realtime strategy in space Play as one of four different races Do the normal RTS thing collect resources build up a powerful military and crush everyone else,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
8,"[13, 31, 34]",45951,Kokuu Hyouryuu Nirgends,"[6, 274]",Basically it alternates between the adventure part which depicts the interaction with fellow crew members and the battle part which controls the humanoid deformable fighter Grywurm Glühwurm and shoots down enemy planes Its easy to imagine a flight simulator or a 3D shooter as a fighter but in reality its a command line plus realtime The depiction is 3D but PCFX does not have polygon function so it is represented by sprites used in FC and SFC and pseudo 3D expressed in BG,Missing,Missing,,,,,,
9,[5],333,Quake,"[3, 4, 6, 13, 14, 16, 32, 55, 240]",Quake is a firstperson shooter video game developed by id Software and published by GT Interactive in 1996 and featured music composed by Trent Reznor and Nine Inch Nails It is the first game in the popular Quake series In the game players must find their way through various mazelike medieval environments while battling a variety of monsters using a wide array of weapons,The player takes the role of a protagonist known as Ranger who was sent into a portal in order to stop an enemy codenamed Quake The government had been experimenting with teleportation technology and developed a working prototype called a Slipgate the mysterious Quake compromised the Slipgate by connecting it with its own teleportation system using it to send death squads to the Human dimension in order to test the martial capabilities of Humanity,82.38550996113021,5.32,7.24,14.07,81.0,544.0,579.0
10,"[2, 9, 31]",8071,Normality,"[3, 6, 13, 14]",A sinister force now controls the city of Neutropolis A oncethriving city full of beauty and light Neutropolis has been reduced to a a stagnant pit of apathy,Missing,70.0,5.93,0.0,0.0,54.0,5.0,8.0
